tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS011,2026-01-08,3,Karolina Muchova,Ekaterina Alexandrova,CZE,RUS,11.0,7.0,6-4,7-5,,O,0800,2026,Karolina Muchova,Ekaterina Alexandrova,CZE,RUS,11,7,2,Karolina Muchova,Ekaterina Alexandrova,2,"6-4,7-5",2026-01-08T03:15:31.127+00:00,2026-01-08,01:49:33,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:46:02,6,4,0,4,1,0,1,15,10,25,18,19,12,36,28,3,2,3,5,5,5,10,8,35,29,0,0,01:03:27,7,5,0,5,1,1,0,15,19,22,31,24,24,40,40,2,1,5,2,6,6,7,12,40,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS012,2026-01-08,3,Liudmila Samsonova,Aliaksandra Sasnovich,RUS,BLR,10.0,10.0,6-4,6-4,,O,0800,2026,Aliaksandra Sasnovich,Liudmila Samsonova,BLR,RUS,,10,3,Liudmila Samsonova,Aliaksandra Sasnovich,2,"6-4,6-4",2026-01-08T05:22:05.033+00:00,2026-01-08,01:47:51,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:52:24,4,6,0,0,0,1,2,13,14,25,20,22,18,41,28,1,2,3,4,5,5,12,6,32,37,0,0,00:55:24,4,6,0,0,1,2,1,14,11,22,17,18,16,37,27,2,3,5,7,5,5,8,6,29,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS013,2026-01-08,3,Jessica Pegula,Dayana Yastremska,USA,UKR,4.0,4.0,5-7,6-2,6-3,O,0800,2026,Dayana Yastremska,Jessica Pegula,UKR,USA,,4,3,Jessica Pegula,Dayana Yastremska,3,"5-7,6-2,6-3",2026-01-08T08:32:46.067+00:00,2026-01-08,02:16:39,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:56:46,7,5,0,1,2,5,2,22,14,31,22,29,22,48,39,2,1,6,3,6,6,9,8,46,41,0,0,00:35:22,2,6,0,1,3,3,1,8,9,15,12,14,17,28,21,0,2,2,4,4,4,7,3,18,31,0,0,00:44:28,3,6,0,3.0,0.0,2.0,1.0,8.0,9.0,17.0,14.0,16.0,13.0,35.0,23.0,1.0,3.0,1.0,5.0,5.0,4.0,9.0,5.0,26.0,32.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS014,2026-01-08,3,Mirra Andreeva,Linda Noskova,RUS,CZE,6.0,9.0,5-7,6-4,7-5,O,0800,2026,Mirra Andreeva,Linda Noskova,RUS,CZE,6,9,2,Mirra Andreeva,Linda Noskova,3,"5-7,6-4,7-5",2026-01-08T11:07:55.85+00:00,2026-01-08,02:23:38,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:43:12,5,7,0,2,2,0,2,13,16,18,21,22,27,30,36,0,1,2,1,6,6,5,5,31,35,0,0,00:44:40,6,4,0,1,2,1,4,16,12,23,17,24,16,39,29,2,1,3,5,5,5,7,5,37,31,0,0,00:55:42,7,5,0,6.0,2.0,2.0,3.0,18.0,17.0,27.0,25.0,23.0,25.0,38.0,42.0,2.0,1.0,4.0,3.0,6.0,6.0,9.0,8.0,40.0,40.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS015,2026-01-08,3,Marta Kostyuk,Amanda Anisimova,UKR,USA,16.0,2.0,6-4,6-3,,O,0800,2026,Marta Kostyuk,Amanda Anisimova,UKR,USA,16,2,2,Marta Kostyuk,Amanda Anisimova,2,"6-4,6-3",2026-01-08T10:39:29.563+00:00,2026-01-08,01:31:46,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:45:43,6,4,0,5,1,4,1,18,12,21,15,23,17,33,27,1,0,1,4,5,5,3,3,33,27,0,0,00:46:01,6,3,0,1,1,0,4,13,16,20,28,16,19,27,41,3,1,8,2,4,5,7,12,38,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS016,2026-01-06,2,Aryna Sabalenka,Cristina Bucsa,BLR,ESP,1.0,,6-0,6-1,,O,0800,2026,Aryna Sabalenka,Cristina Bucsa,BLR,ESP,1,,2,Aryna Sabalenka,Cristina Bucsa,2,"6-0,6-1",2026-01-06T02:38:29.15+00:00,2026-01-06,00:48:36,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:22:47,6,0,0,0,0,0,0,8,7,10,17,12,8,14,24,3,0,4,0,3,3,2,10,28,10,0,0,00:25:46,6,1,0,4,0,0,1,14,4,18,8,17,7,22,16,2,0,2,0,4,3,4,4,26,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS017,2026-01-06,2,Sorana Cirstea,Jelena Ostapenko,ROU,LAT,,14.0,6-2,7-6(5),,O,0800,2026,Sorana Cirstea,Jelena Ostapenko,ROU,LAT,,14,2,Sorana Cirstea,Jelena Ostapenko,2,"6-2,7-6(5)",2026-01-06T05:52:13.213+00:00,2026-01-06,01:46:00,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:43:10,6,2,0,2,0,2,1,12,10,13,17,21,13,33,26,2,0,2,2,4,4,1,7,34,25,0,0,01:02:44,7,6,5,9,0,1,2,18,19,21,26,25,27,34,45,1,1,1,2,6,6,3,7,43,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS018,2026-01-06,2,Diana Shnaider,Anastasia Potapova,RUS,AUT,12.0,,6-1,6-3,,O,0800,2026,Diana Shnaider,Anastasia Potapova,RUS,AUT,12,,2,Diana Shnaider,Anastasia Potapova,2,"6-1,6-3",2026-01-06T02:32:52.843+00:00,2026-01-06,01:17:46,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:41:21,6,1,0,3,2,3,6,17,7,22,12,20,10,34,27,3,0,4,6,3,4,5,5,37,24,0,0,00:36:19,6,3,0,1,2,2,1,15,11,18,16,18,13,24,25,2,1,5,1,5,4,3,5,30,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS019,2026-01-06,2,Madison Keys,McCartney Kessler,USA,USA,5.0,5.0,6-4,6-3,,O,0800,2026,McCartney Kessler,Madison Keys,USA,USA,,5,3,Madison Keys,McCartney Kessler,2,"6-4,6-3",2026-01-06T00:48:52.763+00:00,2026-01-06,01:26:18,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:45:08,4,6,0,1,2,1,1,13,12,24,20,21,19,38,30,1,2,4,5,5,5,11,8,32,36,0,0,00:41:07,3,6,0,0,0,1,2,12,18,19,22,15,23,26,31,0,1,2,3,4,5,7,4,23,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS020,2026-01-06,2,Elena Rybakina,Shuai Zhang,KAZ,CHN,3.0,,6-3,7-5,,O,0800,2026,Elena Rybakina,Shuai Zhang,KAZ,CHN,3,,2,Elena Rybakina,Shuai Zhang,2,"6-3,7-5",2026-01-06T09:57:00.6+00:00,2026-01-06,01:13:02,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:29:57,6,3,0,3,1,2,0,11,11,13,17,19,14,27,25,2,1,6,3,5,4,2,6,30,22,0,0,00:43:03,7,5,0,13,2,4,0,18,15,23,25,23,21,35,38,2,1,3,4,6,6,5,10,40,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS021,2026-01-06,2,Paula Badosa,Marie Bouzkova,ESP,CZE,15.0,15.0,6-7(4),6-4,6-2,O,0800,2026,Marie Bouzkova,Paula Badosa,CZE,ESP,,15,3,Paula Badosa,Marie Bouzkova,3,"6-7(4),6-4,6-2",2026-01-06T11:13:46.75+00:00,2026-01-06,03:01:46,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,01:18:29,7,6,4,2,4,4,5,20,18,29,27,30,28,49,50,1,1,3,5,6,6,9,9,52,47,0,0,00:54:41,4,6,0,0,2,2,3,13,12,24,15,23,21,40,30,0,1,0,7,5,5,11,3,32,38,0,0,00:48:30,2,6,0,1.0,2.0,2.0,5.0,8.0,13.0,16.0,16.0,12.0,15.0,28.0,25.0,1.0,3.0,5.0,6.0,4.0,4.0,8.0,3.0,22.0,31.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS022,2026-01-06,2,Karolina Muchova,Ajla Tomljanovic,CZE,AUS,11.0,,4-6,6-1,7-6(5),O,0800,2026,Karolina Muchova,Ajla Tomljanovic,CZE,AUS,11,,2,Karolina Muchova,Ajla Tomljanovic,3,"4-6,6-1,7-6(5)",2026-01-06T08:20:23.523+00:00,2026-01-06,02:38:53,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:49:57,4,6,0,0,1,4,2,12,14,21,23,18,20,35,32,1,2,3,6,5,5,9,9,30,37,0,0,00:40:36,6,1,0,0,1,0,5,8,12,15,24,10,14,18,37,4,1,12,1,3,4,7,12,33,22,0,0,01:08:14,7,6,5,4.0,1.0,1.0,2.0,21.0,17.0,29.0,34.0,26.0,23.0,43.0,43.0,2.0,2.0,4.0,3.0,6.0,6.0,8.0,17.0,46.0,40.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS023,2026-01-06,2,Ekaterina Alexandrova,Sofia Kenin,RUS,USA,7.0,7.0,7-6(2),6-3,,O,0800,2026,Sofia Kenin,Ekaterina Alexandrova,USA,RUS,,7,3,Ekaterina Alexandrova,Sofia Kenin,2,"7-6(2),6-3",2026-01-06T04:03:15.85+00:00,2026-01-06,01:31:56,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:57:00,6,7,2,2,7,5,0,25,24,36,28,33,28,56,37,1,1,2,4,6,6,11,4,42,51,0,0,00:34:50,3,6,0,1,2,2,1,12,10,19,14,15,17,27,23,0,2,1,2,5,4,7,4,21,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS024,2026-01-07,2,Aliaksandra Sasnovich,Clara Tauson,BLR,DEN,8.0,8.0,6-2,6-3,,O,0800,2026,Clara Tauson,Aliaksandra Sasnovich,DEN,BLR,8,,3,Aliaksandra Sasnovich,Clara Tauson,2,"6-2,6-3",2026-01-07T02:14:28.177+00:00,2026-01-07,01:21:41,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:35:17,2,6,0,2,0,1,0,10,11,19,12,13,16,26,22,0,2,0,7,4,4,9,1,19,29,0,0,00:46:17,3,6,0,1,2,3,2,12,13,18,16,16,20,30,29,0,2,1,4,5,4,6,3,25,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS025,2026-01-07,2,Liudmila Samsonova,Emerson Jones,RUS,AUS,10.0,10.0,6-4,6-1,,O,0800,2026,Emerson Jones,Liudmila Samsonova,AUS,RUS,,10,3,Liudmila Samsonova,Emerson Jones,2,"6-4,6-1",2026-01-07T02:32:46.11+00:00,2026-01-07,01:13:10,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:41:21,4,6,0,1,3,1,0,11,14,17,20,14,19,26,30,1,2,2,2,5,5,6,6,25,31,0,0,00:31:42,1,6,0,1,0,3,0,5,5,11,10,7,9,24,17,1,4,1,6,4,3,6,5,15,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS026,2026-01-07,2,Dayana Yastremska,Leylah Fernandez,UKR,CAN,13.0,13.0,6-1,6-2,,O,0800,2026,Leylah Fernandez,Dayana Yastremska,CAN,UKR,13,,3,Dayana Yastremska,Leylah Fernandez,2,"6-1,6-2",2026-01-07T00:48:05.577+00:00,2026-01-07,01:02:07,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:27:19,1,6,0,0,1,3,0,5,10,11,14,8,17,17,23,0,2,3,2,3,4,6,4,14,26,0,0,00:34:42,2,6,0,0,0,4,0,7,12,14,13,11,16,25,19,0,2,0,8,4,4,7,1,14,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS027,2026-01-07,2,Jessica Pegula,Anna Kalinskaya,USA,RUS,4.0,4.0,6-2,2-6,6-4,O,0800,2026,Anna Kalinskaya,Jessica Pegula,RUS,USA,,4,3,Jessica Pegula,Anna Kalinskaya,3,"6-2,2-6,6-4",2026-01-07T00:50:18.993+00:00,2026-01-07,01:54:27,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:33:49,2,6,0,0,2,1,2,12,12,20,14,14,18,27,26,0,2,1,5,4,4,8,2,22,31,0,0,00:34:20,6,2,0,0,3,0,1,14,5,20,11,20,10,30,22,2,0,3,3,4,4,6,6,32,20,0,0,00:46:16,4,6,0,2.0,1.0,2.0,0.0,11.0,15.0,16.0,21.0,13.0,20.0,25.0,36.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,6.0,29.0,32.0,0.0,0.0
