event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS018,R32,01:00:00,,F,2,G300,"6-3,6-3",G. Grant,M. Kohlmann,,,USA,GER,6-3,6-3,,,,01:00:00,218,/en/stats/leaderboard?page=serve,2,2,77,36,47,86,31,36,55,6,11,0,0,,9,239,/en/stats/leaderboard?page=serve,4,5,58,38,65,66,25,38,48,13,27,67,6,9,9,79,37,47,42,27,65,57,64,112,58,38,65,21,10,47,43,48,112,A,,,,,,,,,G. Grant,M. Kohlmann,G300,K257,USA,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS019,R32,01:44:00,,F,2,J129,"6-4,7-6(10)",T. Johansson,F. Santoro,,,SWE,FRA,6-4,7-6(10),,,,01:44:00,292,/en/stats/leaderboard?page=serve,1,7,54,38,71,84,32,38,58,19,33,0,0,1,11,251,/en/stats/leaderboard?page=serve,3,3,47,44,93,64,28,44,59,29,49,71,5,7,11,72,51,71,39,36,93,53,87,164,61,57,93,28,20,71,47,77,164,A,10,8,,,,,,,T. Johansson,F. Santoro,J129,S424,SWE,FRA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS020,R32,00:53:00,,F,2,R237,"6-1,6-4",G. Rusedski,T. Haas,,,GBR,GER,6-1,6-4,,,,00:53:00,277,/en/stats/leaderboard?page=serve,4,11,63,33,52,82,27,33,37,7,19,0,0,1,9,178,/en/stats/leaderboard?page=serve,7,0,33,14,43,71,10,14,31,9,29,20,1,5,8,65,34,52,56,24,43,61,58,95,44,19,43,35,18,52,39,37,95,A,,,,,,,,,G. Rusedski,T. Haas,R237,H355,GBR,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS021,R32,01:05:00,,F,2,S544,"7-6(7),6-1",V. Spadea,L. Paes,,,USA,IND,7-6(7),6-1,,,,01:05:00,279,/en/stats/leaderboard?page=serve,1,4,61,35,57,80,28,35,55,12,22,60,3,5,10,209,/en/stats/leaderboard?page=serve,3,3,49,31,63,55,17,31,50,16,32,33,2,6,9,70,40,57,48,30,63,58,70,120,52,33,63,30,17,57,42,50,120,A,,,7,1,,,,,V. Spadea,L. Paes,S544,P269,USA,IND,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS022,R32,01:21:00,,F,2,N210,"6-3,7-6(7)",D. Nestor,J. Van Herck,,,CAN,BEL,6-3,7-6(7),,,,01:21:00,275,/en/stats/leaderboard?page=serve,6,15,59,48,81,83,40,48,52,17,33,,0,,11,284,/en/stats/leaderboard?page=serve,4,9,55,32,58,84,27,32,50,13,26,67,2,3,10,70,57,81,31,18,58,54,75,139,69,40,58,30,24,81,46,64,139,A,7,2,,,,,,,D. Nestor,J. Van Herck,N210,V167,CAN,BEL,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS023,R32,01:34:00,,F,2,P226,"6-3,7-5",C. Pioline,A. Vinciguerra,,,FRA,SWE,6-3,7-5,,,,01:34:00,260,/en/stats/leaderboard?page=serve,3,6,55,36,66,78,28,36,43,13,30,50,2,4,11,219,/en/stats/leaderboard?page=serve,5,7,56,43,77,60,26,43,41,14,34,60,6,10,10,62,41,66,48,37,77,55,78,143,52,40,77,38,25,66,45,65,143,A,,,,,,,,,C. Pioline,A. Vinciguerra,P226,V250,FRA,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS024,R32,01:20:00,,F,2,B446,"6-4,6-2",J. Bjorkman,M. Goellner,,,SWE,GER,6-4,6-2,,,,01:20:00,268,/en/stats/leaderboard?page=serve,,2,59,39,66,67,26,39,52,14,27,75,3,4,9,211,/en/stats/leaderboard?page=serve,4,8,37,29,79,79,23,29,36,18,50,64,7,11,9,61,40,66,48,38,79,54,78,145,52,41,79,39,26,66,46,67,145,A,,,,,,,,False,J. Bjorkman,M. Goellner,B446,G252,SWE,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS025,R32,01:56:00,,F,3,G182,"3-6,6-4,6-4",M. Gustafsson,R. Schuettler,,,SWE,GER,3-6,6-4,6-4,,,01:56:00,242,/en/stats/leaderboard?page=serve,4,3,52,42,81,69,29,42,51,20,39,56,5,9,14,227,/en/stats/leaderboard?page=serve,5,2,64,67,105,63,42,67,37,14,38,50,5,10,15,60,49,81,47,49,105,53,98,186,53,56,105,40,32,81,47,88,186,A,,,,,,,,,M. Gustafsson,R. Schuettler,G182,S636,SWE,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS026,R32,01:12:00,,F,2,F196,"6-4,6-2",W. Ferreira,J. Knippschild,,,RSA,GER,6-4,6-2,,,,01:12:00,245,/en/stats/leaderboard?page=serve,5,5,46,29,63,72,21,29,50,17,34,67,4,6,9,182,/en/stats/leaderboard?page=serve,3,5,43,28,65,36,10,28,57,21,37,64,9,14,9,60,38,63,52,34,65,56,72,128,48,31,65,40,25,63,44,56,128,A,,,,,,,,,W. Ferreira,J. Knippschild,F196,K260,RSA,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS027,R32,00:55:00,,F,2,H336,"6-3,6-1",T. Henman,M. Tillstrom,,,GBR,SWE,6-3,6-1,,,,00:55:00,297,/en/stats/leaderboard?page=serve,1,5,64,25,39,92,23,25,50,7,14,50,1,2,8,172,/en/stats/leaderboard?page=serve,6,1,53,29,55,45,13,29,42,11,26,55,6,11,8,77,30,39,56,31,55,65,61,94,44,24,55,23,9,39,35,33,94,A,,,,,,,,,T. Henman,M. Tillstrom,H336,T166,GBR,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS028,R32,01:49:00,,F,3,S550,"6-4,2-6,6-4",T. Suzuki,T. Enqvist,,,JPN,SWE,6-4,2-6,6-4,,,01:49:00,254,/en/stats/leaderboard?page=serve,2,6,64,56,88,59,33,56,56,18,32,56,5,9,14,241,/en/stats/leaderboard?page=serve,9,10,53,48,91,69,33,48,47,20,43,64,7,11,14,58,51,88,42,38,91,50,89,179,58,53,91,42,37,88,50,90,179,A,,,,,,,,,T. Suzuki,T. Enqvist,S550,E113,JPN,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS029,R32,01:48:00,,F,2,C328,"6-4,7-6(7)",K. Carlsen,F. Jonsson,,,DEN,SWE,6-4,7-6(7),,,,01:48:00,290,/en/stats/leaderboard?page=serve,4,6,65,47,72,81,38,47,52,13,25,86,6,7,11,266,/en/stats/leaderboard?page=serve,,6,53,42,80,81,34,42,45,17,38,75,6,8,11,71,51,72,36,29,80,53,80,152,64,51,80,29,21,72,47,72,152,A,7,5,,,,,False,,K. Carlsen,F. Jonsson,C328,J148,DEN,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS030,R32,01:04:00,,F,2,M442,"6-1,6-2",T. Martin,I. Heuberger,,,USA,SUI,6-1,6-2,,,,01:04:00,258,/en/stats/leaderboard?page=serve,,9,76,44,58,73,32,44,50,7,14,,0,,8,186,/en/stats/leaderboard?page=serve,8,3,55,34,62,62,21,34,32,9,28,60,6,10,7,67,39,58,52,32,62,59,71,120,48,30,62,33,19,58,41,49,120,A,,,,,,,,False,T. Martin,I. Heuberger,M442,H380,USA,SUI,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS031,R32,01:40:00,,F,2,A202,"7-6(7),7-6(7)",W. Arthurs,K. Kucera,,,AUS,SVK,7-6(7),7-6(7),,,,01:40:00,281,/en/stats/leaderboard?page=serve,6,13,53,43,81,77,33,43,61,23,38,80,8,10,12,270,/en/stats/leaderboard?page=serve,2,4,58,53,91,74,39,53,53,20,38,50,2,4,12,69,56,81,35,32,91,51,88,172,65,59,91,31,25,81,49,84,172,A,7,4,7,5,,,,,W. Arthurs,K. Kucera,A202,K237,AUS,SVK,,
