event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,secondservepointswon_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS011,R16,01:28:00,,F,2,C378,"6-4,6-2",A. Costa,H. Gumy,,,ESP,ARG,6-4,6-2,,,,01:28:00,296,/en/stats/leaderboard?page=serve,False,2,73,37,51,76,28,37,57,8,14,50,1,2,9,211,/en/stats/leaderboard?page=serve,5,2,57,38,67,61,23,38,41,12,29,60,6,10,9,71,36,51,48,32,67,58,68,118,52,35,67,29,15,51,42,50,118,A,,,,,,,,,,A. Costa,H. Gumy,C378,G247,ESP,ARG,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS012,R16,01:47:00,,F,3,F196,"2-6,6-3,6-3",W. Ferreira,C. Moya,,,RSA,ESP,2-6,6-3,6-3,,,01:47:00,245,/en/stats/leaderboard?page=serve,,1,51,46,90,67,31,46,52,23,44,70,7,10,13,247,/en/stats/leaderboard?page=serve,3,0,64,49,77,67,33,49,50,14,28,50,4,8,13,60,54,90,39,30,77,50,84,167,61,47,77,40,36,90,50,83,167,A,2,,,,,,,,,W. Ferreira,C. Moya,F196,M605,RSA,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS013,R16,01:38:00,,F,3,M475,"3-6,6-3,6-0",A. Medvedev,Y. Kafelnikov,,,UKR,RUS,3-6,6-3,6-0,,,01:38:00,283,/en/stats/leaderboard?page=serve,,6,72,59,82,68,40,59,57,13,23,75,6,8,12,231,/en/stats/leaderboard?page=serve,2,4,69,57,83,60,34,57,42,11,26,50,5,10,12,65,53,82,46,38,83,55,91,165,54,45,83,35,29,82,45,74,165,A,3,,,,,,,,,A. Medvedev,Y. Kafelnikov,M475,K267,UKR,RUS,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS014,R16,01:21:00,,F,2,K214,"6-4,6-4",R. Krajicek,M. Philippoussis,,,NED,AUS,6-4,6-4,,,,01:21:00,269,/en/stats/leaderboard?page=serve,,10,45,27,60,93,25,27,42,14,33,67,4,6,10,228,/en/stats/leaderboard?page=serve,3,2,64,41,64,66,27,41,39,9,23,60,6,10,10,65,39,60,44,28,64,54,67,124,56,36,64,35,21,60,46,57,124,A,1,,,,,,,,,R. Krajicek,M. Philippoussis,K214,P338,NED,AUS,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS015,R16,01:08:00,,F,2,E004,"6-4,6-2",S. Edberg,G. Ivanisevic,,,SWE,CRO,6-4,6-2,,,,01:08:00,282,/en/stats/leaderboard?page=serve,,3,54,27,50,89,24,27,61,14,23,,0,,9,238,/en/stats/leaderboard?page=serve,,5,59,38,64,58,22,38,50,13,26,25,1,4,9,76,38,50,45,29,64,59,67,114,55,35,64,24,12,50,41,47,114,A,2,,,,,False,,,,S. Edberg,G. Ivanisevic,E004,I034,SWE,CRO,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS016,R32,01:06:00,,F,2,M099,"6-2,6-3",T. Muster,P. Korda,,,AUT,CZE,6-2,6-3,,,,01:06:00,266,/en/stats/leaderboard?page=serve,,1,73,40,55,78,31,40,53,8,15,,0,,8,220,/en/stats/leaderboard?page=serve,1,2,65,37,57,59,22,37,40,8,20,20,1,5,9,71,39,55,47,27,57,59,66,112,53,30,57,29,16,55,41,46,112,A,1,,,,,,,,,T. Muster,P. Korda,M099,K148,AUT,CZE,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS017,R32,01:47:00,,F,3,M442,"4-6,6-3,6-4",T. Martin,A. Berasategui,,,USA,ESP,4-6,6-3,6-4,,,01:47:00,290,/en/stats/leaderboard?page=serve,,11,60,59,99,80,47,59,50,20,40,89,8,9,15,297,/en/stats/leaderboard?page=serve,1,0,79,69,87,62,43,69,72,13,18,60,3,5,14,68,67,99,36,31,87,53,98,186,64,56,87,32,32,99,47,88,186,A,4,,,,,,,,,T. Martin,A. Berasategui,M442,B428,USA,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS018,R32,00:29:00,,F,2,R214,"6-1,3-0",M. Rosset,B. Karbacher,,,SUI,GER,6-1,3-0,,,,00:29:00,235,/en/stats/leaderboard?page=serve,False,4,75,18,24,89,16,18,67,4,6,0,0,,5,148,/en/stats/leaderboard?page=serve,,1,63,15,24,40,6,15,11,1,9,20,1,5,6,83,20,24,71,17,24,77,37,48,29,7,24,17,4,24,23,11,48,A,,,,,,False,,,,M. Rosset,B. Karbacher,R214,K190,SUI,GER,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS019,R32,01:03:00,,F,2,R286,"6-3,6-3",M. Rios,D. Vacek,,,CHI,CZE,6-3,6-3,,,,01:03:00,236,/en/stats/leaderboard?page=serve,,4,48,28,58,71,20,28,70,21,30,,0,,9,251,/en/stats/leaderboard?page=serve,3,5,66,39,59,62,24,39,55,11,20,50,3,6,9,71,41,58,41,24,59,56,65,117,59,35,59,29,17,58,44,52,117,A,1,,,,,,,,,M. Rios,D. Vacek,R286,V141,CHI,CZE,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS020,R32,01:27:00,,F,2,E113,"6-4,7-6(7)",T. Enqvist,P. Haarhuis,,,SWE,NED,6-4,7-6(7),,,,01:27:00,266,/en/stats/leaderboard?page=serve,,2,55,42,76,67,28,42,65,22,34,67,4,6,11,239,/en/stats/leaderboard?page=serve,4,6,52,35,67,57,20,35,56,18,32,0,0,3,11,66,50,76,43,29,67,55,79,143,57,38,67,34,26,76,45,64,143,A,4,,,7,4,,,,,T. Enqvist,P. Haarhuis,E113,H223,SWE,NED,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS021,R32,01:57:00,,F,3,G254,"6-4,3-6,6-4",A. Gaudenzi,M. Stich,,,ITA,GER,6-4,3-6,6-4,,,01:57:00,227,/en/stats/leaderboard?page=serve,,3,64,63,99,56,35,63,50,18,36,63,10,16,15,229,/en/stats/leaderboard?page=serve,4,13,63,53,84,58,31,53,42,13,31,33,3,9,14,54,53,99,48,40,84,51,93,183,52,44,84,46,46,99,49,90,183,A,6,,,,,,,,,A. Gaudenzi,M. Stich,G254,S351,ITA,GER,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS022,R32,01:12:00,,F,2,C378,"6-1,6-4",A. Costa,S. Schalken,,,ESP,NED,6-1,6-4,,,,01:12:00,278,/en/stats/leaderboard?page=serve,,0,69,43,62,65,28,43,58,11,19,86,6,7,9,202,/en/stats/leaderboard?page=serve,3,0,56,35,62,51,18,35,48,13,27,50,4,8,8,63,39,62,50,31,62,56,70,124,50,31,62,37,23,62,44,54,124,A,2,,,,,,,,,A. Costa,S. Schalken,C378,S572,ESP,NED,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS023,R32,01:47:00,,F,2,G247,"6-4,6-4",H. Gumy,J. Courier,,,ARG,USA,6-4,6-4,,,,01:47:00,279,/en/stats/leaderboard?page=serve,False,1,58,38,65,71,27,38,59,16,27,75,3,4,10,242,/en/stats/leaderboard?page=serve,3,2,54,34,63,74,25,34,45,13,29,50,3,6,10,66,43,65,40,25,63,53,68,128,60,38,63,34,22,65,47,60,128,A,,,,,,,,,,H. Gumy,J. Courier,G247,C243,ARG,USA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS024,R32,02:01:00,,F,3,F196,"6-3,6-7(2),6-4",W. Ferreira,R. Reneberg,,,RSA,USA,6-3,6-7(2),6-4,,,02:01:00,231,/en/stats/leaderboard?page=serve,,9,48,53,111,72,38,53,40,23,58,17,1,6,16,227,/en/stats/leaderboard?page=serve,,0,78,74,95,53,39,74,43,9,21,50,7,14,15,55,61,111,49,47,95,52,108,206,51,48,95,45,50,111,48,98,206,A,6,,,2,7,False,,,,W. Ferreira,R. Reneberg,F196,R016,RSA,USA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS025,R32,01:45:00,,F,2,M605,"7-6(11),7-5",C. Moya,M. Washington,,,ESP,USA,7-6(11),7-5,,,,01:45:00,285,/en/stats/leaderboard?page=serve,False,2,75,74,99,61,45,74,64,16,25,67,4,6,12,253,/en/stats/leaderboard?page=serve,3,2,58,46,80,74,34,46,47,16,34,25,1,4,12,62,61,99,38,30,80,51,91,179,63,50,80,38,38,99,49,88,179,A,,11,9,,,,,,,C. Moya,M. Washington,M605,W124,ESP,USA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS026,R32,01:46:00,,F,3,M475,"6-4,3-6,6-1",A. Medvedev,E. Benfele Alvarez,,,UKR,ESP,6-4,3-6,6-1,,,01:46:00,283,/en/stats/leaderboard?page=serve,False,2,90,65,72,65,42,65,57,4,7,50,4,8,13,218,/en/stats/leaderboard?page=serve,2,1,94,82,87,52,43,82,20,1,5,45,5,11,13,64,46,72,49,43,87,56,89,159,51,44,87,36,26,72,44,70,159,A,,,,,,,,,,A. Medvedev,E. Benfele Alvarez,M475,A190,UKR,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS027,R32,01:16:00,,F,2,K267,"6-1,6-2",Y. Kafelnikov,C. Costa,,,RUS,ESP,6-1,6-2,,,,01:16:00,235,/en/stats/leaderboard?page=serve,,1,49,40,81,58,23,40,56,23,41,88,14,16,8,135,/en/stats/leaderboard?page=serve,4,2,51,21,41,62,13,21,10,2,20,25,2,8,7,57,46,81,63,26,41,59,72,122,37,15,41,43,35,81,41,50,122,A,4,,,,,,,,,Y. Kafelnikov,C. Costa,K267,C179,RUS,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS028,R32,01:19:00,,F,2,K214,"6-4,6-4",R. Krajicek,F. Clavet,,,NED,ESP,6-4,6-4,,,,01:19:00,250,/en/stats/leaderboard?page=serve,False,8,89,50,56,70,35,50,83,5,6,0,0,,10,282,/en/stats/leaderboard?page=serve,2,1,87,60,69,60,36,60,56,5,9,71,5,7,10,71,40,56,41,28,69,54,68,125,59,41,69,29,16,56,46,57,125,A,,,,,,,,,,R. Krajicek,F. Clavet,K214,C252,NED,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS029,R32,01:17:00,,F,2,P338,"7-6(7),6-1",M. Philippoussis,A. Voinea,,,AUS,ROU,7-6(7),6-1,,,,01:17:00,305,/en/stats/leaderboard?page=serve,,11,56,35,63,97,34,35,57,16,28,,0,,10,264,/en/stats/leaderboard?page=serve,2,6,56,32,57,75,24,32,52,13,25,33,1,3,9,79,50,63,35,20,57,58,70,120,65,37,57,21,13,63,42,50,120,A,6,7,4,,,,,,,M. Philippoussis,A. Voinea,P338,V166,AUS,ROU,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS030,R32,01:44:00,,F,2,E004,"6-3,7-6(14)",S. Edberg,C. Pioline,,,SWE,FRA,6-3,7-6(14),,,,01:44:00,290,/en/stats/leaderboard?page=serve,,4,64,52,81,67,35,52,66,19,29,83,5,6,10,274,/en/stats/leaderboard?page=serve,,4,66,45,68,71,32,45,61,14,23,25,1,4,11,67,54,81,32,22,68,51,76,149,68,46,68,33,27,81,49,73,149,A,1,,,14,12,False,,,,S. Edberg,C. Pioline,E004,P226,SWE,FRA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS031,R32,01:26:00,,F,3,I034,"1-6,6-4,6-1",G. Ivanisevic,B. Ulihrach,,,CRO,CZE,1-6,6-4,6-1,,,01:26:00,258,/en/stats/leaderboard?page=serve,,16,45,37,82,81,30,37,47,21,45,67,6,9,12,227,/en/stats/leaderboard?page=serve,4,3,49,35,71,63,22,35,50,18,36,50,4,8,12,62,51,82,44,31,71,54,82,153,56,40,71,38,31,82,46,71,153,A,6,,,,,,,,,G. Ivanisevic,B. Ulihrach,I034,U032,CRO,CZE,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS032,R64,01:03:00,,F,2,M099,"6-3,6-0",T. Muster,H. Wiltschnig,,,AUT,AUT,6-3,6-0,,,,01:03:00,311,/en/stats/leaderboard?page=serve,,1,94,34,36,82,28,34,50,1,2,,0,,7,178,/en/stats/leaderboard?page=serve,2,0,95,54,57,48,26,54,,,3,44,4,9,8,81,29,36,54,31,57,65,60,93,,0,,19,7,36,,0,,A,1,,,,,,False,,,T. Muster,H. Wiltschnig,M099,W200,AUT,AUT,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS033,R64,01:59:00,,F,3,K148,"4-6,6-3,6-4",P. Korda,J. Sanchez,,,CZE,ESP,4-6,6-3,6-4,,,01:59:00,257,/en/stats/leaderboard?page=serve,,3,54,50,92,70,35,50,55,23,42,57,4,7,15,254,/en/stats/leaderboard?page=serve,1,2,70,62,88,66,41,62,46,12,26,50,4,8,14,63,58,92,40,35,88,52,93,180,60,53,88,37,34,92,48,87,180,A,5,,,,,,,,,P. Korda,J. Sanchez,K148,S015,CZE,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS034,R64,01:20:00,,F,2,B428,"7-6(7),6-2",A. Berasategui,V. Santopadre,,,ESP,ITA,7-6(7),6-2,,,,01:20:00,269,/en/stats/leaderboard?page=serve,,1,80,51,64,65,33,51,54,7,13,40,2,5,10,208,/en/stats/leaderboard?page=serve,2,3,68,45,66,60,27,45,29,6,21,38,3,8,10,63,40,64,50,33,66,56,73,130,50,33,66,38,24,64,44,57,130,A,1,7,3,,,,,,,A. Berasategui,V. Santopadre,B428,S413,ESP,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS035,R64,01:10:00,,F,2,M442,"6-1,6-3",T. Martin,K. Kucera,,,USA,SVK,6-1,6-3,,,,01:10:00,265,/en/stats/leaderboard?page=serve,False,1,65,35,54,74,26,35,63,12,19,,0,,8,190,/en/stats/leaderboard?page=serve,4,0,45,29,64,45,13,29,54,19,35,50,4,8,8,70,38,54,50,32,64,59,70,118,50,32,64,30,16,54,41,48,118,A,,,,,,,,,,T. Martin,K. Kucera,M442,K237,USA,SVK,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS036,R64,01:39:00,,F,2,R214,"6-3,7-6(7)",M. Rosset,M. Zabaleta,,,SUI,ARG,6-3,7-6(7),,,,01:39:00,253,/en/stats/leaderboard?page=serve,,6,56,48,86,77,37,48,42,16,38,71,5,7,11,285,/en/stats/leaderboard?page=serve,1,1,90,57,63,58,33,57,67,4,6,40,2,5,10,62,53,86,41,26,63,53,79,149,59,37,63,38,33,86,47,70,149,A,9,,,7,2,,,,,M. Rosset,M. Zabaleta,R214,Z073,SUI,ARG,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS037,R64,01:30:00,,F,2,K190,"7-6(8),6-0",B. Karbacher,T. Larkham,,,GER,AUS,7-6(8),6-0,,,,01:30:00,242,/en/stats/leaderboard?page=serve,,6,49,29,59,79,23,29,43,13,30,63,5,8,9,188,/en/stats/leaderboard?page=serve,2,0,66,56,85,46,26,56,45,13,29,67,12,18,9,61,36,59,54,46,85,57,82,144,46,39,85,39,23,59,43,62,144,A,1,8,6,,,,,,,B. Karbacher,T. Larkham,K190,L257,GER,AUS,,
