event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_isstatbetter_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_dividend_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_dividend_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_dividend_tot_loser,totalpointswon_dividend_tot_loser,winner_flag,doublefaults_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,doublefaults_isstatbetter_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS081,R128,01:14:00,,F,2,K190,"6-2,6-3",B. Karbacher,C. Woodruff,,,GER,USA,6-2,6-3,,,,01:14:00,238,/en/stats/leaderboard?page=serve,False,5,66,46,70,67,31,46,24,,,0,,9,231,/en/stats/leaderboard?page=serve,1,1,61,36,59,56,20,36,52,12,23,63,5,8,8,47,46,27,59,74,54,32,59,23,55,A,,67,16,,67,70,57,129,33,70,43,129,,,,,,,B. Karbacher,C. Woodruff,K190,W212,GER,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS082,R128,01:14:00,,F,2,F031,"6-4,6-3",J. Fleurian,R. Koenig,,,FRA,RSA,6-4,6-3,,,,01:14:00,276,/en/stats/leaderboard?page=serve,,2,57,30,53,87,26,30,23,,50,1,2,9,222,/en/stats/leaderboard?page=serve,3,1,54,30,56,60,18,30,50,13,26,50,4,8,10,36,45,25,56,61,55,31,56,17,48,A,1,43,10,,68,53,56,109,32,53,44,109,,,,,,,J. Fleurian,R. Koenig,F031,K219,FRA,RSA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS085,R128,01:43:00,,F,3,L226,"3-6,6-3,6-4",S. Lareau,H. Gumy,,,CAN,ARG,3-6,6-3,6-4,,,01:43:00,306,/en/stats/leaderboard?page=serve,,3,65,45,69,89,40,45,24,,50,1,2,14,296,/en/stats/leaderboard?page=serve,3,9,70,56,80,68,38,56,67,16,24,50,2,4,14,54,33,26,80,80,68,54,80,15,69,A,1,58,14,,78,69,54,149,22,69,46,149,,,,,,,S. Lareau,H. Gumy,L226,G247,CAN,ARG,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS086,R128,01:15:00,,F,2,R240,"7-6(7),6-4",J. Rascon-Lope,C. Caratti,,,ESP,ITA,7-6(7),6-4,,,,01:15:00,208,/en/stats/leaderboard?page=serve,,4,67,44,66,84,37,44,22,,0,0,,11,294,/en/stats/leaderboard?page=serve,2,1,67,40,60,78,31,40,60,12,20,0,0,1,11,49,28,17,60,66,72,43,60,17,60,A,2,55,12,,74,66,52,126,26,66,48,126,7,4,,,,,J. Rascon-Lope,C. Caratti,R240,C270,ESP,ITA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS089,R128,01:13:00,,F,2,S403,"6-2,7-5",J. Stark,J. Eltingh,,,USA,NED,6-2,7-5,,,,01:13:00,298,/en/stats/leaderboard?page=serve,,13,67,38,57,87,33,38,19,,,0,,10,232,/en/stats/leaderboard?page=serve,9,5,49,33,67,79,26,33,38,13,34,70,7,10,10,43,42,28,67,71,58,39,67,14,53,A,2,53,10,,75,57,57,124,25,57,43,124,,,,,,,J. Stark,J. Eltingh,S403,E106,USA,NED,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS090,R128,01:20:00,,F,2,D214,"7-6(8),6-1",M. Damm,K. Novacek,,,CZE,CZE,7-6(8),6-1,,,,01:20:00,276,/en/stats/leaderboard?page=serve,,6,46,30,65,77,23,30,35,,,0,,9,255,/en/stats/leaderboard?page=serve,,5,56,34,61,76,26,34,48,13,27,25,1,4,10,48,36,22,61,70,64,39,61,17,56,A,1,71,25,False,74,65,56,126,26,65,44,126,8,6,,,,,M. Damm,K. Novacek,D214,N025,CZE,CZE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS093,R128,02:06:00,,F,3,J100,"4-6,7-6(7),6-4",M. Joyce,M. Hadad,,,USA,COL,4-6,7-6(7),6-4,,,02:06:00,241,/en/stats/leaderboard?page=serve,,2,60,61,102,72,44,61,41,,58,7,12,16,252,/en/stats/leaderboard?page=serve,,1,68,76,111,55,42,76,60,21,35,50,5,10,16,63,43,48,111,111,57,63,111,39,102,A,7,46,19,False,62,102,52,213,38,102,48,213,,,,,7,5,M. Joyce,M. Hadad,J100,H256,USA,COL,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS094,R128,01:08:00,,F,2,N101,"6-4,6-2",D. Nainkin,S. Stolle,,,RSA,AUS,6-4,6-2,,,,01:08:00,252,/en/stats/leaderboard?page=serve,,3,66,50,76,58,29,50,26,,78,7,9,9,196,/en/stats/leaderboard?page=serve,2,1,60,30,50,53,16,30,40,8,20,29,2,7,9,43,52,26,50,69,48,24,50,33,57,A,6,54,14,,57,76,55,126,43,76,45,126,,,,,,,D. Nainkin,S. Stolle,N101,S443,RSA,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS097,R128,01:27:00,,F,2,R016,"7-6(9),6-4",R. Reneberg,A. Radulescu,,,USA,GER,7-6(9),6-4,,,,01:27:00,279,/en/stats/leaderboard?page=serve,,2,52,39,75,77,30,39,36,,50,1,2,11,266,/en/stats/leaderboard?page=serve,4,7,56,46,82,70,32,46,56,20,36,33,1,3,11,52,37,30,82,82,63,52,82,23,75,A,3,61,22,,69,75,52,157,31,75,48,157,9,7,,,,,R. Reneberg,A. Radulescu,R016,R284,USA,GER,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS098,R128,02:38:00,,F,3,S015,"7-6(7),4-6,7-6(7)",J. Sanchez,S. Matsuoka,,,ESP,JPN,7-6(7),4-6,7-6(7),,,02:38:00,277,/en/stats/leaderboard?page=serve,,8,71,92,130,71,65,92,38,,67,6,9,17,282,/en/stats/leaderboard?page=serve,4,16,55,66,121,82,54,66,45,25,55,67,4,6,17,84,35,42,121,126,65,79,121,46,125,A,5,50,19,,65,130,50,251,35,130,50,251,7,5,7,2,,,J. Sanchez,S. Matsuoka,S015,M338,ESP,JPN,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS101,R128,01:18:00,,F,2,D270,"6-3,6-4",S. Draper,C. Wilkinson,,,AUS,GBR,6-3,6-4,,,,01:18:00,269,/en/stats/leaderboard?page=serve,,1,57,36,63,72,26,36,27,,,0,,10,249,/en/stats/leaderboard?page=serve,3,1,55,34,62,65,22,34,54,15,28,78,7,9,9,45,40,25,62,70,60,37,62,18,55,A,1,70,19,,71,63,56,125,29,63,44,125,,,,,,,S. Draper,C. Wilkinson,D270,W150,AUS,GBR,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS102,R128,02:14:00,,F,3,R186,"7-5,6-7(5),6-2",G. Raoux,J. Kroslak,,,FRA,SVK,7-5,6-7(5),6-2,,,02:14:00,273,/en/stats/leaderboard?page=serve,,8,48,63,130,76,48,63,67,,75,3,4,16,246,/en/stats/leaderboard?page=serve,11,7,59,63,107,68,43,63,48,21,44,33,2,6,16,83,40,43,107,126,60,64,107,47,111,A,4,52,35,,64,130,53,237,36,130,47,237,,,,,5,7,G. Raoux,J. Kroslak,R186,K296,FRA,SVK,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS105,R128,02:03:00,,F,3,K237,"7-5,2-6,6-4",K. Kucera,F. Clavet,,,SVK,ESP,7-5,2-6,6-4,,,02:03:00,225,/en/stats/leaderboard?page=serve,,4,50,55,110,62,34,55,55,,69,11,16,15,263,/en/stats/leaderboard?page=serve,1,2,70,63,90,63,40,63,63,17,27,50,5,10,15,60,37,33,90,93,63,57,90,50,107,A,4,47,26,,55,110,47,200,45,110,54,200,,,,,,,K. Kucera,F. Clavet,K237,C252,SVK,ESP,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS106,R128,01:09:00,,F,2,K148,"6-4,6-3",P. Korda,D. Dier,,,CZE,GER,6-4,6-3,,,,01:09:00,271,/en/stats/leaderboard?page=serve,,3,53,31,58,84,26,31,27,,,0,,10,246,/en/stats/leaderboard?page=serve,3,2,69,40,58,73,29,40,28,5,18,0,0,2,9,43,41,24,58,67,59,34,58,15,49,A,2,63,17,,74,58,58,116,26,58,42,116,,,,,,,P. Korda,D. Dier,K148,D207,CZE,GER,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS109,R128,01:28:00,,F,2,R237,"6-4,7-6(7)",G. Rusedski,J. Gimelstob,,,GBR,USA,6-4,7-6(7),,,,01:28:00,300,/en/stats/leaderboard?page=serve,,5,58,35,60,77,27,35,25,,0,0,1,11,262,/en/stats/leaderboard?page=serve,5,4,64,46,72,72,33,46,46,12,26,60,3,5,11,45,38,27,72,72,63,45,72,15,60,A,2,72,18,,75,60,55,132,25,60,45,132,,,,,7,5,G. Rusedski,J. Gimelstob,R237,G354,GBR,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS110,R128,00:46:00,,F,2,S331,"6-1,6-1",J. Stoltenberg,G. Etlis,,,AUS,ARG,6-1,6-1,,,,00:46:00,291,/en/stats/leaderboard?page=serve,False,1,93,41,44,73,30,41,3,,,0,,7,151,/en/stats/leaderboard?page=serve,3,1,40,17,42,53,9,17,32,8,25,17,1,6,7,32,60,25,42,57,40,17,42,12,29,A,,67,2,,73,44,66,86,27,44,34,86,,,,,,,J. Stoltenberg,G. Etlis,S331,E138,AUS,ARG,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS113,R128,01:21:00,,F,2,S544,"6-2,7-6(8)",V. Spadea,K. Alami,,,USA,MAR,6-2,7-6(8),,,,01:21:00,305,/en/stats/leaderboard?page=serve,False,1,71,45,63,71,32,45,18,,50,1,2,10,243,/en/stats/leaderboard?page=serve,3,7,55,42,77,71,30,42,43,15,35,63,5,8,10,45,42,32,77,77,58,45,77,18,63,A,,72,13,,71,63,55,140,29,63,45,140,,,,,8,6,V. Spadea,K. Alami,S544,A203,USA,MAR,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS114,R128,01:09:00,,F,2,P235,"6-1,6-2",S. Pescosolido,F. Meligeni,,,ITA,BRA,6-1,6-2,,,,01:09:00,188,/en/stats/leaderboard?page=serve,,1,51,26,51,77,20,26,25,,0,0,,8,190,/en/stats/leaderboard?page=serve,5,1,57,29,51,59,17,29,36,8,22,64,7,11,7,36,51,26,51,62,49,25,51,15,40,A,5,64,16,,71,51,61,102,29,51,39,102,,,,,,,S. Pescosolido,F. Meligeni,P235,M443,ITA,BRA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS117,R128,01:48:00,,F,3,O098,"6-2,4-6,6-2",M. Ondruska,N. Lapentti,,,RSA,ECU,6-2,4-6,6-2,,,01:48:00,272,/en/stats/leaderboard?page=serve,,1,60,46,77,74,34,46,31,,50,2,4,13,233,/en/stats/leaderboard?page=serve,1,3,64,63,99,59,37,63,47,17,36,74,14,19,13,51,45,45,99,96,55,54,99,26,80,A,2,55,17,,66,77,55,176,34,77,45,176,,,,,,,M. Ondruska,N. Lapentti,O098,L290,RSA,ECU,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS118,R128,00:55:00,,F,2,H336,"6-2,6-1",T. Henman,S. Campbell,,,GBR,USA,6-2,6-1,,,,00:55:00,245,/en/stats/leaderboard?page=serve,False,7,62,33,53,79,26,33,20,,,0,,7,185,/en/stats/leaderboard?page=serve,2,0,67,30,45,43,13,30,40,6,15,17,1,6,8,34,58,26,45,60,42,19,45,19,38,A,,40,8,,64,53,61,98,36,53,39,98,,,,,,,T. Henman,S. Campbell,H336,C355,GBR,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS121,R128,01:20:00,,F,2,C344,"6-2,6-4",A. Corretja,M. Wilander,,,ESP,SWE,6-2,6-4,,,,01:20:00,280,/en/stats/leaderboard?page=serve,,9,63,39,62,74,29,39,23,,86,6,7,9,207,/en/stats/leaderboard?page=serve,2,2,57,32,56,66,21,32,29,7,24,56,5,9,9,40,50,28,56,68,50,28,56,22,50,A,2,48,11,,65,62,58,118,35,62,42,118,,,,,,,A. Corretja,M. Wilander,C344,W023,ESP,SWE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS122,R128,01:12:00,,F,2,T156,"6-3,6-4",P. Tramacchi,G. Stafford,,,AUS,RSA,6-3,6-4,,,,01:12:00,302,/en/stats/leaderboard?page=serve,,7,57,32,56,78,25,32,24,,,0,,10,250,/en/stats/leaderboard?page=serve,2,2,60,35,58,74,26,35,39,9,23,60,3,5,9,42,40,23,58,65,60,35,58,14,49,A,1,71,17,,75,56,57,114,25,56,43,114,,,,,,,P. Tramacchi,G. Stafford,T156,S406,AUS,RSA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS125,R128,01:13:00,,F,2,P269,"6-3,6-4",L. Paes,P. Baur,,,IND,GER,6-3,6-4,,,,01:13:00,204,/en/stats/leaderboard?page=serve,False,3,57,32,56,81,26,32,24,,0,0,,10,262,/en/stats/leaderboard?page=serve,2,2,72,48,67,60,29,48,53,10,19,80,8,10,9,41,42,28,67,69,58,39,67,15,54,A,,63,15,,73,56,56,123,27,56,44,123,,,,,,,L. Paes,P. Baur,P269,B293,IND,GER,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS126,R128,01:22:00,,F,2,S572,"6-3,7-5",S. Schalken,M. Knowles,,,NED,BAH,6-3,7-5,,,,01:22:00,281,/en/stats/leaderboard?page=serve,,3,64,47,74,74,35,47,27,,88,7,8,11,229,/en/stats/leaderboard?page=serve,3,2,40,23,57,70,16,23,50,17,34,0,0,3,10,49,42,24,57,73,58,33,57,25,58,A,2,52,14,,66,74,56,131,34,74,44,131,,,,,,,S. Schalken,M. Knowles,S572,K171,NED,BAH,,
