event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS013,R16,00:52:00,,F,2,P273,"6-0,6-3",D. Prinosil,P. Baur,,,GER,GER,6-0,6-3,,,,00:52:00,287,/en/stats/leaderboard?page=serve,2,8,57,26,46,92,24,26,45,9,20,,0,,8,204,/en/stats/leaderboard?page=serve,1,3,62,33,53,58,19,33,40,8,20,20,1,5,7,72,33,46,49,26,53,60,59,99,51,27,53,28,13,46,40,40,99,A,,,,,,,D. Prinosil,P. Baur,P273,B293,GER,GER,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS014,R16,01:19:00,,F,2,H336,"7-6(7),7-5",T. Henman,G. Rusedski,,,GBR,GBR,7-6(7),7-5,,,,01:19:00,297,/en/stats/leaderboard?page=serve,2,9,61,46,75,80,37,46,66,19,29,,0,,12,315,/en/stats/leaderboard?page=serve,4,19,71,46,65,85,39,46,53,10,19,67,2,3,12,75,56,75,25,16,65,51,72,140,75,49,65,25,19,75,49,68,140,A,,7,2,,,,T. Henman,G. Rusedski,H336,R237,GBR,GBR,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS015,R16,02:18:00,,F,3,F196,"7-6(7),5-7,7-5",W. Ferreira,J. Winnink,,,RSA,NED,7-6(7),5-7,7-5,,,02:18:00,297,/en/stats/leaderboard?page=serve,5,15,60,67,112,79,53,67,60,27,45,75,6,8,18,288,/en/stats/leaderboard?page=serve,1,17,54,60,112,68,41,60,62,32,52,67,4,6,18,71,80,112,35,39,112,53,119,224,65,73,112,29,32,112,47,105,224,A,,7,3,,,,W. Ferreira,J. Winnink,F196,W161,RSA,NED,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS016,R32,01:20:00,,F,2,I034,"7-6(7),6-4",G. Ivanisevic,A. Voinea,,,CRO,ROU,7-6(7),6-4,,,,01:20:00,293,/en/stats/leaderboard?page=serve,9,14,50,31,62,100,31,31,48,15,31,50,1,2,11,263,/en/stats/leaderboard?page=serve,2,2,64,54,85,63,34,54,55,17,31,82,9,11,11,74,46,62,40,34,85,54,80,147,60,51,85,,0,,,0,,A,,7,2,,,,G. Ivanisevic,A. Voinea,I034,V166,CRO,ROU,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS017,R32,01:07:00,,F,2,K148,"6-3,6-2",P. Korda,N. Lapentti,,,CZE,ECU,6-3,6-2,,,,01:07:00,217,/en/stats/leaderboard?page=serve,3,11,46,21,46,95,20,21,68,17,25,0,0,,9,225,/en/stats/leaderboard?page=serve,1,3,59,42,71,64,27,42,38,11,29,73,8,11,8,80,37,46,46,33,71,60,70,117,54,38,71,20,9,46,40,47,117,A,,,,,,,P. Korda,N. Lapentti,K148,L290,CZE,ECU,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS018,R32,00:45:00,,F,2,N254,"6-2,6-3",J. Novak,A. Volkov,,,CZE,RUS,6-2,6-3,,,,00:45:00,213,/en/stats/leaderboard?page=serve,2,5,67,29,43,79,23,29,64,9,14,0,0,,8,211,/en/stats/leaderboard?page=serve,4,4,56,28,50,64,18,28,36,8,22,43,3,7,9,74,32,43,48,24,50,60,56,93,52,26,50,26,11,43,40,37,93,A,,,,,,,J. Novak,A. Volkov,N254,V037,CZE,RUS,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS019,R32,01:37:00,,F,3,U032,"6-2,3-6,7-5",B. Ulihrach,D. Vacek,,,CZE,CZE,6-2,3-6,7-5,,,01:37:00,276,/en/stats/leaderboard?page=serve,5,4,52,42,81,81,34,42,59,23,39,33,1,3,14,248,/en/stats/leaderboard?page=serve,7,10,55,54,98,76,41,54,41,18,44,64,7,11,15,70,57,81,40,39,98,54,96,179,60,59,98,30,24,81,46,83,179,A,,,,,,,B. Ulihrach,D. Vacek,U032,V141,CZE,CZE,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS020,R32,01:07:00,,F,2,B028,"6-3,6-4",B. Becker,F. Fetterlein,,,GER,DEN,6-3,6-4,,,,01:07:00,281,/en/stats/leaderboard?page=serve,3,8,54,33,61,82,27,33,50,14,28,80,4,5,10,232,/en/stats/leaderboard?page=serve,3,3,69,33,48,70,23,33,27,4,15,40,2,5,9,67,41,61,44,21,48,57,62,109,56,27,48,33,20,61,43,47,109,A,,,,,,,B. Becker,F. Fetterlein,B028,F206,GER,DEN,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS021,R32,01:14:00,,F,2,D214,"6-3,6-4",M. Damm,D. van Scheppingen,,,CZE,NED,6-3,6-4,,,,01:14:00,272,/en/stats/leaderboard?page=serve,2,16,60,37,62,86,32,37,52,13,25,,0,,10,267,/en/stats/leaderboard?page=serve,1,3,67,35,52,74,26,35,47,8,17,67,4,6,9,73,45,62,35,18,52,55,63,114,65,34,52,27,17,62,45,51,114,A,,,,,,,M. Damm,D. van Scheppingen,D214,S559,CZE,NED,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS022,R32,01:42:00,,F,2,R284,"7-6(7),7-5",A. Radulescu,P. Luxa,,,GER,CZE,7-6(7),7-5,,,,01:42:00,292,/en/stats/leaderboard?page=serve,4,9,64,52,81,73,38,52,59,17,29,67,2,3,12,260,/en/stats/leaderboard?page=serve,2,2,74,60,81,70,42,60,33,7,21,67,4,6,12,68,55,81,40,32,81,54,87,162,60,49,81,32,26,81,46,75,162,A,,7,5,,,,A. Radulescu,P. Luxa,R284,L353,GER,CZE,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS023,R32,01:28:00,,F,2,S351,"7-6(8),6-2",M. Stich,S. Stolle,,,GER,AUS,7-6(8),6-2,,,,01:28:00,203,/en/stats/leaderboard?page=serve,4,13,55,34,62,85,29,34,54,15,28,0,0,,10,255,/en/stats/leaderboard?page=serve,6,8,61,49,80,73,36,49,39,12,31,33,1,3,10,71,44,62,40,32,80,54,76,142,60,48,80,29,18,62,46,66,142,A,,8,6,,,,M. Stich,S. Stolle,S351,S443,GER,AUS,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS024,R32,01:03:00,,F,2,M442,"6-3,6-4",T. Martin,J. Kroslak,,,USA,SVK,6-3,6-4,,,,01:03:00,298,/en/stats/leaderboard?page=serve,2,9,63,34,54,88,30,34,60,12,20,,0,,10,264,/en/stats/leaderboard?page=serve,2,4,61,35,57,69,24,35,55,12,22,60,3,5,9,78,42,54,37,21,57,57,63,111,63,36,57,22,12,54,43,48,111,A,,,,,,,T. Martin,J. Kroslak,M442,K296,USA,SVK,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS025,R32,00:48:00,,F,2,C270,"6-2,6-4",C. Caratti,P. Wessels,,,ITA,NED,6-2,6-4,,,,00:48:00,282,/en/stats/leaderboard?page=serve,3,1,55,26,47,65,17,26,76,16,21,0,0,1,9,224,/en/stats/leaderboard?page=serve,3,10,66,35,53,63,22,35,33,6,18,56,5,9,9,70,33,47,47,25,53,58,58,100,53,28,53,30,14,47,42,42,100,A,,,,,,,C. Caratti,P. Wessels,C270,W254,ITA,NED,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS026,R32,01:51:00,,F,2,B293,"7-6(11),7-5",P. Baur,K. Kucera,,,GER,SVK,7-6(11),7-5,,,,01:51:00,236,/en/stats/leaderboard?page=serve,1,6,54,49,90,65,32,49,46,19,41,64,7,11,12,209,/en/stats/leaderboard?page=serve,6,7,46,42,92,62,26,42,42,21,50,55,6,11,12,57,51,90,49,45,92,53,96,182,51,47,92,43,39,90,47,86,182,A,,11,9,,,,P. Baur,K. Kucera,B293,K237,GER,SVK,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS027,R32,01:08:00,,F,2,P273,"6-4,6-3",D. Prinosil,R. Krajicek,,,GER,NED,6-4,6-3,,,,01:08:00,273,/en/stats/leaderboard?page=serve,1,6,52,37,71,73,27,37,53,18,34,50,1,2,10,235,/en/stats/leaderboard?page=serve,6,7,50,27,54,81,22,27,37,10,27,50,3,6,9,63,45,71,41,22,54,54,67,125,59,32,54,37,26,71,46,58,125,A,,,,,,,D. Prinosil,R. Krajicek,P273,K214,GER,NED,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS028,R32,01:31:00,,F,2,H336,"7-6(7),6-4",T. Henman,N. Kulti,,,GBR,SWE,7-6(7),6-4,,,,01:31:00,288,/en/stats/leaderboard?page=serve,7,21,42,35,84,89,31,35,53,26,49,80,4,5,11,271,/en/stats/leaderboard?page=serve,,8,53,39,73,67,26,39,62,21,34,71,5,7,11,68,57,84,36,26,73,53,83,157,64,47,73,32,27,84,47,74,157,A,,7,3,,,False,T. Henman,N. Kulti,H336,K181,GBR,SWE,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS029,R32,01:24:00,,F,2,R237,"6-4,7-6(7)",G. Rusedski,G. Bastl,,,GBR,SUI,6-4,7-6(7),,,,01:24:00,306,/en/stats/leaderboard?page=serve,2,17,60,40,67,85,34,40,56,15,27,67,2,3,11,269,/en/stats/leaderboard?page=serve,2,4,65,52,80,67,35,52,54,15,28,50,2,4,11,73,49,67,38,30,80,54,79,147,63,50,80,27,18,67,46,68,147,A,,,,7,5,,G. Rusedski,G. Bastl,R237,B503,GBR,SUI,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS030,R32,01:47:00,,F,3,W161,"6-4,4-6,7-5",J. Winnink,M. Tabara,,,NED,CZE,6-4,4-6,7-5,,,01:47:00,268,/en/stats/leaderboard?page=serve,2,8,59,52,88,75,39,52,53,19,36,43,3,7,16,245,/en/stats/leaderboard?page=serve,2,8,49,45,92,73,33,45,49,23,47,17,1,6,16,66,58,88,39,36,92,52,94,180,61,56,92,34,30,88,48,86,180,A,,,,,,,J. Winnink,M. Tabara,W161,T243,NED,CZE,,
348,1996,Ostrava,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Carpet,32,450000,$,MS031,R32,01:49:00,,F,3,F196,"7-5,4-6,6-3",W. Ferreira,R. Furlan,,,RSA,ITA,7-5,4-6,6-3,,,01:49:00,290,/en/stats/leaderboard?page=serve,5,16,54,57,105,82,47,57,50,24,48,86,6,7,16,286,/en/stats/leaderboard?page=serve,1,3,61,50,82,78,39,50,59,19,32,60,3,5,15,68,71,105,29,24,82,51,95,187,71,58,82,32,34,105,49,92,187,A,,,,,,,W. Ferreira,R. Furlan,F196,F192,RSA,ITA,,
