event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS011,R16,02:31:00,,F,3,K316,"6-7(5),7-6(7),7-5",N. Kiefer,P. Haarhuis,,,GER,NED,6-7(5),7-6(7),7-5,,,02:31:00,5,7,288,/en/stats/leaderboard?page=serve,6,16,49,55,112,87,48,55,54,31,57,80,8,10,18,256,/en/stats/leaderboard?page=serve,7,5,46,58,127,78,45,58,51,35,69,57,4,7,18,71,79,112,37,47,127,53,126,239,63,80,127,29,33,112,47,113,239,A,7,3,,,,,N. Kiefer,P. Haarhuis,K316,H223,GER,NED,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS012,R16,01:07:00,,F,2,M442,"6-3,6-4",T. Martin,G. Kuerten,,,USA,BRA,6-3,6-4,,,,01:07:00,,,210,/en/stats/leaderboard?page=serve,4,9,53,29,55,83,24,29,69,18,26,0,0,,10,246,/en/stats/leaderboard?page=serve,4,6,50,29,58,76,22,29,41,12,29,33,1,3,9,76,42,55,41,24,58,58,66,113,59,34,58,24,13,55,42,47,113,A,,,,,,,T. Martin,G. Kuerten,M442,K293,USA,BRA,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS013,R16,01:28:00,,F,3,R255,"3-6,6-2,6-1",P. Rafter,D. Prinosil,,,AUS,GER,3-6,6-2,6-1,,,01:28:00,,,272,/en/stats/leaderboard?page=serve,7,8,52,42,81,79,33,42,49,19,39,86,6,7,12,229,/en/stats/leaderboard?page=serve,6,5,48,31,64,68,21,31,48,16,33,43,3,7,12,64,52,81,42,27,64,54,79,145,58,37,64,36,29,81,46,66,145,A,,,,,,,P. Rafter,D. Prinosil,R255,P273,AUS,GER,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS014,R16,01:28:00,,F,2,R286,"7-6(8),6-3",M. Rios,Y. Kafelnikov,,,CHI,RUS,7-6(8),6-3,,,,01:28:00,8,6,264,/en/stats/leaderboard?page=serve,4,5,53,40,75,78,31,40,51,18,35,33,1,3,11,229,/en/stats/leaderboard?page=serve,4,3,42,31,73,58,18,31,60,25,42,63,5,8,10,65,49,75,41,30,73,53,79,148,59,43,73,35,26,75,47,69,148,A,,,,,,,M. Rios,Y. Kafelnikov,R286,K267,CHI,RUS,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS015,R16,00:37:00,,F,1,K148,6-3,P. Korda,C. Pioline,,,CZE,FRA,6-3,,,,,00:37:00,,,283,/en/stats/leaderboard?page=serve,3,4,57,13,23,85,11,13,60,6,10,50,1,2,5,210,/en/stats/leaderboard?page=serve,3,3,50,15,30,73,11,15,27,4,15,50,2,4,5,74,17,23,50,15,30,60,32,53,50,15,30,26,6,23,40,21,53,A,,,,,,,P. Korda,C. Pioline,K148,P226,CZE,FRA,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS016,R32,01:17:00,,F,2,S402,"6-3,6-4",P. Sampras,M. Gustafsson,,,USA,SWE,6-3,6-4,,,,01:17:00,,,250,/en/stats/leaderboard?page=serve,2,13,57,43,76,74,32,43,48,16,33,,0,,10,256,/en/stats/leaderboard?page=serve,6,5,65,37,57,70,26,37,45,9,20,67,4,6,9,63,48,76,39,22,57,53,70,133,61,35,57,37,28,76,47,63,133,A,,,,,,,P. Sampras,M. Gustafsson,S402,G182,USA,SWE,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS017,R32,01:31:00,,F,2,K214,"7-6(12),6-4",R. Krajicek,B. Becker,,,NED,GER,7-6(12),6-4,,,,01:31:00,12,10,290,/en/stats/leaderboard?page=serve,4,14,59,49,83,78,38,49,53,18,34,88,7,8,11,269,/en/stats/leaderboard?page=serve,5,5,44,29,66,90,26,29,54,20,37,50,2,4,11,67,56,83,30,20,66,51,76,149,70,46,66,33,27,83,49,73,149,A,,,,,,,R. Krajicek,B. Becker,K214,B028,NED,GER,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS018,R32,01:29:00,,F,2,L206,"6-2,7-6(7)",M. Larsson,A. Corretja,,,SWE,ESP,6-2,7-6(7),,,,01:29:00,,,279,/en/stats/leaderboard?page=serve,5,9,54,37,69,81,30,37,50,16,32,86,6,7,10,248,/en/stats/leaderboard?page=serve,,6,52,38,73,74,28,38,46,16,35,57,4,7,10,67,46,69,40,29,73,53,75,142,60,44,73,33,23,69,47,67,142,A,7,5,False,,,,M. Larsson,A. Corretja,L206,C344,SWE,ESP,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS019,R32,01:37:00,,F,2,S424,"7-5,7-6(11)",F. Santoro,S. Bruguera,,,FRA,ESP,7-5,7-6(11),,,,01:37:00,,,281,/en/stats/leaderboard?page=serve,1,0,59,50,85,72,36,50,60,21,35,67,2,3,12,263,/en/stats/leaderboard?page=serve,2,8,47,41,88,78,32,41,49,23,47,75,6,8,12,67,57,85,38,33,88,52,90,173,63,55,88,33,28,85,48,83,173,A,11,9,,,,,F. Santoro,S. Bruguera,S424,B350,FRA,ESP,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS020,R32,00:40:00,,F,2,H336,"6-3,2-0",T. Henman,G. Ivanisevic,,,GBR,CRO,6-3,2-0,,,,00:40:00,,,275,/en/stats/leaderboard?page=serve,3,9,57,24,42,79,19,24,50,9,18,83,5,6,6,190,/en/stats/leaderboard?page=serve,2,3,48,14,29,71,10,14,20,3,15,50,3,6,6,67,28,42,55,16,29,62,44,71,45,13,29,33,14,42,38,27,71,A,,,,,,,T. Henman,G. Ivanisevic,H336,I034,GBR,CRO,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS021,R32,01:09:00,,F,2,B446,"6-3,6-4",J. Bjorkman,J. Siemerink,,,SWE,NED,6-3,6-4,,,,01:09:00,,,245,/en/stats/leaderboard?page=serve,,3,62,34,55,62,21,34,52,11,21,25,1,4,9,200,/en/stats/leaderboard?page=serve,1,5,62,40,65,50,20,40,44,11,25,60,9,15,10,58,32,55,52,34,65,55,66,120,48,31,65,42,23,55,45,54,120,A,,,,False,,,J. Bjorkman,J. Siemerink,B446,S381,SWE,NED,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS022,R32,01:45:00,,F,3,H223,"6-2,6-7(3),6-2",P. Haarhuis,T. Muster,,,NED,AUT,6-2,6-7(3),6-2,,,01:45:00,,,304,/en/stats/leaderboard?page=serve,1,10,56,45,80,78,35,45,69,24,35,50,1,2,14,232,/en/stats/leaderboard?page=serve,3,7,53,55,104,58,32,55,53,26,49,58,7,12,14,74,59,80,44,46,104,57,105,184,56,58,104,26,21,80,43,79,184,A,3,7,,,,,P. Haarhuis,T. Muster,H223,M099,NED,AUT,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS023,R32,01:40:00,,F,3,K316,"5-7,6-2,6-4",N. Kiefer,G. Rusedski,,,GER,GBR,5-7,6-2,6-4,,,01:40:00,,,280,/en/stats/leaderboard?page=serve,5,6,48,44,92,86,38,44,52,25,48,67,2,3,15,282,/en/stats/leaderboard?page=serve,6,15,51,39,77,87,34,39,55,21,38,50,3,6,15,68,63,92,29,22,77,50,85,169,71,55,77,32,29,92,50,84,169,A,,,,,,,N. Kiefer,G. Rusedski,K316,R237,GER,GBR,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS024,R32,01:06:00,,F,2,M442,"6-3,7-6(7)",T. Martin,C. Moya,,,USA,ESP,6-3,7-6(7),,,,01:06:00,,,215,/en/stats/leaderboard?page=serve,1,5,50,28,56,86,24,28,75,21,28,0,0,,10,267,/en/stats/leaderboard?page=serve,3,5,48,31,65,77,24,31,59,20,34,33,1,3,11,80,45,56,32,21,65,55,66,121,68,44,65,20,11,56,45,55,121,A,7,2,,,,,T. Martin,C. Moya,M442,M605,USA,ESP,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS025,R32,01:57:00,,F,3,K293,"6-3,6-7(1),6-3",G. Kuerten,H. Arazi,,,BRA,MAR,6-3,6-7(1),6-3,,,01:57:00,,,289,/en/stats/leaderboard?page=serve,6,15,56,61,108,82,50,61,49,23,47,88,7,8,16,250,/en/stats/leaderboard?page=serve,2,5,52,58,111,81,47,58,36,19,53,80,12,15,14,68,73,108,41,45,111,54,118,219,59,66,111,32,35,108,46,101,219,A,1,7,,,,,G. Kuerten,H. Arazi,K293,A226,BRA,MAR,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS026,R32,01:05:00,,F,2,P273,"7-5,6-4",D. Prinosil,F. Mantilla,,,GER,ESP,7-5,6-4,,,,01:05:00,,,219,/en/stats/leaderboard?page=serve,2,10,51,28,55,93,26,28,67,18,27,0,0,,11,263,/en/stats/leaderboard?page=serve,4,2,53,34,64,71,24,34,60,18,30,60,3,5,11,80,44,55,34,22,64,55,66,119,66,42,64,20,11,55,45,53,119,A,,,,,,,D. Prinosil,F. Mantilla,P273,M535,GER,ESP,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS028,R32,01:24:00,,F,3,K267,"6-0,2-6,6-4",Y. Kafelnikov,A. Medvedev,,,RUS,UKR,6-0,2-6,6-4,,,01:24:00,,,226,/en/stats/leaderboard?page=serve,7,6,46,33,71,76,25,33,39,15,38,20,1,5,12,205,/en/stats/leaderboard?page=serve,15,11,62,57,92,63,36,57,34,12,35,68,13,19,12,56,40,71,48,44,92,52,84,163,52,48,92,44,31,71,48,79,163,A,,,,,,,Y. Kafelnikov,A. Medvedev,K267,M475,RUS,UKR,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS029,R32,02:11:00,,F,3,R286,"6-7(7),6-4,6-4",M. Rios,K. Kucera,,,CHI,SVK,6-7(7),6-4,6-4,,,02:11:00,7,9,266,/en/stats/leaderboard?page=serve,7,2,50,51,103,71,36,51,63,33,52,33,1,3,16,247,/en/stats/leaderboard?page=serve,11,7,62,77,124,69,53,77,45,21,47,73,11,15,16,67,69,103,40,50,124,52,119,227,60,74,124,33,34,103,48,108,227,A,,,,,,,M. Rios,K. Kucera,R286,K237,CHI,SVK,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS030,R32,01:16:00,,F,2,K148,"6-3,6-3",P. Korda,C. Woodruff,,,CZE,USA,6-3,6-3,,,,01:16:00,,,229,/en/stats/leaderboard?page=serve,4,4,52,32,61,81,26,32,52,15,29,,0,,9,238,/en/stats/leaderboard?page=serve,2,5,59,39,66,69,27,39,41,11,27,67,6,9,9,67,41,61,42,28,66,54,69,127,58,38,66,33,20,61,46,58,127,A,,,,,,,P. Korda,C. Woodruff,K148,W212,CZE,USA,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS031,R32,02:04:00,,F,3,P226,"7-5,1-6,6-4",C. Pioline,M. Chang,,,FRA,USA,7-5,1-6,6-4,,,02:04:00,,,213,/en/stats/leaderboard?page=serve,9,3,57,49,86,67,33,49,38,14,37,33,3,9,14,217,/en/stats/leaderboard?page=serve,4,5,48,45,93,64,29,45,44,21,48,50,6,12,15,55,47,86,46,43,93,50,90,179,54,50,93,45,39,86,50,89,179,A,,,,,,,C. Pioline,M. Chang,P226,C274,FRA,USA,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS033,R64,00:42:00,,F,2,G182,"6-1,6-1",M. Gustafsson,A. Portas,,,SWE,ESP,6-1,6-1,,,,00:42:00,,,214,/en/stats/leaderboard?page=serve,3,7,72,26,36,88,23,26,50,5,10,0,0,,7,175,/en/stats/leaderboard?page=serve,,1,57,24,42,50,12,24,39,7,18,38,3,8,7,78,28,36,55,23,42,65,51,78,45,19,42,22,8,36,35,27,78,A,,,False,,,,M. Gustafsson,A. Portas,G182,P305,SWE,ESP,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS034,R64,01:13:00,,F,2,B028,"6-2,6-4",B. Becker,M. Goellner,,,GER,GER,6-2,6-4,,,,01:13:00,,,278,/en/stats/leaderboard?page=serve,7,8,43,25,58,88,22,25,58,19,33,,0,,9,220,/en/stats/leaderboard?page=serve,6,8,37,21,57,71,15,21,44,16,36,40,2,5,9,71,41,58,46,26,57,58,67,115,54,31,57,29,17,58,42,48,115,A,,,,,,,B. Becker,M. Goellner,B028,G252,GER,GER,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS037,R64,00:53:00,,F,2,L206,"6-2,6-3",M. Larsson,T. Woodbridge,,,SWE,AUS,6-2,6-3,,,,00:53:00,,,222,/en/stats/leaderboard?page=serve,3,6,66,29,44,93,27,29,60,9,15,0,0,,9,221,/en/stats/leaderboard?page=serve,5,0,61,31,51,68,21,31,35,7,20,57,4,7,8,82,36,44,45,23,51,62,59,95,55,28,51,18,8,44,38,36,95,A,,,,,,,M. Larsson,T. Woodbridge,L206,W136,SWE,AUS,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS038,R64,01:26:00,,F,2,S424,"7-6(8),6-1",F. Santoro,M. Philippoussis,,,FRA,AUS,7-6(8),6-1,,,,01:26:00,8,6,283,/en/stats/leaderboard?page=serve,1,2,48,31,64,68,21,31,76,25,33,50,1,2,10,229,/en/stats/leaderboard?page=serve,3,1,56,44,78,68,30,44,41,14,34,75,9,12,9,72,46,64,44,34,78,56,80,142,56,44,78,28,18,64,44,62,142,A,,,,,,,F. Santoro,M. Philippoussis,S424,P338,FRA,AUS,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS041,R64,01:55:00,,F,3,H336,"7-5,3-6,6-4",T. Henman,T. Haas,,,GBR,GER,7-5,3-6,6-4,,,01:55:00,,,271,/en/stats/leaderboard?page=serve,12,15,45,49,110,90,44,49,46,28,61,82,9,11,16,275,/en/stats/leaderboard?page=serve,3,0,58,50,86,70,35,50,64,23,36,50,2,4,15,65,72,110,33,28,86,51,100,196,67,58,86,35,38,110,49,96,196,A,,,,,,,T. Henman,T. Haas,H336,H355,GBR,GER,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS042,R64,01:20:00,,F,2,S381,"6-4,6-2",J. Siemerink,S. Schalken,,,NED,NED,6-4,6-2,,,,01:20:00,,,252,/en/stats/leaderboard?page=serve,6,5,58,36,62,75,27,36,65,17,26,,0,,9,241,/en/stats/leaderboard?page=serve,2,1,58,35,60,54,19,35,64,16,25,67,6,9,9,71,44,62,42,25,60,57,69,122,58,35,60,29,18,62,43,53,122,A,,,,,,,J. Siemerink,S. Schalken,S381,S572,NED,NED,,
357,1997,ATP Masters 1000 Stuttgart,1000,1997-10-20T00:00:00,1997-10-26T00:00:00,Carpet,48,2050000,$,MS045,R64,01:31:00,,F,3,H223,"4-6,6-1,6-3",P. Haarhuis,F. Dewulf,,,NED,BEL,4-6,6-1,6-3,,,01:31:00,,,299,/en/stats/leaderboard?page=serve,4,14,57,44,77,82,36,44,58,19,33,67,2,3,13,224,/en/stats/leaderboard?page=serve,11,9,44,42,95,64,27,42,49,26,53,67,8,12,13,71,55,77,44,42,95,56,97,172,56,53,95,29,22,77,44,75,172,A,,,,,,,P. Haarhuis,F. Dewulf,H223,D228,NED,BEL,,
