event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS011,R16,02:01:00,,F,3,M680,"6-4,5-7,6-3",X. Malisse,M. Tillstrom,,,BEL,SWE,6-4,5-7,6-3,,,02:01:00,239,/en/stats/leaderboard?page=serve,2,3,46,47,102,68,32,47,51,28,55,60,6,10,15,221,/en/stats/leaderboard?page=serve,5,3,49,51,105,75,38,51,37,20,54,63,10,16,16,59,60,102,45,47,105,52,107,207,55,58,105,41,42,102,48,100,207,A,,,,,,X. Malisse,M. Tillstrom,M680,T166,BEL,SWE,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS012,R16,01:21:00,,F,2,V167,"7-5,6-0",J. Van Herck,S. Campbell,,,BEL,USA,7-5,6-0,,,,01:21:00,272,/en/stats/leaderboard?page=serve,3,7,55,29,53,76,22,29,71,17,24,,0,,9,212,/en/stats/leaderboard?page=serve,3,2,57,40,70,58,23,40,43,13,30,64,7,11,9,74,39,53,49,34,70,59,73,123,51,36,70,26,14,53,41,50,123,A,,,,,,J. Van Herck,S. Campbell,V167,C355,BEL,USA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS013,R16,00:59:00,,F,2,T195,"6-3,6-3",M. Tebbutt,F. Squillari,,,AUS,ARG,6-3,6-3,,,,00:59:00,290,/en/stats/leaderboard?page=serve,2,9,59,26,44,92,24,26,44,8,18,0,0,1,9,225,/en/stats/leaderboard?page=serve,4,2,70,38,54,58,22,38,44,7,16,50,4,8,9,73,32,44,46,25,54,58,57,98,54,29,54,27,12,44,42,41,98,A,,,,,,M. Tebbutt,F. Squillari,T195,S568,AUS,ARG,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS014,R16,01:15:00,,F,2,S480,"6-3,6-3",D. Sanguinetti,P. McEnroe,,,ITA,USA,6-3,6-3,,,,01:15:00,266,/en/stats/leaderboard?page=serve,1,4,49,33,67,79,26,33,47,16,34,80,4,5,9,224,/en/stats/leaderboard?page=serve,1,1,69,44,64,50,22,44,50,10,20,33,2,6,9,63,42,67,50,32,64,56,74,131,50,32,64,37,25,67,44,57,131,A,,,,,,D. Sanguinetti,P. McEnroe,S480,M048,ITA,USA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS015,R16,01:14:00,,F,2,D316,"6-4,6-2",R. Delgado,V. Spadea,,,PAR,USA,6-4,6-2,,,,01:14:00,279,/en/stats/leaderboard?page=serve,4,10,53,34,64,79,27,34,53,16,30,75,3,4,9,221,/en/stats/leaderboard?page=serve,4,3,62,41,66,61,25,41,44,11,25,64,7,11,9,67,43,64,45,30,66,56,73,130,55,36,66,33,21,64,44,57,130,A,,,,,,R. Delgado,V. Spadea,D316,S544,PAR,USA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS016,R32,01:29:00,,F,2,I052,"6-4,7-5",A. Ilie,J. Stoltenberg,,,AUS,AUS,6-4,7-5,,,,01:29:00,200,/en/stats/leaderboard?page=serve,1,2,46,27,59,78,21,27,75,24,32,0,0,,11,257,/en/stats/leaderboard?page=serve,5,8,50,38,76,68,26,38,55,21,38,67,4,6,11,76,45,59,38,29,76,55,74,135,62,47,76,24,14,59,45,61,135,A,,,,,,A. Ilie,J. Stoltenberg,I052,S331,AUS,AUS,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS017,R32,02:14:00,,F,3,A006,"6-7(4),6-4,6-3",R. Agenor,M. Craca,,,HAI,GER,6-7(4),6-4,6-3,,,02:14:00,211,/en/stats/leaderboard?page=serve,5,1,73,80,110,63,50,80,23,7,30,42,5,12,16,189,/en/stats/leaderboard?page=serve,2,1,67,62,92,53,33,62,30,9,30,36,5,14,15,52,57,110,54,50,92,53,107,202,46,42,92,48,53,110,47,95,202,A,,,,4,7,R. Agenor,M. Craca,A006,C439,HAI,GER,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS018,R32,00:51:00,,F,2,G379,"6-0,6-3",S. Grosjean,D. Flach,,,FRA,USA,6-0,6-3,,,,00:51:00,296,/en/stats/leaderboard?page=serve,,6,58,22,38,82,18,22,63,10,16,0,0,1,8,168,/en/stats/leaderboard?page=serve,2,0,56,24,43,54,13,24,32,6,19,29,2,7,7,74,28,38,56,24,43,64,52,81,44,19,43,26,10,38,36,29,81,A,,,False,,,S. Grosjean,D. Flach,G379,F191,FRA,USA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS019,R32,01:06:00,,F,2,S559,"6-4,6-4",D. van Scheppingen,A. Calatrava,,,NED,ESP,6-4,6-4,,,,01:06:00,192,/en/stats/leaderboard?page=serve,,0,55,35,64,71,25,35,66,19,29,0,0,,10,286,/en/stats/leaderboard?page=serve,2,8,62,33,53,73,24,33,65,13,20,0,0,2,10,69,44,64,30,16,53,51,60,117,70,37,53,31,20,64,49,57,117,A,,,False,,,D. van Scheppingen,A. Calatrava,S559,C361,NED,ESP,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS020,R32,01:15:00,,F,2,B499,"6-3,6-2",W. Black,M. Merklein,,,ZIM,BAH,6-3,6-2,,,,01:15:00,282,/en/stats/leaderboard?page=serve,1,3,80,49,61,73,36,49,50,6,12,,0,,9,220,/en/stats/leaderboard?page=serve,4,2,55,31,56,65,20,31,40,10,25,57,4,7,8,69,42,61,46,26,56,58,68,117,54,30,56,31,19,61,42,49,117,A,,,,,,W. Black,M. Merklein,B499,M471,ZIM,BAH,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS021,R32,01:13:00,,F,2,G354,"6-2,6-4",J. Gimelstob,G. Stafford,,,USA,RSA,6-2,6-4,,,,01:13:00,302,/en/stats/leaderboard?page=serve,1,6,64,32,50,78,25,32,67,12,18,,0,,9,225,/en/stats/leaderboard?page=serve,6,7,60,48,80,73,35,48,25,8,32,57,4,7,9,74,37,50,46,37,80,57,74,130,54,43,80,26,13,50,43,56,130,A,,,,,,J. Gimelstob,G. Stafford,G354,S406,USA,RSA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS022,R32,00:58:00,,F,2,M680,"6-2,6-2",X. Malisse,J. van Lottum,,,BEL,NED,6-2,6-2,,,,00:58:00,265,/en/stats/leaderboard?page=serve,1,3,53,25,47,80,20,25,68,15,22,,0,,8,185,/en/stats/leaderboard?page=serve,4,1,40,20,50,55,11,20,43,13,30,50,4,8,8,74,35,47,52,26,50,63,61,97,48,24,50,26,12,47,37,36,97,A,,,,,,X. Malisse,J. van Lottum,M680,V201,BEL,NED,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS023,R32,01:42:00,,F,3,T166,"6-4,3-6,6-1",M. Tillstrom,S. Stolle,,,SWE,AUS,6-4,3-6,6-1,,,01:42:00,285,/en/stats/leaderboard?page=serve,4,7,65,53,82,77,41,53,48,14,29,67,2,3,13,258,/en/stats/leaderboard?page=serve,3,8,60,50,83,72,36,50,45,15,33,77,10,13,13,67,55,82,39,32,83,53,87,165,61,51,83,33,27,82,47,78,165,A,,,,,,M. Tillstrom,S. Stolle,T166,S443,SWE,AUS,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS024,R32,01:44:00,,F,2,C355,"6-4,7-5",S. Campbell,A. Clement,,,USA,FRA,6-4,7-5,,,,01:44:00,240,/en/stats/leaderboard?page=serve,2,0,55,45,82,56,25,45,59,22,37,50,3,6,11,201,/en/stats/leaderboard?page=serve,8,2,50,42,84,55,23,42,48,20,42,69,11,16,11,57,47,82,49,41,84,53,88,166,51,43,84,43,35,82,47,78,166,A,,,,,,S. Campbell,A. Clement,C355,C487,USA,FRA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS025,R32,02:05:00,,F,3,V167,"7-6(7),3-6,6-2",J. Van Herck,J. Marin,,,BEL,CRC,7-6(7),3-6,6-2,,,02:05:00,238,/en/stats/leaderboard?page=serve,4,5,49,42,86,69,29,42,48,21,44,43,3,7,14,231,/en/stats/leaderboard?page=serve,4,2,65,70,107,61,43,70,41,15,37,55,6,11,15,58,50,86,46,49,107,51,99,193,54,58,107,42,36,86,49,94,193,A,,,,7,3,J. Van Herck,J. Marin,V167,M578,BEL,CRC,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS026,R32,00:58:00,,F,2,T195,"6-3,6-2",M. Tebbutt,M. Jensen,,,AUS,USA,6-3,6-2,,,,00:58:00,280,/en/stats/leaderboard?page=serve,4,5,57,29,51,76,22,29,59,13,22,75,3,4,8,192,/en/stats/leaderboard?page=serve,2,4,46,23,50,70,16,23,30,8,27,44,4,9,9,69,35,51,52,26,50,60,61,101,48,24,50,31,16,51,40,40,101,A,,,,,,M. Tebbutt,M. Jensen,T195,J082,AUS,USA,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS027,R32,02:12:00,,F,3,S568,"4-6,7-5,6-3",F. Squillari,A. Pavel,,,ARG,ROU,4-6,7-5,6-3,,,02:12:00,261,/en/stats/leaderboard?page=serve,9,4,70,83,118,69,57,83,46,16,35,88,21,24,16,254,/en/stats/leaderboard?page=serve,6,8,67,81,121,67,54,81,45,18,40,60,6,10,15,62,73,118,40,49,121,51,122,239,60,72,121,38,45,118,49,117,239,A,,,,,,F. Squillari,A. Pavel,S568,P280,ARG,ROU,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS028,R32,00:13:00,,F,3,S480,"3-6,6-3,7-5",D. Sanguinetti,S. Sargsian,,,ITA,ARM,3-6,6-3,7-5,,,00:13:00,230,/en/stats/leaderboard?page=serve,2,7,65,71,109,58,41,71,42,16,38,50,6,12,15,200,/en/stats/leaderboard?page=serve,12,3,42,44,106,80,35,44,34,21,62,65,13,20,15,52,57,109,47,50,106,50,107,215,53,56,106,48,52,109,50,108,215,A,,,,,,D. Sanguinetti,S. Sargsian,S480,S545,ITA,ARM,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS029,R32,01:14:00,,F,2,M048,"7-6(7),6-1",P. McEnroe,C. Vinck,,,USA,GER,7-6(7),6-1,,,,01:14:00,246,/en/stats/leaderboard?page=serve,1,1,79,56,71,52,29,56,60,9,15,20,1,5,9,179,/en/stats/leaderboard?page=serve,4,1,66,40,61,38,15,40,48,10,21,13,1,8,10,54,38,71,59,36,61,56,74,132,41,25,61,46,33,71,44,58,132,A,,,,7,5,P. McEnroe,C. Vinck,M048,V175,USA,GER,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS030,R32,01:32:00,,F,3,D316,"6-3,4-6,6-1",R. Delgado,C. Ruud,,,PAR,NOR,6-3,4-6,6-1,,,01:32:00,278,/en/stats/leaderboard?page=serve,2,9,58,45,78,71,32,45,58,19,33,50,2,4,13,219,/en/stats/leaderboard?page=serve,5,5,53,42,79,64,27,42,41,15,37,38,3,8,13,65,51,78,47,37,79,56,88,157,53,42,79,35,27,78,44,69,157,A,,,,,,R. Delgado,C. Ruud,D316,R219,PAR,NOR,,
499,1998,Coral Springs,WS,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,32,245000,$,MS031,R32,01:59:00,,F,3,S544,"2-6,6-1,6-4",V. Spadea,A. O'Brien,,,USA,USA,2-6,6-1,6-4,,,01:59:00,256,/en/stats/leaderboard?page=serve,5,5,67,66,99,68,45,66,45,15,33,79,11,14,13,231,/en/stats/leaderboard?page=serve,2,3,51,38,74,71,27,38,42,15,36,71,10,14,12,61,60,99,43,32,74,53,92,173,57,42,74,39,39,99,47,81,173,A,,,,,,V. Spadea,A. O'Brien,S544,O099,USA,USA,,
