event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS109,R128,02:13:00,,F,3,M0JF,"6-3,6-3,7-6(7)",H. Medjedovic,K. Majchrzak,,,SRB,POL,6-3,6-3,7-6(7),,,02:13:00,A,H. Medjedovic,K. Majchrzak,SRB,POL,,,275,/en/stats/leaderboard?page=serve,5,13,68,67,99,72,48,67,47,15,32,50,3,6,15,231,/en/stats/leaderboard?page=serve,3,6,63,57,90,60,34,57,45,15,33,40,4,10,15,64,63,99,46,41,90,55,104,189,54,49,90,36,36,99,45,85,189,,,,,,,02:13:00,02:13:00,7,2,,,M0JF,MQ75
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS110,R128,04:16:00,,F,5,KI82,"6-4,6-3,4-6,6-7(6),6-1",V. Kopriva,T. Monteiro,,,CZE,BRA,6-4,6-3,4-6,6-7(6),6-1,04:16:00,A,V. Kopriva,T. Monteiro,CZE,BRA,,,300,/en/stats/leaderboard?page=serve,6,11,70,92,131,78,72,92,56,22,39,60,3,5,23,250,/en/stats/leaderboard?page=serve,4,9,52,86,166,76,65,86,45,36,80,46,6,13,25,72,94,131,39,65,166,54,159,297,61,101,166,28,37,131,46,138,297,,,6,8,,,04:16:00,04:16:00,,,,,KI82,MJ08
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS111,R128,02:41:00,,F,4,AE14,"7-5,3-6,6-3,6-1",D. Altmaier,T. Fritz,,,GER,USA,7-5,3-6,6-3,6-1,,02:41:00,A,D. Altmaier,T. Fritz,GER,USA,,,288,/en/stats/leaderboard?page=serve,4,7,55,62,112,76,47,62,60,30,50,80,4,5,18,267,/en/stats/leaderboard?page=serve,0,14,53,58,110,79,46,58,48,25,52,38,3,8,19,69,77,112,35,39,110,52,116,222,65,71,110,31,35,112,48,106,222,,,,,,,02:41:00,02:41:00,,,,,AE14,FB98
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS112,R128,02:06:00,,F,3,RH16,"6-3,6-4,6-2",C. Ruud,A. Ramos-Vinolas,,,NOR,ESP,6-3,6-4,6-2,,,02:06:00,A,C. Ruud,A. Ramos-Vinolas,NOR,ESP,,,294,/en/stats/leaderboard?page=serve,3,7,71,57,80,75,43,57,52,12,23,50,1,2,14,247,/en/stats/leaderboard?page=serve,2,3,69,62,90,55,34,62,61,17,28,55,6,11,13,69,55,80,43,39,90,55,94,170,57,51,90,31,25,80,45,76,170,,,,,,,02:06:00,02:06:00,,,,,RH16,R772
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS113,R128,03:34:00,,F,5,BT72,"3-6,6-7(3),6-4,6-3,6-3",N. Borges,K. Jacquet,,,POR,FRA,3-6,6-7(3),6-4,6-3,6-3,03:34:00,A,N. Borges,K. Jacquet,POR,FRA,,,270,/en/stats/leaderboard?page=serve,4,8,68,110,161,72,79,110,43,22,51,64,7,11,24,242,/en/stats/leaderboard?page=serve,6,8,53,98,185,72,71,98,43,37,87,68,15,22,25,63,101,161,42,77,185,51,178,346,58,108,185,37,60,161,49,168,346,3,7,,,,,03:34:00,03:34:00,,,,,BT72,J0AZ
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS114,R128,03:43:00,,F,5,TE30,"5-7,6-3,6-2,1-6,6-3",A. Tabilo,A. Cazaux,,,CHI,FRA,5-7,6-3,6-2,1-6,6-3,03:43:00,A,A. Tabilo,A. Cazaux,CHI,FRA,,,268,/en/stats/leaderboard?page=serve,2,5,59,91,154,65,59,91,59,37,63,71,10,14,23,264,/en/stats/leaderboard?page=serve,5,11,57,68,120,72,49,68,52,27,52,44,4,9,22,62,96,154,37,44,120,51,140,274,63,76,120,38,58,154,49,134,274,,,,,,,03:43:00,03:43:00,,,,,TE30,C0H0
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS115,R128,01:47:00,,F,3,P09Z,"7-5,6-4,1-2",A. Popyrin,Y. Nishioka,,,AUS,JPN,7-5,6-4,1-2,,,01:47:00,A,A. Popyrin,Y. Nishioka,AUS,JPN,,,332,/en/stats/leaderboard?page=serve,1,10,62,39,63,82,32,39,79,19,24,0,0,0,12,265,/en/stats/leaderboard?page=serve,2,1,58,48,83,73,35,48,51,18,35,75,6,8,13,81,51,63,36,30,83,55,81,146,64,53,83,19,12,63,45,65,146,,,,,,,01:47:00,01:47:00,,,,,P09Z,N732
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS116,R128,02:11:00,,F,3,KE29,"6-4,6-4,6-4",K. Khachanov,A. Vukic,,,RUS,AUS,6-4,6-4,6-4,,,02:11:00,A,K. Khachanov,A. Vukic,RUS,AUS,,,286,/en/stats/leaderboard?page=serve,1,9,62,54,87,78,42,54,52,17,33,50,2,4,15,229,/en/stats/leaderboard?page=serve,3,2,51,52,102,73,38,52,40,20,50,58,7,12,15,68,59,87,43,44,102,54,103,189,57,58,102,32,28,87,46,86,189,,,,,,,02:11:00,02:11:00,,,,,KE29,V832
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS117,R128,02:31:00,,F,4,O513,"7-6(7),6-3,6-7(5),6-2",S. Ofner,J. Struff,,,AUT,GER,7-6(7),6-3,6-7(5),6-2,,02:31:00,A,S. Ofner,J. Struff,AUT,GER,,,311,/en/stats/leaderboard?page=serve,3,22,58,84,145,77,65,84,57,35,61,100,11,11,20,271,/en/stats/leaderboard?page=serve,6,14,65,86,133,80,69,86,38,18,47,56,5,9,21,69,100,145,35,46,133,53,146,278,65,87,133,31,45,145,47,132,278,,,,,,,02:31:00,02:31:00,5,7,7,5,O513,SL28
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS118,R128,02:17:00,,F,3,F724,"6-4,6-2,6-2",M. Fucsovics,T. Schoolkate,,,HUN,AUS,6-4,6-2,6-2,,,02:17:00,A,M. Fucsovics,T. Schoolkate,HUN,AUS,,,299,/en/stats/leaderboard?page=serve,2,1,72,53,74,74,39,53,62,13,21,75,3,4,13,213,/en/stats/leaderboard?page=serve,4,5,60,61,101,66,40,61,33,13,40,70,14,20,13,70,52,74,48,48,101,57,100,175,52,53,101,30,22,74,43,75,175,,,,,,,02:17:00,02:17:00,,,,,F724,S0N0
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS119,R128,03:00:00,,F,4,PL56,"6-7(5),6-2,6-3,6-1",T. Paul,E. Moller,,,USA,DEN,6-7(5),6-2,6-3,6-1,,03:00:00,A,T. Paul,E. Moller,USA,DEN,,,256,/en/stats/leaderboard?page=serve,4,5,57,72,126,64,46,72,57,31,54,56,5,9,18,204,/en/stats/leaderboard?page=serve,7,4,60,72,121,56,40,72,47,23,49,52,11,21,18,61,77,126,48,58,121,55,135,247,52,63,121,39,49,126,45,112,247,,,,,,,03:00:00,03:00:00,,,5,7,PL56,M0K4
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS120,R128,03:31:00,,F,5,S0S1,"6-4,4-6,3-6,6-2,6-3",B. Shelton,L. Sonego,,,USA,ITA,6-4,4-6,3-6,6-2,6-3,03:31:00,A,B. Shelton,L. Sonego,USA,ITA,,,290,/en/stats/leaderboard?page=serve,5,15,74,103,140,70,72,103,54,20,37,60,6,10,23,256,/en/stats/leaderboard?page=serve,4,3,67,85,126,66,56,85,51,21,41,33,3,9,23,66,92,140,39,49,126,53,141,266,61,77,126,34,48,140,47,125,266,,,,,,,03:31:00,03:31:00,,,,,S0S1,SU87
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS121,R128,02:55:00,,F,5,G09O,"2-6,6-0,2-6,6-3,6-4",H. Gaston,U. Blanchet,,,FRA,FRA,2-6,6-0,2-6,6-3,6-4,02:55:00,A,H. Gaston,U. Blanchet,FRA,FRA,,,241,/en/stats/leaderboard?page=serve,4,1,63,91,145,63,57,91,48,26,54,65,11,17,20,228,/en/stats/leaderboard?page=serve,3,9,52,65,124,60,39,65,49,29,59,38,5,13,21,57,83,145,45,56,124,52,139,269,55,68,124,43,62,145,48,130,269,,,,,,,02:55:00,02:55:00,,,,,G09O,BV16
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS122,R128,01:36:00,,F,3,G0GD,"6-4,6-2,6-0",M. Gigante,B. Hassan,,,ITA,LBN,6-4,6-2,6-0,,,01:36:00,A,M. Gigante,B. Hassan,ITA,LBN,,,293,/en/stats/leaderboard?page=serve,2,5,59,40,68,83,33,40,57,16,28,75,3,4,12,176,/en/stats/leaderboard?page=serve,3,1,47,42,90,57,24,42,33,16,48,50,7,14,12,72,49,68,56,50,90,63,99,158,44,40,90,28,19,68,37,59,158,,,,,,,01:36:00,01:36:00,,,,,G0GD,HG94
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS123,R128,02:34:00,,F,3,TE51,"7-5,6-3,6-4",S. Tsitsipas,T. Etcheverry,,,GRE,ARG,7-5,6-3,6-4,,,02:34:00,A,S. Tsitsipas,T. Etcheverry,GRE,ARG,,,299,/en/stats/leaderboard?page=serve,3,12,57,53,93,77,41,53,63,25,40,50,1,2,16,242,/en/stats/leaderboard?page=serve,6,8,54,58,108,67,39,58,46,23,50,69,9,13,15,71,66,93,43,46,108,56,112,201,57,62,108,29,27,93,44,89,201,,,,,,,02:34:00,02:34:00,,,,,TE51,EA24
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS124,R128,03:18:00,,F,4,M0GZ,"4-6,6-3,7-6(7),6-4",G. Mpetshi Perricard,Z. Bergs,,,FRA,BEL,4-6,6-3,7-6(7),6-4,,03:18:00,A,G. Mpetshi Perricard,Z. Bergs,FRA,BEL,,,284,/en/stats/leaderboard?page=serve,5,12,61,78,127,76,59,78,55,27,49,73,8,11,21,263,/en/stats/leaderboard?page=serve,8,8,57,78,138,69,54,78,57,34,60,67,8,12,20,68,86,127,36,50,138,51,136,265,64,88,138,32,41,127,49,129,265,,,,,,,03:18:00,03:18:00,7,5,,,M0GZ,BU13
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS125,R128,03:21:00,,F,4,D923,"3-6,6-4,6-3,7-5",D. Dzumhur,T. Tirante,,,BIH,ARG,3-6,6-4,6-3,7-5,,03:21:00,A,D. Dzumhur,T. Tirante,BIH,ARG,,,287,/en/stats/leaderboard?page=serve,2,1,73,100,137,68,68,100,57,21,37,86,12,14,20,260,/en/stats/leaderboard?page=serve,2,4,60,89,148,62,55,89,56,33,59,73,11,15,20,65,89,137,41,60,148,52,149,285,59,88,148,35,48,137,48,136,285,,,,,,,03:21:00,03:21:00,,,,,D923,T0A1
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS126,R128,02:11:00,,F,3,M0CI,"6-2,6-3,7-6(7)",F. Marozsan,L. Nardi,,,HUN,ITA,6-2,6-3,7-6(7),,,02:11:00,A,F. Marozsan,L. Nardi,HUN,ITA,,,297,/en/stats/leaderboard?page=serve,2,0,58,51,88,75,38,51,73,27,37,80,4,5,15,245,/en/stats/leaderboard?page=serve,8,5,62,66,106,67,44,66,48,19,40,76,13,17,14,74,65,88,41,43,106,56,108,194,59,63,106,26,23,88,44,86,194,,,,,,,02:11:00,02:11:00,7,3,,,M0CI,N0BG
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS127,R128,01:56:00,,F,3,A0E2,"6-3,6-4,6-2",C. Alcaraz,G. Zeppieri,,,ESP,ITA,6-3,6-4,6-2,,,01:56:00,A,C. Alcaraz,G. Zeppieri,ESP,ITA,,,301,/en/stats/leaderboard?page=serve,4,3,66,57,86,77,44,57,59,17,29,100,3,3,14,244,/en/stats/leaderboard?page=serve,0,6,65,55,85,67,37,55,37,11,30,50,4,8,13,71,61,86,44,37,85,57,98,171,56,48,85,29,25,86,43,73,171,,,,,,,01:56:00,01:56:00,,,,,A0E2,Z0A1
