event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS011,R16,00:59:00,,F,1,K293,7-6(7),G. Kuerten,M. Norman,,,BRA,SWE,7-6(7),,,,,00:59:00,,,,,266,/en/stats/leaderboard?page=serve,1,7,50,22,44,82,18,22,45,10,22,67,2,3,6,255,/en/stats/leaderboard?page=serve,2,2,52,23,44,61,14,23,57,12,21,50,1,2,7,64,28,44,41,18,44,52,46,88,59,26,44,36,16,44,48,42,88,A,,,7,4,,,G. Kuerten,M. Norman,K293,N250,BRA,SWE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS012,R16,01:44:00,,F,3,K214,"6-2,7-6(7),6-2",R. Krajicek,V. Spadea,,,NED,USA,6-2,7-6(7),6-2,,,01:44:00,7,3,,,308,/en/stats/leaderboard?page=serve,4,15,61,48,79,83,40,48,61,19,31,0,0,1,14,232,/en/stats/leaderboard?page=serve,2,6,54,56,103,70,39,56,40,19,47,29,2,7,14,75,59,79,44,45,103,57,104,182,56,58,103,25,20,79,43,78,182,A,,,,,,,R. Krajicek,V. Spadea,K214,S544,NED,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS013,R16,01:34:00,,F,3,K267,"7-6(7),6-1,6-0",Y. Kafelnikov,A. Medvedev,,,RUS,UKR,7-6(7),6-1,6-0,,,01:34:00,,,,,301,/en/stats/leaderboard?page=serve,3,8,62,41,66,83,34,41,60,15,25,50,1,2,12,190,/en/stats/leaderboard?page=serve,13,7,53,50,95,64,32,50,33,15,45,61,11,18,13,74,49,66,51,48,95,60,97,161,49,47,95,26,17,66,40,64,161,A,,,7,5,,,Y. Kafelnikov,A. Medvedev,K267,M475,RUS,UKR,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS014,R16,02:00:00,,F,3,E140,"6-2,6-3,7-5",N. Escude,M. Rios,,,FRA,CHI,6-2,6-3,7-5,,,02:00:00,,,,,246,/en/stats/leaderboard?page=serve,4,9,45,47,104,72,34,47,51,29,57,71,10,14,15,187,/en/stats/leaderboard?page=serve,7,1,54,48,89,58,28,48,39,16,41,33,4,12,14,61,63,104,51,45,89,56,108,193,49,44,89,39,41,104,44,85,193,A,,,,,,,N. Escude,M. Rios,E140,R286,FRA,CHI,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS015,R16,01:57:00,,F,3,A092,"6-4,6-4,6-3",A. Agassi,A. Clement,,,USA,FRA,6-4,6-4,6-3,,,01:57:00,,,,,305,/en/stats/leaderboard?page=serve,0,6,67,50,75,80,40,50,60,15,25,80,4,5,14,233,/en/stats/leaderboard?page=serve,3,8,51,58,113,71,41,58,40,22,55,62,8,13,15,73,55,75,44,50,113,56,105,188,56,63,113,27,20,75,44,83,188,A,,,,,,,A. Agassi,A. Clement,A092,C487,USA,FRA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS016,R32,01:09:00,,F,3,N254,"6-1,6-0,5-1",J. Novak,F. Santoro,,,CZE,FRA,6-1,6-0,5-1,,,01:09:00,,,,,299,/en/stats/leaderboard?page=serve,3,0,62,39,63,77,30,39,63,15,24,100,3,3,10,155,/en/stats/leaderboard?page=serve,5,0,48,32,66,47,15,32,35,12,34,50,7,14,10,71,45,63,59,39,66,65,84,129,41,27,66,29,18,63,35,45,129,A,,,,,,,J. Novak,F. Santoro,N254,S424,CZE,FRA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS017,R32,02:35:00,,F,3,D198,"7-6(7),7-6(7),6-3",S. Dosedel,F. Jonsson,,,CZE,SWE,7-6(7),7-6(7),6-3,,,02:35:00,7,5,,,302,/en/stats/leaderboard?page=serve,4,10,70,76,109,84,64,76,48,16,33,67,2,3,17,274,/en/stats/leaderboard?page=serve,5,11,64,89,139,65,58,89,52,26,50,83,10,12,16,73,80,109,40,55,139,54,135,248,60,84,139,27,29,109,46,113,248,A,,,7,5,,,S. Dosedel,F. Jonsson,D198,J148,CZE,SWE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS018,R32,02:44:00,,F,4,R237,"7-5,3-6,6-3,6-4",G. Rusedski,C. Woodruff,,,GBR,USA,7-5,3-6,6-3,6-4,,02:44:00,,,,,290,/en/stats/leaderboard?page=serve,7,10,59,67,114,81,54,67,57,27,47,75,6,8,20,256,/en/stats/leaderboard?page=serve,9,2,64,81,126,70,57,81,49,22,45,56,5,9,20,71,81,114,37,47,126,53,128,240,63,79,126,29,33,114,47,112,240,A,,,,,,,G. Rusedski,C. Woodruff,R237,W212,GBR,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS019,R32,00:35:00,,F,1,M442,6-3,T. Martin,M. Larsson,,,USA,SWE,6-3,,,,,00:35:00,,,,,307,/en/stats/leaderboard?page=serve,1,8,52,14,27,86,12,14,62,8,13,0,0,0,5,252,/en/stats/leaderboard?page=serve,0,4,61,23,38,52,12,23,60,9,15,75,3,4,4,74,20,27,45,17,38,57,37,65,55,21,38,26,7,27,43,28,65,A,,,,,,,T. Martin,M. Larsson,M442,L206,USA,SWE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS020,R32,03:18:00,,F,4,P226,"7-6(7),7-5,4-6,7-6(7)",C. Pioline,P. Wessels,,,FRA,NED,7-6(7),7-5,4-6,7-6(7),,03:18:00,,,,,283,/en/stats/leaderboard?page=serve,7,15,61,89,147,83,74,89,45,26,58,57,4,7,23,286,/en/stats/leaderboard?page=serve,6,19,59,91,154,77,70,91,51,32,63,79,11,14,23,68,100,147,34,52,154,50,152,301,66,102,154,32,47,147,50,149,301,A,7,1,7,5,,,C. Pioline,P. Wessels,P226,W254,FRA,NED,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS021,R32,02:58:00,,F,4,H355,"6-7(7),6-3,6-4,7-6(7)",T. Haas,H. Arazi,,,GER,MAR,6-7(7),6-3,6-4,7-6(7),,02:58:00,,,,,269,/en/stats/leaderboard?page=serve,8,13,47,66,139,76,50,66,56,41,73,50,3,6,21,264,/en/stats/leaderboard?page=serve,1,12,60,93,156,65,60,93,56,35,63,65,11,17,22,65,91,139,39,61,156,52,152,295,61,95,156,35,48,139,48,143,295,A,7,3,7,9,,,T. Haas,H. Arazi,H355,A226,GER,MAR,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS022,R32,02:22:00,,F,4,N250,"4-6,6-3,6-1,6-3",M. Norman,R. Fromberg,,,SWE,AUS,4-6,6-3,6-1,6-3,,02:22:00,,,,,301,/en/stats/leaderboard?page=serve,0,5,65,66,101,77,51,66,66,23,35,75,6,8,18,252,/en/stats/leaderboard?page=serve,3,21,66,76,115,63,48,76,41,16,39,57,8,14,17,73,74,101,44,51,115,58,125,216,56,64,115,27,27,101,42,91,216,A,,,,,,,M. Norman,R. Fromberg,N250,F164,SWE,AUS,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS023,R32,01:15:00,,F,3,K293,"6-4,6-2,6-4",G. Kuerten,G. Ivanisevic,,,BRA,CRO,6-4,6-2,6-4,,,01:15:00,,,,,297,/en/stats/leaderboard?page=serve,1,13,54,43,79,86,37,43,53,19,36,75,3,4,14,236,/en/stats/leaderboard?page=serve,2,11,41,31,75,65,20,31,57,25,44,44,4,9,14,71,56,79,40,30,75,56,86,154,60,45,75,29,23,79,44,68,154,A,,,,,,,G. Kuerten,G. Ivanisevic,K293,I034,BRA,CRO,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS024,R32,03:08:00,,F,5,S544,"6-2,4-6,6-7(4),6-2,7-6(7)",V. Spadea,L. Tieleman,,,USA,ITA,6-2,4-6,6-7(4),6-2,7-6(7),03:08:00,,,4,7,292,/en/stats/leaderboard?page=serve,3,13,54,89,164,75,67,89,61,46,75,78,7,9,25,280,/en/stats/leaderboard?page=serve,4,16,56,86,154,79,68,86,53,36,68,50,5,10,25,69,113,164,32,50,154,51,163,318,68,104,154,31,51,164,49,155,318,A,,,,,7,3,V. Spadea,L. Tieleman,S544,T168,USA,ITA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS025,R32,01:47:00,,F,3,K214,"6-4,6-1,6-4",R. Krajicek,J. van Lottum,,,NED,NED,6-4,6-1,6-4,,,01:47:00,,,,,311,/en/stats/leaderboard?page=serve,4,20,56,41,73,88,36,41,59,19,32,80,4,5,14,222,/en/stats/leaderboard?page=serve,3,2,51,48,95,58,28,48,53,25,47,44,4,9,13,75,55,73,44,42,95,58,97,168,56,53,95,25,18,73,42,71,168,A,,,,,,,R. Krajicek,J. van Lottum,K214,V201,NED,NED,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS027,R32,01:42:00,,F,3,K267,"6-1,6-4,6-4",Y. Kafelnikov,J. Bjorkman,,,RUS,SWE,6-1,6-4,6-4,,,01:42:00,,,,,282,/en/stats/leaderboard?page=serve,5,10,59,53,90,74,39,53,59,22,37,67,4,6,14,216,/en/stats/leaderboard?page=serve,5,7,63,51,81,61,31,51,37,11,30,40,4,10,13,68,61,90,48,39,81,58,100,171,52,42,81,32,29,90,42,71,171,A,,,,,,,Y. Kafelnikov,J. Bjorkman,K267,B446,RUS,SWE,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS028,R32,01:33:00,,F,3,E140,"6-3,6-2,6-1",N. Escude,X. Malisse,,,FRA,BEL,6-3,6-2,6-1,,,01:33:00,,,,,303,/en/stats/leaderboard?page=serve,2,6,52,36,69,89,32,36,58,19,33,0,0,0,12,212,/en/stats/leaderboard?page=serve,5,5,68,53,78,62,33,53,32,8,25,33,3,9,12,74,51,69,47,37,78,60,88,147,53,41,78,26,18,69,40,59,147,A,,,,,,,N. Escude,X. Malisse,E140,M680,FRA,BEL,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS029,R32,01:26:00,,F,3,R286,"6-3,6-4,6-4",M. Rios,J. Kroslak,,,CHI,SVK,6-3,6-4,6-4,,,01:26:00,,,,,322,/en/stats/leaderboard?page=serve,2,10,66,55,83,80,44,55,68,19,28,100,3,3,15,263,/en/stats/leaderboard?page=serve,7,8,68,59,87,66,39,59,50,14,28,40,2,5,14,76,63,83,39,34,87,57,97,170,61,53,87,24,20,83,43,73,170,A,,,,,,,M. Rios,J. Kroslak,R286,K296,CHI,SVK,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS030,R32,02:33:00,,F,4,C487,"4-6,6-4,6-4,6-2",A. Clement,N. Kiefer,,,FRA,GER,4-6,6-4,6-4,6-2,,02:33:00,,,,,289,/en/stats/leaderboard?page=serve,1,2,56,61,108,75,46,61,68,32,47,82,9,11,19,250,/en/stats/leaderboard?page=serve,5,13,50,63,127,75,47,63,44,28,64,62,8,13,19,72,78,108,41,52,127,55,130,235,59,75,127,28,30,108,45,105,235,A,,,,,,,A. Clement,N. Kiefer,C487,K316,FRA,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS031,R32,02:18:00,,F,4,A092,"6-1,4-6,6-3,6-4",A. Agassi,J. Gimelstob,,,USA,USA,6-1,4-6,6-3,6-4,,02:18:00,,,,,306,/en/stats/leaderboard?page=serve,4,12,55,51,93,80,41,51,69,29,42,50,1,2,18,254,/en/stats/leaderboard?page=serve,6,15,65,75,115,75,56,75,33,13,40,50,5,10,18,75,70,93,40,46,115,56,116,208,60,69,115,25,23,93,44,92,208,A,,,,,,,A. Agassi,J. Gimelstob,A092,G354,USA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS032,R64,02:29:00,,F,5,N254,"6-2,5-7,6-4,3-6,6-2",J. Novak,M. Safin,,,CZE,RUS,6-2,5-7,6-4,3-6,6-2,02:29:00,,,,,273,/en/stats/leaderboard?page=serve,2,5,61,88,144,75,66,88,52,29,56,67,8,12,23,254,/en/stats/leaderboard?page=serve,6,18,48,66,138,74,49,66,50,36,72,30,3,10,24,66,95,144,38,53,138,52,148,282,62,85,138,34,49,144,48,134,282,A,,,,,,,J. Novak,M. Safin,N254,S741,CZE,RUS,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS033,R64,03:37:00,,F,5,S424,"6-4,6-2,3-6,6-7(7),4-4",F. Santoro,J. Gambill,,,FRA,USA,6-4,6-2,3-6,6-7(7),4-4,03:37:00,,,,,267,/en/stats/leaderboard?page=serve,5,11,58,91,158,73,66,91,48,32,67,64,7,11,23,255,/en/stats/leaderboard?page=serve,6,14,54,96,178,74,71,96,43,35,82,67,12,18,25,62,98,158,40,72,178,51,170,336,60,106,178,38,60,158,49,166,336,A,7,9,,,,,F. Santoro,J. Gambill,S424,G352,FRA,USA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS034,R64,01:44:00,,F,3,D198,"7-5,6-1,6-3",S. Dosedel,F. Meligeni,,,CZE,BRA,7-5,6-1,6-3,,,01:44:00,,,,,293,/en/stats/leaderboard?page=serve,2,5,75,63,84,73,46,63,57,12,21,75,6,8,14,198,/en/stats/leaderboard?page=serve,6,2,52,47,91,55,26,47,45,20,44,36,4,11,14,69,58,84,49,45,91,59,103,175,51,46,91,31,26,84,41,72,175,A,,,,,,,S. Dosedel,F. Meligeni,D198,M443,CZE,BRA,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS035,R64,03:07:00,,F,4,J148,"6-4,5-7,6-4,7-5",F. Jonsson,N. Lapentti,,,SWE,ECU,6-4,5-7,6-4,7-5,,03:07:00,,,,,283,/en/stats/leaderboard?page=serve,1,11,59,84,142,73,61,84,55,32,58,79,11,14,22,274,/en/stats/leaderboard?page=serve,2,13,63,91,145,71,65,91,52,28,54,55,6,11,22,65,93,142,36,52,145,51,145,287,64,93,145,35,49,142,49,142,287,A,,,,,,,F. Jonsson,N. Lapentti,J148,L290,SWE,ECU,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS036,R64,01:36:00,,F,3,R237,"6-4,6-3,6-1",G. Rusedski,D. Prinosil,,,GBR,GER,6-4,6-3,6-1,,,01:36:00,,,,,312,/en/stats/leaderboard?page=serve,2,9,55,40,73,80,32,40,70,23,33,100,1,1,13,220,/en/stats/leaderboard?page=serve,5,9,45,35,77,74,26,35,36,15,42,50,5,10,13,75,55,73,47,36,77,61,91,150,53,41,77,25,18,73,39,59,150,A,,,,,,,G. Rusedski,D. Prinosil,R237,P273,GBR,GER,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS037,R64,01:33:00,,F,3,W212,"6-2,6-3,6-3",C. Woodruff,C. Ruud,,,USA,NOR,6-2,6-3,6-3,,,01:33:00,,,,,311,/en/stats/leaderboard?page=serve,3,7,66,43,65,81,35,43,68,15,22,50,1,2,13,211,/en/stats/leaderboard?page=serve,5,3,58,44,76,64,28,44,38,12,32,60,9,15,13,77,50,65,47,36,76,61,86,141,53,40,76,23,15,65,39,55,141,A,,,,,,,C. Woodruff,C. Ruud,W212,R219,USA,NOR,,
560,1999,US Open,GS,1999-08-30T00:00:00,1999-09-12T00:00:00,Hard,128,6235000,$,MS038,R64,02:01:00,,F,4,L206,"6-3,6-4,3-6,6-3",M. Larsson,Y. El Aynaoui,,,SWE,MAR,6-3,6-4,3-6,6-3,,02:01:00,,,,,311,/en/stats/leaderboard?page=serve,1,16,69,71,103,80,57,71,53,17,32,50,1,2,19,275,/en/stats/leaderboard?page=serve,5,13,65,80,123,68,54,80,51,22,43,63,5,8,18,72,74,103,38,47,123,54,121,226,62,76,123,28,29,103,46,105,226,A,,,,,,,M. Larsson,Y. El Aynaoui,L206,E121,SWE,MAR,,
