event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS012,R16,01:27:00,,F,3,R485,"6-2,6-4,6-1",A. Roddick,F. Gonzalez,,,USA,CHI,6-2,6-4,6-1,,,01:27:00,A,A. Roddick,F. Gonzalez,USA,CHI,,,339,/en/stats/leaderboard?page=serve,0,8,65,40,62,93,37,40,73,16,22,100,1,1,13,217,/en/stats/leaderboard?page=serve,6,1,53,42,79,60,25,42,51,19,37,58,7,12,12,85,53,62,44,35,79,62,88,141,56,44,79,15,9,62,38,53,141,,,,,,,,,,,R485,G415
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS013,R16,03:43:00,,F,5,D643,"4-6,6-2,6-3,5-7,6-3",N. Djokovic,T. Robredo,,,SRB,ESP,4-6,6-2,6-3,5-7,6-3,03:43:00,A,N. Djokovic,T. Robredo,SRB,ESP,,,287,/en/stats/leaderboard?page=serve,4,11,65,91,140,75,68,91,53,26,49,40,2,5,24,262,/en/stats/leaderboard?page=serve,5,8,67,102,153,66,67,102,51,26,51,54,7,13,24,67,94,140,39,60,153,53,154,293,61,93,153,33,46,140,47,139,293,,,,,,,,,,,D643,R419
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS014,R16,03:07:00,,F,4,MA30,"6-4,4-6,6-3,7-6(12)",G. Muller,N. Davydenko,,,LUX,RUS,6-4,4-6,6-3,7-6(12),,03:07:00,A,G. Muller,N. Davydenko,LUX,RUS,,,296,/en/stats/leaderboard?page=serve,5,22,59,84,142,85,71,84,45,26,58,87,13,15,21,293,/en/stats/leaderboard?page=serve,5,5,75,95,126,68,65,95,65,20,31,50,3,6,20,68,97,142,33,41,126,51,138,268,67,85,126,32,45,142,49,130,268,,,,,12.0,10.0,,,,,MA30,D402
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS015,R16,03:31:00,,F,5,F324,"6-7(5),7-6(7),6-3,3-6,6-3",R. Federer,I. Andreev,,,SUI,RUS,6-7(5),7-6(7),6-3,3-6,6-3,03:31:00,A,R. Federer,I. Andreev,SUI,RUS,,,297,/en/stats/leaderboard?page=serve,5,10,68,114,168,75,86,114,57,31,54,87,13,15,26,277,/en/stats/leaderboard?page=serve,7,8,61,100,165,78,78,100,49,32,65,57,4,7,25,70,117,168,33,55,165,52,172,333,67,110,165,30,51,168,48,161,333,5.0,7.0,7.0,5.0,,,,,,,F324,A511
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS016,R32,01:55:00,,F,3,N409,"6-4,6-3,6-0",R. Nadal,V. Troicki,,,ESP,SRB,6-4,6-3,6-0,,,01:55:00,A,R. Nadal,V. Troicki,ESP,SRB,,,293,/en/stats/leaderboard?page=serve,3,5,65,49,75,69,34,49,65,17,26,67,2,3,13,215,/en/stats/leaderboard?page=serve,2,11,69,51,74,65,33,51,22,5,23,40,4,10,12,68,51,75,49,36,74,58,87,149,51,38,74,32,24,75,42,62,149,,,,,,,,,,,N409,T840
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS017,R32,02:13:00,,F,3,Q927,"7-6(7),7-6(7),6-2",S. Querrey,I. Karlovic,,,USA,CRO,7-6(7),7-6(7),6-2,,,02:13:00,A,S. Querrey,I. Karlovic,USA,CRO,,,324,/en/stats/leaderboard?page=serve,2,20,67,73,109,86,63,73,53,19,36,100,3,3,16,301,/en/stats/leaderboard?page=serve,5,24,64,68,106,78,53,68,53,20,38,71,5,7,16,75,82,109,31,33,106,53,115,215,69,73,106,25,27,109,47,100,215,7.0,5.0,7.0,5.0,,,,,,,Q927,K336
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS018,R32,02:02:00,,F,3,F339,"6-3,6-3,7-6(7)",M. Fish,J. Blake,,,USA,USA,6-3,6-3,7-6(7),,,02:02:00,A,M. Fish,J. Blake,USA,USA,,,284,/en/stats/leaderboard?page=serve,4,16,57,56,98,84,47,56,45,19,42,50,2,4,15,243,/en/stats/leaderboard?page=serve,3,7,54,55,101,69,38,55,50,23,46,62,8,13,15,67,66,98,40,40,101,53,106,199,60,61,101,33,32,98,47,93,199,,,,,,,7.0,4.0,,,F339,B676
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS019,R32,02:19:00,,F,3,MC65,"6-3,6-4,6-2",G. Monfils,D. Nalbandian,,,FRA,ARG,6-3,6-4,6-2,,,02:19:00,A,G. Monfils,D. Nalbandian,FRA,ARG,,,275,/en/stats/leaderboard?page=serve,6,12,62,58,94,72,42,58,50,18,36,78,7,9,14,201,/en/stats/leaderboard?page=serve,4,3,44,44,99,50,22,44,55,30,55,73,16,22,13,64,60,94,47,47,99,55,107,193,53,52,99,36,34,94,45,86,193,,,,,,,,,,,MC65,N301
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS020,R32,03:34:00,,F,5,N552,"6-4,6-4,3-6,2-6,7-5",K. Nishikori,D. Ferrer,,,JPN,ESP,6-4,6-4,3-6,2-6,7-5,03:34:00,A,K. Nishikori,D. Ferrer,JPN,ESP,,,243,/en/stats/leaderboard?page=serve,7,4,65,100,155,64,64,100,51,28,55,43,6,14,24,243,/en/stats/leaderboard?page=serve,5,5,58,90,155,62,56,90,55,36,65,60,12,20,25,59,92,155,41,63,155,50,155,310,59,92,155,41,63,155,50,155,310,,,,,,,,,,,N552,F401
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS021,R32,03:45:00,,F,5,D683,"6-4,6-7(4),6-1,3-6,6-3",J. del Potro,G. Simon,,,ARG,FRA,6-4,6-7(4),6-1,3-6,6-3,03:45:00,A,J. del Potro,G. Simon,ARG,FRA,,,290,/en/stats/leaderboard?page=serve,7,10,63,90,144,76,68,90,57,31,54,60,3,5,24,263,/en/stats/leaderboard?page=serve,5,16,50,77,155,74,57,77,50,39,78,64,9,14,23,69,99,144,38,59,155,53,158,299,62,96,155,31,45,144,47,141,299,,,4.0,7.0,,,,,,,D683,SD32
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS022,R32,04:11:00,,F,5,W367,"5-7,6-7(4),6-4,6-0,6-4",S. Wawrinka,F. Cipolla,,,SUI,ITA,5-7,6-7(4),6-4,6-0,6-4,04:11:00,A,S. Wawrinka,F. Cipolla,SUI,ITA,,,251,/en/stats/leaderboard?page=serve,2,10,51,78,153,72,56,78,48,36,75,53,8,15,25,220,/en/stats/leaderboard?page=serve,7,0,68,105,154,58,61,105,45,22,49,35,6,17,25,60,92,153,46,71,154,53,163,307,54,83,154,40,61,153,47,144,307,,,4.0,7.0,,,,,,,W367,C723
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS023,R32,03:51:00,,F,5,MC10,"6-7(5),4-6,7-6(7),6-1,6-3",A. Murray,J. Melzer,,,GBR,AUT,6-7(5),4-6,7-6(7),6-1,6-3,03:51:00,A,A. Murray,J. Melzer,GBR,AUT,,,305,/en/stats/leaderboard?page=serve,2,18,54,79,145,82,65,79,61,40,66,78,7,9,25,258,/en/stats/leaderboard?page=serve,9,15,60,124,206,67,83,124,45,37,82,74,14,19,25,72,105,145,42,86,206,54,191,351,58,120,206,28,40,145,46,160,351,5.0,7.0,,,,,7.0,5.0,,,MC10,M762
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS024,R32,02:03:00,,F,3,R485,"6-2,7-5,7-6(7)",A. Roddick,A. Seppi,,,USA,ITA,6-2,7-5,7-6(7),,,02:03:00,A,A. Roddick,A. Seppi,USA,ITA,,,318,/en/stats/leaderboard?page=serve,5,19,74,66,89,85,56,66,52,12,23,50,1,2,16,263,/en/stats/leaderboard?page=serve,3,3,71,75,105,67,50,75,50,15,30,56,5,9,16,76,68,89,38,40,105,56,108,194,62,65,105,24,21,89,44,86,194,,,,,,,7.0,4.0,,,R485,SA93
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS025,R32,02:39:00,,F,4,G415,"7-5,6-4,6-7(3),6-1",F. Gonzalez,J. Nieminen,,,CHI,FIN,7-5,6-4,6-7(3),6-1,,02:39:00,A,F. Gonzalez,J. Nieminen,CHI,FIN,,,290,/en/stats/leaderboard?page=serve,6,12,58,67,116,79,53,67,57,28,49,50,2,4,20,233,/en/stats/leaderboard?page=serve,3,3,61,88,145,60,53,88,46,26,57,61,11,18,21,70,81,116,46,66,145,56,147,261,54,79,145,30,35,116,44,114,261,,,,,,,3.0,7.0,,,G415,N289
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS026,R32,02:18:00,,F,3,R419,"7-6(7),6-2,6-3",T. Robredo,J. Tsonga,,,ESP,FRA,7-6(7),6-2,6-3,,,02:18:00,A,T. Robredo,J. Tsonga,ESP,FRA,,,331,/en/stats/leaderboard?page=serve,1,3,83,78,94,72,56,78,81,13,16,80,4,5,15,240,/en/stats/leaderboard?page=serve,4,5,64,75,117,61,46,75,43,18,42,33,2,6,14,73,69,94,45,53,117,58,122,211,55,64,117,27,25,94,42,89,211,7.0,2.0,,,,,,,,,R419,T786
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS027,R32,03:52:00,,F,4,D643,"6-7(7),7-5,6-4,7-6(7)",N. Djokovic,M. Cilic,,,SRB,CRO,6-7(7),7-5,6-4,7-6(7),,03:52:00,A,N. Djokovic,M. Cilic,SRB,CRO,,,286,/en/stats/leaderboard?page=serve,3,8,70,104,149,71,74,104,58,26,45,60,6,10,23,251,/en/stats/leaderboard?page=serve,12,20,50,81,161,80,65,81,40,32,80,54,7,13,23,67,100,149,40,64,161,53,164,310,60,97,161,33,49,149,47,146,310,7.0,9.0,,,7.0,0.0,,,,,D643,C977
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS028,R32,02:25:00,,F,3,D402,"6-2,7-6(8),6-3",N. Davydenko,D. Tursunov,,,RUS,RUS,6-2,7-6(8),6-3,,,02:25:00,A,N. Davydenko,D. Tursunov,RUS,RUS,,,295,/en/stats/leaderboard?page=serve,2,2,66,63,95,73,46,63,63,20,32,86,6,7,15,243,/en/stats/leaderboard?page=serve,5,7,55,56,101,64,36,56,51,23,45,64,7,11,14,69,66,95,42,42,101,55,108,196,58,59,101,31,29,95,45,88,196,,,8.0,3.0,,,,,,,D402,T315
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS029,R32,03:54:00,,F,5,MA30,"6-7(3),3-6,7-6(7),7-6(8),7-5",G. Muller,N. Almagro,,,LUX,ESP,6-7(3),3-6,7-6(7),7-6(8),7-5,03:54:00,A,G. Muller,N. Almagro,LUX,ESP,,,329,/en/stats/leaderboard?page=serve,5,38,65,119,183,82,97,119,53,34,64,90,9,10,28,319,/en/stats/leaderboard?page=serve,5,22,60,108,179,84,91,108,62,44,71,88,7,8,29,72,131,183,25,44,179,48,175,362,75,135,179,28,52,183,52,187,362,3.0,7.0,,,8.0,6.0,7.0,5.0,,,MA30,A479
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS030,R32,01:44:00,,F,3,A511,"6-2,6-4,6-4",I. Andreev,F. Verdasco,,,RUS,ESP,6-2,6-4,6-4,,,01:44:00,A,I. Andreev,F. Verdasco,RUS,ESP,,,319,/en/stats/leaderboard?page=serve,4,10,59,41,70,95,39,41,59,17,29,0,0,0,14,266,/en/stats/leaderboard?page=serve,3,4,85,72,85,63,45,72,46,6,13,64,7,11,14,80,56,70,40,34,85,58,90,155,60,51,85,20,14,70,42,65,155,,,,,,,,,,,A511,V306
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS031,R32,01:36:00,,F,3,F324,"6-3,6-3,6-2",R. Federer,R. Stepanek,,,SUI,CZE,6-3,6-3,6-2,,,01:36:00,A,R. Federer,R. Stepanek,SUI,CZE,,,315,/en/stats/leaderboard?page=serve,3,12,72,55,76,75,41,55,67,14,21,50,1,2,13,209,/en/stats/leaderboard?page=serve,5,1,66,57,86,63,36,57,31,9,29,45,5,11,13,72,55,76,48,41,86,59,96,162,52,45,86,28,21,76,41,66,162,,,,,,,,,,,F324,S694
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS032,R64,01:41:00,,F,3,N409,"6-1,6-2,6-4",R. Nadal,R. DeHeart,,,ESP,USA,6-1,6-2,6-4,,,01:41:00,A,R. Nadal,R. DeHeart,ESP,USA,,,301,/en/stats/leaderboard?page=serve,3,1,70,47,67,81,38,47,60,12,20,0,0,1,13,209,/en/stats/leaderboard?page=serve,2,4,58,42,73,60,25,42,39,12,31,50,6,12,12,75,50,67,49,36,73,61,86,140,51,37,73,25,17,67,39,54,140,,,,,,,,,,,N409,D617
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS033,R64,02:13:00,,F,4,T840,"2-6,6-3,6-4,3-0",V. Troicki,P. Kohlschreiber,,,SRB,GER,2-6,6-3,6-4,3-0,,02:13:00,A,V. Troicki,P. Kohlschreiber,SRB,GER,,,277,/en/stats/leaderboard?page=serve,5,9,65,55,85,71,39,55,57,17,30,63,5,8,15,235,/en/stats/leaderboard?page=serve,3,4,57,64,112,63,40,64,48,23,48,55,6,11,15,66,56,85,44,49,112,53,105,197,56,63,112,34,29,85,47,92,197,,,,,,,,,,,T840,K435
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS034,R64,03:07:00,,F,4,Q927,"7-6(8),6-4,4-6,6-3",S. Querrey,N. Devilder,,,USA,FRA,7-6(8),6-4,4-6,6-3,,03:07:00,A,S. Querrey,N. Devilder,USA,FRA,,,293,/en/stats/leaderboard?page=serve,3,17,57,85,148,75,64,85,57,36,63,82,9,11,21,278,/en/stats/leaderboard?page=serve,2,6,67,96,144,72,69,96,50,24,48,73,8,11,20,68,100,148,35,51,144,52,151,292,65,93,144,32,48,148,48,141,292,8.0,6.0,,,,,,,,,Q927,D469
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS035,R64,01:35:00,,F,3,K336,"7-6(7),6-4,6-2",I. Karlovic,F. Serra,,,CRO,FRA,7-6(7),6-4,6-2,,,01:35:00,A,I. Karlovic,F. Serra,CRO,FRA,,,350,/en/stats/leaderboard?page=serve,2,42,78,67,86,90,60,67,42,8,19,100,1,1,15,282,/en/stats/leaderboard?page=serve,3,0,69,61,88,69,42,61,67,18,27,57,4,7,15,79,68,86,32,28,88,55,96,174,68,60,88,21,18,86,45,78,174,7.0,5.0,,,,,,,,,K336,S963
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS036,R64,01:28:00,,F,3,B676,"4-6,6-3,1-0",J. Blake,S. Darcis,,,USA,BEL,4-6,6-3,1-0,,,01:28:00,A,J. Blake,S. Darcis,USA,BEL,,,259,/en/stats/leaderboard?page=serve,3,8,57,39,69,74,29,39,43,13,30,78,7,9,10,231,/en/stats/leaderboard?page=serve,4,2,56,49,88,63,31,49,44,17,39,81,13,16,10,61,42,69,45,40,88,52,82,157,55,48,88,39,27,69,48,75,157,,,,,,,,,,,B676,D632
560,2008,US Open,GS,2008-08-25T00:00:00,2008-09-07T00:00:00,Hard,128,9350000,$,MS037,R64,02:17:00,,F,4,F339,"6-2,3-6,6-3,6-4",M. Fish,P. Mathieu,,,USA,FRA,6-2,3-6,6-3,6-4,,02:17:00,A,M. Fish,P. Mathieu,USA,FRA,,,318,/en/stats/leaderboard?page=serve,0,27,56,56,100,84,47,56,57,25,44,0,0,1,18,257,/en/stats/leaderboard?page=serve,8,8,48,48,100,65,31,48,67,35,52,50,4,8,18,72,72,100,34,34,100,53,106,200,66,66,100,28,28,100,47,94,200,,,,,,,,,,,F339,M850
