event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_winner,servicegamesplayed_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS077,R128,01:49:00,,F,3,D270,"6-4,6-3,7-6(13)",S. Draper,J. Gambill,,,AUS,USA,6-4,6-3,7-6(13),,,01:49:00,292,/en/stats/leaderboard?page=serve,3,8,56,61.0,109,80,49.0,61.0,58,28.0,48.0,67,2,3,16,272,/en/stats/leaderboard?page=serve,3,11,57,64.0,112,81,52.0,64.0,46,22.0,48.0,40,2,5.0,15,71,77,109,34,38,112,52,115,221,66,74,112,29,32,109,48,106,221,A,,,,,13,11,,,,,,,,,S. Draper,J. Gambill,D270,G352,AUS,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS078,R128,01:36:00,,F,3,T136,"6-4,6-2,7-5",J. Tarango,D. Prinosil,,,USA,GER,6-4,6-2,7-5,,,01:36:00,288,/en/stats/leaderboard?page=serve,3,5,51,48.0,94,85,41.0,48.0,57,26.0,46.0,67,2,3,15,242,/en/stats/leaderboard?page=serve,4,6,62,63.0,102,71,45.0,63.0,41,16.0,39.0,44,4,9.0,15,71,67,94,40,41,102,55,108,196,60,61,102,29,27,94,45,88,196,A,,,,,,,,,,,,,,,J. Tarango,D. Prinosil,T136,P273,USA,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS079,R128,01:47:00,,F,3,R186,"6-4,7-6(7),6-2",G. Raoux,C. Moya,,,FRA,ESP,6-4,7-6(7),6-2,,,01:47:00,275,/en/stats/leaderboard?page=serve,3,5,62,64.0,103,84,54.0,64.0,41,16.0,39.0,67,4,6,15,227,/en/stats/leaderboard?page=serve,6,0,68,71.0,105,61,43.0,71.0,38,13.0,34.0,55,6,11.0,15,68,70,103,47,49,105,57,119,208,53,56,105,32,33,103,43,89,208,A,,,7,2,,,,,,,,,,,G. Raoux,C. Moya,R186,M605,FRA,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS080,R128,02:27:00,,F,4,P254,"4-6,7-5,6-1,7-6(7)",D. Pescariu,G. Ivanisevic,,,ROU,CRO,4-6,7-5,6-1,7-6(7),,02:27:00,281,/en/stats/leaderboard?page=serve,3,5,74,106.0,144,70,74.0,106.0,50,19.0,38.0,50,3,6,21,270,/en/stats/leaderboard?page=serve,9,22,59,90.0,152,81,73.0,90.0,42,26.0,62.0,55,6,11.0,20,65,93,144,35,53,152,49,146,296,65,99,152,35,51,144,51,150,296,A,,,,,,,,,7,3,,,,,D. Pescariu,G. Ivanisevic,P254,I034,ROU,CRO,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS081,R128,03:26:00,,F,5,K260,"7-5,5-7,6-4,6-7(5),6-4",J. Knippschild,S. Dosedel,,,GER,CZE,7-5,5-7,6-4,6-7(5),6-4,03:26:00,274,/en/stats/leaderboard?page=serve,7,21,58,126.0,217,77,97.0,126.0,47,43.0,91.0,67,12,18,28,257,/en/stats/leaderboard?page=serve,6,10,66,134.0,202,66,88.0,134.0,50,34.0,68.0,38,5,13.0,28,65,140,217,40,80,202,53,220,419,60,122,202,35,77,217,47,199,419,A,,,,,,,,,5,7,,,,,J. Knippschild,S. Dosedel,K260,D198,GER,CZE,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS082,R128,03:32:00,,F,5,O098,"5-7,6-4,4-6,6-2,6-3",M. Ondruska,F. Santoro,,,RSA,FRA,5-7,6-4,4-6,6-2,6-3,03:32:00,244,/en/stats/leaderboard?page=serve,6,7,54,92.0,170,66,61.0,92.0,51,40.0,78.0,65,13,20,25,233,/en/stats/leaderboard?page=serve,5,12,52,88.0,168,69,61.0,88.0,43,34.0,80.0,47,8,17.0,24,59,101,170,43,73,168,51,174,338,57,95,168,41,69,170,49,164,338,A,,,,,,,,,,,,,,,M. Ondruska,F. Santoro,O098,S424,RSA,FRA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS083,R128,01:37:00,,F,3,R237,"6-2,6-3,6-3",G. Rusedski,D. Wheaton,,,GBR,USA,6-2,6-3,6-3,,,01:37:00,302,/en/stats/leaderboard?page=serve,4,14,62,56.0,91,89,50.0,56.0,49,17.0,35.0,75,3,4,13,211,/en/stats/leaderboard?page=serve,5,5,65,61.0,94,66,40.0,61.0,27,9.0,33.0,50,6,12.0,13,74,67,91,48,45,94,61,112,185,52,49,94,26,24,91,39,73,185,A,,,,,,,,,,,,,,,G. Rusedski,D. Wheaton,R237,W123,GBR,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS084,R128,02:54:00,,F,5,V141,"4-6,6-4,1-6,6-3,6-2",D. Vacek,L. Tieleman,,,CZE,ITA,4-6,6-4,1-6,6-3,6-2,02:54:00,270,/en/stats/leaderboard?page=serve,9,14,51,78.0,153,82,64.0,78.0,51,38.0,75.0,43,3,7,22,259,/en/stats/leaderboard?page=serve,8,14,61,115.0,190,72,83.0,115.0,43,32.0,75.0,74,14,19.0,22,67,102,153,39,75,190,52,177,343,61,115,190,33,51,153,48,166,343,A,,,,,,,,,,,,,,,D. Vacek,L. Tieleman,V141,T168,CZE,ITA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS085,R128,02:43:00,,F,4,S601,"6-3,3-6,6-4,7-5",M. Sell,C. Mamiit,,,USA,PHI,6-3,3-6,6-4,7-5,,02:43:00,267,/en/stats/leaderboard?page=serve,2,3,58,66.0,113,73,48.0,66.0,55,26.0,47.0,50,4,8,20,252,/en/stats/leaderboard?page=serve,3,10,62,96.0,156,70,67.0,96.0,43,26.0,60.0,68,13,19.0,20,65,74,113,40,63,156,51,137,269,60,93,156,35,39,113,49,132,269,A,,,,,,,,,,,,,,,M. Sell,C. Mamiit,S601,M614,USA,PHI,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS086,R128,03:03:00,,F,5,G319,"6-4,1-6,7-6(7),4-6,7-5",J. Golmard,H. Arazi,,,FRA,MAR,6-4,1-6,7-6(7),4-6,7-5,03:03:00,254,/en/stats/leaderboard?page=serve,5,6,55,87.0,157,72,63.0,87.0,50,35.0,70.0,33,3,9,25,274,/en/stats/leaderboard?page=serve,4,15,59,110.0,185,75,82.0,110.0,49,37.0,75.0,77,17,22.0,26,62,98,157,36,66,185,48,164,342,64,119,185,38,59,157,52,178,342,A,,,,,7,4,,,,,,,,,J. Golmard,H. Arazi,G319,A226,FRA,MAR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS087,R128,02:02:00,,F,4,P338,"6-3,6-4,3-6,6-4",M. Philippoussis,K. Alami,,,AUS,MAR,6-3,6-4,3-6,6-4,,02:02:00,302,/en/stats/leaderboard?page=serve,12,23,57,76.0,133,96,73.0,76.0,44,25.0,57.0,0,0,1,19,283,/en/stats/leaderboard?page=serve,1,8,62,72.0,117,79,57.0,72.0,51,23.0,45.0,63,5,8.0,19,74,98,133,32,37,117,54,135,250,68,80,117,26,35,133,46,115,250,A,,,,,,,,,,,,,,,M. Philippoussis,K. Alami,P338,A203,AUS,MAR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS088,R128,01:54:00,,F,3,M535,"7-6(7),6-3,6-2",F. Mantilla,J. Stoltenberg,,,ESP,AUS,7-6(7),6-3,6-2,,,01:54:00,262,/en/stats/leaderboard?page=serve,6,2,71,72.0,101,78,56.0,72.0,31,9.0,29.0,0,0,2,15,238,/en/stats/leaderboard?page=serve,3,8,53,64.0,120,77,49.0,64.0,39,22.0,56.0,67,10,15.0,14,64,65,101,41,49,120,52,114,221,59,71,120,36,36,101,48,107,221,A,7,4,,,,,,,,,,,,,F. Mantilla,J. Stoltenberg,M535,S331,ESP,AUS,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS089,R128,01:42:00,,F,3,S015,"7-5,6-2,7-5",J. Sanchez,A. Portas,,,ESP,ESP,7-5,6-2,7-5,,,01:42:00,285,/en/stats/leaderboard?page=serve,4,3,60,59.0,99,85,50.0,59.0,48,19.0,40.0,80,4,5,16,232,/en/stats/leaderboard?page=serve,5,2,58,67.0,115,63,42.0,67.0,46,22.0,48.0,29,2,7.0,16,70,69,99,44,51,115,56,120,214,56,64,115,30,30,99,44,94,214,A,,,,,,,,,,,,,,,J. Sanchez,A. Portas,S015,P305,ESP,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS090,R128,02:09:00,,F,4,V201,"6-1,6-4,2-6,6-4",J. van Lottum,R. Reneberg,,,NED,USA,6-1,6-4,2-6,6-4,,02:09:00,271,/en/stats/leaderboard?page=serve,3,5,57,53.0,93,83,44.0,53.0,53,21.0,40.0,50,4,8,17,220,/en/stats/leaderboard?page=serve,5,5,54,74.0,136,58,43.0,74.0,47,29.0,62.0,61,11,18.0,18,70,65,93,47,64,136,56,129,229,53,72,136,30,28,93,44,100,229,A,,,,,,,,,,,,,,,J. van Lottum,R. Reneberg,V201,R016,NED,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS091,R128,03:11:00,,F,4,V167,"6-4,4-6,7-6(7),7-6(7)",J. Van Herck,F. Dewulf,,,BEL,BEL,6-4,4-6,7-6(7),7-6(7),,03:11:00,264,/en/stats/leaderboard?page=serve,3,14,57,99.0,175,69,68.0,99.0,55,42.0,76.0,63,10,16,22,227,/en/stats/leaderboard?page=serve,15,6,53,95.0,178,72,68.0,95.0,39,32.0,83.0,63,10,16.0,22,63,110,175,44,78,178,53,188,353,56,100,178,37,65,175,47,165,353,A,,,,,7,3,,,7,5,,,,,J. Van Herck,F. Dewulf,V167,D228,BEL,BEL,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS092,R128,01:47:00,,F,3,F165,"6-2,6-4,6-4",M. Filippini,A. O'Brien,,,URU,USA,6-2,6-4,6-4,,,01:47:00,297,/en/stats/leaderboard?page=serve,2,5,70,57.0,82,84,48.0,57.0,48,12.0,25.0,0,0,1,14,238,/en/stats/leaderboard?page=serve,3,1,67,71.0,106,55,39.0,71.0,54,19.0,35.0,64,9,14.0,14,73,60,82,45,48,106,57,108,188,55,58,106,27,22,82,43,80,188,A,,,,,,,,,,,,,,,M. Filippini,A. O'Brien,F165,O099,URU,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS093,R128,01:28:00,,F,3,K214,"6-4,6-2,6-2",R. Krajicek,W. Black,,,NED,ZIM,6-4,6-2,6-2,,,01:28:00,239,/en/stats/leaderboard?page=serve,3,24,68,63.0,93,97,61.0,63.0,53,16.0,30.0,0,0,,13,215,/en/stats/leaderboard?page=serve,7,2,67,72.0,107,61,44.0,72.0,31,11.0,35.0,67,10,15.0,13,83,77,93,49,52,107,65,129,200,51,55,107,17,16,93,36,71,200,A,,,,,,,,,,,,,,,R. Krajicek,W. Black,K214,B499,NED,ZIM,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS094,R128,01:21:00,,F,3,U032,"6-2,6-3,6-2",B. Ulihrach,R. Rake,,,CZE,PER,6-2,6-3,6-2,,,01:21:00,281,/en/stats/leaderboard?page=serve,2,4,68,52.0,77,79,41.0,52.0,48,12.0,25.0,75,6,8,13,176,/en/stats/leaderboard?page=serve,7,2,56,48.0,86,50,24.0,48.0,34,13.0,38.0,36,4,11.0,12,69,53,77,57,49,86,63,102,163,43,37,86,31,24,77,37,61,163,A,,,,,,,,,,,,,,,B. Ulihrach,R. Rake,U032,R367,CZE,PER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS095,R128,02:24:00,,F,4,C344,"4-6,6-3,6-2,6-2",A. Corretja,M. Rosset,,,ESP,SUI,4-6,6-3,6-2,6-2,,02:24:00,299,/en/stats/leaderboard?page=serve,4,7,59,67.0,113,82,55.0,67.0,61,28.0,46.0,80,4,5,18,240,/en/stats/leaderboard?page=serve,9,9,54,72.0,134,74,53.0,72.0,42,26.0,62.0,50,5,10.0,17,73,83,113,41,55,134,56,138,247,59,79,134,27,30,113,44,109,247,A,,,,,,,,,,,,,,,A. Corretja,M. Rosset,C344,R214,ESP,SUI,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS096,R128,02:13:00,,F,4,H336,"6-3,7-6(7),4-6,6-4",T. Henman,T. Muster,,,GBR,AUT,6-3,7-6(7),4-6,6-4,,02:13:00,306,/en/stats/leaderboard?page=serve,6,16,61,81.0,133,89,72.0,81.0,56,29.0,52.0,33,1,3,21,271,/en/stats/leaderboard?page=serve,2,3,63,84.0,133,67,56.0,84.0,55,27.0,49.0,70,7,10.0,20,76,101,133,38,50,133,57,151,266,62,83,133,24,32,133,43,115,266,A,,,7,3,,,,,,,,,,,T. Henman,T. Muster,H336,M099,GBR,AUT,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS097,R128,02:15:00,,F,5,F196,"6-7(0),2-6,6-3,6-1,6-3",W. Ferreira,A. Berasategui,,,RSA,ESP,6-7(0),2-6,6-3,6-1,6-3,02:15:00,276,/en/stats/leaderboard?page=serve,9,14,52,84.0,163,86,72.0,84.0,47,37.0,79.0,73,8,11,23,262,/en/stats/leaderboard?page=serve,6,9,68,106.0,156,67,71.0,106.0,52,26.0,50.0,57,8,14.0,22,67,109,163,38,59,156,53,168,319,62,97,156,33,54,163,47,151,319,A,0,7,,,,,,,,,,,,,W. Ferreira,A. Berasategui,F196,B428,RSA,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS098,R128,02:45:00,,F,4,G354,"7-6(9),6-7(3),6-3,6-2",J. Gimelstob,D. Nestor,,,USA,CAN,7-6(9),6-7(3),6-3,6-2,,02:45:00,285,/en/stats/leaderboard?page=serve,5,15,63,95.0,152,83,79.0,95.0,44,25.0,57.0,25,1,4,21,251,/en/stats/leaderboard?page=serve,8,14,58,93.0,160,78,73.0,93.0,39,26.0,67.0,63,10,16.0,20,68,104,152,38,61,160,53,165,312,62,99,160,32,48,152,47,147,312,A,9,7,3,7,,,,,,,,,,,J. Gimelstob,D. Nestor,G354,N210,USA,CAN,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS099,R128,01:54:00,,F,3,G182,"6-3,6-2,7-5",M. Gustafsson,J. Stark,,,SWE,USA,6-3,6-2,7-5,,,01:54:00,270,/en/stats/leaderboard?page=serve,6,4,59,61.0,104,74,45.0,61.0,47,20.0,43.0,83,5,6,14,218,/en/stats/leaderboard?page=serve,7,8,54,63.0,117,70,44.0,63.0,33,18.0,54.0,45,5,11.0,15,63,65,104,47,55,117,54,120,221,53,62,117,38,39,104,46,101,221,A,,,,,,,,,,,,,,,M. Gustafsson,J. Stark,G182,S403,SWE,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS100,R128,00:15:00,,F,5,R219,"6-4,4-6,1-6,6-4,6-3",C. Ruud,M. Goellner,,,NOR,GER,6-4,4-6,1-6,6-4,6-3,00:15:00,268,/en/stats/leaderboard?page=serve,7,9,51,74.0,144,84,62.0,74.0,49,34.0,70.0,50,4,8,23,275,/en/stats/leaderboard?page=serve,7,17,48,74.0,153,86,64.0,74.0,49,39.0,79.0,43,3,7.0,23,67,96,144,33,50,153,49,146,297,67,103,153,33,48,144,51,151,297,A,,,,,,,,,,,,,,,C. Ruud,M. Goellner,R219,G252,NOR,GER,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS101,R128,01:13:00,,F,3,M443,"6-2,6-2,6-1",F. Meligeni,J. Szymanski,,,BRA,VEN,6-2,6-2,6-1,,,01:13:00,297,/en/stats/leaderboard?page=serve,,3,48,33.0,69,88,29.0,33.0,67,24.0,36.0,,0,,12,181,/en/stats/leaderboard?page=serve,5,1,49,35.0,71,66,23.0,35.0,25,9.0,36.0,33,3,9.0,11,77,53,69,55,39,71,66,92,140,45,32,71,23,16,69,34,48,140,A,,,,,,,,,,,,False,,,F. Meligeni,J. Szymanski,M443,S585,BRA,VEN,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS102,R128,01:50:00,,F,3,L206,"6-4,6-2,6-3",M. Larsson,J. Siemerink,,,SWE,NED,6-4,6-2,6-3,,,01:50:00,254,/en/stats/leaderboard?page=serve,7,9,57,63.0,111,86,54.0,63.0,40,19.0,48.0,,0,,13,228,/en/stats/leaderboard?page=serve,7,9,56,65.0,117,75,49.0,65.0,31,16.0,52.0,69,11,16.0,14,66,73,111,44,52,117,55,125,228,56,65,117,34,38,111,45,103,228,A,,,,,,,,,,,,,,,M. Larsson,J. Siemerink,L206,S381,SWE,NED,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS103,R128,02:15:00,,F,4,E140,"7-6(7),4-6,6-3,6-1",N. Escude,M. Joyce,,,FRA,USA,7-6(7),4-6,6-3,6-1,,02:15:00,256,/en/stats/leaderboard?page=serve,7,3,61,72.0,119,78,56.0,72.0,43,20.0,47.0,20,1,5,19,235,/en/stats/leaderboard?page=serve,5,6,60,94.0,156,66,62.0,94.0,45,28.0,62.0,59,10,17.0,19,64,76,119,42,66,156,52,142,275,58,90,156,36,43,119,48,133,275,A,7,5,,,,,,,,,,,,,N. Escude,M. Joyce,E140,J100,FRA,USA,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS104,R128,01:47:00,,F,3,R255,"6-3,6-4,7-5",P. Rafter,A. Medvedev,,,AUS,UKR,6-3,6-4,7-5,,,01:47:00,259,/en/stats/leaderboard?page=serve,8,4,45,45.0,100,78,35.0,45.0,53,29.0,55.0,60,3,5,16,230,/en/stats/leaderboard?page=serve,4,4,60,56.0,94,70,39.0,56.0,34,13.0,38.0,44,4,9.0,15,64,64,100,45,42,94,55,106,194,55,52,94,36,36,100,45,88,194,A,,,,,,,,,,,,,,,P. Rafter,A. Medvedev,R255,M475,AUS,UKR,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS105,R128,02:36:00,,F,4,N250,"6-7(5),6-4,6-2,6-3",M. Norman,K. Kucera,,,SWE,SVK,6-7(5),6-4,6-2,6-3,,02:36:00,308,/en/stats/leaderboard?page=serve,,16,52,75.0,145,91,68.0,75.0,54,38.0,70.0,86,6,7,20,220,/en/stats/leaderboard?page=serve,17,7,33,48.0,147,81,39.0,48.0,43,43.0,99.0,50,5,10.0,19,73,106,145,44,65,147,59,171,292,56,82,147,27,39,145,41,121,292,A,5,7,,,,,,,,,,False,,,M. Norman,K. Kucera,N250,K237,SWE,SVK,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS106,R128,03:11:00,,F,5,H223,"7-6(8),6-0,6-7(5),6-7(3),6-3",P. Haarhuis,G. Blanco,,,NED,ESP,7-6(8),6-0,6-7(5),6-7(3),6-3,03:11:00,311,/en/stats/leaderboard?page=serve,4,18,63,115.0,184,84,97.0,115.0,54,37.0,69.0,80,4,5,26,250,/en/stats/leaderboard?page=serve,8,8,50,97.0,194,72,70.0,97.0,48,47.0,97.0,64,9,14.0,25,73,134,184,40,77,194,56,211,378,60,117,194,27,50,184,44,167,378,A,8,6,,,5,7,,,3,7,,,,,P. Haarhuis,G. Blanco,H223,B518,NED,ESP,,
560,1997,US Open,GS,1997-08-25T00:00:00,1997-09-07T00:00:00,Hard,128,5152000,$,MS107,R128,03:18:00,,F,5,R280,"4-6,0-6,6-3,6-2,6-1",L. Roux,G. Schaller,,,FRA,AUT,4-6,0-6,6-3,6-2,6-1,03:18:00,256,/en/stats/leaderboard?page=serve,2,13,56,84.0,149,74,62.0,84.0,45,29.0,65.0,57,8,14,20,220,/en/stats/leaderboard?page=serve,9,4,66,114.0,174,59,67.0,114.0,40,24.0,60.0,70,19,27.0,20,61,91,149,48,83,174,54,174,323,52,91,174,39,58,149,46,149,323,A,,,,,,,,,,,,,,,L. Roux,G. Schaller,R280,S315,FRA,AUT,,
