event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS013,R16,02:19:00,,F,3,T166,"6-7(6),6-3,7-6(7)",M. Tillstrom,M. Hadad,,,SWE,COL,6-7(6),6-3,7-6(7),,,02:19:00,241,/en/stats/leaderboard?page=serve,6,2,51,56,110,86,48,56,52,28,54,0,16,257,/en/stats/leaderboard?page=serve,7,1,55,66,121,73,48,66,47,26,55,75,6,8,17,69,76,110,39,47,121,53,123,231,61,74,121,31,34,110,47,108,231,A,,,,,,6,8,7,1,,M. Tillstrom,M. Hadad,T166,H256,SWE,COL,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS014,R16,01:07:00,,F,2,J100,"7-5,4-1",M. Joyce,O. Ogorodov,,,USA,UZB,7-5,4-1,,,,01:07:00,267,/en/stats/leaderboard?page=serve,,6,56,25,45,68,17,25,60,12,20,3,9,196,/en/stats/leaderboard?page=serve,3,5,58,42,73,57,24,42,35,11,31,55,6,11,9,64,29,45,52,38,73,57,67,118,48,35,73,36,16,45,43,51,118,A,,,60,5,,,,,,False,M. Joyce,O. Ogorodov,J100,O127,USA,UZB,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS015,R16,02:26:00,,F,3,S315,"3-6,7-6(7),6-1",G. Schaller,S. Noszaly,,,AUT,HUN,3-6,7-6(7),6-1,,,02:26:00,267,/en/stats/leaderboard?page=serve,,2,62,47,76,72,34,47,55,16,29,2,13,241,/en/stats/leaderboard?page=serve,10,17,62,66,107,67,44,66,39,16,41,64,9,14,15,66,50,76,44,47,107,53,97,183,56,60,107,34,26,76,47,86,183,A,7,1,40,5,,,,,,False,G. Schaller,S. Noszaly,S315,N112,AUT,HUN,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS016,R32,00:52:00,,F,2,H223,"6-2,6-1",P. Haarhuis,K. Goossens,,,NED,BEL,6-2,6-1,,,,00:52:00,222,/en/stats/leaderboard?page=serve,,0,71,27,38,78,21,27,73,8,11,0,7,173,/en/stats/leaderboard?page=serve,6,5,52,29,56,55,16,29,30,8,27,55,6,11,8,76,29,38,57,32,56,65,61,94,43,24,56,24,9,38,35,33,94,A,,,0,,,,,,,False,P. Haarhuis,K. Goossens,H223,G285,NED,BEL,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS018,R32,01:23:00,,F,3,W200,"3-6,6-3,6-0",H. Wiltschnig,S. Wibowo,,,AUT,INA,3-6,6-3,6-0,,,01:23:00,263,/en/stats/leaderboard?page=serve,3,0,73,51,70,71,36,51,47,9,19,4,12,199,/en/stats/leaderboard?page=serve,4,0,53,36,68,56,20,36,44,14,32,25,2,8,12,64,45,70,50,34,68,57,79,138,50,34,68,36,25,70,43,59,138,A,,,57,7,,,,,,,H. Wiltschnig,S. Wibowo,W200,W178,AUT,INA,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS019,R32,01:39:00,,F,2,R186,"7-6(9),6-1",G. Raoux,L. Roux,,,FRA,FRA,7-6(9),6-1,,,,01:39:00,272,/en/stats/leaderboard?page=serve,5,9,42,32,76,81,26,32,55,24,44,3,10,238,/en/stats/leaderboard?page=serve,2,2,60,39,65,54,21,39,58,15,26,50,3,6,9,66,50,76,45,29,65,56,79,141,55,36,65,34,26,76,44,62,141,A,,,75,4,,9,7,,,,G. Raoux,L. Roux,R186,R280,FRA,FRA,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS020,R32,00:54:00,,F,2,E106,"6-1,6-2",J. Eltingh,F. Vitoux,,,NED,FRA,6-1,6-2,,,,00:54:00,284,/en/stats/leaderboard?page=serve,4,5,54,27,50,85,23,27,57,13,23,0,8,189,/en/stats/leaderboard?page=serve,1,0,84,36,43,50,18,36,14,1,7,43,3,7,7,72,36,50,56,24,43,65,60,93,44,19,43,28,14,50,35,33,93,A,,,,,,,,,,,J. Eltingh,F. Vitoux,E106,V147,NED,FRA,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS021,R32,01:03:00,,F,2,S014,"6-0,6-4",E. Sanchez,H. Kaneko,,,ESP,JPN,6-0,6-4,,,,01:03:00,280,/en/stats/leaderboard?page=serve,1,2,65,30,46,83,25,30,44,7,16,1,8,182,/en/stats/leaderboard?page=serve,3,0,67,35,52,57,20,35,24,4,17,29,2,7,8,70,32,46,54,28,52,61,60,98,46,24,52,30,14,46,39,38,98,A,,,50,2,,,,,,,E. Sanchez,H. Kaneko,S014,K266,ESP,JPN,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS022,R32,01:38:00,,F,2,C031,"7-5,6-3",A. Chesnokov,S. Groen,,,RUS,NED,7-5,6-3,,,,01:38:00,218,/en/stats/leaderboard?page=serve,1,0,52,37,71,57,21,37,50,17,34,6,10,181,/en/stats/leaderboard?page=serve,2,6,47,37,78,65,24,37,29,12,41,59,10,17,11,54,38,71,54,42,78,54,80,149,46,36,78,46,33,71,46,69,149,A,,,60,10,,,,,,,A. Chesnokov,S. Groen,C031,G235,RUS,NED,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS023,R32,01:20:00,,F,2,E121,"7-6(7),6-2",Y. El Aynaoui,K. Alami,,,MAR,MAR,7-6(7),6-2,,,,01:20:00,267,/en/stats/leaderboard?page=serve,3,4,56,37,66,78,29,37,52,15,29,6,10,224,/en/stats/leaderboard?page=serve,3,0,52,34,66,74,25,34,41,13,32,50,4,8,10,67,44,66,42,28,66,55,72,132,58,38,66,33,22,66,45,60,132,A,,,75,8,,7,5,,,,Y. El Aynaoui,K. Alami,E121,A203,MAR,MAR,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS024,R32,02:04:00,,F,3,S572,"6-4,6-7(7),6-0",S. Schalken,J. Van Herck,,,NED,BEL,6-4,6-7(7),6-0,,,02:04:00,277,/en/stats/leaderboard?page=serve,6,3,54,50,93,74,37,50,60,26,43,0,14,237,/en/stats/leaderboard?page=serve,3,1,58,54,93,61,33,54,56,22,39,55,6,11,14,68,63,93,41,38,93,54,101,186,59,55,93,32,30,93,46,85,186,A,7,9,0,1,,,,,,,S. Schalken,J. Van Herck,S572,V167,NED,BEL,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS025,R32,01:05:00,,F,2,L290,"6-3,6-1",N. Lapentti,F. Fetterlein,,,ECU,DEN,6-3,6-1,,,,01:05:00,272,/en/stats/leaderboard?page=serve,4,3,45,19,42,84,16,19,57,13,23,0,8,176,/en/stats/leaderboard?page=serve,4,1,48,27,56,63,17,27,31,9,29,50,5,10,8,69,29,42,54,30,56,60,59,98,46,26,56,31,13,42,40,39,98,A,,,0,1,,,,,,,N. Lapentti,F. Fetterlein,L290,F206,ECU,DEN,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS027,R32,01:28:00,,F,2,T166,"6-4,7-6(7)",M. Tillstrom,J. Sanchez,,,SWE,ESP,6-4,7-6(7),,,,01:28:00,274,/en/stats/leaderboard?page=serve,2,2,65,46,71,72,33,46,56,14,25,5,11,240,/en/stats/leaderboard?page=serve,2,2,54,47,87,64,30,47,50,20,40,57,4,7,11,66,47,71,43,37,87,53,84,158,57,50,87,34,24,71,47,74,158,A,7,4,71,7,,,,,,,M. Tillstrom,J. Sanchez,T166,S015,SWE,ESP,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS028,R32,01:39:00,,F,3,O127,"6-2,3-6,6-4",O. Ogorodov,J. Apell,,,UZB,SWE,6-2,3-6,6-4,,,01:39:00,256,/en/stats/leaderboard?page=serve,9,9,57,54,95,78,42,54,37,15,41,2,13,258,/en/stats/leaderboard?page=serve,2,3,66,57,87,63,36,57,57,17,30,50,4,8,14,60,57,95,39,34,87,50,91,182,61,53,87,40,38,95,50,91,182,A,,,50,4,,,,,,,O. Ogorodov,J. Apell,O127,A176,UZB,SWE,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS029,R32,01:38:00,,F,2,J100,"7-6(7),6-1",M. Joyce,F. Santoro,,,USA,FRA,7-6(7),6-1,,,,01:38:00,239,/en/stats/leaderboard?page=serve,5,2,56,39,70,64,25,39,45,14,31,3,9,193,/en/stats/leaderboard?page=serve,11,6,43,33,77,73,24,33,32,14,44,50,5,10,10,56,39,70,51,39,77,53,78,147,49,38,77,44,31,70,47,69,147,A,,,60,5,,7,4,,,,M. Joyce,F. Santoro,J100,S424,USA,FRA,,
494,1996,Jakarta,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS030,R32,01:45:00,,F,2,N112,"7-6(7),7-6(7)",S. Noszaly,D. Norman,,,HUN,BEL,7-6(7),7-6(7),,,,01:45:00,305,/en/stats/leaderboard?page=serve,8,10,65,47,72,91,43,47,56,14,25,2,12,267,/en/stats/leaderboard?page=serve,14,12,56,55,98,75,41,55,47,20,43,91,10,11,12,79,57,72,38,37,98,55,94,170,62,61,98,21,15,72,45,76,170,A,7,1,67,3,,7,3,,,,S. Noszaly,D. Norman,N112,N233,HUN,BEL,,
