Tournament Name,Tournament Title,Level,Year,Start Date,End Date,Surface,indoor_outdoor,City,Country,Singles Draw Size,Doubles Draw Size,Prize Money,Prize Money Currency,Tournament ID,Match ID,Date,Round Name,Set 1 Score,Set 2 Score,Set 3 Score,Home Player,Home Country,Home Seed,Away Player,Away Country,Away Seed,ScoreString,WinnerFlag,winner_flag,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,PlayerCountryA,PlayerCountryB,PlayerIDA,PlayerIDB,ScoreSet1A,ScoreSet1B,ScoreSet2A,ScoreSet2B,ScoreSet3A,ScoreSet3B,ScoreSet4A,ScoreSet4B,ScoreSet5A,ScoreSet5B,ScoreTbSet1,ScoreTbSet2,ScoreTbSet3,ScoreTbSet4,SeedA,SeedB
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67699606,2026-01-13T23:00:00+00:00,,7-6(7),1-6,6-4,Lucia Bronzetti,ITA,2,Mary Stoiana,USA,,"7-6(9),1-6,6-4",2,A,Lucia Bronzetti,Mary Stoiana,2,,ITA,USA,ITA,USA,322280,679319,7,6,1,6,6,4,,,,,7,,,,2,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67699920,2026-01-13T23:00:00+00:00,,6-1,6-2,,Yuliia Starodubtseva,UKR,6,Despina Papamichail,GRC,,"6-1,6-2",2,A,Yuliia Starodubtseva,Despina Papamichail,6,,UKR,GRC,UKR,GRC,325338,45139,6,1,6,2,,,,,,,,,,,6,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67699970,2026-01-13T23:00:00+00:00,,4-6,4-6,,Viktoria Hruncakova,SVK,,Viktoriya Tomova,BGR,18,"4-6,4-6",3,B,Viktoriya Tomova,Viktoria Hruncakova,18,,BGR,SVK,SVK,BGR,129534,317584,4,6,4,6,,,,,,,,,,,,18
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67702002,2026-01-13T23:00:00+00:00,,6-2,2-6,7-6(7),Guiomar Maristany Zuleta de Reales,ESP,,Tatiana Prozorova,,,"6-2,2-6,7-6(10)",2,A,Guiomar Maristany Zuleta de Reales,Tatiana Prozorova,,,ESP,,ESP,,324786,330723,6,2,2,6,7,6,,,,,,,7,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67722666,2026-01-13T23:00:00+00:00,,7-6(4),2-6,0-6,Justina Mikulskyte,LTU,,Anastasia Gasanova,,,"7-6(7),2-6,0-6",3,B,Anastasia Gasanova,Justina Mikulskyte,,,,LTU,LTU,,323677,130624,7,6,2,6,0,6,,,,,4,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67741158,2026-01-13T23:00:00+00:00,,6-4,6-2,,Elvina Kalieva,USA,,Yexin MA,CHN,,"6-4,6-2",2,A,Elvina Kalieva,Yexin MA,,,USA,CHN,USA,CHN,380396,132988,6,4,6,2,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662446,2026-01-13T07:40:00+00:00,,3-6,2-6,,Diane Parry,FRA,13,Elena Pridankina,,,"3-6,2-6",3,B,Elena Pridankina,Diane Parry,,13,,FRA,FRA,,327077,330905,3,6,2,6,,,,,,,,,,,13,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662440,2026-01-13T07:10:00+00:00,,4-6,3-6,,Sofia Costoulas,BEL,,Lanlana Tararudee,THA,21,"4-6,3-6",3,B,Lanlana Tararudee,Sofia Costoulas,21,,THA,BEL,BEL,THA,330451,329651,4,6,3,6,,,,,,,,,,,,21
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662444,2026-01-13T07:05:00+00:00,,3-6,7-5,6-3,Lilli Tagger,AUT,,Xinyu Gao,CHN,,"3-6,7-5,6-3",2,A,Lilli Tagger,Xinyu Gao,,,AUT,CHN,AUT,CHN,906723,150130,3,6,7,5,6,3,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67696960,2026-01-13T06:55:00+00:00,,6-2,7-6(4),,Marina Bassols Ribera,ESP,,Luisina Giovannini,ARG,,"6-2,7-6(7)",2,A,Marina Bassols Ribera,Luisina Giovannini,,,ESP,ARG,ESP,ARG,183861,784898,6,2,7,6,,,,,,,,4,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662442,2026-01-13T06:10:00+00:00,,3-6,6-2,3-6,Destanee Aiava,AUS,,Harriet Dart,GBR,,"3-6,6-2,3-6",3,B,Harriet Dart,Destanee Aiava,,,GBR,AUS,AUS,GBR,324219,319489,3,6,6,2,3,6,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662490,2026-01-13T05:40:00+00:00,,7-6(4),5-7,6-4,Iryna Shymanovich,,,Arina Rodionova,AUS,,"7-6(7),5-7,6-4",2,A,Iryna Shymanovich,Arina Rodionova,,,,AUS,,AUS,320759,312413,7,6,5,7,6,4,,,,,4,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662486,2026-01-13T04:50:00+00:00,,1-6,6-4,7-5,Mai Hontama,JPN,,Maria Timofeeva,,28,"1-6,6-4,7-5",2,A,Mai Hontama,Maria Timofeeva,,28,JPN,,JPN,,324750,328896,1,6,6,4,7,5,,,,,,,,,,28
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662488,2026-01-13T04:35:00+00:00,,2-6,1-6,,Manon Leonard,FRA,,Himeno Sakatsume,JPN,,"2-6,1-6",3,B,Himeno Sakatsume,Manon Leonard,,,JPN,FRA,FRA,JPN,325794,282219,2,6,1,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662436,2026-01-13T04:05:00+00:00,,6-1,6-2,,Silvia Ambrosio,ITA,,Ana Sofia Sanchez,MEX,,"6-1,6-2",2,A,Silvia Ambrosio,Ana Sofia Sanchez,,,ITA,MEX,ITA,MEX,586739,59662,6,1,6,2,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662432,2026-01-13T03:45:00+00:00,,4-6,7-6(4),6-2,Maddison Inglis,AUS,,Leyre Romero Gormaz,ESP,29,"4-6,7-6(7),6-2",2,A,Maddison Inglis,Leyre Romero Gormaz,,29,AUS,ESP,AUS,ESP,321179,326891,4,6,7,6,6,2,,,,,,4,,,,29
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662532,2026-01-13T03:35:00+00:00,,5-7,1-6,,Hanyu Guo,CHN,,Dominika Salkova,CZE,31,"5-7,1-6",3,B,Dominika Salkova,Hanyu Guo,31,,CZE,CHN,CHN,CZE,323087,330149,5,7,1,6,,,,,,,,,,,,31
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662438,2026-01-13T03:20:00+00:00,,6-4,6-7(7),6-2,Tamara Korpatsch,DEU,14,Miriam Bianca Bulgaru,ROU,,"6-4,6(9)-7,6-2",2,A,Tamara Korpatsch,Miriam Bianca Bulgaru,14,,DEU,ROU,DEU,ROU,319571,323119,6,4,6,7,6,2,,,,,,7,,,14,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662534,2026-01-13T03:15:00+00:00,,6-3,2-6,6-2,Darja Vidmanova,CZE,,Mingge Xu,GBR,,"6-3,2-6,6-2",2,A,Darja Vidmanova,Mingge Xu,,,CZE,GBR,CZE,GBR,501894,331725,6,3,2,6,6,2,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662434,2026-01-13T03:10:00+00:00,,3-6,4-6,,Tara Wuerth,HRV,,Claire Liu,USA,,"3-6,4-6",3,B,Claire Liu,Tara Wuerth,,,USA,HRV,HRV,USA,676251,179300,3,6,4,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662510,2026-01-13T02:35:00+00:00,,6-3,1-6,2-6,Louisa Chirico,USA,,Yue Yuan,CHN,25,"6-3,1-6,2-6",3,B,Yue Yuan,Louisa Chirico,25,,CHN,USA,USA,CHN,320218,324325,6,3,1,6,2,6,,,,,,,,,,25
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662512,2026-01-13T02:35:00+00:00,,3-6,3-6,,Polina Iatcenko,,,Maria Carle,ARG,,"3-6,3-6",3,B,Maria Carle,Polina Iatcenko,,,ARG,,,ARG,750327,322638,3,6,3,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67696962,2026-01-13T02:25:00+00:00,,6-2,6-7(3),6-3,Chloe Paquet,FRA,,Kristina Mladenovic,FRA,,"6-2,6(7)-7,6-3",2,A,Chloe Paquet,Kristina Mladenovic,,,FRA,FRA,FRA,FRA,318839,315616,6,2,6,7,6,3,,,,,,3,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662420,2026-01-13T01:55:00+00:00,,4-6,2-6,,Eva Vedder,NLD,,Lucrezia Stefanini,ITA,26,"4-6,2-6",3,B,Lucrezia Stefanini,Eva Vedder,26,,ITA,NLD,NLD,ITA,215598,323149,4,6,2,6,,,,,,,,,,,,26
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662536,2026-01-13T01:45:00+00:00,,6-4,6-3,,Zhuoxuan Bai,CHN,,Alina Korneeva,,,"6-4,6-3",2,A,Zhuoxuan Bai,Alina Korneeva,,,CHN,,CHN,,327196,845268,6,4,6,3,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662430,2026-01-13T01:25:00+00:00,,6-3,3-6,4-6,Hanne Vandewinkel,BEL,15,Carol Young Suh Lee,USA,,"6-3,3-6,4-6",3,B,Carol Young Suh Lee,Hanne Vandewinkel,,15,USA,BEL,BEL,USA,331102,356694,6,3,3,6,4,6,,,,,,,,,15,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662428,2026-01-13T01:15:00+00:00,,4-6,6-4,1-6,Carole Monnet,FRA,,Elena Micic,AUS,,"4-6,6-4,1-6",3,B,Elena Micic,Carole Monnet,,,AUS,FRA,FRA,AUS,325991,731427,4,6,6,4,1,6,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662482,2026-01-13T01:10:00+00:00,,6-7(3),6-2,3-6,Astra Sharma,AUS,,Carson Branstine,CAN,,"6(7)-7,6-2,3-6",3,B,Carson Branstine,Astra Sharma,,,CAN,AUS,AUS,CAN,319696,324361,6,7,6,2,3,6,,,,,3,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662480,2026-01-13T00:50:00+00:00,,6-1,2-6,6-2,Daria Snigur,UKR,,Katarzyna Kawa,POL,24,"6-1,2-6,6-2",2,A,Daria Snigur,Katarzyna Kawa,,24,UKR,POL,UKR,POL,327845,315806,6,1,2,6,6,2,,,,,,,,,,24
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67670336,2026-01-13T00:35:00+00:00,,2-6,0-6,,Anastasija Sevastova,LVA,,Whitney Osuigwe,USA,,"2-6,0-6",3,B,Whitney Osuigwe,Anastasija Sevastova,,,USA,LVA,LVA,USA,313987,326101,2,6,0,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662466,2026-01-12T23:30:00+00:00,,3-6,3-6,,Tahlia Kokkinis,AUS,,Anouk Koevermans,NLD,,"3-6,3-6",3,B,Anouk Koevermans,Tahlia Kokkinis,,,NLD,AUS,AUS,NLD,942017,328988,3,6,3,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662452,2026-01-12T23:00:00+00:00,,6-7(4),6-2,4-6,Jessica Pieri,ITA,,Harmony Tan,FRA,,"6(7)-7,6-2,4-6",3,B,Harmony Tan,Jessica Pieri,,,FRA,ITA,ITA,FRA,96237,320016,6,7,6,2,4,6,,,,,4,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662454,2026-01-12T23:00:00+00:00,,6-2,6-3,,Greet Minnen,BEL,12,Francisca Jorge,PRT,,"6-2,6-3",2,A,Greet Minnen,Francisca Jorge,12,,BEL,PRT,BEL,PRT,321454,210558,6,2,6,3,,,,,,,,,,,12,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662456,2026-01-12T23:00:00+00:00,,6-3,1-6,4-6,Alana Subasic,AUS,,Lola Radivojevic,SRB,27,"6-3,1-6,4-6",3,B,Lola Radivojevic,Alana Subasic,27,,SRB,AUS,AUS,SRB,967809,330751,6,3,1,6,4,6,,,,,,,,,,27
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662458,2026-01-12T23:00:00+00:00,,7-5,6-3,,Storm Hunter,AUS,,Ekaterine Gorgodze,GEO,,"7-5,6-3",2,A,Storm Hunter,Ekaterine Gorgodze,,,AUS,GEO,AUS,GEO,317810,48486,7,5,6,3,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662464,2026-01-12T23:00:00+00:00,,7-5,6-2,,Anhelina Kalinina,UKR,,Joanna Garland,TPE,19,"7-5,6-2",2,A,Anhelina Kalinina,Joanna Garland,,19,UKR,TPE,UKR,TPE,320567,326512,7,5,6,2,,,,,,,,,,,,19
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662518,2026-01-12T23:00:00+00:00,,6-1,6-3,,Yexin MA,CHN,,Varvara Lepchenko,USA,32,"6-1,6-3",2,A,Yexin MA,Varvara Lepchenko,,32,CHN,USA,CHN,USA,132988,120420,6,1,6,3,,,,,,,,,,,,32
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662520,2026-01-12T23:00:00+00:00,,6-4,2-6,2-3,Sijia Wei,CHN,,Elvina Kalieva,USA,,"6-4,2-6,2-3",3,B,Elvina Kalieva,Sijia Wei,,,USA,CHN,CHN,USA,328426,380396,6,4,2,6,2,3,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662426,2026-01-12T07:20:00+00:00,,6-3,6-2,,Fiona Ferro,FRA,,Yeon Woo Ku,KOR,,"6-3,6-2",2,A,Fiona Ferro,Yeon Woo Ku,,,FRA,KOR,FRA,KOR,319969,335165,6,3,6,2,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662424,2026-01-12T06:55:00+00:00,,6-2,2-6,3-6,Anna-Lena Friedsam,DEU,,Linda Fruhvirtova,CZE,20,"6-2,2-6,3-6",3,B,Linda Fruhvirtova,Anna-Lena Friedsam,20,,CZE,DEU,DEU,CZE,319091,329627,6,2,2,6,3,6,,,,,,,,,,20
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662472,2026-01-12T06:55:00+00:00,,3-6,2-6,,Nuria Parrizas Diaz,ESP,,Marina Stakusic,CAN,17,"3-6,2-6",3,B,Marina Stakusic,Nuria Parrizas Diaz,17,,CAN,ESP,ESP,CAN,314359,329614,3,6,2,6,,,,,,,,,,,,17
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662516,2026-01-12T06:50:00+00:00,,5-7,0-6,,Sinja Kraus,AUT,4,Lina Gjorcheska,MKD,,"5-7,0-6",3,B,Lina Gjorcheska,Sinja Kraus,,4,MKD,AUT,AUT,MKD,327061,67743,5,7,0,6,,,,,,,,,,,4,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662514,2026-01-12T06:05:32+00:00,,7-6(3),6-3,,Tamara Zidansek,SVN,,Jessika Ponchet,FRA,,"7-6(7),6-3",2,A,Tamara Zidansek,Jessika Ponchet,,,SVN,FRA,SVN,FRA,323079,319421,7,6,6,3,,,,,,,3,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662460,2026-01-12T06:05:00+00:00,,7-5,3-6,4-6,Alice Rame,FRA,,Jazmin Ortenzi,ARG,,"7-5,3-6,4-6",3,B,Jazmin Ortenzi,Alice Rame,,,ARG,FRA,FRA,ARG,135192,337811,7,5,3,6,4,6,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662504,2026-01-12T06:00:00+00:00,,3-6,2-6,,Camilla Rosatello,ITA,,Justina Mikulskyte,LTU,,"3-6,2-6",3,B,Justina Mikulskyte,Camilla Rosatello,,,LTU,ITA,ITA,LTU,318201,323677,3,6,2,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662502,2026-01-12T05:50:00+00:00,,7-6(3),6-3,,Anastasia Gasanova,,,Kaitlin Quevedo,ESP,30,"7-6(7),6-3",2,A,Anastasia Gasanova,Kaitlin Quevedo,,30,,ESP,,ESP,130624,874195,7,6,6,3,,,,,,,3,,,,,30
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662474,2026-01-12T04:40:00+00:00,,0-6,3-6,,Tereza Mrdeza,HRV,,Teodora Kostovic,SRB,,"0-6,3-6",3,B,Teodora Kostovic,Tereza Mrdeza,,,SRB,HRV,HRV,SRB,41287,1020125,0,6,3,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67670340,2026-01-12T04:30:00+00:00,,6-3,6-1,,Aliaksandra Sasnovich,,8,Ksenia Efremova,FRA,,"6-3,6-1",2,A,Aliaksandra Sasnovich,Ksenia Efremova,8,,,FRA,,FRA,317790,334255,6,3,6,1,,,,,,,,,,,8,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662484,2026-01-12T04:25:00+00:00,,3-6,7-5,6-1,Kathinka Von Deichmann,LIE,,Renee Alame,AUS,,"3-6,7-5,6-1",2,A,Kathinka Von Deichmann,Renee Alame,,,LIE,AUS,LIE,AUS,317286,1075816,3,6,7,5,6,1,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662462,2026-01-12T04:20:00+00:00,,6-7(3),6-0,7-5,Taylor Townsend,USA,11,Nao Hibino,JPN,,"6(7)-7,6-0,7-5",2,A,Taylor Townsend,Nao Hibino,11,,USA,JPN,USA,JPN,318609,320238,6,7,6,0,7,5,,,,,3,,,,11,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662470,2026-01-12T03:05:00+00:00,,6-3,6-7(2),7-6(5),Rebeka Masarova,CHE,10,Alina Charaeva,,,"6-3,6(7)-7,7-6(10)",2,A,Rebeka Masarova,Alina Charaeva,10,,CHE,,CHE,,322087,341216,6,3,6,7,7,6,,,,,,2,5,,10,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662448,2026-01-12T03:00:00+00:00,,2-6,1-6,,Stefani Webb,AUS,,Linda Klimovicova,POL,23,"2-6,1-6",3,B,Linda Klimovicova,Stefani Webb,23,,POL,AUS,AUS,POL,866031,329061,2,6,1,6,,,,,,,,,,,,23
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662468,2026-01-12T02:50:00+00:00,,7-6(3),6-3,,Maja Chwalinska,POL,,Madison Brengle,USA,,"7-6(7),6-3",2,A,Maja Chwalinska,Madison Brengle,,,POL,USA,POL,USA,325639,19610,7,6,6,3,,,,,,,3,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662524,2026-01-12T02:30:00+00:00,,4-6,3-6,,Maiar Sherif Ahmed Abdelaziz,EGY,3,Guiomar Maristany Zuleta de Reales,ESP,,"4-6,3-6",3,B,Guiomar Maristany Zuleta de Reales,Maiar Sherif Ahmed Abdelaziz,,3,ESP,EGY,EGY,ESP,318711,324786,4,6,3,6,,,,,,,,,,,3,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662450,2026-01-12T02:10:00+00:00,,5-7,0-6,,Gabriela Knutson,CZE,,Lizette Cabrera,AUS,,"5-7,0-6",3,B,Lizette Cabrera,Gabriela Knutson,,,AUS,CZE,CZE,AUS,321367,320013,5,7,0,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662522,2026-01-12T02:05:00+00:00,,2-6,4-6,,Andrea Lazaro Garcia,ESP,,Tatiana Prozorova,,,"2-6,4-6",3,B,Tatiana Prozorova,Andrea Lazaro Garcia,,,,ESP,ESP,,318080,330723,2,6,4,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662478,2026-01-12T02:00:00+00:00,,4-6,6-4,7-5,Victoria Jimenez Kasintseva,AND,9,Kayla Cross,CAN,,"4-6,6-4,7-5",2,A,Victoria Jimenez Kasintseva,Kayla Cross,9,,AND,CAN,AND,CAN,330352,330960,4,6,6,4,7,5,,,,,,,,,9,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662496,2026-01-12T01:25:00+00:00,,6-3,6-1,,Viktoria Hruncakova,SVK,,Sada Nahimana,BDI,,"6-3,6-1",2,A,Viktoria Hruncakova,Sada Nahimana,,,SVK,BDI,SVK,BDI,129534,234398,6,3,6,1,,,,,,,,,,,,
