id,player_name,circuit
314852,Andrea Gamiz,WTA
70198,Andrea Glass,WTA
311430,Andrea Hofinger,WTA
310092,Andrea Koch-Benvenuto,WTA
318080,Andrea Lazaro Garcia,WTA
312171,Andrea Lipovska,WTA
130629,Andrea Masarykova,WTA
80352,Andrea Munch-Hermansen,WTA
140135,Andrea Nathan,WTA
330994,Andrea Obradovic,WTA
310770,Andrea Petkovic,WTA
160415,Andrea Plackova,WTA
312154,Andrea Popovic,WTA
318295,Andrea Prisco,WTA
321090,Andrea Raaholt,WTA
311306,Andrea Remynse,WTA
317862,Andrea Renee Villarreal,WTA
180435,Andrea Riedlmajerova,WTA
190617,Andrea Sebova,WTA
312177,Andrea Sieveke,WTA
220206,Andrea Van Den Hurk,WTA
311885,Andrea Weedon,WTA
311422,Andreea Braica,WTA
220122,Andreea Ehritt-Vanc,WTA
320729,Andreea Ghitescu,WTA
130734,Andreea Matei,WTA
314050,Andreea Mitu,WTA
323373,Andreea Prisacariu,WTA
321282,Andreea Rosca,WTA
312805,Andreea Vaideanu,WTA
327559,Andreea Velcea,WTA
312041,Andreja Klepac,WTA
328767,Ane Mintegi Del Olmo,WTA
310880,Anet Kaasik,WTA
328830,Anet Koskel,WTA
324656,Aneta Kucmova,WTA
325291,Aneta Laboutkova,WTA
190383,Aneta Soukup,WTA
318425,Anett Kontaveit,WTA
316318,Anett Schutting,WTA
315753,Anette Munozova,WTA
326156,Anfisa Danilchenko,WTA
326772,Ange Kajuru,WTA
30421,Angela Cardoso,WTA
332384,Angela Cui,WTA
322355,Angela Fita Boluda,WTA
310617,Angela Haynes,WTA
320775,Angela Leweurs,WTA
160514,Angela Maria Piedrahita,WTA
130324,Angeles Montolio,WTA
324745,Angeles Moreno Barranquero,WTA
311905,Angelica Chavez,WTA
70103,Angelica Gavaldon,WTA
318112,Angelica Moratelli,WTA
326013,Angelica Raggi,WTA
20473,Angelika Bachmann,WTA
180306,Angelika Roesch,WTA
329893,Angelika Shapovalova,WTA
318623,Angeliki Kairi,WTA
312964,Angelina Gabueva,WTA
323167,Angelina Shakhraichuk,WTA
320802,Angelina Skidanova,WTA
331776,Angelina Voloshchuk,WTA
326252,Angelina Wirges,WTA
320514,Angelina Zhuravleva,WTA
40395,Angeline Dumontier,WTA
311470,Angelique Kerber,WTA
319972,Angelique Svinos,WTA
316302,Angelique Van Der Meet,WTA
230272,Angelique Widjaja,WTA
329769,Angella Okutoyi,WTA
313767,Anggre Oky-Suconong,WTA
130328,Angie Marik,WTA
326813,Angie Yepes Medina,WTA
320567,Anhelina Kalinina,WTA
324161,Anhzelika Isaeva,WTA
317495,Ani Amiraghyan,WTA
318588,Ani Gogvadze,WTA
310580,Ani Mijacika,WTA
315561,Ani Vangelova,WTA
326052,Ania Hertel,WTA
329910,Anika Jaskova,WTA
110505,Aniko Kapros,WTA
30488,Anita Csendes,WTA
329110,Anita Sahdiieva,WTA
317093,Anita Wagner,WTA
130667,Anja Margetic,WTA
331874,Anja Nayar,WTA
314160,Anja Poglajen,WTA
310735,Anja Prislan,WTA
331113,Anja Stankovic,WTA
329923,Anja Wildgruber,WTA
311992,Anja-Vanessa Peter,WTA
80150,Anke Huber,WTA
20720,Ankita Bhambri,WTA
317164,Ankita Raina,WTA
326096,Ann Li,WTA
20716,Ann-Laure Brochard,WTA
10368,Anna Alexeeva,WTA
10352,Anna Anikanova,WTA
315213,Anna Arina Marenko,WTA
328234,Anna Arkadianou,WTA
312291,Anna Bartenstein,WTA
20704,Anna Bastrikova,WTA
314147,Anna Berta,WTA
260073,Anna Bielen-Zarska,WTA
324267,Anna Blinkova,WTA
332075,Anna Bochoradze,WTA
321059,Anna Bogoslavets,WTA
322942,Anna Bondar,WTA
319753,Anna Brogan,WTA
328283,Anna Campana,WTA
310623,Anna Chakvetadze,WTA
319731,Anna Danilina,WTA
40379,Anna Dolinska,WTA
50147,Anna Erikson,WTA
140161,Anna Eugenia Nefedova,WTA
313008,Anna Fitzpatrick,WTA
60271,Anna Floris,WTA
60106,Anna Foldenyi,WTA
60274,Anna Font,WTA
322909,Anna Gabric,WTA
313415,Anna Geissler,WTA
310901,Anna Gerasimou,WTA
310650,Anna Gil Mares,WTA
80416,Anna Hawkins,WTA
323942,Anna Kalinskaya,WTA
318203,Anna Karolina Schmiedlova,WTA
318226,Anna Katalina Alzate Esmurzaeva,WTA
318466,Anna Klasen,WTA
311450,Anna Korzeniak,WTA
110528,Anna Koumantou,WTA
110375,Anna Kournikova,WTA
320010,Anna Koval,WTA
325615,Anna Kubareva,WTA
311239,Anna Lapushchenkova,WTA
315246,Anna Livadaru,WTA
313330,Anna Lubinsky,WTA
322332,Anna Makhorkina,WTA
317176,Anna Mamalat,WTA
319049,Anna Maria Heil,WTA
314873,Anna Morgina,WTA
312618,Anna Movsisyan,WTA
311806,Anna Mydlowska,WTA
314933,Anna Orlik,WTA
323263,Anna Ozerova,WTA
325774,Anna Popescu,WTA
320858,Anna Pribylova,WTA
323442,Anna Procacci,WTA
314999,Anna Rapoport,WTA
312097,Anna Remondina,WTA
328647,Anna Rogers,WTA
180361,Anna Rynarzewska,WTA
311174,Anna Savitskaya,WTA
331418,Anna Semenova,WTA
318056,Anna Shkudun,WTA
324995,Anna Siskova,WTA
322394,Anna Slovakova,WTA
190361,Anna Smashnova,WTA
312799,Anna Smith,WTA
317127,Anna Smolina,WTA
319726,Anna Sokiran,WTA
190863,Anna Spivakovsky,WTA
311505,Anna Sydorska,WTA
312962,Anna Tatishvili,WTA
321399,Anna Turati,WTA
318684,Anna Tyulpa,WTA
324402,Anna Ukolova,WTA
321564,Anna Ulyashchenko,WTA
327227,Anna Ureke,WTA
321460,Anna Vrbenska,WTA
314621,Anna Wishink,WTA
313837,Anna Zaja,WTA
260081,Anna Zaporozhanova,WTA
331042,Anna Zyryanova,WTA
319091,Anna-Lena Friedsam,WTA
310318,Anna-Lena Groenefeld,WTA
311045,Anna-Maria Miller,WTA
313133,Anna-Marie Atelj,WTA
311007,Anna-Viktoria Lind,WTA
20682,Annabel Blow,WTA
50092,Annabel Ellwood,WTA
250098,Annabel Youthed,WTA
311305,Annabella Weigert,WTA
329701,Annabelle Xu,WTA
312907,Annali De Bruyn,WTA
311122,Annalisa Bona,WTA
20642,Anne Banffy,WTA
332008,Anne Christine Lutkemeyer Obregon,WTA
314164,Anne Christine Voicu,WTA
310927,Anne Dickhardt,WTA
110524,Anne Keothavong,WTA
110242,Anne Kremer,WTA
130332,Anne Mall,WTA
160495,Anne Plessinger,WTA
313462,Anne Priska Schaefer,WTA
312838,Anne Schaefer,WTA
190074,Anne Smith,WTA
310668,Anne Yelsey,WTA
190564,Anne-Gaelle Sidot,WTA
80370,Anne-Laure Heitz,WTA
318400,Anne-Liz Jeukeng,WTA
80411,Anne-Marie Hogan,WTA
323466,Anne-Sophie Morandais,WTA
312005,Anne-Valerie Evain,WTA
315700,Anneliese Tepper,WTA
330382,Annelin Bakker,WTA
327808,Annerly Poulos,WTA
110506,Annette Kolb,WTA
30323,Annica Cooper,WTA
323264,Annick Melgers,WTA
130292,Annie Miller,WTA
316979,Annika Beck,WTA
20563,Annika Bengtsson,WTA
313782,Annika Brooks,WTA
331759,Anouck Vrancken Peeters,WTA
314533,Anouk Delefortrie,WTA
328988,Anouk Koevermans,WTA
190928,Anouk Sinnige,WTA
190831,Anouk Sterk,WTA
314582,Anouk Tigu,WTA
220282,Anousjka Van Exel,WTA
324753,Anri Nagata,WTA
30468,Ansley Cargill,WTA
312716,Antia Ghiorghiu,WTA
160217,Antoaneta Pandjerova,WTA
220145,Antonela Voina,WTA
190613,Antonella Serra Zanetti,WTA
318494,Antonia Lottner,WTA
130710,Antonia Matic,WTA
329505,Antonia Ruzic,WTA
328373,Antonia Samudio,WTA
326503,Antonia Schmidt,WTA
312579,Antonia Xenia Tout,WTA
190808,Antonie Steinmetz,WTA
321205,Antonina Lysakova,WTA
120397,Anya Loncaric,WTA
260085,Anzela Zguna,WTA
320960,Ao Gai,WTA
329009,Aoi Ito,WTA
190923,Aparna Singh,WTA
313412,Apollonia Melzani,WTA
320760,Aryna Sabalenka,WTA
328120,Qinwen Zheng,WTA
324261,Dayana Yastremska,WTA
328560,Coco Gauff,WTA
316738,Elina Svitolina,WTA
318314,Barbora Krejcikova,WTA
326482,Marta Kostyuk,WTA
329668,Linda Noskova,WTA
312001,Victoria Azarenka,WTA
319280,Jasmine Paolini,WTA
319436,Oceane Dodin,WTA
328896,Maria Timofeeva,WTA
320277,Magdalena Frech,WTA
331809,Mirra Andreeva,WTA
319939,Jelena Ostapenko,WTA
316296,Viktorija Golubic,WTA
325320,Clara Burel,WTA
315683,Sloane Stephens,WTA
326408,Iga Swiatek,WTA
327620,Elina Avanesyan,WTA
318176,Beatriz Haddad Maia,WTA
317810,Storm Hunter,WTA
316956,Jessica Pegula,WTA
328366,Emma Raducanu,WTA
324166,Elena Rybakina,WTA
319125,Katie Boulter,WTA
316925,Danielle Collins,WTA
316266,Martina Trevisan,WTA
327909,Elisabetta Cocciaretto,WTA
313349,Arantxa Rus,WTA
316847,Ons Jabeur,WTA
320301,Katerina Siniakova,WTA
317964,Elise Mertens,WTA
322087,Rebeka Masarova,WTA
310440,Tatjana Maria,WTA
324702,Kaja Juvan,WTA
319112,Nadia Podoroska,WTA
325836,Varvara Gracheva,WTA
317584,Viktoriya Tomova,WTA
313402,Caroline Wozniacki,WTA
322052,Caroline Dolehide,WTA
318312,Maria Sakkari,WTA
319571,Tamara Korpatsch,WTA
325936,Kamilla Rakhimova,WTA
327845,Daria Snigur,WTA
330548,Ella Seidel,WTA
320716,Renata Zarazua,WTA
313485,Rebecca Marino,WTA
319969,Fiona Ferro,WTA
327391,Katie Volynets,WTA
326907,Zeynep Sonmez,WTA
324479,Francesca Jones,WTA
324219,Destanee Aiava,WTA
325826,Eva Lys,WTA
317317,Ysaline Bonaventure,WTA
316537,Lesley Pattinama Kerkhove,WTA
313711,Petra Martic,WTA
317421,Shelby Rogers,WTA
313974,Karolina Pliskova,WTA
329409,Ashlyn Krueger,WTA
320728,Kimberly Birrell,WTA
324325,Yue Yuan,WTA
312469,Sorana Cirstea,WTA
321158,Cristina Bucsa,WTA
317306,Lin Zhu,WTA
321454,Greet Minnen,WTA
314610,Camila Giorgi,WTA
326160,Xiyu Wang,WTA
320942,Sofia Kenin,WTA
327573,Peyton Stearns,WTA
319998,Naomi Osaka,WTA
317708,Bernarda Pera,WTA
329627,Linda Fruhvirtova,WTA
318609,Taylor Townsend,WTA
319526,Veronika Kudermetova,WTA
317683,Yulia Putintseva,WTA
315997,Daria Saville,WTA
318516,Donna Vekic,WTA
330482,Diana Shnaider,WTA
323079,Tamara Zidansek,WTA
312536,Yanina Wickmayer,WTA
322534,Kayla Day,WTA
320983,Marie Bouzkova,WTA
310761,Sara Errani,WTA
323027,Marketa Vondrousova,WTA
315130,Magda Linette,WTA
318872,Sara Sorribes Tormo,WTA
322222,Liudmila Samsonova,WTA
326376,Xinyu Wang,WTA
320238,Nao Hibino,WTA
323802,Jodie Burrage,WTA
327196,Zhuoxuan Bai,WTA
324750,Mai Hontama,WTA
322280,Lucia Bronzetti,WTA
324934,Olga Danilovic,WTA
324584,Katarina Zavatska,WTA
330581,Celine Naef,WTA
319489,Harriet Dart,WTA
316664,Nigina Abduraimova,WTA
319250,Valentini Grammatikopoulou,WTA
320926,Jil Teichmann,WTA
325940,Jule Niemeier,WTA
327241,Moyuka Uchijima,WTA
321106,Dalma Galfi,WTA
324128,Marina Bassols Ribera,WTA
319696,Astra Sharma,WTA
315806,Katarzyna Kawa,WTA
327793,Clara Tauson,WTA
320543,Priscilla Hon,WTA
327077,Diane Parry,WTA
325410,Emma Navarro,WTA
322082,Daria Kasatkina,WTA
320124,Paula Badosa,WTA
315295,Lesia Tsurenko,WTA
321179,Maddison Inglis,WTA
319007,Ekaterina Alexandrova,WTA
325898,Camila Osorio,WTA
315391,Caroline Garcia,WTA
323966,Claire Liu,WTA
320313,Leolia Jeanjean,WTA
310926,Laura Siegemund,WTA
317805,Carol Zhao,WTA
317510,Yafan Wang,WTA
