event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS014,R16,01:16:00,,F,2,F035,"6-3,6-4",G. Forget,F. Clavet,,,FRA,ESP,6-3,6-4,,,,01:16:00,239,/en/stats/leaderboard?page=serve,1,16,51,34,67,91,31,34,52,17,33,,0,,10,268,/en/stats/leaderboard?page=serve,,2,70,38,54,63,24,38,56,9,16,33,1,3,9,72,48,67,39,21,54,57,69,121,61,33,54,28,19,67,43,52,121,A,,False,,,,,,,G. Forget,F. Clavet,F035,C252,FRA,ESP,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS015,R16,01:22:00,,F,2,W124,"6-3,6-4",M. Washington,M. Damm,,,USA,CZE,6-3,6-4,,,,01:22:00,278,/en/stats/leaderboard?page=serve,2,7,67,46,69,74,34,46,52,12,23,,0,,10,260,/en/stats/leaderboard?page=serve,3,4,60,34,57,74,25,34,48,11,23,71,5,7,9,67,46,69,37,21,57,53,67,126,63,36,57,33,23,69,47,59,126,A,,,,,,,,,M. Washington,M. Damm,W124,D214,USA,CZE,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS016,R32,01:22:00,,F,3,E113,"6-3,1-6,6-0",T. Enqvist,R. Reneberg,,,SWE,USA,6-3,1-6,6-0,,,01:22:00,252,/en/stats/leaderboard?page=serve,6,5,71,48,68,65,31,48,45,9,20,57,4,7,11,227,/en/stats/leaderboard?page=serve,1,9,64,47,74,60,28,47,41,11,27,64,9,14,11,59,40,68,47,35,74,53,75,142,53,39,74,41,28,68,47,67,142,A,,,,,,,,,T. Enqvist,R. Reneberg,E113,R016,SWE,USA,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS017,R32,01:11:00,,F,2,Y017,"6-4,6-3",J. Yzaga,N. Marques,,,PER,POR,6-4,6-3,,,,01:11:00,261,/en/stats/leaderboard?page=serve,2,2,58,36,62,61,22,36,62,16,26,60,3,5,10,225,/en/stats/leaderboard?page=serve,4,1,77,47,61,60,28,47,36,5,14,33,2,6,9,61,38,62,46,28,61,54,66,123,54,33,61,39,24,62,46,57,123,A,,,,,,,,,J. Yzaga,N. Marques,Y017,M197,PER,POR,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS018,R32,01:09:00,,F,2,P235,"6-2,6-4",S. Pescosolido,V. Spadea,,,ITA,USA,6-2,6-4,,,,01:09:00,225,/en/stats/leaderboard?page=serve,4,1,57,34,60,74,25,34,31,8,26,50,3,6,9,171,/en/stats/leaderboard?page=serve,3,2,55,28,51,54,15,28,30,7,23,50,6,12,9,55,33,60,57,29,51,56,62,111,43,22,51,45,27,60,44,49,111,A,,,,,,,,,S. Pescosolido,V. Spadea,P235,S544,ITA,USA,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS019,R32,01:25:00,,F,2,N254,"6-3,7-6(7)",J. Novak,A. Voinea,,,CZE,ROU,6-3,7-6(7),,,,01:25:00,294,/en/stats/leaderboard?page=serve,,1,83,57,69,63,36,57,67,8,12,50,2,4,10,230,/en/stats/leaderboard?page=serve,2,1,66,54,82,56,30,54,46,13,28,50,4,8,11,64,44,69,48,39,82,55,83,151,52,43,82,36,25,69,45,68,151,A,False,,,,7,3,,,J. Novak,A. Voinea,N254,V166,CZE,ROU,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS020,R32,01:18:00,,F,2,M338,"7-5,6-1",S. Matsuoka,J. Bjorkman,,,JPN,SWE,7-5,6-1,,,,01:18:00,257,/en/stats/leaderboard?page=serve,3,5,67,43,64,79,34,43,29,6,21,80,8,10,10,195,/en/stats/leaderboard?page=serve,3,1,55,35,64,57,20,35,41,12,29,44,4,9,9,63,40,64,50,32,64,56,72,128,50,32,64,38,24,64,44,56,128,A,,,,,,,,,S. Matsuoka,J. Bjorkman,M338,B446,JPN,SWE,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS021,R32,02:03:00,,F,3,F041,"3-6,7-6(7),6-4",J. Frana,A. Krickstein,,,ARG,USA,3-6,7-6(7),6-4,,,02:03:00,278,/en/stats/leaderboard?page=serve,3,12,64,65,102,71,46,65,54,20,37,75,9,12,15,261,/en/stats/leaderboard?page=serve,1,2,66,73,110,67,49,73,46,17,37,77,10,13,16,65,66,102,40,44,110,52,110,212,60,66,110,35,36,102,48,102,212,A,,,,,7,1,,,J. Frana,A. Krickstein,F041,K023,ARG,USA,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS022,R32,02:16:00,,F,3,G247,"4-6,7-5,7-6(7)",H. Gumy,C. Steeb,,,ARG,GER,4-6,7-5,7-6(7),,,02:16:00,240,/en/stats/leaderboard?page=serve,9,7,60,62,103,71,44,62,41,17,41,29,2,7,17,254,/en/stats/leaderboard?page=serve,2,2,70,82,117,63,52,82,51,18,35,44,4,9,17,59,61,103,40,47,117,49,108,220,60,70,117,41,42,103,51,112,220,A,,,,,,,7,5,H. Gumy,C. Steeb,G247,S080,ARG,GER,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS023,R32,01:15:00,,F,2,C344,"7-5,6-2",A. Corretja,J. Greenhalgh,,,ESP,NZL,7-5,6-2,,,,01:15:00,294,/en/stats/leaderboard?page=serve,1,1,58,30,52,87,26,30,59,13,22,50,1,2,10,218,/en/stats/leaderboard?page=serve,4,2,51,38,75,66,25,38,43,16,37,50,4,8,10,75,39,52,45,34,75,57,73,127,55,41,75,25,13,52,43,54,127,A,,,,,,,,,A. Corretja,J. Greenhalgh,C344,G287,ESP,NZL,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS024,R32,01:11:00,,F,2,S321,"6-2,6-4",B. Steven,M. Ondruska,,,NZL,RSA,6-2,6-4,,,,01:11:00,218,/en/stats/leaderboard?page=serve,,1,67,32,48,75,24,32,75,12,16,0,0,,9,250,/en/stats/leaderboard?page=serve,1,0,65,34,52,53,18,34,67,12,18,25,1,4,9,75,36,48,42,22,52,58,58,100,58,30,52,25,12,48,42,42,100,A,False,,,,,,,,B. Steven,M. Ondruska,S321,O098,NZL,RSA,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS025,R32,01:46:00,,F,3,R219,"3-6,6-3,6-1",C. Ruud,A. Hunt,,,NOR,NZL,3-6,6-3,6-1,,,01:46:00,254,/en/stats/leaderboard?page=serve,5,2,52,49,95,69,34,49,52,24,46,80,8,10,13,227,/en/stats/leaderboard?page=serve,7,6,52,40,77,75,30,40,35,13,37,20,1,5,12,61,58,95,44,34,77,53,92,172,56,43,77,39,37,95,47,80,172,A,,,,,,,,,C. Ruud,A. Hunt,R219,H297,NOR,NZL,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS026,R32,01:10:00,,F,2,A199,"6-2,6-4",C. Adams,C. Moya,,,USA,ESP,6-2,6-4,,,,01:10:00,217,/en/stats/leaderboard?page=serve,1,5,66,31,47,84,26,31,63,10,16,0,0,,9,233,/en/stats/leaderboard?page=serve,1,10,49,38,77,68,26,38,41,16,39,67,6,9,9,77,36,47,45,35,77,57,71,124,55,42,77,23,11,47,43,53,124,A,,,,,,,,,C. Adams,C. Moya,A199,M605,USA,ESP,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS027,R32,01:15:00,,F,2,R203,"7-6(7),6-2",D. Rikl,J. Hlasek,,,CZE,SUI,7-6(7),6-2,,,,01:15:00,275,/en/stats/leaderboard?page=serve,1,3,69,42,61,71,30,42,53,10,19,67,4,6,10,219,/en/stats/leaderboard?page=serve,,3,53,39,73,56,22,39,47,16,34,67,8,12,10,66,40,61,48,35,73,56,75,134,52,38,73,34,21,61,44,59,134,A,,False,7,2,,,,,D. Rikl,J. Hlasek,R203,H025,CZE,SUI,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS028,R32,01:13:00,,F,2,C252,"6-4,6-3",F. Clavet,S. Downs,,,ESP,NZL,6-4,6-3,,,,01:13:00,285,/en/stats/leaderboard?page=serve,4,2,65,41,63,73,30,41,59,13,22,80,4,5,10,245,/en/stats/leaderboard?page=serve,3,3,57,31,54,65,20,31,57,13,23,40,2,5,9,68,43,63,39,21,54,55,64,117,61,33,54,32,20,63,45,53,117,A,,,,,,,,,F. Clavet,S. Downs,C252,D279,ESP,NZL,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS029,R32,00:58:00,,F,2,F035,"6-0,6-2",G. Forget,F. Meligeni,,,FRA,BRA,6-0,6-2,,,,00:58:00,254,/en/stats/leaderboard?page=serve,3,6,60,29,48,76,22,29,58,11,19,,0,,7,156,/en/stats/leaderboard?page=serve,4,1,44,20,45,55,11,20,32,8,25,38,3,8,7,69,33,48,58,26,45,63,59,93,42,19,45,31,15,48,37,34,93,A,,,,,,,,,G. Forget,F. Meligeni,F035,M443,FRA,BRA,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS030,R32,02:03:00,,F,3,D214,"5-7,6-4,6-2",M. Damm,P. Fredriksson,,,CZE,SWE,5-7,6-4,6-2,,,02:03:00,295,/en/stats/leaderboard?page=serve,3,14,56,48,85,81,39,48,54,20,37,50,1,2,15,252,/en/stats/leaderboard?page=serve,8,6,54,55,102,71,39,55,49,23,47,70,7,10,15,69,59,85,39,40,102,53,99,187,61,62,102,31,26,85,47,88,187,A,,,,,,,,,M. Damm,P. Fredriksson,D214,F278,CZE,SWE,,
301,1996,Auckland,GP,1996-01-08T00:00:00,1996-01-14T00:00:00,Hard,32,303000,$,MS031,R32,01:10:00,,F,2,W124,"6-3,6-3",M. Washington,K. Carlsen,,,USA,DEN,6-3,6-3,,,,01:10:00,295,/en/stats/leaderboard?page=serve,1,3,64,37,58,65,24,37,76,16,21,75,3,4,9,201,/en/stats/leaderboard?page=serve,8,1,55,30,55,70,21,30,28,7,25,33,2,6,9,69,40,58,49,27,55,59,67,113,51,28,55,31,18,58,41,46,113,A,,,,,,,,,M. Washington,K. Carlsen,W124,C328,USA,DEN,,
