event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS011,R16,01:50:00,,F,3,B053,"6-4,3-6,6-4",A. Boetsch,D. Vacek,,,FRA,CZE,6-4,3-6,6-4,,,01:50:00,,,284,/en/stats/leaderboard?page=serve,3,6,55,50,91,66,33,50,68,28,41,4,14,270,/en/stats/leaderboard?page=serve,6,9,48,39,82,85,33,39,49,21,43,50,2,4,14,67,61,91,34,28,82,51,89,173,66,54,82,33,30,91,49,84,173,A,,,80,5,,,,,A. Boetsch,D. Vacek,B053,V141,FRA,CZE,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS012,R16,01:49:00,,F,3,B028,"3-6,6-3,6-4",B. Becker,M. Stich,,,GER,GER,3-6,6-3,6-4,,,01:49:00,,,271,/en/stats/leaderboard?page=serve,8,8,49,39,79,87,34,39,50,20,40,5,14,266,/en/stats/leaderboard?page=serve,7,11,56,45,80,82,37,45,46,16,35,40,2,5,14,68,54,79,34,27,80,51,81,159,66,53,80,32,25,79,49,78,159,A,,,71,7,,,,,B. Becker,M. Stich,B028,S351,GER,GER,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS013,R16,02:24:00,,F,3,R214,"7-6(7),4-6,6-4",M. Rosset,A. Medvedev,,,SUI,UKR,7-6(7),4-6,6-4,,,02:24:00,,,286,/en/stats/leaderboard?page=serve,5,13,58,61,106,80,49,61,47,21,45,1,16,284,/en/stats/leaderboard?page=serve,6,8,65,73,112,73,53,73,51,20,39,75,3,4,16,66,70,106,35,39,112,50,109,218,65,73,112,34,36,106,50,109,218,A,7,5,50,2,,,,,M. Rosset,A. Medvedev,R214,M475,SUI,UKR,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS014,R16,01:13:00,,F,2,M442,"6-3,6-4",T. Martin,J. Stoltenberg,,,USA,AUS,6-3,6-4,,,,01:13:00,,,215,/en/stats/leaderboard?page=serve,1,7,51,27,53,81,22,27,77,20,26,0,10,255,/en/stats/leaderboard?page=serve,,4,55,32,58,69,22,32,50,13,26,50,2,4,9,79,42,53,40,23,58,59,65,111,60,35,58,21,11,53,41,46,111,A,,,0,,,,False,,T. Martin,J. Stoltenberg,M442,S331,USA,AUS,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS015,R16,00:43:00,,F,2,I034,"6-2,6-2",G. Ivanisevic,B. Ulihrach,,,CRO,CZE,6-2,6-2,,,,00:43:00,,,226,/en/stats/leaderboard?page=serve,2,13,56,22,39,100,22,22,59,10,17,0,8,204,/en/stats/leaderboard?page=serve,6,7,54,28,52,61,17,28,38,9,24,60,6,10,8,82,32,39,50,26,52,64,58,91,50,26,52,,0,,,0,,A,,,0,,,,,,G. Ivanisevic,B. Ulihrach,I034,U032,CRO,CZE,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS016,R32,01:41:00,,F,2,M099,"7-5,6-4",T. Muster,G. Pozzi,,,AUT,ITA,7-5,6-4,,,,01:41:00,,,278,/en/stats/leaderboard?page=serve,2,3,47,31,66,74,23,31,66,23,35,5,11,239,/en/stats/leaderboard?page=serve,3,6,42,33,79,79,26,33,43,20,46,77,10,13,11,70,46,66,42,33,79,54,79,145,58,46,79,30,20,66,46,66,145,A,,,83,6,,,,,T. Muster,G. Pozzi,M099,P045,AUT,ITA,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS017,R32,01:02:00,,F,2,E004,"6-4,6-2",S. Edberg,J. Kroslak,,,SWE,SVK,6-4,6-2,,,,01:02:00,,,232,/en/stats/leaderboard?page=serve,,3,60,26,43,81,21,26,88,15,17,0,9,238,/en/stats/leaderboard?page=serve,2,2,59,34,58,59,20,34,54,13,24,0,0,3,9,84,36,43,43,25,58,60,61,101,57,33,58,16,7,43,40,40,101,A,,,0,,,,,False,S. Edberg,J. Kroslak,E004,K296,SWE,SVK,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS018,R32,00:56:00,,F,2,S381,"6-3,6-0",J. Siemerink,M. Hipfl,,,NED,AUT,6-3,6-0,,,,00:56:00,,,232,/en/stats/leaderboard?page=serve,5,7,54,28,52,93,26,28,46,11,24,0,8,180,/en/stats/leaderboard?page=serve,4,0,45,20,44,55,11,20,42,10,24,43,3,7,7,71,37,52,52,23,44,63,60,96,48,21,44,29,15,52,38,36,96,A,,,,,,,,,J. Siemerink,M. Hipfl,S381,H364,NED,AUT,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS019,R32,00:52:00,,F,2,E113,"6-0,6-4",T. Enqvist,A. Berasategui,,,SWE,ESP,6-0,6-4,,,,00:52:00,,,276,/en/stats/leaderboard?page=serve,5,6,65,31,48,94,29,31,29,5,17,2,8,179,/en/stats/leaderboard?page=serve,4,3,46,22,48,59,13,22,38,10,26,38,3,8,8,71,34,48,52,25,48,61,59,96,48,23,48,29,14,48,39,37,96,A,,,67,3,,,,,T. Enqvist,A. Berasategui,E113,B428,SWE,ESP,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS020,R32,01:15:00,,F,2,K267,"7-6(7),6-2",Y. Kafelnikov,D. Prinosil,,,RUS,GER,7-6(7),6-2,,,,01:15:00,,,276,/en/stats/leaderboard?page=serve,2,9,54,33,61,85,28,33,50,14,28,4,10,226,/en/stats/leaderboard?page=serve,5,14,44,35,79,74,26,35,39,17,44,50,4,8,10,69,42,61,46,36,79,56,78,140,54,43,79,31,19,61,44,62,140,A,7,2,67,6,,,,,Y. Kafelnikov,D. Prinosil,K267,P273,RUS,GER,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS021,R32,01:10:00,,F,2,C009,"6-2,6-4",O. Camporese,M. Gustafsson,,,ITA,SWE,6-2,6-4,,,,01:10:00,,,273,/en/stats/leaderboard?page=serve,2,6,53,31,59,74,23,31,54,15,28,3,9,214,/en/stats/leaderboard?page=serve,6,3,58,35,60,60,21,35,44,11,25,50,4,8,9,64,38,59,47,28,60,55,66,119,53,32,60,36,21,59,45,53,119,A,,,75,4,,,,,O. Camporese,M. Gustafsson,C009,G182,ITA,SWE,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS022,R32,01:24:00,,F,2,V141,"7-6(12),6-3",D. Vacek,P. Haarhuis,,,CZE,NED,7-6(12),6-3,,,,01:24:00,,,291,/en/stats/leaderboard?page=serve,5,10,64,43,67,86,37,43,46,11,24,2,10,247,/en/stats/leaderboard?page=serve,,2,49,38,78,76,29,38,48,19,40,25,1,4,11,72,48,67,38,30,78,54,78,145,62,48,78,28,19,67,46,67,145,A,12,10,67,3,,,False,,D. Vacek,P. Haarhuis,V141,H223,CZE,NED,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS023,R32,01:01:00,,F,2,B053,"6-2,6-4",A. Boetsch,M. Rios,,,FRA,CHI,6-2,6-4,,,,01:01:00,,,298,/en/stats/leaderboard?page=serve,2,6,64,35,55,77,27,35,65,13,20,0,9,229,/en/stats/leaderboard?page=serve,2,3,47,23,49,65,15,23,50,13,26,0,0,3,9,73,40,55,43,21,49,59,61,104,57,28,49,27,15,55,41,43,104,A,,,,,,,,,A. Boetsch,M. Rios,B053,R286,FRA,CHI,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS024,R32,02:07:00,,F,3,B028,"7-6(7),3-6,6-4",B. Becker,M. Woodforde,,,GER,AUS,7-6(7),3-6,6-4,,,02:07:00,,,296,/en/stats/leaderboard?page=serve,6,26,51,45,89,87,39,45,52,23,44,1,15,267,/en/stats/leaderboard?page=serve,7,6,60,67,112,81,54,67,40,18,45,78,7,9,16,70,62,89,36,40,112,51,102,201,64,72,112,30,27,89,49,99,201,A,7,2,33,3,,,,,B. Becker,M. Woodforde,B028,W035,GER,AUS,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS025,R32,00:58:00,,F,2,S351,"6-2,6-2",M. Stich,H. Gumy,,,GER,ARG,6-2,6-2,,,,00:58:00,,,204,/en/stats/leaderboard?page=serve,2,6,55,26,47,88,23,26,57,12,21,0,8,208,/en/stats/leaderboard?page=serve,2,2,59,29,49,69,20,29,30,6,20,0,0,4,8,74,35,47,47,23,49,60,58,96,53,26,49,26,12,47,40,38,96,A,,,0,,,,,,M. Stich,H. Gumy,S351,G247,GER,ARG,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS026,R32,01:08:00,,F,2,M475,"6-3,6-4",A. Medvedev,A. Gaudenzi,,,UKR,ITA,6-3,6-4,,,,01:08:00,,,290,/en/stats/leaderboard?page=serve,1,4,58,31,53,84,26,31,55,12,22,2,10,238,/en/stats/leaderboard?page=serve,1,5,51,33,65,70,23,33,47,15,32,67,6,9,9,72,38,53,42,27,65,55,65,118,58,38,65,28,15,53,45,53,118,A,,,67,3,,,,,A. Medvedev,A. Gaudenzi,M475,G254,UKR,ITA,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS027,R32,01:23:00,,F,2,R214,"6-2,7-6(7)",M. Rosset,W. Ferreira,,,SUI,RSA,6-2,7-6(7),,,,01:23:00,7,4,297,/en/stats/leaderboard?page=serve,2,14,53,34,64,82,28,34,60,18,30,4,10,237,/en/stats/leaderboard?page=serve,1,5,54,38,71,61,23,38,48,16,33,67,6,9,10,72,46,64,45,32,71,58,78,135,55,39,71,28,18,64,42,57,135,A,,,80,5,,,,,M. Rosset,W. Ferreira,R214,F196,SUI,RSA,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS028,R32,00:59:00,,F,2,M442,"6-3,6-2",T. Martin,A. Costa,,,USA,ESP,6-3,6-2,,,,00:59:00,,,191,/en/stats/leaderboard?page=serve,,6,50,29,58,83,24,29,52,15,29,0,9,222,/en/stats/leaderboard?page=serve,3,4,62,28,45,68,19,28,29,5,17,25,1,4,8,67,39,58,47,21,45,58,60,103,53,24,45,33,19,58,42,43,103,A,,,0,,,,,False,T. Martin,A. Costa,M442,C378,USA,ESP,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS029,R32,01:21:00,,F,2,S331,"6-4,7-6(9)",J. Stoltenberg,M. Philippoussis,,,AUS,AUS,6-4,7-6(9),,,,01:21:00,9,7,297,/en/stats/leaderboard?page=serve,1,11,60,39,65,82,32,39,73,19,26,0,11,275,/en/stats/leaderboard?page=serve,5,10,59,48,82,77,37,48,44,15,34,75,3,4,11,78,51,65,37,30,82,55,81,147,63,52,82,22,14,65,45,66,147,A,,,,,,,,,J. Stoltenberg,M. Philippoussis,S331,P338,AUS,AUS,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS030,R32,00:43:00,,F,2,U032,"6-2,6-0",B. Ulihrach,G. Schaller,,,CZE,AUT,6-2,6-0,,,,00:43:00,,,271,/en/stats/leaderboard?page=serve,1,3,56,24,43,79,19,24,63,12,19,0,7,156,/en/stats/leaderboard?page=serve,3,1,53,19,36,53,10,19,24,4,17,17,1,6,7,72,31,43,61,22,36,67,53,79,39,14,36,28,12,43,33,26,79,A,,,,,,,,,B. Ulihrach,G. Schaller,U032,S315,CZE,AUT,,
337,1996,Vienna,GP,1996-10-07T00:00:00,1996-10-13T00:00:00,Carpet,32,675000,$,MS031,R32,01:34:00,,F,3,I034,"4-6,7-5,6-2",G. Ivanisevic,F. Dewulf,,,CRO,BEL,4-6,7-5,6-2,,,01:34:00,,,283,/en/stats/leaderboard?page=serve,11,24,49,40,82,83,33,40,52,22,42,0,15,247,/en/stats/leaderboard?page=serve,4,6,49,50,103,74,37,50,49,26,53,75,12,16,15,67,55,82,39,40,103,51,95,185,61,63,103,33,27,82,49,90,185,A,,,0,2,,,,,G. Ivanisevic,F. Dewulf,I034,D228,CRO,BEL,,
