event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS011,R16,02:33:00,,F,4,H336,"6-3,6-7(3),6-3,6-2",T. Henman,P. Rafter,,,GBR,AUS,6-3,6-7(3),6-3,6-2,,02:33:00,,,3,7,272,/en/stats/leaderboard?page=serve,8,6,55,77,141,84,65,77,45,29,64,71,5,7,20,230,/en/stats/leaderboard?page=serve,8,3,59,70,119,67,47,70,43,21,49,45,5,11,18,67,94,141,43,51,119,56,145,260,57,68,119,33,47,141,44,115,260,A,,,,,,,T. Henman,P. Rafter,H336,R255,GBR,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS012,R16,01:59:00,,F,4,S381,"4-6,6-3,6-3,6-2",J. Siemerink,M. Larsson,,,NED,SWE,4-6,6-3,6-3,6-2,,01:59:00,,,,,279,/en/stats/leaderboard?page=serve,10,10,53,69,130,86,59,69,46,28,61,75,3,4,18,247,/en/stats/leaderboard?page=serve,5,7,61,68,111,75,51,68,37,16,43,38,3,8,18,67,87,130,40,44,111,54,131,241,60,67,111,33,43,130,46,110,241,A,,,,,,,J. Siemerink,M. Larsson,S381,L206,NED,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS013,R16,02:25:00,,F,4,I034,"7-6(7),6-3,3-6,7-6(7)",G. Ivanisevic,T. Martin,,,CRO,USA,7-6(7),6-3,3-6,7-6(7),,02:25:00,7,5,,,277,/en/stats/leaderboard?page=serve,16,16,56,102,182,93,95,102,33,26,80,89,8,9,21,293,/en/stats/leaderboard?page=serve,13,24,61,106,173,86,91,106,40,27,67,80,4,5,21,66,121,182,32,55,173,50,176,355,68,118,173,34,61,182,50,179,355,A,7,2,,,,,G. Ivanisevic,T. Martin,I034,M442,CRO,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS014,R16,01:53:00,,F,3,K214,"6-3,6-3,7-5",R. Krajicek,W. Ferreira,,,NED,RSA,6-3,6-3,7-5,,,01:53:00,,,,,274,/en/stats/leaderboard?page=serve,7,13,58,64,111,92,59,64,32,15,47,33,1,3,15,210,/en/stats/leaderboard?page=serve,8,4,49,60,123,70,42,60,35,22,63,57,8,14,15,67,74,111,48,59,123,57,133,234,52,64,123,33,37,111,43,101,234,A,,,,,,,R. Krajicek,W. Ferreira,K214,F196,NED,RSA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS015,R16,01:30:00,,F,3,S480,"7-6(7),6-1,6-4",D. Sanguinetti,F. Clavet,,,ITA,ESP,7-6(7),6-1,6-4,,,01:30:00,7,3,,,286,/en/stats/leaderboard?page=serve,6,8,60,58,96,88,51,58,50,19,38,67,4,6,15,233,/en/stats/leaderboard?page=serve,3,2,57,54,94,65,35,54,48,19,40,50,5,10,14,73,70,96,43,40,94,58,110,190,57,54,94,27,26,96,42,80,190,A,,,,,,,D. Sanguinetti,F. Clavet,S480,C252,ITA,ESP,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS016,R32,01:53:00,,F,3,S402,"6-3,7-6(7),7-6(7)",P. Sampras,T. Enqvist,,,USA,SWE,6-3,7-6(7),7-6(7),,,01:53:00,,,7,4,274,/en/stats/leaderboard?page=serve,8,28,60,85,141,89,76,85,55,31,56,,0,,16,279,/en/stats/leaderboard?page=serve,7,13,54,68,126,88,60,68,43,25,58,67,4,6,17,76,107,141,33,41,126,55,148,267,67,85,126,24,34,141,45,119,267,A,,,7,3,,,P. Sampras,T. Enqvist,S402,E113,USA,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS017,R32,01:38:00,,F,3,G379,"6-0,7-6(10),6-2",S. Grosjean,F. Mantilla,,,FRA,ESP,6-0,7-6(10),6-2,,,01:38:00,,,10,8,301,/en/stats/leaderboard?page=serve,1,7,57,50,88,80,40,50,66,25,38,67,2,3,13,204,/en/stats/leaderboard?page=serve,4,1,53,50,94,60,30,50,41,18,44,54,7,13,13,74,65,88,49,46,94,61,111,182,51,48,94,26,23,88,39,71,182,A,,,,,,,S. Grosjean,F. Mantilla,G379,M535,FRA,ESP,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS018,R32,02:39:00,,F,5,S331,"6-1,3-6,6-3,3-6,6-3",J. Stoltenberg,M. Woodforde,,,AUS,AUS,6-1,3-6,6-3,3-6,6-3,02:39:00,,,,,281,/en/stats/leaderboard?page=serve,9,12,65,101,156,79,80,101,44,24,55,83,10,12,22,259,/en/stats/leaderboard?page=serve,5,3,60,80,133,76,61,80,45,24,53,50,4,8,21,67,104,156,36,48,133,53,152,289,64,85,133,33,52,156,47,137,289,A,,,,,,,J. Stoltenberg,M. Woodforde,S331,W035,AUS,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS019,R32,01:52:00,,F,3,P338,"6-3,6-4,6-4",M. Philippoussis,D. Bracciali,,,AUS,ITA,6-3,6-4,6-4,,,01:52:00,,,,,269,/en/stats/leaderboard?page=serve,9,28,58,79,137,87,69,79,52,30,58,,0,,15,261,/en/stats/leaderboard?page=serve,2,8,52,53,102,74,39,53,51,25,49,67,6,9,14,72,99,137,37,38,102,57,137,239,63,64,102,28,38,137,43,102,239,A,,,,,,,M. Philippoussis,D. Bracciali,P338,B570,AUS,ITA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS020,R32,02:55:00,,F,4,K148,"4-6,7-5,7-5,7-5",P. Korda,J. Golmard,,,CZE,FRA,4-6,7-5,7-5,7-5,,02:55:00,,,,,255,/en/stats/leaderboard?page=serve,16,16,44,79,180,92,73,79,37,37,101,76,13,17,23,256,/en/stats/leaderboard?page=serve,7,14,59,96,162,75,72,96,42,28,66,63,10,16,23,61,110,180,38,62,162,50,172,342,62,100,162,39,70,180,50,170,342,A,,,,,,,P. Korda,J. Golmard,K148,G319,CZE,FRA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS021,R32,01:38:00,,F,3,V201,"6-3,6-3,6-3",J. van Lottum,T. Haas,,,NED,GER,6-3,6-3,6-3,,,01:38:00,,,,,292,/en/stats/leaderboard?page=serve,3,9,53,46,86,78,36,46,63,25,40,0,0,1,13,226,/en/stats/leaderboard?page=serve,6,7,61,57,93,65,37,57,42,15,36,14,1,7,14,71,61,86,44,41,93,57,102,179,56,52,93,29,25,86,43,77,179,A,,,,,,,J. van Lottum,T. Haas,V201,H355,NED,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS022,R32,02:48:00,,F,4,H336,"6-4,6-4,3-6,7-5",T. Henman,B. Black,,,GBR,ZIM,6-4,6-4,3-6,7-5,,02:48:00,,,,,267,/en/stats/leaderboard?page=serve,9,12,49,71,144,86,61,71,44,32,73,67,6,9,20,249,/en/stats/leaderboard?page=serve,5,5,59,94,158,67,63,94,47,30,64,78,18,23,21,65,93,144,41,65,158,52,158,302,59,93,158,35,51,144,48,144,302,A,,,,,,,T. Henman,B. Black,H336,B397,GBR,ZIM,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS023,R32,02:33:00,,F,4,R255,"6-3,6-7(7),6-2,6-1",P. Rafter,M. Gustafsson,,,AUS,SWE,6-3,6-7(7),6-2,6-1,,02:33:00,,,7,9,293,/en/stats/leaderboard?page=serve,1,7,68,81,120,70,57,81,56,22,39,89,8,9,15,237,/en/stats/leaderboard?page=serve,6,2,63,62,98,65,40,62,42,15,36,33,2,6,14,66,79,120,44,43,98,56,122,218,56,55,98,34,41,120,44,96,218,A,,,,,,,P. Rafter,M. Gustafsson,R255,G182,AUS,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS024,R32,01:14:00,,F,3,L206,"6-3,6-3,6-2",M. Larsson,H. Arazi,,,SWE,MAR,6-3,6-3,6-2,,,01:14:00,,,,,298,/en/stats/leaderboard?page=serve,4,9,59,49,83,86,42,49,56,19,34,50,1,2,13,211,/en/stats/leaderboard?page=serve,2,1,58,47,81,57,27,47,44,15,34,33,3,9,13,73,61,83,48,39,81,61,100,164,52,42,81,27,22,83,39,64,164,A,,,,,,,M. Larsson,H. Arazi,L206,A226,SWE,MAR,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS025,R32,03:31:00,,F,5,S381,"7-6(8),5-7,2-6,6-4,7-5",J. Siemerink,J. Bjorkman,,,NED,SWE,7-6(8),5-7,2-6,6-4,7-5,03:31:00,8,6,,,260,/en/stats/leaderboard?page=serve,9,14,66,134,202,75,100,134,37,25,68,63,10,16,27,245,/en/stats/leaderboard?page=serve,13,2,63,119,189,69,82,119,43,30,70,67,10,15,27,62,125,202,41,77,189,52,202,391,59,112,189,38,77,202,48,189,391,A,,,,,,,J. Siemerink,J. Bjorkman,S381,B446,NED,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS026,R32,03:14:00,,F,4,I034,"6-7(6),7-6(7),6-3,6-4",G. Ivanisevic,D. Vacek,,,CRO,CZE,6-7(6),7-6(7),6-3,6-4,,03:14:00,6,8,7,4,319,/en/stats/leaderboard?page=serve,14,42,61,121,197,94,114,121,41,31,76,80,4,5,22,281,/en/stats/leaderboard?page=serve,5,12,71,109,153,79,86,109,39,17,44,63,5,8,21,74,145,197,33,50,153,56,195,350,67,103,153,26,52,197,44,155,350,A,,,,,,,G. Ivanisevic,D. Vacek,I034,V141,CRO,CZE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS027,R32,02:41:00,,F,4,M442,"6-4,4-6,7-6(7),6-4",T. Martin,T. Woodbridge,,,USA,AUS,6-4,4-6,7-6(7),6-4,,02:41:00,,,,,291,/en/stats/leaderboard?page=serve,9,17,60,98,162,92,90,98,36,23,64,88,7,8,21,284,/en/stats/leaderboard?page=serve,3,5,61,78,128,77,60,78,54,27,50,33,1,3,21,70,113,162,32,41,128,53,154,290,68,87,128,30,49,162,47,136,290,A,,,7,1,,,T. Martin,T. Woodbridge,M442,W136,USA,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS028,R32,02:25:00,,F,4,F196,"6-2,4-6,6-3,6-1",W. Ferreira,C. Wilkinson,,,RSA,GBR,6-2,4-6,6-3,6-1,,02:25:00,,,,,239,/en/stats/leaderboard?page=serve,13,14,46,72,158,75,54,72,41,35,86,78,14,18,17,193,/en/stats/leaderboard?page=serve,5,2,58,74,127,57,42,74,34,18,53,55,11,20,17,56,89,158,53,67,127,55,156,285,47,60,127,44,69,158,45,129,285,A,,,,,,,W. Ferreira,C. Wilkinson,F196,W150,RSA,GBR,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS029,R32,02:05:00,,F,3,K214,"6-4,7-6(7),7-6(7)",R. Krajicek,N. Kiefer,,,NED,GER,6-4,7-6(7),7-6(7),,,02:05:00,,,7,2,321,/en/stats/leaderboard?page=serve,5,26,64,83,129,96,80,83,52,24,46,,0,,17,272,/en/stats/leaderboard?page=serve,7,3,56,70,126,80,56,70,46,26,56,67,2,3,17,81,104,129,35,44,126,58,148,255,65,82,126,19,25,129,42,107,255,A,,,7,4,,,R. Krajicek,N. Kiefer,K214,K316,NED,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS030,R32,02:27:00,,F,5,S480,"3-6,6-1,5-7,6-2,6-1",D. Sanguinetti,V. Voltchkov,,,ITA,BLR,3-6,6-1,5-7,6-2,6-1,02:27:00,,,,,293,/en/stats/leaderboard?page=serve,5,23,63,88,140,88,77,88,44,23,52,43,3,7,21,213,/en/stats/leaderboard?page=serve,10,8,58,103,179,68,70,103,30,23,76,57,12,21,22,71,100,140,48,86,179,58,186,319,52,93,179,29,40,140,42,133,319,A,,,,,,,D. Sanguinetti,V. Voltchkov,S480,V211,ITA,BLR,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS031,R32,02:00:00,,F,3,C252,"7-6(7),6-3,6-3",F. Clavet,T. Johansson,,,ESP,SWE,7-6(7),6-3,6-3,,,02:00:00,7,4,,,287,/en/stats/leaderboard?page=serve,2,6,70,85,122,79,67,85,41,15,37,92,11,12,15,252,/en/stats/leaderboard?page=serve,5,9,54,59,109,85,50,59,36,18,50,43,3,7,15,67,82,122,38,41,109,53,123,231,62,68,109,33,40,122,47,108,231,A,,,,,,,F. Clavet,T. Johansson,C252,J129,ESP,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS032,R64,01:51:00,,F,3,S402,"6-4,6-4,7-6(7)",P. Sampras,M. Tillstrom,,,USA,SWE,6-4,6-4,7-6(7),,,01:51:00,,,,,222,/en/stats/leaderboard?page=serve,6,18,69,77,111,88,68,77,53,18,34,0,0,,16,263,/en/stats/leaderboard?page=serve,11,12,62,97,156,72,70,97,41,24,59,88,15,17,16,77,86,111,40,62,156,55,148,267,60,94,156,23,25,111,45,119,267,A,,,7,4,,,P. Sampras,M. Tillstrom,S402,T166,USA,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS033,R64,02:15:00,,F,4,E113,"6-7(5),6-1,6-4,6-3",T. Enqvist,S. Draper,,,SWE,AUS,6-7(5),6-1,6-4,6-3,,02:15:00,5,7,,,307,/en/stats/leaderboard?page=serve,5,20,59,84,142,86,72,84,53,31,58,86,6,7,19,253,/en/stats/leaderboard?page=serve,7,15,56,82,146,82,67,82,39,25,64,65,11,17,19,73,103,142,37,54,146,55,157,288,63,92,146,27,39,142,45,131,288,A,,,,,,,T. Enqvist,S. Draper,E113,D270,SWE,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS034,R64,01:55:00,,F,4,G379,"6-4,3-6,6-1,6-4",S. Grosjean,B. MacPhie,,,FRA,USA,6-4,3-6,6-1,6-4,,01:55:00,,,,,312,/en/stats/leaderboard?page=serve,2,5,65,64,99,81,52,64,69,24,35,83,5,6,18,257,/en/stats/leaderboard?page=serve,7,9,62,79,128,75,59,79,41,20,49,43,3,7,18,77,76,99,38,49,128,55,125,227,62,79,128,23,23,99,45,102,227,A,,,,,,,S. Grosjean,B. MacPhie,G379,M448,FRA,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS035,R64,02:25:00,,F,4,M535,"7-6(7),3-6,6-3,6-4",F. Mantilla,R. Vasek,,,ESP,CZE,7-6(7),3-6,6-3,6-4,,02:25:00,7,4,,,275,/en/stats/leaderboard?page=serve,6,18,63,96,153,71,68,96,54,31,57,62,8,13,20,235,/en/stats/leaderboard?page=serve,11,10,61,89,147,76,68,89,29,17,58,54,7,13,20,65,99,153,42,62,147,54,161,300,58,85,147,35,54,153,46,139,300,A,,,,,,,F. Mantilla,R. Vasek,M535,V151,ESP,CZE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS036,R64,02:20:00,,F,4,W035,"2-6,6-1,6-4,6-4",M. Woodforde,J. Gimelstob,,,AUS,USA,2-6,6-1,6-4,6-4,,02:20:00,,,,,251,/en/stats/leaderboard?page=serve,11,7,53,71,134,75,53,71,44,28,63,70,7,10,18,247,/en/stats/leaderboard?page=serve,6,11,62,76,123,82,62,76,28,13,47,50,5,10,17,60,81,134,39,48,123,50,129,257,61,75,123,40,53,134,50,128,257,A,,,,,,,M. Woodforde,J. Gimelstob,W035,G354,AUS,USA,,
