event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS011,R16,02:10:00,,F,4,M605,"6-3,7-5,3-6,6-4",C. Moya,J. Knippschild,,,ESP,GER,6-3,7-5,3-6,6-4,,02:10:00,287,/en/stats/leaderboard?page=serve,False,11,53,69,129,81,56,69,57,34,60,50,3,6,20,250,/en/stats/leaderboard?page=serve,4,5,50,61,121,77,47,61,47,28,60,38,3,8,20,70,90,129,38,46,121,54,136,250,62,75,121,30,39,129,46,114,250,A,,,,,,,,,,,C. Moya,J. Knippschild,M605,K260,ESP,GER,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS012,R16,01:42:00,,F,3,D228,"7-5,6-3,6-1",F. Dewulf,F. Clavet,,,BEL,ESP,7-5,6-3,6-1,,,01:42:00,262,/en/stats/leaderboard?page=serve,,3,61,61,100,70,43,61,51,20,39,70,7,10,14,196,/en/stats/leaderboard?page=serve,1,3,64,56,87,59,33,56,29,9,31,50,8,16,14,63,63,100,52,45,87,58,108,187,48,42,87,37,37,100,42,79,187,A,1,,,,,,,,,,F. Dewulf,F. Clavet,D228,C252,BEL,ESP,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS013,R16,02:07:00,,F,3,C344,"6-4,6-4,6-3",A. Corretja,J. Stoltenberg,,,ESP,AUS,6-4,6-4,6-3,,,02:07:00,245,/en/stats/leaderboard?page=serve,,1,55,52,95,71,37,52,47,20,43,33,2,6,15,204,/en/stats/leaderboard?page=serve,2,4,59,58,98,60,35,58,33,13,40,30,3,10,14,60,57,95,51,50,98,55,107,193,49,48,98,40,38,95,45,86,193,A,2,,,,,,,,,,A. Corretja,J. Stoltenberg,C344,S331,ESP,AUS,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS014,R16,03:20:00,,F,5,P226,"7-5,4-6,6-7(5),6-4,6-4",C. Pioline,M. Safin,,,FRA,RUS,7-5,4-6,6-7(5),6-4,6-4,03:20:00,289,/en/stats/leaderboard?page=serve,,5,63,96,153,85,82,96,49,28,57,60,3,5,27,278,/en/stats/leaderboard?page=serve,6,15,57,104,182,77,80,104,50,39,78,33,2,6,27,72,110,153,35,63,182,52,173,335,65,119,182,28,43,153,48,162,335,A,5,5,7,,,,,,,,C. Pioline,M. Safin,P226,S741,FRA,RUS,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS015,R16,02:07:00,,F,4,A226,"6-2,6-4,3-6,6-3",H. Arazi,A. Berasategui,,,MAR,ESP,6-2,6-4,3-6,6-3,,02:07:00,274,/en/stats/leaderboard?page=serve,,6,66,77,117,77,59,77,45,18,40,70,7,10,18,235,/en/stats/leaderboard?page=serve,3,1,77,109,141,60,65,109,34,11,32,67,12,18,18,66,77,117,46,65,141,55,142,258,54,76,141,34,40,117,45,116,258,A,3,,,,,,,,,,H. Arazi,A. Berasategui,A226,B428,MAR,ESP,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS016,R32,03:25:00,,F,4,D316,"2-6,7-6(7),6-4,7-6(9)",R. Delgado,S. Sargsian,,,PAR,ARM,2-6,7-6(7),6-4,7-6(9),,03:25:00,257,/en/stats/leaderboard?page=serve,,10,56,95,169,73,69,95,47,35,74,58,7,12,21,259,/en/stats/leaderboard?page=serve,3,4,63,116,184,66,76,116,49,33,68,76,13,17,21,62,104,169,41,75,184,51,179,353,59,109,184,38,65,169,49,174,353,A,5,,,,7,4,9,7,,,R. Delgado,S. Sargsian,D316,S545,PAR,ARM,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS017,R32,03:01:00,,F,4,M535,"4-6,6-2,6-2,7-5",F. Mantilla,F. Santoro,,,ESP,FRA,4-6,6-2,6-2,7-5,,03:01:00,268,/en/stats/leaderboard?page=serve,,6,71,98,138,67,66,98,48,19,40,50,4,8,19,215,/en/stats/leaderboard?page=serve,4,2,60,81,136,64,52,81,36,20,55,68,17,25,19,62,85,138,47,64,136,54,149,274,53,72,136,38,53,138,46,125,274,A,2,,,,,,,,,,F. Mantilla,F. Santoro,M535,S424,ESP,FRA,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS018,R32,01:58:00,,F,3,M443,"7-5,6-3,6-2",F. Meligeni,T. Woodbridge,,,BRA,AUS,7-5,6-3,6-2,,,01:58:00,242,/en/stats/leaderboard?page=serve,,1,68,63,92,67,42,63,38,11,29,50,4,8,14,187,/en/stats/leaderboard?page=serve,4,1,63,67,107,49,33,67,38,15,40,50,9,18,15,58,53,92,55,59,107,56,112,199,45,48,107,42,39,92,44,87,199,A,3,,,,,,,,,,F. Meligeni,T. Woodbridge,M443,W136,BRA,AUS,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS019,R32,02:31:00,,F,4,M099,"6-2,4-6,7-6(7),6-2",T. Muster,C. Van Garsse,,,AUT,BEL,6-2,4-6,7-6(7),6-2,,02:31:00,288,/en/stats/leaderboard?page=serve,False,7,73,98,135,73,72,98,51,19,37,70,7,10,19,213,/en/stats/leaderboard?page=serve,13,5,48,76,159,68,52,76,37,31,83,65,11,17,19,67,91,135,48,76,159,57,167,294,52,83,159,33,44,135,43,127,294,A,,7,3,,,,,,,,T. Muster,C. Van Garsse,M099,V170,AUT,BEL,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS020,R32,00:54:00,,F,2,R286,"6-1,3-3",M. Rios,W. Ferreira,,,CHI,RSA,6-1,3-3,,,,00:54:00,278,/en/stats/leaderboard?page=serve,False,3,63,33,52,67,22,33,74,14,19,,0,,7,242,/en/stats/leaderboard?page=serve,1,3,54,25,46,72,18,25,43,9,21,60,3,5,7,69,36,52,41,19,46,56,55,98,59,27,46,31,16,52,44,43,98,A,,,,,,,,,,,M. Rios,W. Ferreira,R286,F196,CHI,RSA,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS021,R32,01:30:00,,F,3,C378,"6-3,6-3,6-0",A. Costa,B. Ulihrach,,,ESP,CZE,6-3,6-3,6-0,,,01:30:00,307,/en/stats/leaderboard?page=serve,,7,71,61,86,72,44,61,68,17,25,,0,,12,200,/en/stats/leaderboard?page=serve,1,1,59,52,88,63,33,52,28,10,36,54,7,13,12,71,61,86,51,45,88,61,106,174,49,43,88,29,25,86,39,68,174,A,2,,,,,,,,,,A. Costa,B. Ulihrach,C378,U032,ESP,CZE,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS022,R32,01:38:00,,F,3,M605,"6-2,7-6(7),6-3",C. Moya,A. Ilie,,,ESP,AUS,6-2,7-6(7),6-3,,,01:38:00,219,/en/stats/leaderboard?page=serve,,8,54,49,91,94,46,49,64,27,42,0,0,,15,242,/en/stats/leaderboard?page=serve,4,1,53,51,96,67,34,51,47,21,45,67,6,9,14,80,73,91,43,41,96,61,114,187,57,55,96,20,18,91,39,73,187,A,1,,,,7,1,,,,,C. Moya,A. Ilie,M605,I052,ESP,AUS,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS023,R32,03:16:00,,F,5,K260,"2-6,0-6,7-6(8),6-4,6-2",J. Knippschild,J. Van Herck,,,GER,BEL,2-6,0-6,7-6(8),6-4,6-2,03:16:00,236,/en/stats/leaderboard?page=serve,,14,51,76,150,76,58,76,38,28,74,33,4,12,22,237,/en/stats/leaderboard?page=serve,9,6,61,103,170,64,66,103,43,29,67,63,10,16,22,57,86,150,44,75,170,50,161,320,56,95,170,43,64,150,50,159,320,A,6,8,6,,,,,,,,J. Knippschild,J. Van Herck,K260,V167,GER,BEL,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS024,R32,01:27:00,,F,3,D228,"6-3,6-2,6-3",F. Dewulf,T. Enqvist,,,BEL,SWE,6-3,6-2,6-3,,,01:27:00,297,/en/stats/leaderboard?page=serve,,6,47,37,78,95,35,37,61,25,41,,0,,13,225,/en/stats/leaderboard?page=serve,3,6,48,45,94,76,34,45,37,18,49,50,5,10,13,77,60,78,45,42,94,59,102,172,55,52,94,23,18,78,41,70,172,A,4,,,,,,,,,,F. Dewulf,T. Enqvist,D228,E113,BEL,SWE,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS025,R32,02:54:00,,F,4,C252,"3-6,7-6(7),6-2,6-4",F. Clavet,M. Chang,,,ESP,USA,3-6,7-6(7),6-2,6-4,,02:54:00,275,/en/stats/leaderboard?page=serve,,3,67,80,120,75,60,80,53,21,40,50,4,8,19,245,/en/stats/leaderboard?page=serve,2,5,54,73,134,74,54,73,44,27,61,45,5,11,20,68,81,120,40,53,134,53,134,254,60,81,134,33,39,120,47,120,254,A,1,,,,7,5,,,,,F. Clavet,M. Chang,C252,C274,ESP,USA,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS026,R32,05:31:00,,F,5,C344,"6-1,5-7,6-7(4),7-5,9-7",A. Corretja,H. Gumy,,,ESP,ARG,6-1,5-7,6-7(4),7-5,9-7,05:31:00,246,/en/stats/leaderboard?page=serve,,9,60,105,174,67,70,105,46,32,69,63,12,19,22,217,/en/stats/leaderboard?page=serve,4,0,64,94,147,55,52,94,45,24,53,53,10,19,21,59,102,174,48,71,147,54,173,321,52,76,147,41,72,174,46,148,321,A,4,4,7,,,,,,,,A. Corretja,H. Gumy,C344,G247,ESP,ARG,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS027,R32,02:04:00,,F,4,S331,"6-1,2-6,6-4,6-4",J. Stoltenberg,M. Gustafsson,,,AUS,SWE,6-1,2-6,6-4,6-4,,02:04:00,297,/en/stats/leaderboard?page=serve,,9,74,91,123,71,65,91,56,18,32,60,3,5,18,249,/en/stats/leaderboard?page=serve,5,8,77,96,125,72,69,96,21,6,29,64,7,11,17,67,83,123,40,50,125,54,133,248,60,75,125,33,40,123,46,115,248,A,1,,,,,,,,,,J. Stoltenberg,M. Gustafsson,S331,G182,AUS,SWE,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS028,R32,02:29:00,,F,4,S741,"6-3,3-6,6-3,7-5",M. Safin,D. Vacek,,,RUS,CZE,6-3,3-6,6-3,7-5,,02:29:00,283,/en/stats/leaderboard?page=serve,,10,59,78,132,78,61,78,52,28,54,73,8,11,20,243,/en/stats/leaderboard?page=serve,6,7,51,73,142,73,53,73,45,31,69,62,8,13,19,67,89,132,41,58,142,54,147,274,59,84,142,33,43,132,46,127,274,A,1,,,,,,,,,,M. Safin,D. Vacek,S741,V141,RUS,CZE,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS029,R32,02:04:00,,F,3,P226,"6-3,6-2,7-5",C. Pioline,R. Krajicek,,,FRA,NED,6-3,6-2,7-5,,,02:04:00,267,/en/stats/leaderboard?page=serve,,3,49,47,95,77,36,47,56,27,48,67,4,6,15,217,/en/stats/leaderboard?page=serve,3,4,51,48,94,67,32,48,41,19,46,67,12,18,14,66,63,95,46,43,94,56,106,189,54,51,94,34,32,95,44,83,189,A,4,,,,,,,,,,C. Pioline,R. Krajicek,P226,K214,FRA,NED,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS030,R32,02:51:00,,F,4,B428,"6-7(2),6-3,7-5,7-5",A. Berasategui,D. Hrbaty,,,ESP,SVK,6-7(2),6-3,7-5,7-5,,02:51:00,265,/en/stats/leaderboard?page=serve,,6,70,117,166,70,82,117,43,21,49,71,10,14,23,242,/en/stats/leaderboard?page=serve,9,11,62,98,157,71,70,98,39,23,59,53,8,15,22,62,103,166,41,64,157,52,167,323,59,93,157,38,63,166,48,156,323,A,6,,,,,,,,2,7,A. Berasategui,D. Hrbaty,B428,H377,ESP,SVK,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS031,R32,02:35:00,,F,4,A226,"6-4,0-6,6-4,7-6(7)",H. Arazi,M. Zabaleta,,,MAR,ARG,6-4,0-6,6-4,7-6(7),,02:35:00,226,/en/stats/leaderboard?page=serve,,3,65,85,131,61,52,85,41,19,46,38,5,13,19,241,/en/stats/leaderboard?page=serve,,4,63,81,128,60,49,81,51,24,47,50,7,14,19,54,71,131,43,55,128,49,126,259,57,73,128,46,60,131,51,133,259,A,1,,,False,,,7,3,,,H. Arazi,M. Zabaleta,A226,Z073,MAR,ARG,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS032,R64,02:04:00,,F,3,D316,"7-6(8),6-3,6-4",R. Delgado,P. Sampras,,,PAR,USA,7-6(8),6-3,6-4,,,02:04:00,291,/en/stats/leaderboard?page=serve,,12,58,73,125,75,55,73,60,31,52,78,7,9,16,256,/en/stats/leaderboard?page=serve,6,9,61,72,119,74,53,72,45,21,47,50,4,8,15,69,86,125,38,45,119,54,131,244,62,74,119,31,39,125,46,113,244,A,1,,,,,,,,8,6,R. Delgado,P. Sampras,D316,S402,PAR,USA,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS033,R64,03:01:00,,F,4,S545,"6-4,6-2,6-7(5),6-4",S. Sargsian,A. Gaudenzi,,,ARM,ITA,6-4,6-2,6-7(5),6-4,,03:01:00,267,/en/stats/leaderboard?page=serve,,5,63,89,141,72,64,89,50,26,52,64,7,11,20,213,/en/stats/leaderboard?page=serve,6,2,56,95,169,65,62,95,36,27,74,72,21,29,20,64,90,141,47,80,169,55,170,310,53,89,169,36,51,141,45,140,310,A,3,5,7,,,,,,,,S. Sargsian,A. Gaudenzi,S545,G254,ARM,ITA,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS034,R64,03:42:00,,F,5,S424,"4-6,4-6,6-4,6-0,6-3",F. Santoro,L. Arnold Ker,,,FRA,ARG,4-6,4-6,6-4,6-0,6-3,03:42:00,259,/en/stats/leaderboard?page=serve,,6,57,90,157,72,65,90,49,33,67,67,10,15,23,211,/en/stats/leaderboard?page=serve,9,1,52,87,166,66,57,87,38,30,79,56,10,18,22,62,98,157,48,79,166,55,177,323,52,87,166,38,59,157,45,146,323,A,3,,,,,,,,,,F. Santoro,L. Arnold Ker,S424,A228,FRA,ARG,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS035,R64,02:02:00,,F,3,M535,"6-2,6-2,7-6(7)",F. Mantilla,B. Black,,,ESP,ZIM,6-2,6-2,7-6(7),,,02:02:00,282,/en/stats/leaderboard?page=serve,,15,52,63,121,81,51,63,53,31,58,87,13,15,14,214,/en/stats/leaderboard?page=serve,4,3,63,66,104,61,40,66,34,13,38,50,6,12,14,68,82,121,49,51,104,59,133,225,51,53,104,32,39,121,41,92,225,A,4,7,2,,,,,,,,F. Mantilla,B. Black,M535,B397,ESP,ZIM,,
520,1998,Roland Garros,GS,1998-05-25T00:00:00,1998-06-07T00:00:00,Clay,128,5026607,$,MS036,R64,02:38:00,,F,4,W136,"6-4,4-6,6-3,6-0",T. Woodbridge,G. Raoux,,,AUS,FRA,6-4,4-6,6-3,6-0,,02:38:00,264,/en/stats/leaderboard?page=serve,,5,59,80,136,71,57,80,50,28,56,80,12,15,18,215,/en/stats/leaderboard?page=serve,2,3,54,61,114,62,38,61,40,21,53,56,9,16,17,63,85,136,48,55,114,56,140,250,52,59,114,38,51,136,44,110,250,A,4,,,,,,,,,,T. Woodbridge,G. Raoux,W136,R186,AUS,FRA,,
