event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,servicegamesplayed_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS038,R64,01:52:00,,F,3,P222,"7-6(7),6-4,6-2",M. Petchey,T. Haas,,,GBR,GER,7-6(7),6-4,6-2,,,01:52:00,285,/en/stats/leaderboard?page=serve,7,12,64,74.0,115,84,62.0,74.0,46,19.0,41.0,7,15,228,/en/stats/leaderboard?page=serve,7,4,56,63.0,112,76,48.0,63.0,33,16.0,49.0,44,4,9.0,15,70,81,115,43,48,112,57,129,227,57,64,112,30,34,115,43,98,227,A,,,,78,9,,,7,4,,,,,,,,M. Petchey,T. Haas,P222,H355,GBR,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS039,R64,01:37:00,,F,3,B028,"6-1,6-4,6-4",B. Becker,T. Johansson,,,GER,SWE,6-1,6-4,6-4,,,01:37:00,281,/en/stats/leaderboard?page=serve,6,6,60,59.0,99,81,48.0,59.0,48,19.0,40.0,3,14,220,/en/stats/leaderboard?page=serve,8,5,51,43.0,84,77,33.0,43.0,34,14.0,41.0,29,2,7.0,13,68,67,99,44,37,84,57,104,183,56,47,84,32,32,99,43,79,183,A,,,,75,4,,,,,,,,,,,,B. Becker,T. Johansson,B028,J129,GER,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS040,R64,01:49:00,,F,4,K267,"6-2,4-6,6-3,6-4",Y. Kafelnikov,J. Sanchez,,,RUS,ESP,6-2,4-6,6-3,6-4,,01:49:00,288,/en/stats/leaderboard?page=serve,5,8,63,82.0,131,79,65.0,82.0,49,24.0,49.0,6,19,262,/en/stats/leaderboard?page=serve,7,12,66,88.0,133,74,65.0,88.0,40,18.0,45.0,60,6,10.0,18,68,89,131,38,50,133,53,139,264,62,83,133,32,42,131,47,125,264,A,,,,86,7,,,,,,,,,,,,Y. Kafelnikov,J. Sanchez,K267,S015,RUS,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS041,R64,01:49:00,,F,4,S331,"6-2,3-6,6-2,6-3",J. Stoltenberg,N. Kulti,,,AUS,SWE,6-2,3-6,6-2,6-3,,01:49:00,306,/en/stats/leaderboard?page=serve,6,17,67,79.0,118,85,67.0,79.0,49,19.0,39.0,3,17,246,/en/stats/leaderboard?page=serve,5,8,52,59.0,113,80,47.0,59.0,41,22.0,54.0,29,2,7.0,17,73,86,118,39,44,113,56,130,231,61,69,113,27,32,118,44,101,231,A,,,,75,4,,,,,,,,,,,,J. Stoltenberg,N. Kulti,S331,K181,AUS,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS042,R64,01:51:00,,F,3,K316,"7-5,7-6(7),6-1",N. Kiefer,P. Baur,,,GER,GER,7-5,7-6(7),6-1,,,01:51:00,284,/en/stats/leaderboard?page=serve,4,6,55,62.0,113,81,50.0,62.0,53,27.0,51.0,4,16,250,/en/stats/leaderboard?page=serve,4,4,52,47.0,91,70,33.0,47.0,55,24.0,44.0,0,0,4.0,15,68,77,113,37,34,91,54,111,204,63,57,91,32,36,113,46,93,204,A,,,,80,5,7,2,,,,,,,,,,N. Kiefer,P. Baur,K316,B293,GER,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS043,R64,01:55:00,,F,3,M475,"6-1,6-4,7-5",A. Medvedev,S. Sargsian,,,UKR,ARM,6-1,6-4,7-5,,,01:55:00,240,/en/stats/leaderboard?page=serve,8,3,50,55.0,109,76,42.0,55.0,39,21.0,54.0,5,15,209,/en/stats/leaderboard?page=serve,2,1,59,58.0,98,53,31.0,58.0,48,19.0,40.0,36,4,11.0,14,58,63,109,49,48,98,54,111,207,51,50,98,42,46,109,46,96,207,A,,,,63,8,,,,,,,,,,,,A. Medvedev,S. Sargsian,M475,S545,UKR,ARM,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS044,R64,02:13:00,,F,4,R255,"6-3,4-6,6-3,6-0",P. Rafter,J. Knippschild,,,AUS,GER,6-3,4-6,6-3,6-0,,02:13:00,273,/en/stats/leaderboard?page=serve,8,10,58,77.0,133,77,59.0,77.0,48,27.0,56.0,11,17,201,/en/stats/leaderboard?page=serve,14,7,47,59.0,126,69,41.0,59.0,34,23.0,67.0,46,6,13.0,17,65,86,133,49,62,126,57,148,259,51,64,126,35,47,133,43,111,259,A,,,,85,13,,,,,,,,,,,,P. Rafter,J. Knippschild,R255,K260,AUS,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS045,R64,01:25:00,,F,3,V170,"6-4,6-4,6-1",C. Van Garsse,M. Gustafsson,,,BEL,SWE,6-4,6-4,6-1,,,01:25:00,286,/en/stats/leaderboard?page=serve,4,4,62,51.0,82,80,41.0,51.0,52,16.0,31.0,2,13,209,/en/stats/leaderboard?page=serve,8,5,57,61.0,107,70,43.0,61.0,28,13.0,46.0,54,7,13.0,14,70,57,82,48,51,107,57,108,189,52,56,107,30,25,82,43,81,189,A,,,,67,3,,,,,,,,,,,,C. Van Garsse,M. Gustafsson,V170,G182,BEL,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS046,R64,01:38:00,,F,3,R284,"6-3,7-5,6-4",A. Radulescu,M. Martelli,,,GER,ITA,6-3,7-5,6-4,,,01:38:00,310,/en/stats/leaderboard?page=serve,3,18,64,78.0,122,83,65.0,78.0,55,24.0,44.0,7,16,232,/en/stats/leaderboard?page=serve,10,8,46,54.0,118,81,44.0,54.0,34,22.0,64.0,60,6,10.0,15,73,89,122,44,52,118,59,141,240,56,66,118,27,33,122,41,99,240,A,,,,88,8,,,,,,,,,,,,A. Radulescu,M. Martelli,R284,M543,GER,ITA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS047,R64,02:26:00,,F,3,W136,"7-5,6-1,7-6(7)",T. Woodbridge,M. Ondruska,,,AUS,RSA,7-5,6-1,7-6(7),,,02:26:00,245,/en/stats/leaderboard?page=serve,9,4,52,69.0,132,74,51.0,69.0,43,27.0,63.0,6,16,204,/en/stats/leaderboard?page=serve,7,0,54,67.0,123,63,42.0,67.0,34,19.0,56.0,65,11,17.0,15,59,78,132,50,62,123,55,140,255,50,61,123,41,54,132,45,115,255,A,7,3,,67,9,,,,,,,,,,,,T. Woodbridge,M. Ondruska,W136,O098,AUS,RSA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS048,R64,03:16:00,,F,5,W035,"5-7,5-7,6-2,6-4,6-1",M. Woodforde,C. Wilkinson,,,AUS,GBR,5-7,5-7,6-2,6-4,6-1,03:16:00,264,/en/stats/leaderboard?page=serve,10,15,60,115.0,191,81,93.0,115.0,34,26.0,76.0,11,25,246,/en/stats/leaderboard?page=serve,10,15,55,100.0,182,76,76.0,100.0,40,33.0,82.0,56,9,16.0,24,62,119,191,40,73,182,51,192,373,60,109,182,38,72,191,49,181,373,A,,,,73,15,,,,,,,,,,,,M. Woodforde,C. Wilkinson,W035,W150,AUS,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS049,R64,02:10:00,,F,4,C487,"4-6,6-2,6-3,6-4",A. Clement,M. Lee,,,FRA,GBR,4-6,6-2,6-3,6-4,,02:10:00,244,/en/stats/leaderboard?page=serve,6,4,51,75.0,146,71,53.0,75.0,46,33.0,71.0,9,19,235,/en/stats/leaderboard?page=serve,3,10,52,66.0,128,76,50.0,66.0,39,24.0,62.0,30,3,10.0,18,59,86,146,42,54,128,51,140,274,58,74,128,41,60,146,49,134,274,A,,,,69,13,,,,,,,,,,,,A. Clement,M. Lee,C487,L333,FRA,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS050,R64,01:45:00,,F,3,S443,"6-4,6-4,6-4",S. Stolle,E. Benfele Alvarez,,,AUS,ESP,6-4,6-4,6-4,,,01:45:00,292,/en/stats/leaderboard?page=serve,3,15,66,67.0,101,94,63.0,67.0,47,16.0,34.0,0,15,240,/en/stats/leaderboard?page=serve,13,8,52,66.0,127,74,49.0,66.0,39,24.0,61.0,79,11,14.0,15,78,79,101,43,54,127,58,133,228,57,73,127,22,22,101,42,95,228,A,,,,,,,,,,,,,,,,,S. Stolle,E. Benfele Alvarez,S443,A190,AUS,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS051,R64,01:32:00,,F,3,S351,"7-5,6-1,6-1",M. Stich,J. Gimelstob,,,GER,USA,7-5,6-1,6-1,,,01:32:00,278,/en/stats/leaderboard?page=serve,6,7,58,51.0,88,84,43.0,51.0,43,16.0,37.0,1,13,185,/en/stats/leaderboard?page=serve,8,4,50,49.0,98,69,34.0,49.0,24,12.0,49.0,46,6,13.0,13,67,59,88,53,52,98,60,111,186,47,46,98,33,29,88,40,75,186,A,,,,50,2,,,,,,,,,,,,M. Stich,J. Gimelstob,S351,G354,GER,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS052,R64,02:00:00,,F,3,H336,"7-6(7),6-3,6-3",T. Henman,J. Golmard,,,GBR,FRA,7-6(7),6-3,6-3,,,02:00:00,315,/en/stats/leaderboard?page=serve,4,14,63,63.0,100,90,57.0,63.0,59,22.0,37.0,0,15,252,/en/stats/leaderboard?page=serve,6,6,58,81.0,139,69,56.0,81.0,45,26.0,58.0,83,15,18.0,15,79,79,100,41,57,139,57,136,239,59,82,139,21,21,100,43,103,239,A,,,,,,,,7,4,,,,,,,,T. Henman,J. Golmard,H336,G319,GBR,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS053,R64,02:00:00,,F,4,H223,"3-6,6-3,6-1,6-2",P. Haarhuis,T. Larkham,,,NED,AUS,3-6,6-3,6-1,6-2,,02:00:00,279,/en/stats/leaderboard?page=serve,4,6,60,62.0,103,84,52.0,62.0,46,19.0,41.0,4,16,200,/en/stats/leaderboard?page=serve,9,0,57,70.0,123,64,45.0,70.0,30,16.0,53.0,36,4,11.0,17,69,71,103,50,62,123,59,133,226,50,61,123,31,32,103,41,93,226,A,,,,67,6,,,,,,,,,,,,P. Haarhuis,T. Larkham,H223,L257,NED,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS054,R64,02:03:00,,F,3,R203,"6-4,7-6(7),6-4",D. Rikl,F. Clavet,,,CZE,ESP,6-4,7-6(7),6-4,,,02:03:00,265,/en/stats/leaderboard?page=serve,13,10,51,74.0,144,85,63.0,74.0,39,27.0,70.0,8,16,262,/en/stats/leaderboard?page=serve,3,1,63,73.0,115,68,50.0,73.0,52,22.0,42.0,50,3,6.0,16,63,90,144,37,43,115,51,133,259,63,72,115,38,54,144,49,126,259,A,,,,89,9,7,5,,,,,,,,,,D. Rikl,F. Clavet,R203,C252,CZE,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS055,R64,02:30:00,,F,5,K214,"3-6,6-4,6-7(4),6-3,6-3",R. Krajicek,A. Pavel,,,NED,ROU,3-6,6-4,6-7(4),6-3,6-3,02:30:00,334,/en/stats/leaderboard?page=serve,3,31,76,126.0,166,84,106.0,126.0,55,22.0,40.0,2,24,250,/en/stats/leaderboard?page=serve,9,2,61,104.0,170,66,69.0,104.0,50,33.0,66.0,58,7,12.0,25,77,128,166,40,68,170,58,196,336,60,102,170,23,38,166,42,140,336,A,4,7,,50,4,,,,,,,,,,,,R. Krajicek,A. Pavel,K214,P280,NED,ROU,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS056,R64,03:36:00,,F,5,R237,"4-6,6-7(9),6-4,6-3,11-9(7)",G. Rusedski,J. Stark,,,GBR,USA,4-6,6-7(9),6-4,6-3,11-9(7),03:36:00,286,/en/stats/leaderboard?page=serve,23,35,56,144.0,258,87,125.0,144.0,39,45.0,114.0,9,26,308,/en/stats/leaderboard?page=serve,10,34,63,128.0,202,91,117.0,128.0,45,33.0,74.0,43,3,7.0,27,66,170,258,26,52,202,48,222,460,74,150,202,34,88,258,52,238,460,A,,,,82,11,9,11,,,,,,,,7,5,G. Rusedski,J. Stark,R237,S403,GBR,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS057,R64,02:40:00,,F,5,R266,"6-3,3-6,6-4,2-6,6-2",A. Richardson,J. Viloca-Puig,,,GBR,ESP,6-3,3-6,6-4,2-6,6-2,02:40:00,266,/en/stats/leaderboard?page=serve,9,17,58,100.0,173,79,79.0,100.0,40,29.0,73.0,6,22,260,/en/stats/leaderboard?page=serve,3,2,64,81.0,126,69,56.0,81.0,51,23.0,45.0,62,8,13.0,22,62,108,173,37,47,126,52,155,299,63,79,126,38,65,173,48,144,299,A,,,,60,10,,,,,,,,,,,,A. Richardson,J. Viloca-Puig,R266,V161,GBR,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS058,R64,02:19:00,,F,4,R186,"6-3,6-7(5),6-3,6-1",G. Raoux,D. Flach,,,FRA,USA,6-3,6-7(5),6-3,6-1,,02:19:00,282,/en/stats/leaderboard?page=serve,5,7,59,78.0,133,77,60.0,78.0,55,30.0,55.0,9,19,209,/en/stats/leaderboard?page=serve,11,4,58,87.0,151,66,57.0,87.0,31,20.0,64.0,67,14,21.0,18,68,90,133,49,74,151,58,164,284,51,77,151,32,43,133,42,120,284,A,,,,82,11,5,7,,,,,,,,,,G. Raoux,D. Flach,R186,F191,FRA,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS059,R64,01:29:00,,F,3,R016,"6-4,6-3,6-3",R. Reneberg,C. Moya,,,USA,ESP,6-4,6-3,6-3,,,01:29:00,204,/en/stats/leaderboard?page=serve,2,1,49,37.0,75,95,35.0,37.0,61,23.0,38.0,0,14,225,/en/stats/leaderboard?page=serve,8,4,53,62.0,116,77,48.0,62.0,28,15.0,54.0,75,12,16.0,14,77,58,75,46,53,116,58,111,191,54,63,116,23,17,75,42,80,191,A,,,,0,,,,,,,,,,,,,R. Reneberg,C. Moya,R016,M605,USA,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS060,R64,03:20:00,,F,5,F196,"7-6(7),4-6,6-3,3-6,9-7",W. Ferreira,R. Gilbert,,,RSA,FRA,7-6(7),4-6,6-3,3-6,9-7,03:20:00,267,/en/stats/leaderboard?page=serve,3,0,65,79.0,121,75,59.0,79.0,50,21.0,42.0,4,20,263,/en/stats/leaderboard?page=serve,3,3,66,98.0,149,77,75.0,98.0,35,18.0,51.0,77,10,13.0,20,66,80,121,38,56,149,50,136,270,62,93,149,34,41,121,50,134,270,A,,,,50,8,,,7,5,,,,,,,,W. Ferreira,R. Gilbert,F196,G108,RSA,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS062,R64,02:22:00,,F,4,S321,"4-6,7-5,6-3,6-2",B. Steven,F. Fetterlein,,,NZL,DEN,4-6,7-5,6-3,6-2,,02:22:00,283,/en/stats/leaderboard?page=serve,6,6,69,96.0,139,71,68.0,96.0,53,23.0,43.0,6,20,259,/en/stats/leaderboard?page=serve,5,12,62,79.0,128,80,63.0,79.0,37,18.0,49.0,50,5,10.0,19,65,91,139,37,47,128,52,138,267,63,81,128,35,48,139,48,129,267,A,,,,75,8,,,,,,,,,,,,B. Steven,F. Fetterlein,S321,F206,NZL,DEN,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS063,R64,03:24:00,,F,5,N250,"6-3,2-6,7-6(7),4-6,14-12",M. Norman,G. Ivanisevic,,,SWE,CRO,6-3,2-6,7-6(7),4-6,14-12,03:24:00,264,/en/stats/leaderboard?page=serve,14,17,53,86.0,162,86,74.0,86.0,37,28.0,76.0,8,20,328,/en/stats/leaderboard?page=serve,12,46,59,82.0,140,96,79.0,82.0,45,26.0,58.0,80,4,5.0,19,63,102,162,25,35,140,45,137,302,75,105,140,37,60,162,55,165,302,A,7,4,,73,11,,,,,,,,,,,,M. Norman,G. Ivanisevic,N250,I034,SWE,CRO,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS064,R128,01:25:00,,F,3,S402,"6-4,6-4,6-2",P. Sampras,M. Tillstrom,,,USA,SWE,6-4,6-4,6-2,,,01:25:00,319,/en/stats/leaderboard?page=serve,1,9,67,52.0,78,94,49.0,52.0,58,15.0,26.0,1,14,224,/en/stats/leaderboard?page=serve,7,6,55,63.0,115,68,43.0,63.0,38,20.0,52.0,62,8,13.0,14,82,64,78,45,52,115,60,116,193,55,63,115,18,14,78,40,77,193,A,,,,50,2,,,,,,,,,,,,P. Sampras,M. Tillstrom,S402,T166,USA,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS065,R128,01:45:00,,F,3,D249,"6-3,6-4,6-3",H. Dreekmann,P. Fredriksson,,,GER,SWE,6-3,6-4,6-3,,,01:45:00,260,/en/stats/leaderboard?page=serve,6,9,50,55.0,109,84,46.0,55.0,52,28.0,54.0,0,14,227,/en/stats/leaderboard?page=serve,9,5,46,44.0,95,75,33.0,44.0,39,20.0,51.0,20,1,5.0,14,68,74,109,44,42,95,57,116,204,56,53,95,32,35,109,43,88,204,A,,,,,,,,,,,,,,,,,H. Dreekmann,P. Fredriksson,D249,F278,GER,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS066,R128,02:20:00,,F,4,S404,"3-6,6-2,7-6(7),6-3",D. Sapsford,N. Pereira,,,GBR,VEN,3-6,6-2,7-6(7),6-3,,02:20:00,267,/en/stats/leaderboard?page=serve,2,5,54,70.0,129,71,50.0,70.0,59,35.0,59.0,7,20,250,/en/stats/leaderboard?page=serve,6,10,61,83.0,137,70,58.0,83.0,43,23.0,54.0,67,10,15.0,18,66,85,129,41,56,137,53,141,266,59,81,137,34,44,129,47,125,266,A,7,5,,64,11,,,,,,,,,,,,D. Sapsford,N. Pereira,S404,P218,GBR,VEN,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS067,R128,02:54:00,,F,4,B397,"3-6,7-6(7),6-4,6-4",B. Black,P. Cash,,,ZIM,AUS,3-6,7-6(7),6-4,6-4,,02:54:00,239,/en/stats/leaderboard?page=serve,9,3,52,68.0,130,74,50.0,68.0,44,27.0,62.0,3,20,228,/en/stats/leaderboard?page=serve,18,17,53,109.0,204,72,79.0,109.0,33,31.0,95.0,77,20,26.0,21,59,77,130,46,94,204,51,171,334,54,110,204,41,53,130,49,163,334,A,,,,38,8,7,3,,,,,,,,,,B. Black,P. Cash,B397,C023,ZIM,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS068,R128,02:20:00,,F,3,O099,"7-6(7),6-4,7-6(7)",A. O'Brien,H. Holm,,,USA,SWE,7-6(7),6-4,7-6(7),,,02:20:00,271,/en/stats/leaderboard?page=serve,3,4,73,93.0,128,73,68.0,93.0,66,23.0,35.0,0,17,284,/en/stats/leaderboard?page=serve,13,18,49,68.0,139,91,62.0,68.0,45,32.0,71.0,50,1,2.0,17,71,91,128,32,45,139,51,136,267,68,94,139,29,37,128,49,131,267,A,7,4,,,,,,7,5,,,,,,,,A. O'Brien,H. Holm,O099,H191,USA,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS069,R128,02:04:00,,F,3,G288,"7-5,7-6(7),6-3",N. Godwin,H. Davids,,,RSA,NED,7-5,7-6(7),6-3,,,02:04:00,274,/en/stats/leaderboard?page=serve,7,4,64,83.0,129,78,65.0,83.0,41,19.0,46.0,8,17,258,/en/stats/leaderboard?page=serve,8,8,64,74.0,115,84,62.0,74.0,29,12.0,41.0,70,7,10.0,16,65,84,129,36,41,115,51,125,244,64,74,115,35,45,129,49,119,244,A,,,,89,9,7,2,,,,,,,,,,N. Godwin,H. Davids,G288,D170,RSA,NED,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS070,R128,01:43:00,,F,3,R214,"7-5,6-2,6-3",M. Rosset,K. Kucera,,,SUI,SVK,7-5,6-2,6-3,,,01:43:00,282,/en/stats/leaderboard?page=serve,7,12,65,76.0,117,80,61.0,76.0,39,16.0,41.0,2,15,239,/en/stats/leaderboard?page=serve,2,5,65,66.0,102,65,43.0,66.0,42,15.0,36.0,50,5,10.0,14,66,77,117,43,44,102,55,121,219,57,58,102,34,40,117,45,98,219,A,,,,67,3,,,,,,,,,,,,M. Rosset,K. Kucera,R214,K237,SUI,SVK,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS071,R128,02:44:00,,F,4,K148,"4-6,7-6(7),6-1,6-4",P. Korda,M. Filippini,,,CZE,URU,4-6,7-6(7),6-1,6-4,,02:44:00,253,/en/stats/leaderboard?page=serve,13,14,57,101.0,178,75,76.0,101.0,40,31.0,77.0,9,20,229,/en/stats/leaderboard?page=serve,7,5,49,68.0,139,72,49.0,68.0,42,30.0,71.0,67,12,18.0,19,60,107,178,43,60,139,53,167,317,57,79,139,40,71,178,47,150,317,A,,,,69,13,7,4,,,,,,,,,,P. Korda,M. Filippini,K148,F165,CZE,URU,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS072,R128,01:27:00,,F,3,R286,"6-4,6-4,6-3",M. Rios,M. Bhupathi,,,CHI,IND,6-4,6-4,6-3,,,01:27:00,282,/en/stats/leaderboard?page=serve,5,5,49,42.0,85,83,35.0,42.0,58,25.0,43.0,2,14,227,/en/stats/leaderboard?page=serve,12,11,49,56.0,114,82,46.0,56.0,31,18.0,58.0,44,4,9.0,15,71,60,85,44,50,114,55,110,199,56,64,114,29,25,85,45,89,199,A,,,,67,3,,,,,,,,,,,,M. Rios,M. Bhupathi,R286,B471,CHI,IND,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS073,R128,02:38:00,,F,5,S559,"5-7,6-4,3-6,6-1,6-4",D. van Scheppingen,R. Fromberg,,,NED,AUS,5-7,6-4,3-6,6-1,6-4,02:38:00,274,/en/stats/leaderboard?page=serve,9,11,54,85.0,158,82,70.0,85.0,49,36.0,73.0,3,24,248,/en/stats/leaderboard?page=serve,16,16,53,107.0,201,76,81.0,107.0,40,38.0,94.0,78,18,23.0,24,67,106,158,41,82,201,52,188,359,59,119,201,33,52,158,48,171,359,A,,,,50,6,,,,,,,,,,,,D. van Scheppingen,R. Fromberg,S559,F164,NED,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS074,R128,02:21:00,,F,5,V201,"3-6,2-6,6-3,6-1,6-3",J. van Lottum,O. Stanoytchev,,,NED,BUL,3-6,2-6,6-3,6-1,6-3,02:21:00,275,/en/stats/leaderboard?page=serve,5,9,52,76.0,146,80,61.0,76.0,54,38.0,70.0,9,21,236,/en/stats/leaderboard?page=serve,13,6,52,74.0,143,77,57.0,74.0,38,26.0,69.0,44,4,9.0,21,68,99,146,42,60,143,55,159,289,58,83,143,32,47,146,45,130,289,A,,,,75,12,,,,,,,,,,,,J. van Lottum,O. Stanoytchev,V201,S519,NED,BUL,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS075,R128,03:27:00,,F,5,F192,"6-7(5),6-7(4),6-4,6-4,6-4",R. Furlan,J. Siemerink,,,ITA,NED,6-7(5),6-7(4),6-4,6-4,6-4,03:27:00,276,/en/stats/leaderboard?page=serve,9,6,50,89.0,179,83,74.0,89.0,54,49.0,90.0,8,27,264,/en/stats/leaderboard?page=serve,13,18,54,118.0,218,85,100.0,118.0,39,39.0,100.0,67,10,15.0,27,69,123,179,36,79,218,51,202,397,64,139,218,31,56,179,49,195,397,A,,,,80,10,4,7,5,7,,,,,,,,R. Furlan,J. Siemerink,F192,S381,ITA,NED,,
