event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS011,R16,02:45:00,,F,5,K293,"5-7,6-1,6-2,1-6,7-5",G. Kuerten,A. Medvedev,,,BRA,UKR,5-7,6-1,6-2,1-6,7-5,02:45:00,250,/en/stats/leaderboard?page=serve,,7,59,85.0,144,74,63.0,85.0,44,26.0,59.0,60,9,15,23,216,/en/stats/leaderboard?page=serve,7,2,48,80.0,166,64,51.0,80.0,44,38.0,86.0,64,14,22.0,23,62,89,144,46,77,166,54,166,310,54,89,166,38,55,144,46,144,310,A,,,7,,,,,,,,,,G. Kuerten,A. Medvedev,K293,M475,BRA,UKR,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS012,R16,02:24:00,,F,4,R255,"6-2,5-7,6-1,6-2",P. Rafter,M. Woodforde,,,AUS,AUS,6-2,5-7,6-1,6-2,,02:24:00,272,/en/stats/leaderboard?page=serve,,4,58,67.0,115,84,56.0,67.0,42,20.0,48.0,60,3,5,18,218,/en/stats/leaderboard?page=serve,3,1,51,52.0,102,71,37.0,52.0,40,20.0,50.0,30,3,10.0,17,66,76,115,44,45,102,56,121,217,56,57,102,34,39,115,44,96,217,A,,,4,,,,,,,,,,P. Rafter,M. Woodforde,R255,W035,AUS,AUS,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS013,R16,02:06:00,,F,4,B518,"1-6,6-1,7-5,6-4",G. Blanco,P. Korda,,,ESP,CZE,1-6,6-1,7-5,6-4,,02:06:00,283,/en/stats/leaderboard?page=serve,,6,62,69.0,111,78,54.0,69.0,55,23.0,42.0,70,7,10,18,251,/en/stats/leaderboard?page=serve,8,11,53,65.0,123,78,51.0,65.0,45,26.0,58.0,58,7,12.0,18,69,77,111,37,46,123,53,123,234,63,77,123,31,34,111,47,111,234,A,,,1,,,,,,,,,,G. Blanco,P. Korda,B518,K148,ESP,CZE,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS014,R16,02:16:00,,F,4,A226,"6-2,6-1,5-7,7-6(7)",H. Arazi,M. Rios,,,MAR,CHI,6-2,6-1,5-7,7-6(7),,02:16:00,272,/en/stats/leaderboard?page=serve,,8,49,66.0,135,79,52.0,66.0,57,39.0,69.0,67,8,12,20,226,/en/stats/leaderboard?page=serve,3,2,51,60.0,117,62,37.0,60.0,51,29.0,57.0,42,5,12.0,19,67,91,135,44,51,117,56,142,252,56,66,117,33,44,135,44,110,252,A,7,4,1,,,,,,,,,,H. Arazi,M. Rios,A226,R286,MAR,CHI,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS015,R16,02:54:00,,F,4,B350,"3-6,6-4,6-3,6-4",S. Bruguera,M. Chang,,,ESP,USA,3-6,6-4,6-3,6-4,,02:54:00,238,/en/stats/leaderboard?page=serve,,3,52,74.0,141,65,48.0,74.0,48,32.0,67.0,64,9,14,19,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,57,80,141,42,47,113,50,127,254,0,0,0,0,0,0,0,0,0,A,,,3,,,,,,,False,False,,S. Bruguera,M. Chang,B350,C274,ESP,USA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS016,R32,02:30:00,,F,4,N250,"6-2,6-4,2-6,6-4",M. Norman,P. Sampras,,,SWE,USA,6-2,6-4,2-6,6-4,,02:30:00,278,/en/stats/leaderboard?page=serve,,12,61,77.0,127,70,54.0,77.0,60,30.0,50.0,75,12,16,18,230,/en/stats/leaderboard?page=serve,6,7,54,76.0,140,71,54.0,76.0,38,24.0,64.0,57,8,14.0,18,66,84,127,44,62,140,55,146,267,56,78,140,34,43,127,45,121,267,A,,,2,,,,,,,,,,M. Norman,P. Sampras,N250,S402,SWE,USA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS017,R32,02:55:00,,F,4,R214,"6-3,5-7,6-2,6-3",M. Rosset,L. Roux,,,SUI,FRA,6-3,5-7,6-2,6-3,,02:55:00,283,/en/stats/leaderboard?page=serve,,8,60,75.0,126,75,56.0,75.0,59,30.0,51.0,70,7,10,19,233,/en/stats/leaderboard?page=serve,2,3,60,74.0,124,61,45.0,74.0,48,24.0,50.0,46,6,13.0,19,68,86,126,44,55,124,56,141,250,56,69,124,32,40,126,44,109,250,A,,,3,,,,,,,,,,M. Rosset,L. Roux,R214,R280,SUI,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS018,R32,03:18:00,,F,5,D228,"6-3,7-6(7),4-6,6-7(6),8-6",F. Dewulf,A. Portas,,,BEL,ESP,6-3,7-6(7),4-6,6-7(6),8-6,03:18:00,282,/en/stats/leaderboard?page=serve,,8,77,154.0,200,71,109.0,154.0,48,22.0,46.0,50,4,8,28,290,/en/stats/leaderboard?page=serve,5,18,79,154.0,194,74,114.0,154.0,45,18.0,40.0,33,3,9.0,29,66,131,200,32,62,194,49,193,394,68,132,194,35,69,200,51,201,394,A,6,8,7,,,7,5,,,,,,F. Dewulf,A. Portas,D228,P305,BEL,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS019,R32,00:47:00,,F,2,C344,"6-1,3-0",A. Corretja,T. Champion,,,ESP,FRA,6-1,3-0,,,,00:47:00,272,/en/stats/leaderboard?page=serve,,2,50,18.0,36,89,16.0,18.0,50,9.0,18.0,,0,,6,155,/en/stats/leaderboard?page=serve,1,1,59,19.0,32,53,10.0,19.0,23,3.0,13.0,33,2,6.0,5,69,25,36,59,19,32,65,44,68,41,13,32,31,11,36,35,24,68,A,,,2,,,,,,,,,,A. Corretja,T. Champion,C344,C028,ESP,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS020,R32,03:33:00,,F,5,K267,"7-5,6-4,6-7(3),1-6,6-4",Y. Kafelnikov,C. Pioline,,,RUS,FRA,7-5,6-4,6-7(3),1-6,6-4,03:33:00,252,/en/stats/leaderboard?page=serve,,4,60,97.0,162,67,65.0,97.0,51,33.0,65.0,50,6,12,25,266,/en/stats/leaderboard?page=serve,5,16,64,121.0,190,76,92.0,121.0,42,29.0,69.0,68,15,22.0,26,60,98,162,36,69,190,47,167,352,64,121,190,40,64,162,53,185,352,A,,,6,,,,,3,7,,,,Y. Kafelnikov,C. Pioline,K267,P226,RUS,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS021,R32,01:30:00,,F,3,P338,"6-4,6-4,6-2",M. Philippoussis,J. Siemerink,,,AUS,NED,6-4,6-4,6-2,,,01:30:00,294,/en/stats/leaderboard?page=serve,,7,67,60.0,90,82,49.0,60.0,50,15.0,30.0,0,0,1,14,216,/en/stats/leaderboard?page=serve,8,2,48,43.0,90,74,32.0,43.0,36,17.0,47.0,44,4,9.0,14,71,64,90,46,41,90,58,105,180,54,49,90,29,26,90,42,75,180,A,,,4,,,,,,,,,,M. Philippoussis,J. Siemerink,P338,S381,AUS,NED,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS022,R32,02:10:00,,F,3,M475,"7-6(7),6-4,6-3",A. Medvedev,N. Escude,,,UKR,FRA,7-6(7),6-4,6-3,,,02:10:00,286,/en/stats/leaderboard?page=serve,,10,57,71.0,125,80,57.0,71.0,52,28.0,54.0,90,9,10,15,244,/en/stats/leaderboard?page=serve,4,4,54,69.0,128,62,43.0,69.0,53,31.0,59.0,71,10,14.0,16,68,85,125,42,54,128,55,139,253,58,74,128,32,40,125,45,114,253,A,,,6,7,2,,,,,,,,A. Medvedev,N. Escude,M475,E140,UKR,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS023,R32,03:08:00,,F,5,K293,"6-7(3),6-1,6-3,3-6,6-4",G. Kuerten,T. Muster,,,BRA,AUT,6-7(3),6-1,6-3,3-6,6-4,03:08:00,261,/en/stats/leaderboard?page=serve,,14,58,108.0,187,73,79.0,108.0,44,35.0,79.0,74,14,19,24,232,/en/stats/leaderboard?page=serve,5,3,66,123.0,186,66,81.0,123.0,37,23.0,63.0,67,16,24.0,23,61,114,187,44,82,186,53,196,373,56,104,186,39,73,187,47,177,373,A,,,7,3,7,,,,,,,,G. Kuerten,T. Muster,K293,M099,BRA,AUT,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS024,R32,02:15:00,,F,4,R255,"6-3,4-6,6-4,6-2",P. Rafter,R. Krajicek,,,AUS,NED,6-3,4-6,6-4,6-2,,02:15:00,295,/en/stats/leaderboard?page=serve,,4,61,70.0,114,80,56.0,70.0,59,26.0,44.0,67,2,3,19,247,/en/stats/leaderboard?page=serve,7,6,48,59.0,122,85,50.0,59.0,38,24.0,63.0,64,7,11.0,18,72,82,114,39,48,122,55,130,236,61,74,122,28,32,114,45,106,236,A,,,3,,,,,,,,,,P. Rafter,R. Krajicek,R255,K214,AUS,NED,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS025,R32,02:28:00,,F,3,W035,"6-4,7-6(7),6-3",M. Woodforde,A. Costa,,,AUS,ESP,6-4,7-6(7),6-3,,,02:28:00,270,/en/stats/leaderboard?page=serve,,13,54,74.0,138,80,59.0,74.0,44,28.0,64.0,88,15,17,15,234,/en/stats/leaderboard?page=serve,3,2,64,78.0,121,63,49.0,78.0,40,17.0,43.0,58,7,12.0,16,63,87,138,45,55,121,55,142,259,55,66,121,37,51,138,45,117,259,A,,,7,,,7,2,,,,,,M. Woodforde,A. Costa,W035,C378,AUS,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS027,R32,02:30:00,,F,3,B518,"7-6(8),6-3,7-6(7)",G. Blanco,C. Woodruff,,,ESP,USA,7-6(8),6-3,7-6(7),,,02:30:00,269,/en/stats/leaderboard?page=serve,,10,69,97.0,140,69,67.0,97.0,49,21.0,43.0,69,9,13,16,216,/en/stats/leaderboard?page=serve,6,2,57,73.0,127,64,47.0,73.0,35,19.0,54.0,40,4,10.0,17,63,88,140,48,61,127,56,149,267,52,66,127,37,52,140,44,118,267,A,,,3,8,6,,,7,2,,,,G. Blanco,C. Woodruff,B518,W212,ESP,USA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS028,R32,02:27:00,,F,3,R286,"7-6(8),6-3,6-4",M. Rios,A. Boetsch,,,CHI,FRA,7-6(8),6-3,6-4,,,02:27:00,255,/en/stats/leaderboard?page=serve,,6,51,67.0,132,81,54.0,67.0,38,25.0,65.0,71,5,7,16,242,/en/stats/leaderboard?page=serve,4,3,59,69.0,117,65,45.0,69.0,46,22.0,48.0,64,7,11.0,15,60,79,132,43,50,117,52,129,249,57,67,117,40,53,132,48,120,249,A,,,8,8,6,,,,,,,,M. Rios,A. Boetsch,R286,B053,CHI,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS029,R32,01:44:00,,F,3,A226,"6-2,6-3,7-5",H. Arazi,M. Larsson,,,MAR,SWE,6-2,6-3,7-5,,,01:44:00,251,/en/stats/leaderboard?page=serve,,5,63,83.0,132,72,60.0,83.0,35,17.0,49.0,80,8,10,15,233,/en/stats/leaderboard?page=serve,5,7,74,73.0,98,60,44.0,73.0,40,10.0,25.0,33,3,9.0,14,58,77,132,45,44,98,53,121,230,55,54,98,42,55,132,47,109,230,A,,,10,,,,,,,,,,H. Arazi,M. Larsson,A226,L206,MAR,SWE,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS030,R32,01:27:00,,F,3,B350,"6-3,6-1,6-3",S. Bruguera,D. Norman,,,ESP,BEL,6-3,6-1,6-3,,,01:27:00,320,/en/stats/leaderboard?page=serve,False,5,74,57.0,77,79,45.0,57.0,70,14.0,20.0,50,1,2,13,202,/en/stats/leaderboard?page=serve,7,5,60,56.0,93,59,33.0,56.0,35,13.0,37.0,33,3,9.0,12,77,59,77,51,47,93,62,106,170,49,46,93,23,18,77,38,64,170,A,,,,,,,,,,,,,S. Bruguera,D. Norman,B350,N233,ESP,BEL,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS031,R32,01:01:00,,F,2,C274,"6-1,5-2",M. Chang,S. Simian,,,USA,FRA,6-1,5-2,,,,01:01:00,253,/en/stats/leaderboard?page=serve,,0,49,24.0,49,71,17.0,24.0,60,15.0,25.0,,0,,8,185,/en/stats/leaderboard?page=serve,4,1,50,25.0,50,64,16.0,25.0,32,8.0,25.0,56,5,9.0,7,65,32,49,52,26,50,59,58,99,48,24,50,35,17,49,41,41,99,A,,,2,,,,,,,,,,M. Chang,S. Simian,C274,S454,USA,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS032,R64,01:27:00,,F,3,S402,"6-1,6-2,6-2",P. Sampras,F. Clavet,,,USA,ESP,6-1,6-2,6-2,,,01:27:00,292,/en/stats/leaderboard?page=serve,,7,59,50.0,85,82,41.0,50.0,57,20.0,35.0,,0,,12,210,/en/stats/leaderboard?page=serve,,0,70,45.0,64,53,24.0,45.0,42,8.0,19.0,25,2,8.0,11,72,61,85,50,32,64,62,93,149,50,32,64,28,24,85,38,56,149,A,,,4,,,,,,,False,,,P. Sampras,F. Clavet,S402,C252,USA,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS033,R64,01:38:00,,F,4,N250,"6-3,6-2,3-6,6-3",M. Norman,L. Paes,,,SWE,IND,6-3,6-2,3-6,6-3,,01:38:00,263,/en/stats/leaderboard?page=serve,,4,55,69.0,125,78,54.0,69.0,46,26.0,56.0,67,6,9,18,222,/en/stats/leaderboard?page=serve,6,3,57,77.0,134,64,49.0,77.0,40,23.0,57.0,70,14,20.0,17,64,80,125,46,62,134,55,142,259,54,72,134,36,45,125,45,117,259,A,,,3,,,,,,,,,,M. Norman,L. Paes,N250,P269,SWE,IND,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS034,R64,02:03:00,,F,3,R280,"7-5,6-2,6-4",L. Roux,S. Lareau,,,FRA,CAN,7-5,6-2,6-4,,,02:03:00,245,/en/stats/leaderboard?page=serve,,3,59,64.0,109,67,43.0,64.0,47,21.0,45.0,64,7,11,15,181,/en/stats/leaderboard?page=serve,11,4,58,61.0,105,54,33.0,61.0,30,13.0,44.0,33,4,12.0,15,59,64,109,56,59,105,57,123,214,44,46,105,41,45,109,43,91,214,A,,,4,,,,,,,,,,L. Roux,S. Lareau,R280,L226,FRA,CAN,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS035,R64,01:42:00,,F,3,R214,"6-2,6-3,6-4",M. Rosset,J. Stoltenberg,,,SUI,AUS,6-2,6-3,6-4,,,01:42:00,250,/en/stats/leaderboard?page=serve,,3,56,40.0,72,80,32.0,40.0,47,15.0,32.0,43,3,7,13,169,/en/stats/leaderboard?page=serve,4,3,51,48.0,94,60,29.0,48.0,24,11.0,46.0,31,4,13.0,14,65,47,72,57,54,94,61,101,166,43,40,94,35,25,72,39,65,166,A,,,5,,,,,,,,,,M. Rosset,J. Stoltenberg,R214,S331,SUI,AUS,,
