event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,player_id_winner,player_id_loser
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS045,R64,00:58:00,,F,2,H355,"6-4,6-1",T. Haas,X. Malisse,,,GER,BEL,6-4,6-1,,,,00:58:00,312,/en/stats/leaderboard?page=serve,3,4,61,30,49,87,26,30,63,12,19,100,4,4,9,234,/en/stats/leaderboard?page=serve,2,5,58,25,43,72,18,25,39,7,18,25,1,4,8,78,38,49,42,18,43,61,56,92,58,25,43,22,11,49,39,36,92,A,,,,,,,T. Haas,X. Malisse,GER,BEL,,,H355,M680
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS046,R64,00:55:00,,F,2,D362,"6-3,6-2",T. Dent,M. Youzhny,,,USA,RUS,6-3,6-2,,,,00:55:00,333,/en/stats/leaderboard?page=serve,0,5,73,32,44,88,28,32,67,8,12,0,0,0,9,216,/en/stats/leaderboard?page=serve,7,3,56,30,54,60,18,30,42,10,24,50,3,6,8,82,36,44,48,26,54,63,62,98,52,28,54,18,8,44,37,36,98,A,,,,,,,T. Dent,M. Youzhny,USA,RUS,,,D362,Y061
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS049,R64,01:36:00,,F,2,H390,"6-4,7-5",L. Horna,H. Arazi,,,PER,MAR,6-4,7-5,,,,01:36:00,277,/en/stats/leaderboard?page=serve,2,6,53,39,73,74,29,39,56,19,34,75,3,4,11,259,/en/stats/leaderboard?page=serve,1,4,65,49,75,61,30,49,58,15,26,70,7,10,11,66,48,73,40,30,75,53,78,148,60,45,75,34,25,73,47,70,148,A,,,,,,,L. Horna,H. Arazi,PER,MAR,,,H390,A226
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS050,R64,01:41:00,,F,3,F339,"0-6,6-4,6-4",M. Fish,M. Ancic,,,USA,CRO,0-6,6-4,6-4,,,01:41:00,254,/en/stats/leaderboard?page=serve,5,4,44,28,64,79,22,28,56,20,36,0,0,3,13,269,/en/stats/leaderboard?page=serve,6,9,55,48,87,73,35,48,54,21,39,75,6,8,13,66,42,64,36,31,87,48,73,151,64,56,87,34,22,64,52,78,151,A,,,,,,,M. Fish,M. Ancic,USA,CRO,,,F339,A385
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS053,R64,01:16:00,,F,2,K310,"6-4,6-4",S. Koubek,S. Schalken,,,AUT,NED,6-4,6-4,,,,01:16:00,279,/en/stats/leaderboard?page=serve,2,5,68,36,53,81,29,36,47,8,17,33,1,3,10,226,/en/stats/leaderboard?page=serve,3,0,61,40,66,58,23,40,50,13,26,56,5,9,10,70,37,53,45,30,66,56,67,119,55,36,66,30,16,53,44,52,119,A,,,,,,,S. Koubek,S. Schalken,AUT,NED,,,K310,S572
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS054,R64,02:12:00,,F,3,L397,"6-4,6-7(10),7-6(7)",F. Lopez,I. Karlovic,,,ESP,CRO,6-4,6-7(10),7-6(7),,,02:12:00,321,/en/stats/leaderboard?page=serve,3,8,67,74,110,85,63,74,64,23,36,100,4,4,17,339,/en/stats/leaderboard?page=serve,6,35,69,74,107,86,64,74,61,20,33,50,1,2,17,78,86,110,21,23,107,50,109,217,79,84,107,22,24,110,50,108,217,A,10,12,,,7,5,F. Lopez,I. Karlovic,ESP,CRO,,,L397,K336
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS057,R64,01:12:00,,F,2,G569,"6-1,6-4",R. Ginepri,J. Rascon-Lope,,,USA,ESP,6-1,6-4,,,,01:12:00,314,/en/stats/leaderboard?page=serve,0,6,69,35,51,83,29,35,56,9,16,100,1,1,9,217,/en/stats/leaderboard?page=serve,5,3,58,35,60,63,22,35,36,9,25,70,7,10,8,75,38,51,48,29,60,60,67,111,52,31,60,25,13,51,40,44,111,A,,,,,,,R. Ginepri,J. Rascon-Lope,USA,ESP,,,G569,R240
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS058,R64,01:06:00,,F,2,V306,"6-1,6-2",F. Verdasco,J. Bjorkman,,,ESP,SWE,6-1,6-2,,,,01:06:00,315,/en/stats/leaderboard?page=serve,2,5,57,21,37,86,18,21,69,11,16,0,0,0,7,181,/en/stats/leaderboard?page=serve,0,3,47,28,59,39,11,28,55,17,31,38,3,8,8,78,29,37,53,31,59,63,60,96,47,28,59,22,8,37,38,36,96,A,,,,,,,F. Verdasco,J. Bjorkman,ESP,SWE,,,V306,B446
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS061,R64,01:02:00,,F,2,N409,"6-2,6-1",R. Nadal,D. Sanguinetti,,,ESP,ITA,6-2,6-1,,,,01:02:00,272,/en/stats/leaderboard?page=serve,4,2,57,27,47,85,23,27,45,9,20,83,5,6,8,160,/en/stats/leaderboard?page=serve,2,1,51,21,41,52,11,21,30,6,20,38,3,8,7,68,32,47,59,24,41,64,56,88,41,17,41,32,15,47,36,32,88,A,,,,,,,R. Nadal,D. Sanguinetti,ESP,ITA,,,N409,S480
1536,2004,ATP Masters 1000 Madrid,1000,2004-10-18T00:00:00,2004-10-24T00:00:00,Hard,48,2200000,$,MS062,R64,01:33:00,,F,2,M595,"6-3,7-6(7)",M. Mirnyi,D. Sanchez,,,BLR,ESP,6-3,7-6(7),,,,01:33:00,304,/en/stats/leaderboard?page=serve,2,14,67,46,69,83,38,46,52,12,23,50,1,2,11,250,/en/stats/leaderboard?page=serve,4,2,57,46,81,72,33,46,43,15,35,78,7,9,10,72,50,69,41,33,81,55,83,150,59,48,81,28,19,69,45,67,150,A,7,3,,,,,M. Mirnyi,D. Sanchez,BLR,ESP,,,M595,S677
