event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS078,R128,04:05:00,,F,5,MH30,"6-7(8),7-5,6-7(2),6-2,6-3",J. Millman,M. Huesler,,,AUS,SUI,6-7(8),7-5,6-7(2),6-2,6-3,04:05:00,A,J. Millman,M. Huesler,AUS,SUI,,,303,/en/stats/leaderboard?page=serve,3,9,68,116,171,78,90,116,55,30,55,80,4,5,27,290,/en/stats/leaderboard?page=serve,1,20,62,105,170,71,75,105,58,38,65,55,6,11,26,70,120,171,34,57,170,52,177,341,66,113,170,30,51,171,48,164,341,,,2,7,04:05:00,04:05:00,8,10,,,,,MH30,HH06
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS079,R128,01:36:00,,F,3,MM58,"6-0,6-1,6-2",D. Medvedev,M. Giron,,,RUS,USA,6-0,6-1,6-2,,,01:36:00,A,D. Medvedev,M. Giron,RUS,USA,,,312,/en/stats/leaderboard?page=serve,4,9,70,51,73,78,40,51,59,13,22,100,6,6,11,187,/en/stats/leaderboard?page=serve,0,1,67,46,69,46,21,46,43,10,23,46,6,13,10,73,53,73,55,38,69,64,91,142,45,31,69,27,20,73,36,51,142,,,,,01:36:00,01:36:00,,,,,,,MM58,GC88
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS080,R128,02:00:00,,F,3,TE51,"6-3,6-4,7-6(8)",S. Tsitsipas,Q. Halys,,,GRE,FRA,6-3,6-4,7-6(8),,,02:00:00,A,S. Tsitsipas,Q. Halys,GRE,FRA,,,296,/en/stats/leaderboard?page=serve,6,17,64,61,95,84,51,61,50,17,34,78,7,9,16,250,/en/stats/leaderboard?page=serve,6,9,63,57,90,81,46,57,30,10,33,43,3,7,15,72,68,95,38,34,90,55,102,185,62,56,90,28,27,95,45,83,185,,,8,6,02:00:00,02:00:00,,,,,,,TE51,HB64
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS081,R128,04:25:00,,F,5,H0BH,"4-6,4-6,6-3,7-6(7),6-3",R. Hijikata,Y. Hanfmann,,,AUS,GER,4-6,4-6,6-3,7-6(7),6-3,04:25:00,A,R. Hijikata,Y. Hanfmann,AUS,GER,,,281,/en/stats/leaderboard?page=serve,6,15,63,121,191,74,90,121,47,33,70,80,12,15,26,294,/en/stats/leaderboard?page=serve,2,21,64,98,152,74,73,98,50,27,54,73,8,11,24,64,123,191,34,52,152,51,175,343,66,100,152,36,68,191,49,168,343,,,,,04:25:00,04:25:00,,,,,7,5,H0BH,H997
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS082,R128,02:09:00,,F,3,GJ37,"6-3,7-6(7),6-3",T. Griekspoor,P. Kotov,,,NED,RUS,6-3,7-6(7),6-3,,,02:09:00,A,T. Griekspoor,P. Kotov,NED,RUS,,,316,/en/stats/leaderboard?page=serve,3,13,63,61,97,85,52,61,58,21,36,100,1,1,16,285,/en/stats/leaderboard?page=serve,3,6,69,62,90,71,44,62,57,16,28,75,6,8,14,75,73,97,33,30,90,55,103,187,67,60,90,25,24,97,45,84,187,7,3,,,02:09:00,02:09:00,,,,,,,GJ37,K09F
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS083,R128,03:32:00,,F,4,V812,"6-3,3-6,7-5,6-3",B. van de Zandschulp,I. Ivashka,,,NED,BLR,6-3,3-6,7-5,6-3,,03:32:00,A,B. van de Zandschulp,I. Ivashka,NED,BLR,,,264,/en/stats/leaderboard?page=serve,6,11,66,111,168,64,71,111,49,28,57,81,17,21,20,248,/en/stats/leaderboard?page=serve,3,6,62,78,125,68,53,78,47,22,47,57,8,14,19,59,99,168,40,50,125,51,149,293,60,75,125,41,69,168,49,144,293,,,,,03:32:00,03:32:00,,,,,,,V812,I305
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS084,R128,03:48:00,,F,5,HG86,"6-4,6-1,6-7(0),2-6,7-6(10)",L. Harris,L. Musetti,,,RSA,ITA,6-4,6-1,6-7(0),2-6,7-6(10),03:48:00,A,L. Harris,L. Musetti,RSA,ITA,,,276,/en/stats/leaderboard?page=serve,5,17,61,106,173,75,80,106,45,30,67,64,7,11,24,272,/en/stats/leaderboard?page=serve,2,7,64,92,144,67,62,92,60,31,52,33,3,9,25,64,110,173,35,51,144,51,161,317,65,93,144,36,63,173,49,156,317,,,0,7,03:48:00,03:48:00,,,10,4,,,HG86,M0EJ
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS085,R128,04:17:00,,F,5,F724,"4-6,7-5,2-6,7-6(8),6-2",M. Fucsovics,F. Coria,,,HUN,ARG,4-6,7-5,2-6,7-6(8),6-2,04:17:00,A,M. Fucsovics,F. Coria,HUN,ARG,,,253,/en/stats/leaderboard?page=serve,4,9,59,95,162,69,66,95,48,32,67,65,13,20,25,250,/en/stats/leaderboard?page=serve,4,1,72,121,168,64,77,121,45,21,47,61,11,18,25,60,98,162,42,70,168,51,168,330,58,98,168,40,64,162,49,162,330,,,,,04:17:00,04:17:00,,,,,8,6,F724,CE77
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS086,R128,02:56:00,,F,4,EA24,"3-6,6-3,6-4,6-4",T. Etcheverry,G. Barrere,,,ARG,FRA,3-6,6-3,6-4,6-4,,02:56:00,A,T. Etcheverry,G. Barrere,ARG,FRA,,,303,/en/stats/leaderboard?page=serve,1,10,68,71,104,79,56,71,58,19,33,50,2,4,19,263,/en/stats/leaderboard?page=serve,3,7,56,70,126,70,49,70,55,31,56,75,12,16,19,72,75,104,37,46,126,53,121,230,63,80,126,28,29,104,47,109,230,,,,,02:56:00,02:56:00,,,,,,,EA24,BK24
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS087,R128,01:56:00,,F,3,S0AG,"6-4,6-0,6-2",J. Sinner,K. Edmund,,,ITA,GBR,6-4,6-0,6-2,,,01:56:00,A,J. Sinner,K. Edmund,ITA,GBR,,,285,/en/stats/leaderboard?page=serve,2,6,66,54,82,81,44,54,43,12,28,83,5,6,12,186,/en/stats/leaderboard?page=serve,2,2,56,45,81,53,24,45,36,13,36,30,3,10,12,68,56,82,54,44,81,61,100,163,46,37,81,32,26,82,39,63,163,,,,,01:56:00,01:56:00,,,,,,,S0AG,E831
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS088,R128,02:22:00,,F,3,N771,"7-6(7),6-0,6-3",C. Norrie,L. Van Assche,,,GBR,FRA,7-6(7),6-0,6-3,,,02:22:00,A,C. Norrie,L. Van Assche,GBR,FRA,,,267,/en/stats/leaderboard?page=serve,2,6,70,67,96,70,47,67,45,13,29,63,5,8,14,193,/en/stats/leaderboard?page=serve,4,1,51,41,80,61,25,41,38,15,39,53,8,15,13,63,60,96,50,40,80,57,100,176,50,40,80,38,36,96,43,76,176,,,,,02:22:00,02:22:00,7,3,,,,,N771,V0DZ
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS089,R128,02:28:00,,F,3,LB66,"6-3,7-6(7),6-3",C. Lestienne,T. Monteiro,,,FRA,BRA,6-3,7-6(7),6-3,,,02:28:00,A,C. Lestienne,T. Monteiro,FRA,BRA,,,293,/en/stats/leaderboard?page=serve,3,5,75,85,113,80,68,85,36,10,28,100,6,6,16,267,/en/stats/leaderboard?page=serve,4,10,61,58,95,74,43,58,41,15,37,75,6,8,14,69,78,113,39,37,95,55,115,208,61,58,95,31,35,113,45,93,208,7,2,,,02:28:00,02:28:00,,,,,,,LB66,MJ08
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS090,R128,03:08:00,,F,5,E865,"6-3,6-7(1),6-3,4-6,6-4",C. Eubanks,S. Kwon,,,USA,KOR,6-3,6-7(1),6-3,4-6,6-4,03:08:00,A,C. Eubanks,S. Kwon,USA,KOR,,,333,/en/stats/leaderboard?page=serve,5,42,70,109,155,76,83,109,54,25,46,75,3,4,26,288,/en/stats/leaderboard?page=serve,6,10,61,84,138,79,66,84,57,31,54,50,3,6,24,70,108,155,30,41,138,51,149,293,70,97,138,30,47,155,49,144,293,1,7,,,03:08:00,03:08:00,,,,,,,E865,KF17
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS091,R128,02:13:00,,F,3,L0BV,"6-3,6-3,6-3",J. Lehecka,B. Coric,,,CZE,CRO,6-3,6-3,6-3,,,02:13:00,A,J. Lehecka,B. Coric,CZE,CRO,,,300,/en/stats/leaderboard?page=serve,3,7,65,54,83,80,43,54,59,17,29,86,6,7,14,233,/en/stats/leaderboard?page=serve,0,3,69,58,84,62,36,58,38,10,26,44,4,9,13,72,60,83,45,38,84,59,98,167,55,46,84,28,23,83,41,69,167,,,,,02:13:00,02:13:00,,,,,,,L0BV,CG80
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS092,R128,02:06:00,,F,3,C0AU,"6-4,6-4,6-3",F. Cerundolo,G. Pella,,,ARG,ARG,6-4,6-4,6-3,,,02:06:00,A,F. Cerundolo,G. Pella,ARG,ARG,,,289,/en/stats/leaderboard?page=serve,3,6,67,64,95,75,48,64,52,16,31,80,4,5,14,248,/en/stats/leaderboard?page=serve,0,0,68,58,85,62,36,58,52,14,27,29,2,7,15,67,64,95,41,35,85,55,99,180,59,50,85,33,31,95,45,81,180,,,,,02:06:00,02:06:00,,,,,,,C0AU,PC11
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS093,R128,04:14:00,,F,5,MW02,"6-4,5-7,6-2,4-6,7-5",C. Moutet,Y. Wu,,,FRA,CHN,6-4,5-7,6-2,4-6,7-5,04:14:00,A,C. Moutet,Y. Wu,FRA,CHN,,,274,/en/stats/leaderboard?page=serve,3,2,76,128,168,64,82,128,55,22,40,50,5,10,26,250,/en/stats/leaderboard?page=serve,2,3,65,107,164,64,69,107,47,27,57,63,12,19,26,62,104,168,41,68,164,52,172,332,59,96,164,38,64,168,48,160,332,,,,,04:14:00,04:14:00,,,,,,,MW02,WB32
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS094,R128,04:22:00,,F,5,MV14,"6-7(3),6-3,1-6,7-6(7),6-4",A. Molcan,S. Wawrinka,,,SVK,SUI,6-7(3),6-3,1-6,7-6(7),6-4,04:22:00,A,A. Molcan,S. Wawrinka,SVK,SUI,,,241,/en/stats/leaderboard?page=serve,4,7,58,90,154,58,52,90,58,37,64,44,7,16,25,239,/en/stats/leaderboard?page=serve,4,16,58,99,172,73,72,99,32,23,73,61,14,23,25,58,89,154,45,77,172,51,166,326,55,95,172,42,65,154,49,160,326,,,,,04:22:00,04:22:00,3,7,,,7,2,MV14,W367
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS095,R128,03:58:00,,F,4,AG37,"1-6,7-6(7),7-6(7),6-3",F. Auger-Aliassime,V. Pospisil,,,CAN,CAN,1-6,7-6(7),7-6(7),6-3,,03:58:00,A,F. Auger-Aliassime,V. Pospisil,CAN,CAN,,,272,/en/stats/leaderboard?page=serve,7,13,60,78,130,76,59,78,50,26,52,20,1,5,20,276,/en/stats/leaderboard?page=serve,7,14,65,95,147,69,66,95,50,26,52,75,9,12,20,65,85,130,37,55,147,51,140,277,63,92,147,35,45,130,49,137,277,7,4,7,3,03:58:00,03:58:00,,,,,,,AG37,PD07
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS096,R128,02:10:00,,F,3,RE44,"6-3,6-4,6-2",A. Rublev,D. Thiem,,,RUS,AUT,6-3,6-4,6-2,,,02:10:00,A,A. Rublev,D. Thiem,RUS,AUT,,,297,/en/stats/leaderboard?page=serve,3,7,67,59,88,81,48,59,45,13,29,100,2,2,14,248,/en/stats/leaderboard?page=serve,0,4,59,52,88,58,30,52,58,21,36,75,12,16,13,69,61,88,42,37,88,56,98,176,58,51,88,31,27,88,44,78,176,,,,,02:10:00,02:10:00,,,,,,,RE44,TB69
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS097,R128,03:41:00,,F,4,RH24,"4-6,6-3,6-4,7-6(13)",E. Ruusuvuori,M. Purcell,,,FIN,AUS,4-6,6-3,6-4,7-6(13),,03:41:00,A,E. Ruusuvuori,M. Purcell,FIN,AUS,,,296,/en/stats/leaderboard?page=serve,4,10,68,95,140,74,70,95,58,26,45,75,6,8,21,275,/en/stats/leaderboard?page=serve,5,21,63,89,141,80,71,89,31,16,52,73,8,11,20,69,96,140,38,54,141,53,150,281,62,87,141,31,44,140,47,131,281,,,,,03:41:00,03:41:00,,,,,13,11,RH24,PH71
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS098,R128,03:19:00,,F,4,CA12,"1-6,7-5,6-1,6-4",J. Chardy,D. Galan,,,FRA,COL,1-6,7-5,6-1,6-4,,03:19:00,A,J. Chardy,D. Galan,FRA,COL,,,237,/en/stats/leaderboard?page=serve,14,7,61,96,157,68,65,96,43,26,61,81,21,26,18,226,/en/stats/leaderboard?page=serve,4,2,60,73,122,62,45,73,45,22,49,59,10,17,18,58,91,157,45,55,122,52,146,279,55,67,122,42,66,157,48,133,279,,,,,03:19:00,03:19:00,,,,,,,CA12,GE33
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS099,R128,03:29:00,,F,4,E687,"6-4,4-6,6-4,6-4",D. Evans,F. Bagnis,,,GBR,ARG,6-4,4-6,6-4,6-4,,03:29:00,A,D. Evans,F. Bagnis,GBR,ARG,,,284,/en/stats/leaderboard?page=serve,6,5,64,70,109,74,52,70,62,24,39,50,3,6,20,263,/en/stats/leaderboard?page=serve,3,11,68,93,137,62,58,93,50,22,44,50,5,10,20,70,76,109,42,57,137,54,133,246,58,80,137,30,33,109,46,113,246,,,,,03:29:00,03:29:00,,,,,,,E687,BF23
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS100,R128,03:02:00,,F,4,KB09,"3-6,7-5,7-6(8),6-3",D. Kudla,R. Safiullin,,,USA,RUS,3-6,7-5,7-6(8),6-3,,03:02:00,A,D. Kudla,R. Safiullin,USA,RUS,,,288,/en/stats/leaderboard?page=serve,2,12,62,72,116,81,58,72,50,22,44,57,4,7,20,271,/en/stats/leaderboard?page=serve,5,16,59,76,128,74,56,76,50,26,52,29,2,7,22,69,80,116,36,46,128,52,126,244,64,82,128,31,36,116,48,118,244,,,8,6,03:02:00,03:02:00,,,,,,,KB09,SX50
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS101,R128,01:58:00,,F,3,HH26,"6-3,6-4,6-3",U. Humbert,R. Gasquet,,,FRA,FRA,6-3,6-4,6-3,,,01:58:00,A,U. Humbert,R. Gasquet,FRA,FRA,,,299,/en/stats/leaderboard?page=serve,3,13,64,54,84,80,43,54,53,16,30,75,3,4,14,232,/en/stats/leaderboard?page=serve,1,2,60,48,80,60,29,48,47,15,32,62,8,13,14,70,59,84,45,36,80,58,95,164,55,44,80,30,25,84,42,69,164,,,,,01:58:00,01:58:00,,,,,,,HH26,G628
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS102,R128,03:23:00,,F,4,C0BC,"7-6(7),7-5,3-6,6-3",M. Cressy,A. Ramos-Vinolas,,,USA,ESP,7-6(7),7-5,3-6,6-3,,03:23:00,A,M. Cressy,A. Ramos-Vinolas,USA,ESP,,,329,/en/stats/leaderboard?page=serve,11,34,64,77,120,84,65,77,63,27,43,75,3,4,21,291,/en/stats/leaderboard?page=serve,3,5,62,77,124,75,58,77,62,29,47,71,5,7,21,77,92,120,30,37,124,53,129,244,70,87,124,23,28,120,47,115,244,,,,,03:23:00,03:23:00,7,2,,,,,C0BC,R772
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS103,R128,02:03:00,,F,3,R0DG,"6-2,6-3,6-4",H. Rune,F. Krajinovic,,,DEN,SRB,6-2,6-3,6-4,,,02:03:00,A,H. Rune,F. Krajinovic,DEN,SRB,,,281,/en/stats/leaderboard?page=serve,4,11,67,56,83,71,40,56,52,14,27,75,6,8,13,213,/en/stats/leaderboard?page=serve,3,4,66,62,94,65,40,62,31,10,32,46,6,13,14,65,54,83,47,44,94,55,98,177,53,50,94,35,29,83,45,79,177,,,,,02:03:00,02:03:00,,,,,,,R0DG,KB05
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS104,R128,02:08:00,,F,3,CD85,"7-6(7),6-1,7-6(7)",P. Carreno Busta,P. Cachin,,,ESP,ARG,7-6(7),6-1,7-6(7),,,02:08:00,A,P. Carreno Busta,P. Cachin,ESP,ARG,,,330,/en/stats/leaderboard?page=serve,3,15,63,59,93,90,53,59,65,22,34,100,2,2,16,286,/en/stats/leaderboard?page=serve,1,12,61,59,97,81,48,59,47,18,38,67,4,6,15,81,75,93,32,31,97,56,106,190,68,66,97,19,18,93,44,84,190,,,7,3,02:08:00,02:08:00,7,4,,,,,CD85,CG04
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS105,R128,03:16:00,,F,4,BM95,"4-6,6-3,7-6(7),6-4",B. Bonzi,M. Bellucci,,,FRA,ITA,4-6,6-3,7-6(7),6-4,,03:16:00,A,B. Bonzi,M. Bellucci,FRA,ITA,,,286,/en/stats/leaderboard?page=serve,3,15,59,88,149,74,65,88,56,34,61,80,12,15,21,270,/en/stats/leaderboard?page=serve,7,9,59,72,122,81,58,72,48,24,50,43,3,7,20,66,99,149,33,40,122,51,139,271,67,82,122,34,50,149,49,132,271,,,7,5,03:16:00,03:16:00,,,,,,,BM95,B0GG
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS106,R128,03:03:00,,F,4,ME82,"6-7(5),7-6(10),6-2,6-2",A. Mannarino,J. Isner,,,FRA,USA,6-7(5),7-6(10),6-2,6-2,,03:03:00,A,A. Mannarino,J. Isner,FRA,USA,,,322,/en/stats/leaderboard?page=serve,4,14,64,76,119,92,70,76,56,24,43,100,3,3,20,293,/en/stats/leaderboard?page=serve,2,21,70,90,128,74,67,90,50,19,38,56,5,9,20,79,94,119,33,42,128,55,136,247,67,86,128,21,25,119,45,111,247,10,8,,,03:03:00,03:03:00,5,7,,,,,ME82,I186
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS107,R128,02:01:00,,F,3,DH58,"6-2,6-2,6-3",A. de Minaur,Y. Hsu,,,AUS,TPE,6-2,6-2,6-3,,,02:01:00,A,A. de Minaur,Y. Hsu,AUS,TPE,,,320,/en/stats/leaderboard?page=serve,1,8,56,35,63,86,30,35,71,20,28,100,1,1,12,221,/en/stats/leaderboard?page=serve,2,3,73,74,102,58,43,74,36,10,28,57,8,14,13,79,50,63,48,49,102,60,99,165,52,53,102,21,13,63,40,66,165,,,,,02:01:00,02:01:00,,,,,,,DH58,H09F
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS108,R128,02:19:00,,F,3,D875,"7-6(7),7-5,6-2",G. Dimitrov,A. Karatsev,,,BUL,RUS,7-6(7),7-5,6-2,,,02:19:00,A,G. Dimitrov,A. Karatsev,BUL,RUS,,,332,/en/stats/leaderboard?page=serve,4,15,66,57,86,86,49,57,69,20,29,100,1,1,16,251,/en/stats/leaderboard?page=serve,11,9,58,66,114,76,50,66,38,18,48,73,8,11,16,80,69,86,40,46,114,58,115,200,60,68,114,20,17,86,43,85,200,,,,,02:19:00,02:19:00,7,3,,,,,D875,KC56
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS109,R128,02:38:00,,F,4,DB63,"6-4,1-6,6-4,6-1",L. Djere,Z. Bergs,,,SRB,BEL,6-4,1-6,6-4,6-1,,02:38:00,A,L. Djere,Z. Bergs,SRB,BEL,,,261,/en/stats/leaderboard?page=serve,1,7,57,58,102,67,39,58,55,24,44,56,5,9,17,232,/en/stats/leaderboard?page=serve,5,7,61,65,107,72,47,65,33,14,42,54,7,13,17,62,63,102,43,46,107,52,109,209,57,61,107,38,39,102,48,100,209,,,,,02:38:00,02:38:00,,,,,,,DB63,BU13
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS110,R128,01:51:00,,F,3,CG94,"6-4,7-5,6-0",E. Couacaud,H. Dellien,,,FRA,BOL,6-4,7-5,6-0,,,01:51:00,A,E. Couacaud,H. Dellien,FRA,BOL,,,281,/en/stats/leaderboard?page=serve,1,4,59,47,80,79,37,47,55,18,33,50,2,4,14,214,/en/stats/leaderboard?page=serve,4,1,70,62,88,55,34,62,42,11,26,46,6,13,14,69,55,80,49,43,88,58,98,168,51,45,88,31,25,80,42,70,168,,,,,01:51:00,01:51:00,,,,,,,CG94,DA31
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS111,R128,02:02:00,,F,3,D643,"6-3,6-4,6-0",N. Djokovic,R. Carballes Baena,,,SRB,ESP,6-3,6-4,6-0,,,02:02:00,A,N. Djokovic,R. Carballes Baena,SRB,ESP,,,323,/en/stats/leaderboard?page=serve,1,9,64,45,70,87,39,45,64,16,25,100,3,3,13,214,/en/stats/leaderboard?page=serve,1,4,50,39,78,67,26,39,36,14,39,44,4,9,12,79,55,70,49,38,78,63,93,148,51,40,78,21,15,70,37,55,148,,,,,02:02:00,02:02:00,,,,,,,D643,CF59
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS112,R128,02:24:00,,F,4,FB98,"6-4,6-2,4-6,7-5",T. Fritz,N. Basilashvili,,,USA,GEO,6-4,6-2,4-6,7-5,,02:24:00,A,T. Fritz,N. Basilashvili,USA,GEO,,,329,/en/stats/leaderboard?page=serve,2,32,66,67,101,84,56,67,59,20,34,50,2,4,20,247,/en/stats/leaderboard?page=serve,11,9,54,68,125,74,50,68,46,26,57,38,3,8,20,75,76,101,39,49,125,55,125,226,61,76,125,25,25,101,45,101,226,,,,,02:24:00,02:24:00,,,,,,,FB98,BG23
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS113,R128,04:26:00,,F,5,P09Z,"4-6,7-6(7),6-7(5),7-6(7),6-1",A. Popyrin,C. Tseng,,,AUS,TPE,4-6,7-6(7),6-7(5),7-6(7),6-1,04:26:00,A,A. Popyrin,C. Tseng,AUS,TPE,,,324,/en/stats/leaderboard?page=serve,4,31,66,114,174,83,95,114,52,31,60,90,9,10,27,272,/en/stats/leaderboard?page=serve,7,2,61,121,197,75,91,121,49,37,76,86,12,14,26,72,126,174,35,69,197,53,195,371,65,128,197,28,48,174,47,176,371,7,5,5,7,04:26:00,04:26:00,,,,,7,4,P09Z,T0AP
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS114,R128,03:31:00,,F,5,S0S1,"4-6,6-3,6-2,2-6,7-6(10)",B. Shelton,Z. Zhang,,,USA,CHN,4-6,6-3,6-2,2-6,7-6(10),03:31:00,A,B. Shelton,Z. Zhang,USA,CHN,,,293,/en/stats/leaderboard?page=serve,8,18,57,81,143,81,66,81,58,36,62,63,5,8,24,283,/en/stats/leaderboard?page=serve,2,12,63,94,149,77,72,94,47,26,55,50,3,6,23,71,102,143,34,51,149,52,153,292,66,98,149,29,41,143,48,139,292,,,,,03:31:00,03:31:00,,,10,4,,,S0S1,Z371
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS115,R128,02:01:00,,F,3,J551,"6-3,6-4,7-6(7)",N. Jarry,M. Kecmanovic,,,CHI,SRB,6-3,6-4,7-6(7),,,02:01:00,A,N. Jarry,M. Kecmanovic,CHI,SRB,,,360,/en/stats/leaderboard?page=serve,0,21,72,58,81,84,49,58,83,19,23,0,0,0,16,272,/en/stats/leaderboard?page=serve,2,5,55,52,94,73,38,52,55,23,42,33,1,3,15,84,68,81,35,33,94,58,101,175,65,61,94,16,13,81,42,74,175,,,7,3,02:01:00,02:01:00,,,,,,,J551,KI95
