event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS011,R16,01:05:00,,F,2,W212,"6-4,6-4",C. Woodruff,M. Joyce,,,USA,USA,6-4,6-4,,,,01:05:00,291,/en/stats/leaderboard?page=serve,False,7,68,41,60,78,32,41,68,13,19,0,10,257,/en/stats/leaderboard?page=serve,3,2,55,33,60,67,22,33,56,15,27,50,2,4,10,75,45,60,38,23,60,57,68,120,62,37,60,25,15,60,43,52,120,A,,,,,,,,,,,C. Woodruff,M. Joyce,W212,J100,USA,USA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS012,R16,01:34:00,,F,2,W035,"7-6(7),7-5",M. Woodforde,J. Novak,,,AUS,CZE,7-6(7),7-5,,,,01:34:00,273,/en/stats/leaderboard?page=serve,,5,69,53,77,79,42,53,42,10,24,2,12,255,/en/stats/leaderboard?page=serve,1,6,71,60,85,68,41,60,36,9,25,63,5,8,12,68,52,77,41,35,85,54,87,162,59,50,85,32,25,77,46,75,162,A,5,50,4,7,5,,,,,,M. Woodforde,J. Novak,W035,N254,AUS,CZE,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS013,R16,02:05:00,,F,3,S331,"1-6,7-6(9),7-5",J. Stoltenberg,R. Reneberg,,,AUS,USA,1-6,7-6(9),7-5,,,02:05:00,267,/en/stats/leaderboard?page=serve,,8,60,59,98,73,43,59,49,19,39,3,15,266,/en/stats/leaderboard?page=serve,1,4,52,58,112,72,42,58,52,28,54,67,4,6,16,63,62,98,38,42,112,50,104,210,63,70,112,37,36,98,50,106,210,A,3,50,6,,,9,7,,,,J. Stoltenberg,R. Reneberg,S331,R016,AUS,USA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS014,R16,01:23:00,,F,2,B397,"6-4,6-3",B. Black,S. Draper,,,ZIM,AUS,6-4,6-3,,,,01:23:00,253,/en/stats/leaderboard?page=serve,,4,52,34,65,74,25,34,48,15,31,8,9,200,/en/stats/leaderboard?page=serve,3,0,50,37,74,65,24,37,38,14,37,44,4,9,10,62,40,65,49,36,74,55,76,139,51,38,74,38,25,65,45,63,139,A,2,80,10,,,,,,,,B. Black,S. Draper,B397,D270,ZIM,AUS,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS015,R16,01:41:00,,F,2,C243,"7-6(7),6-4",J. Courier,C. Costa,,,USA,ESP,7-6(7),6-4,,,,01:41:00,282,/en/stats/leaderboard?page=serve,,3,51,36,71,83,30,36,57,20,35,7,11,269,/en/stats/leaderboard?page=serve,2,7,59,49,83,71,35,49,53,18,34,60,3,5,11,70,50,71,36,30,83,52,80,154,64,53,83,30,21,71,48,74,154,A,2,88,8,7,5,,,,,,J. Courier,C. Costa,C243,C179,USA,ESP,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS016,R32,02:05:00,,F,3,E113,"5-7,6-2,7-5",T. Enqvist,S. Edberg,,,SWE,SWE,5-7,6-2,7-5,,,02:05:00,265,/en/stats/leaderboard?page=serve,,13,60,59,99,83,49,59,35,14,40,3,16,232,/en/stats/leaderboard?page=serve,7,9,56,63,112,67,42,63,39,19,49,44,4,9,16,64,63,99,46,51,112,54,114,211,54,61,112,36,36,99,46,97,211,A,7,50,6,,,,,,,,T. Enqvist,S. Edberg,E113,E004,SWE,SWE,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS017,R32,01:08:00,,F,2,C216,"6-2,7-5",T. Carbonell,F. Meligeni,,,ESP,BRA,6-2,7-5,,,,01:08:00,274,/en/stats/leaderboard?page=serve,,1,70,44,63,66,29,44,58,11,19,4,10,204,/en/stats/leaderboard?page=serve,3,3,48,26,54,77,20,26,29,8,28,38,3,8,10,63,40,63,48,26,54,56,66,117,52,28,54,37,23,63,44,51,117,A,1,67,6,,,,,,,,T. Carbonell,F. Meligeni,C216,M443,ESP,BRA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS018,R32,00:51:00,,F,2,S544,"6-0,6-2",V. Spadea,P. Haarhuis,,,USA,NED,6-0,6-2,,,,00:51:00,253,/en/stats/leaderboard?page=serve,,5,57,27,47,85,23,27,50,10,20,0,7,167,/en/stats/leaderboard?page=serve,,0,60,26,43,38,10,26,41,7,17,38,3,8,7,70,33,47,60,26,43,66,59,90,40,17,43,30,14,47,34,31,90,A,1,,,,,,,False,,,V. Spadea,P. Haarhuis,S544,H223,USA,NED,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS019,R32,01:48:00,,F,2,W136,"7-6(10),7-6(7)",T. Woodbridge,K. Kucera,,,AUS,SVK,7-6(10),7-6(7),,,,01:48:00,232,/en/stats/leaderboard?page=serve,,2,59,50,85,64,32,50,51,18,35,4,12,204,/en/stats/leaderboard?page=serve,8,3,54,48,89,60,29,48,37,15,41,44,4,9,12,59,50,85,51,45,89,55,95,174,49,44,89,41,35,85,45,79,174,A,2,44,9,10,8,7,0,,,,T. Woodbridge,K. Kucera,W136,K237,AUS,SVK,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS020,R32,00:59:00,,F,2,R286,"6-4,6-3",M. Rios,D. Wheaton,,,CHI,USA,6-4,6-3,,,,00:59:00,259,/en/stats/leaderboard?page=serve,,8,49,26,53,81,21,26,67,18,27,0,9,245,/en/stats/leaderboard?page=serve,5,10,48,28,58,82,23,28,40,12,30,25,1,4,10,74,39,53,40,23,58,56,62,111,60,35,58,26,14,53,44,49,111,A,1,,,,,,,,,,M. Rios,D. Wheaton,R286,W123,CHI,USA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS021,R32,01:13:00,,F,2,S406,"6-2,6-3",G. Stafford,S. Matsuoka,,,RSA,JPN,6-2,6-3,,,,01:13:00,219,/en/stats/leaderboard?page=serve,False,1,69,33,48,82,27,33,67,10,15,0,9,229,/en/stats/leaderboard?page=serve,2,8,59,41,69,63,26,41,39,11,28,77,10,13,8,77,37,48,46,32,69,59,69,117,54,37,69,23,11,48,41,48,117,A,,0,,,,,,,,,G. Stafford,S. Matsuoka,S406,M338,RSA,JPN,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS022,R32,01:22:00,,F,3,J100,"6-4,1-6,6-1",M. Joyce,G. Rusedski,,,USA,GBR,6-4,1-6,6-1,,,01:22:00,248,/en/stats/leaderboard?page=serve,,0,56,48,86,58,28,48,63,24,38,7,12,254,/en/stats/leaderboard?page=serve,,14,59,41,69,61,25,41,54,15,28,20,1,5,12,60,52,86,42,29,69,52,81,155,58,40,69,40,34,86,48,74,155,A,4,70,10,,,,,False,,,M. Joyce,G. Rusedski,J100,R237,USA,GBR,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS023,R32,01:58:00,,F,3,W212,"7-5,4-6,6-4",C. Woodruff,M. Philippoussis,,,USA,AUS,7-5,4-6,6-4,,,01:58:00,284,/en/stats/leaderboard?page=serve,,8,63,63,100,70,44,63,59,22,37,8,16,276,/en/stats/leaderboard?page=serve,7,18,63,68,108,71,48,68,50,20,40,75,9,12,16,66,66,100,37,40,108,51,106,208,63,68,108,34,34,100,49,102,208,A,3,80,10,,,,,,,,C. Woodruff,M. Philippoussis,W212,P338,USA,AUS,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS024,R32,02:01:00,,F,3,W035,"7-5,6-7(3),6-1",M. Woodforde,C. Moya,,,AUS,ESP,7-5,6-7(3),6-1,,,02:01:00,273,/en/stats/leaderboard?page=serve,,6,54,57,106,72,41,57,59,29,49,9,16,245,/en/stats/leaderboard?page=serve,1,4,63,59,93,69,41,59,44,15,34,38,3,8,15,66,70,106,40,37,93,54,107,199,60,56,93,34,36,106,46,92,199,A,5,82,11,,,3,7,,,,M. Woodforde,C. Moya,W035,M605,AUS,ESP,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS025,R32,00:46:00,,F,2,N254,"6-0,6-2",J. Novak,A. Krickstein,,,CZE,USA,6-0,6-2,,,,00:46:00,310,/en/stats/leaderboard?page=serve,False,5,73,33,45,64,21,33,83,10,12,6,7,136,/en/stats/leaderboard?page=serve,3,0,56,23,41,30,7,23,39,7,18,33,3,9,7,69,31,45,66,27,41,67,58,86,34,14,41,31,14,45,33,28,86,A,,86,7,,,,,,,,J. Novak,A. Krickstein,N254,K023,CZE,USA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS026,R32,02:02:00,,F,3,R016,"6-4,1-6,7-6(7)",R. Reneberg,B. Steven,,,USA,NZL,6-4,1-6,7-6(7),,,02:02:00,247,/en/stats/leaderboard?page=serve,,5,57,53,93,70,37,53,45,18,40,5,14,258,/en/stats/leaderboard?page=serve,2,3,58,56,96,64,36,56,55,22,40,25,1,4,15,59,55,93,40,38,96,49,93,189,60,58,96,41,38,93,51,96,189,A,1,56,9,,,,,,7,4,R. Reneberg,B. Steven,R016,S321,USA,NZL,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS027,R32,01:36:00,,F,3,S331,"5-7,6-1,6-2",J. Stoltenberg,W. Ferreira,,,AUS,RSA,5-7,6-1,6-2,,,01:36:00,277,/en/stats/leaderboard?page=serve,,7,56,48,86,69,33,48,61,23,38,3,14,231,/en/stats/leaderboard?page=serve,1,4,50,42,84,62,26,42,55,23,42,58,7,12,13,65,56,86,42,35,84,54,91,170,58,49,84,35,30,86,46,79,170,A,1,60,5,,,,,,,,J. Stoltenberg,W. Ferreira,S331,F196,AUS,RSA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS028,R32,01:13:00,,F,2,B397,"7-5,6-3",B. Black,L. Jensen,,,ZIM,USA,7-5,6-3,,,,01:13:00,261,/en/stats/leaderboard?page=serve,,0,53,36,68,64,23,36,66,21,32,1,11,227,/en/stats/leaderboard?page=serve,4,4,61,40,66,60,24,40,46,12,26,56,5,9,10,65,44,68,45,30,66,55,74,134,55,36,66,35,24,68,45,60,134,A,3,33,3,,,,,,,,B. Black,L. Jensen,B397,J009,ZIM,USA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS029,R32,02:07:00,,F,3,D270,"6-4,3-6,6-4",S. Draper,M. Wilander,,,AUS,SWE,6-4,3-6,6-4,,,02:07:00,264,/en/stats/leaderboard?page=serve,False,6,57,65,115,65,42,65,56,28,50,10,15,260,/en/stats/leaderboard?page=serve,3,4,61,68,112,68,46,68,52,23,44,77,10,13,14,61,70,115,38,43,112,50,113,227,62,69,112,39,45,115,50,114,227,A,,77,13,,,,,,,,S. Draper,M. Wilander,D270,W023,AUS,SWE,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS030,R32,02:06:00,,F,3,C179,"5-7,6-2,6-3",C. Costa,L. Roux,,,ESP,FRA,5-7,6-2,6-3,,,02:06:00,254,/en/stats/leaderboard?page=serve,,7,57,60,105,68,41,60,47,21,45,6,14,216,/en/stats/leaderboard?page=serve,4,2,53,47,88,66,31,47,39,16,41,57,8,14,15,59,62,105,47,41,88,53,103,193,53,47,88,41,43,105,47,90,193,A,3,67,9,,,,,,,,C. Costa,L. Roux,C179,R280,ESP,FRA,,
401,1996,Philadelphia,GP,1996-02-26T00:00:00,1996-03-03T00:00:00,Carpet,32,589250,$,MS031,R32,01:02:00,,F,2,C243,"6-1,6-1",J. Courier,J. Tarango,,,USA,USA,6-1,6-1,,,,01:02:00,252,/en/stats/leaderboard?page=serve,,5,59,24,41,83,20,24,65,11,17,0,7,163,/en/stats/leaderboard?page=serve,3,2,49,26,53,46,12,26,41,11,27,38,3,8,7,76,31,41,57,30,53,65,61,94,43,23,53,24,10,41,35,33,94,A,2,,,,,,,,,,J. Courier,J. Tarango,C243,T136,USA,USA,,
