event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS012,R16,01:23:00,,F,2,H997,"6-4,6-3",Y. Hanfmann,J. Vesely,,,GER,CZE,6-4,6-3,,,,01:23:00,A,Y. Hanfmann,J. Vesely,GER,CZE,,,314,/en/stats/leaderboard?page=serve,0,6,65,34,52,76,26,34,67,12,18,100,2,2,9,250,/en/stats/leaderboard?page=serve,1,2,66,35,53,74,26,35,39,7,18,0,0,3,10,73,38,52,38,20,53,55,58,105,62,33,53,27,14,52,45,47,105,01:23:00,01:23:00,,,H997,V708
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS013,R16,02:13:00,,F,3,RC91,"6-3,3-6,6-3",A. Rinderknech,J. Millman,,,FRA,AUS,6-3,3-6,6-3,,,02:13:00,A,A. Rinderknech,J. Millman,FRA,AUS,,,283,/en/stats/leaderboard?page=serve,4,12,60,49,81,80,39,49,50,16,32,33,1,3,14,254,/en/stats/leaderboard?page=serve,3,2,64,56,88,68,38,56,47,15,32,57,4,7,13,68,55,81,40,35,88,53,90,169,60,53,88,32,26,81,47,79,169,02:13:00,02:13:00,,,RC91,MH30
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS014,R16,02:08:00,,F,3,CE77,"4-6,6-4,6-3",F. Coria,M. Cecchinato,,,ARG,ITA,4-6,6-4,6-3,,,02:08:00,A,F. Coria,M. Cecchinato,ARG,ITA,,,269,/en/stats/leaderboard?page=serve,0,2,63,47,75,72,34,47,54,15,28,40,2,5,14,249,/en/stats/leaderboard?page=serve,3,2,70,60,86,68,41,60,46,12,26,44,4,9,15,65,49,75,38,33,86,51,82,161,62,53,86,35,26,75,49,79,161,02:08:00,02:08:00,,,CE77,CF01
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS015,R16,01:36:00,,F,2,GD64,"6-3,6-3",C. Garin,P. Martinez,,,CHI,ESP,6-3,6-3,,,,01:36:00,A,C. Garin,P. Martinez,CHI,ESP,,,293,/en/stats/leaderboard?page=serve,2,5,62,32,52,75,24,32,65,13,20,75,3,4,9,222,/en/stats/leaderboard?page=serve,2,2,64,42,66,45,19,42,58,14,24,33,2,6,9,71,37,52,50,33,66,59,70,118,50,33,66,29,15,52,41,48,118,01:36:00,01:36:00,,,GD64,MO44
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS017,R32,01:46:00,,F,3,R0DG,"4-6,6-3,6-0",H. Rune,R. Albot,,,DEN,MDA,4-6,6-3,6-0,,,01:46:00,A,H. Rune,R. Albot,DEN,MDA,,,286,/en/stats/leaderboard?page=serve,0,4,63,45,71,73,33,45,62,16,26,60,3,5,13,207,/en/stats/leaderboard?page=serve,5,1,49,33,68,70,23,33,34,12,35,58,7,12,12,69,49,71,49,33,68,59,82,139,51,35,68,31,22,71,41,57,139,01:46:00,01:46:00,,,R0DG,A829
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS018,R32,02:20:00,,F,3,Y218,"6-2,6-7(6),6-4",E. Ymer,T. Daniel,,,SWE,JPN,6-2,6-7(6),6-4,,,02:20:00,A,E. Ymer,T. Daniel,SWE,JPN,,,292,/en/stats/leaderboard?page=serve,0,8,57,51,89,75,38,51,66,25,38,50,2,4,15,242,/en/stats/leaderboard?page=serve,2,4,55,58,105,59,34,58,60,28,47,55,6,11,15,71,63,89,41,43,105,55,106,194,59,62,105,29,26,89,45,88,194,02:20:00,02:20:00,6,8,Y218,DA81
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS019,R32,02:00:00,,F,3,L949,"6-2,3-6,6-4",H. Laaksonen,L. Musetti,,,SUI,ITA,6-2,3-6,6-4,,,02:00:00,A,H. Laaksonen,L. Musetti,SUI,ITA,,,248,/en/stats/leaderboard?page=serve,3,4,63,44,70,77,34,44,38,10,26,64,7,11,13,219,/en/stats/leaderboard?page=serve,4,1,62,63,102,62,39,63,41,16,39,75,18,24,14,63,44,70,46,47,102,53,91,172,54,55,102,37,26,70,47,81,172,02:00:00,02:00:00,,,L949,M0EJ
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS021,R32,01:34:00,,F,2,CF59,"6-2,6-4",R. Carballes Baena,F. Bagnis,,,ESP,ARG,6-2,6-4,,,,01:34:00,A,R. Carballes Baena,F. Bagnis,ESP,ARG,,,250,/en/stats/leaderboard?page=serve,2,2,70,43,61,70,30,43,33,6,18,60,3,5,9,194,/en/stats/leaderboard?page=serve,0,1,43,26,60,65,17,26,41,14,34,50,5,10,9,59,36,61,48,29,60,54,65,121,52,31,60,41,25,61,46,56,121,01:34:00,01:34:00,,,CF59,BF23
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS022,R32,02:04:00,,F,3,GB93,"1-6,7-6(7),6-2",N. Gombos,P. Cuevas,,,SVK,URU,1-6,7-6(7),6-2,,,02:04:00,A,N. Gombos,P. Cuevas,SVK,URU,,,253,/en/stats/leaderboard?page=serve,3,2,65,52,80,77,40,52,36,10,28,40,2,5,13,258,/en/stats/leaderboard?page=serve,3,5,77,72,93,68,49,72,33,7,21,67,6,9,14,63,50,80,40,37,93,50,87,173,60,56,93,38,30,80,50,86,173,02:04:00,02:04:00,7,4,GB93,C882
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS023,R32,02:03:00,,F,3,RH24,"1-6,6-4,6-3",E. Ruusuvuori,M. Ymer,,,FIN,SWE,1-6,6-4,6-3,,,02:03:00,A,E. Ruusuvuori,M. Ymer,FIN,SWE,,,247,/en/stats/leaderboard?page=serve,4,1,63,54,86,70,38,54,41,13,32,75,9,12,13,251,/en/stats/leaderboard?page=serve,3,1,58,45,78,67,30,45,52,17,33,50,3,6,13,59,51,86,40,31,78,50,82,164,60,47,78,41,35,86,50,82,164,02:03:00,02:03:00,,,RH24,Y268
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS024,R32,01:28:00,,F,2,V708,"6-3,6-2",J. Vesely,S. Caruso,,,CZE,ITA,6-3,6-2,,,,01:28:00,A,J. Vesely,S. Caruso,CZE,ITA,,,291,/en/stats/leaderboard?page=serve,6,8,72,46,64,78,36,46,39,7,18,100,5,5,9,227,/en/stats/leaderboard?page=serve,1,1,52,24,46,63,15,24,50,11,22,0,0,3,8,67,43,64,43,20,46,57,63,110,57,26,46,33,21,64,43,47,110,01:28:00,01:28:00,,,V708,CE25
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS025,R32,01:39:00,,F,2,H997,"6-2,7-5",Y. Hanfmann,T. Monteiro,,,GER,BRA,6-2,7-5,,,,01:39:00,A,Y. Hanfmann,T. Monteiro,GER,BRA,,,312,/en/stats/leaderboard?page=serve,1,6,69,40,58,70,28,40,78,14,18,80,4,5,10,227,/en/stats/leaderboard?page=serve,1,2,66,44,67,61,27,44,39,9,23,20,1,5,10,72,42,58,46,31,67,58,73,125,54,36,67,28,16,58,42,52,125,01:39:00,01:39:00,,,H997,MJ08
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS026,R32,00:59:00,,F,2,RC91,"6-1,6-1",A. Rinderknech,P. Sousa,,,FRA,POR,6-1,6-1,,,,00:59:00,A,A. Rinderknech,P. Sousa,FRA,POR,,,308,/en/stats/leaderboard?page=serve,1,5,63,27,43,85,23,27,56,9,16,100,1,1,7,171,/en/stats/leaderboard?page=serve,2,0,71,29,41,41,12,29,33,4,12,50,5,10,7,74,32,43,61,25,41,68,57,84,39,16,41,26,11,43,32,27,84,00:59:00,00:59:00,,,RC91,S483
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS028,R32,02:25:00,,F,3,CF01,"6-2,5-7,6-3",M. Cecchinato,R. Gasquet,,,ITA,FRA,6-2,5-7,6-3,,,02:25:00,A,M. Cecchinato,R. Gasquet,ITA,FRA,,,277,/en/stats/leaderboard?page=serve,5,11,64,70,110,66,46,70,55,22,40,78,7,9,15,242,/en/stats/leaderboard?page=serve,6,4,57,51,90,65,33,51,51,20,39,20,1,5,14,62,68,110,41,37,90,53,105,200,59,53,90,38,42,110,48,95,200,02:25:00,02:25:00,,,CF01,G628
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS029,R32,01:56:00,,F,2,CE77,"6-4,6-4",F. Coria,F. Cerundolo,,,ARG,ARG,6-4,6-4,,,,01:56:00,A,F. Coria,F. Cerundolo,ARG,ARG,,,283,/en/stats/leaderboard?page=serve,1,1,69,49,71,69,34,49,55,12,22,80,4,5,10,250,/en/stats/leaderboard?page=serve,2,0,65,53,82,51,27,53,66,19,29,75,9,12,10,65,46,71,44,36,82,54,82,153,56,46,82,35,25,71,46,71,153,01:56:00,01:56:00,,,CE77,C0AU
316,2021,Bastad,250,2021-07-12T00:00:00,2021-07-18T00:00:00,Clay,28,419470,€,MS030,R32,01:24:00,,F,2,MO44,"7-5,6-1",P. Martinez,D. Novak,,,ESP,AUT,7-5,6-1,,,,01:24:00,A,P. Martinez,D. Novak,ESP,AUT,,,268,/en/stats/leaderboard?page=serve,2,0,61,36,59,64,23,36,65,15,23,50,2,4,10,207,/en/stats/leaderboard?page=serve,2,1,69,33,48,55,18,33,40,6,15,38,3,8,9,64,38,59,50,24,48,58,62,107,50,24,48,36,21,59,42,45,107,01:24:00,01:24:00,,,MO44,DB59
