event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS041,R64,01:50:00,,F,3,S403,"1-6,6-3,7-6(7)",J. Stark,G. Rusedski,,,USA,GBR,1-6,6-3,7-6(7),,,01:50:00,283,/en/stats/leaderboard?page=serve,,6,62,57,92,75,43,57,57,20,35,75,6,8,14,290,/en/stats/leaderboard?page=serve,7,13,54,43,80,81,35,43,57,21,37,0,0,1,14,68,63,92,30,24,80,51,87,172,70,56,80,32,29,92,49,85,172,A,2,7,3,,,,,,J. Stark,G. Rusedski,S403,R237,USA,GBR,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS042,R64,01:47:00,,F,3,H355,"6-4,4-6,6-4",T. Haas,G. Stafford,,,GER,RSA,6-4,4-6,6-4,,,01:47:00,250,/en/stats/leaderboard?page=serve,,11,53,51,96,71,36,51,51,23,45,60,6,10,15,229,/en/stats/leaderboard?page=serve,7,10,48,46,95,65,30,46,47,23,49,69,11,16,15,61,59,96,44,42,95,53,101,191,56,53,95,39,37,96,47,90,191,A,9,,,,,,,,T. Haas,G. Stafford,H355,S406,GER,RSA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS043,R64,02:24:00,,F,3,C378,"4-6,7-6(7),6-3",A. Costa,J. Courier,,,ESP,USA,4-6,7-6(7),6-3,,,02:24:00,301,/en/stats/leaderboard?page=serve,False,5,67,68,101,75,51,68,61,20,33,80,4,5,16,276,/en/stats/leaderboard?page=serve,4,2,60,64,106,75,48,64,50,21,42,86,6,7,15,70,71,101,35,37,106,52,108,207,65,69,106,30,30,101,48,99,207,A,,,,,,7,5,,A. Costa,J. Courier,C378,C243,ESP,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS044,R64,01:28:00,,F,2,S572,"7-6(7),6-3",S. Schalken,M. Philippoussis,,,NED,AUS,7-6(7),6-3,,,,01:28:00,264,/en/stats/leaderboard?page=serve,,2,50,43,86,65,28,43,63,27,43,90,9,10,10,273,/en/stats/leaderboard?page=serve,5,14,69,44,64,73,32,44,50,10,20,57,4,7,11,64,55,86,34,22,64,51,77,150,66,42,64,36,31,86,49,73,150,A,6,,,7,5,,,,S. Schalken,M. Philippoussis,S572,P338,NED,AUS,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS045,R64,01:22:00,,F,2,N254,"7-5,7-6(7)",J. Novak,M. Goellner,,,CZE,GER,7-5,7-6(7),,,,01:22:00,255,/en/stats/leaderboard?page=serve,,3,64,50,78,74,37,50,43,12,28,57,4,7,12,237,/en/stats/leaderboard?page=serve,5,8,39,26,66,81,21,26,48,19,40,43,3,7,12,63,49,78,39,26,66,52,75,144,61,40,66,37,29,78,48,69,144,A,4,,,,,7,5,,J. Novak,M. Goellner,N254,G252,CZE,GER,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS046,R64,01:51:00,,F,3,D270,"1-6,7-6(7),6-4",S. Draper,R. Reneberg,,,AUS,USA,1-6,7-6(7),6-4,,,01:51:00,288,/en/stats/leaderboard?page=serve,,10,61,55,90,76,42,55,57,20,35,33,1,3,14,279,/en/stats/leaderboard?page=serve,3,9,49,52,107,73,38,52,58,32,55,90,9,10,15,69,62,90,35,37,107,50,99,197,65,70,107,31,28,90,50,98,197,A,1,,,,,7,3,,S. Draper,R. Reneberg,D270,R016,AUS,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS049,R64,01:00:00,,F,2,S424,"6-0,6-4",F. Santoro,P. McEnroe,,,FRA,USA,6-0,6-4,,,,01:00:00,243,/en/stats/leaderboard?page=serve,,2,54,27,50,52,14,27,61,14,23,33,1,3,8,151,/en/stats/leaderboard?page=serve,4,0,53,23,43,57,13,23,20,4,20,33,3,9,8,56,28,50,60,26,43,58,54,93,40,17,43,44,22,50,42,39,93,A,1,,,,,,,,F. Santoro,P. McEnroe,S424,M048,FRA,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS050,R64,01:26:00,,F,2,D214,"6-3,7-6(7)",M. Damm,G. Raoux,,,CZE,FRA,6-3,7-6(7),,,,01:26:00,259,/en/stats/leaderboard?page=serve,,8,44,32,72,78,25,32,50,20,40,50,2,4,10,227,/en/stats/leaderboard?page=serve,4,0,52,31,60,61,19,31,55,16,29,20,1,5,11,63,45,72,42,25,60,53,70,132,58,35,60,38,27,72,47,62,132,A,1,,,,,7,2,,M. Damm,G. Raoux,D214,R186,CZE,FRA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS051,R64,01:19:00,,F,2,K214,"6-3,6-4",R. Krajicek,C. Pioline,,,NED,FRA,6-3,6-4,,,,01:19:00,267,/en/stats/leaderboard?page=serve,,13,59,36,61,75,27,36,44,11,25,60,3,5,9,199,/en/stats/leaderboard?page=serve,6,1,51,36,70,56,20,36,47,16,34,50,5,10,10,62,38,61,49,34,70,55,72,131,51,36,70,38,23,61,45,59,131,A,1,,,,,,,,R. Krajicek,C. Pioline,K214,P226,NED,FRA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS052,R64,01:15:00,,F,2,K148,"7-6(7),6-1",P. Korda,M. Tillstrom,,,CZE,SWE,7-6(7),6-1,,,,01:15:00,267,/en/stats/leaderboard?page=serve,,6,54,36,67,67,24,36,65,20,31,60,3,5,10,212,/en/stats/leaderboard?page=serve,4,3,56,35,63,66,23,35,36,10,28,56,5,9,9,66,44,67,48,30,63,57,74,130,52,33,63,34,23,67,43,56,130,A,5,,,7,4,,,,P. Korda,M. Tillstrom,K148,T166,CZE,SWE,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS053,R64,01:46:00,,F,2,S381,"7-6(7),7-6(7)",J. Siemerink,B. Steven,,,NED,NZL,7-6(7),7-6(7),,,,01:46:00,296,/en/stats/leaderboard?page=serve,,18,60,49,81,80,39,49,59,19,32,75,6,8,12,264,/en/stats/leaderboard?page=serve,4,3,62,56,91,71,40,56,49,17,35,75,6,8,12,72,58,81,37,34,91,53,92,172,63,57,91,28,23,81,47,80,172,A,4,,,7,5,7,1,,J. Siemerink,B. Steven,S381,S321,NED,NZL,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS054,R64,00:52:00,,F,2,N210,"6-2,6-1",D. Nestor,A. O'Brien,,,CAN,USA,6-2,6-1,,,,00:52:00,286,/en/stats/leaderboard?page=serve,,11,65,30,46,77,23,30,50,8,16,0,0,1,8,172,/en/stats/leaderboard?page=serve,1,0,72,28,39,46,13,28,27,3,11,29,2,7,7,67,31,46,59,23,39,64,54,85,41,16,39,33,15,46,36,31,85,A,4,,,,,,,,D. Nestor,A. O'Brien,N210,O099,CAN,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS057,R64,00:52:00,,F,2,S544,"6-2,6-1",V. Spadea,J. Golmard,,,USA,FRA,6-2,6-1,,,,00:52:00,216,/en/stats/leaderboard?page=serve,False,3,47,16,34,94,15,16,72,13,18,0,0,,7,170,/en/stats/leaderboard?page=serve,7,3,46,23,50,61,14,23,30,8,27,17,1,6,8,82,28,34,56,28,50,67,56,84,44,22,50,18,6,34,33,28,84,A,,,,,,,,,V. Spadea,J. Golmard,S544,G319,USA,FRA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS058,R64,01:52:00,,F,3,W136,"3-6,7-6(7),6-3",T. Woodbridge,J. Stoltenberg,,,AUS,AUS,3-6,7-6(7),6-3,,,01:52:00,258,/en/stats/leaderboard?page=serve,,2,52,44,85,73,32,44,56,23,41,40,2,5,14,250,/en/stats/leaderboard?page=serve,7,7,53,48,91,71,34,48,51,22,43,20,1,5,16,65,55,85,38,35,91,51,90,176,62,56,91,35,30,85,49,86,176,A,3,,,,,7,3,,T. Woodbridge,J. Stoltenberg,W136,S331,AUS,AUS,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS059,R64,00:46:00,,F,2,K293,"6-3,6-1",G. Kuerten,A. Agassi,,,BRA,USA,6-3,6-1,,,,00:46:00,295,/en/stats/leaderboard?page=serve,,11,54,25,46,88,22,25,57,12,21,,0,,8,202,/en/stats/leaderboard?page=serve,3,5,60,29,48,69,20,29,21,4,19,33,2,6,8,74,34,46,50,24,48,62,58,94,50,24,48,26,12,46,38,36,94,A,2,,,,,,,,G. Kuerten,A. Agassi,K293,A092,BRA,USA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS060,R64,01:08:00,,F,2,M475,"6-3,6-3",A. Medvedev,T. Henman,,,UKR,GBR,6-3,6-3,,,,01:08:00,289,/en/stats/leaderboard?page=serve,,6,54,26,48,88,23,26,55,12,22,50,1,2,9,208,/en/stats/leaderboard?page=serve,6,4,51,35,69,66,23,35,38,13,34,73,11,15,9,73,35,48,48,33,69,58,68,117,52,36,69,27,13,48,42,49,117,A,2,,,,,,,,A. Medvedev,T. Henman,M475,H336,UKR,GBR,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS061,R64,01:27:00,,F,3,W035,"6-2,3-6,6-0",M. Woodforde,O. Delaitre,,,AUS,FRA,6-2,3-6,6-0,,,01:27:00,249,/en/stats/leaderboard?page=serve,,6,44,32,72,88,28,32,43,17,40,70,7,10,12,192,/en/stats/leaderboard?page=serve,1,1,55,36,65,58,21,36,34,10,29,14,1,7,11,63,45,72,52,34,65,58,79,137,48,31,65,38,27,72,42,58,137,A,7,,,,,,,,M. Woodforde,O. Delaitre,W035,D015,AUS,FRA,,
422,1997,ATP Masters 1000 Cincinnati,1000,1997-08-04T00:00:00,1997-08-10T00:00:00,Hard,56,2050000,$,MS062,R64,00:59:00,,F,2,F196,"6-3,6-4",W. Ferreira,A. Boetsch,,,RSA,FRA,6-3,6-4,,,,00:59:00,286,/en/stats/leaderboard?page=serve,,8,57,36,63,75,27,36,59,16,27,67,2,3,10,244,/en/stats/leaderboard?page=serve,3,2,68,39,57,67,26,39,44,8,18,50,3,6,9,68,43,63,40,23,57,55,66,120,60,34,57,32,20,63,45,54,120,A,3,,,,,,,,W. Ferreira,A. Boetsch,F196,B053,RSA,FRA,,
