event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS011,R16,01:18:00,,F,2,A092,"6-4,6-4",A. Agassi,J. Gambill,,,USA,USA,6-4,6-4,,,,01:18:00,271,/en/stats/leaderboard?page=serve,2,5,62,38,61,74,28,38,52,12,23,60,3,5,10,221,/en/stats/leaderboard?page=serve,3,9,54,40,74,60,24,40,41,14,34,43,3,7,10,66,40,61,49,36,74,56,76,135,51,38,74,34,21,61,44,59,135,A,,,,,,,,,A. Agassi,J. Gambill,A092,G352,USA,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS012,R16,01:50:00,,F,3,J100,"6-3,4-6,6-2",M. Joyce,S. Sargsian,,,USA,ARM,6-3,4-6,6-2,,,01:50:00,275,/en/stats/leaderboard?page=serve,3,2,54,38,70,79,30,38,59,19,32,33,1,3,13,222,/en/stats/leaderboard?page=serve,8,9,48,50,104,68,34,50,41,22,54,67,10,15,14,70,49,70,46,48,104,56,97,174,54,56,104,30,21,70,44,77,174,A,,,,,,,,,M. Joyce,S. Sargsian,J100,S545,USA,ARM,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS013,R16,02:47:00,,F,3,R186,"7-6(9),6-7(1),7-6(7)",G. Raoux,K. Carlsen,,,FRA,DEN,7-6(9),6-7(1),7-6(7),,,02:47:00,220,/en/stats/leaderboard?page=serve,2,10,62,73,117,86,63,73,64,28,44,0,0,,18,292,/en/stats/leaderboard?page=serve,5,17,54,67,124,84,56,67,54,31,57,,0,,18,78,91,117,30,37,124,53,128,241,70,87,124,22,26,117,47,113,241,A,1,7,9,7,,7,3,,G. Raoux,K. Carlsen,R186,C328,FRA,DEN,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS014,R16,00:56:00,,F,2,B397,"6-3,6-2",B. Black,G. Pozzi,,,ZIM,ITA,6-3,6-2,,,,00:56:00,314,/en/stats/leaderboard?page=serve,,2,70,31,44,77,24,31,77,10,13,50,1,2,9,189,/en/stats/leaderboard?page=serve,4,0,46,26,57,58,15,26,39,12,31,69,9,13,8,77,34,44,53,30,57,63,64,101,47,27,57,23,10,44,37,37,101,A,,,,,False,,,,B. Black,G. Pozzi,B397,P045,ZIM,ITA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS015,R16,01:46:00,,F,2,H336,"7-6(8),7-5",T. Henman,J. Tarango,,,GBR,USA,7-6(8),7-5,,,,01:46:00,250,/en/stats/leaderboard?page=serve,4,13,44,34,77,82,28,34,49,21,43,33,2,6,12,226,/en/stats/leaderboard?page=serve,2,4,60,50,83,64,32,50,42,14,33,38,3,8,12,64,49,77,45,37,83,54,86,160,55,46,83,36,28,77,46,74,160,A,,,8,6,,,,,T. Henman,J. Tarango,H336,T136,GBR,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS016,R32,01:06:00,,F,2,R255,"6-3,6-2",P. Rafter,R. Delgado,,,AUS,PAR,6-3,6-2,,,,01:06:00,245,/en/stats/leaderboard?page=serve,1,9,60,36,60,75,27,36,58,14,24,,0,,9,226,/en/stats/leaderboard?page=serve,4,3,56,28,50,68,19,28,41,9,22,25,1,4,8,68,41,60,44,22,50,57,63,110,56,28,50,32,19,60,43,47,110,A,,,,,,,,,P. Rafter,R. Delgado,R255,D316,AUS,PAR,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS017,R32,01:52:00,,F,3,D214,"2-6,7-5,6-0",M. Damm,W. Black,,,CZE,ZIM,2-6,7-5,6-0,,,01:52:00,265,/en/stats/leaderboard?page=serve,5,11,53,55,103,76,42,55,46,22,48,83,10,12,13,258,/en/stats/leaderboard?page=serve,1,4,62,53,86,66,35,53,58,19,33,67,8,12,13,62,64,103,37,32,86,51,96,189,63,54,86,38,39,103,49,93,189,A,,,,,,,,,M. Damm,W. Black,D214,B499,CZE,ZIM,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS018,R32,01:01:00,,F,2,G354,"6-4,6-0",J. Gimelstob,D. Vacek,,,USA,CZE,6-4,6-0,,,,01:01:00,290,/en/stats/leaderboard?page=serve,1,4,59,29,49,86,25,29,55,11,20,,0,,8,196,/en/stats/leaderboard?page=serve,4,3,52,26,50,62,16,26,33,8,24,64,7,11,8,73,36,49,52,26,50,63,62,99,48,24,50,27,13,49,37,37,99,A,,,,,,,,,J. Gimelstob,D. Vacek,G354,V141,USA,CZE,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS019,R32,01:59:00,,F,3,S544,"2-6,6-3,6-3",V. Spadea,M. Ondruska,,,USA,RSA,2-6,6-3,6-3,,,01:59:00,254,/en/stats/leaderboard?page=serve,2,3,71,57,80,61,35,57,52,12,23,69,9,13,13,225,/en/stats/leaderboard?page=serve,8,3,67,68,101,60,41,68,42,14,33,67,10,15,13,59,47,80,46,46,101,51,93,181,54,55,101,41,33,80,49,88,181,A,,,,,,,,,V. Spadea,M. Ondruska,S544,O098,USA,RSA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS020,R32,00:55:00,,F,2,S443,"6-3,6-2",S. Stolle,T. Dent,,,AUS,USA,6-3,6-2,,,,00:55:00,287,/en/stats/leaderboard?page=serve,2,5,70,37,53,81,30,37,56,9,16,,0,,9,229,/en/stats/leaderboard?page=serve,4,4,54,25,46,56,14,25,57,12,21,40,2,5,8,74,39,53,43,20,46,60,59,99,57,26,46,26,14,53,40,40,99,A,,,,,,,,,S. Stolle,T. Dent,S443,D362,AUS,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS021,R32,01:01:00,,F,2,I052,"6-4,6-1",A. Ilie,M. Washington,,,AUS,USA,6-4,6-1,,,,01:01:00,287,/en/stats/leaderboard?page=serve,2,6,55,29,53,86,25,29,54,13,24,,0,,9,225,/en/stats/leaderboard?page=serve,2,1,47,22,47,73,16,22,44,11,25,63,5,8,8,72,38,53,43,20,47,58,58,100,57,27,47,28,15,53,42,42,100,A,,,,,,,,,A. Ilie,M. Washington,I052,W124,AUS,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS022,R32,01:17:00,,F,2,G352,"6-4,6-4",J. Gambill,S. Campbell,,,USA,USA,6-4,6-4,,,,01:17:00,276,/en/stats/leaderboard?page=serve,3,14,58,33,57,85,28,33,42,10,24,33,1,3,10,224,/en/stats/leaderboard?page=serve,6,7,56,37,66,73,27,37,34,10,29,43,3,7,10,67,38,57,44,29,66,54,67,123,56,37,66,33,19,57,46,56,123,A,,,,,,,,,J. Gambill,S. Campbell,G352,C355,USA,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS023,R32,01:13:00,,F,2,A092,"6-4,6-3",A. Agassi,B. Bryan,,,USA,USA,6-4,6-3,,,,01:13:00,285,/en/stats/leaderboard?page=serve,1,11,55,30,55,80,24,30,52,13,25,83,5,6,9,236,/en/stats/leaderboard?page=serve,1,6,63,47,75,51,24,47,57,16,28,73,11,15,10,67,37,55,47,35,75,55,72,130,53,40,75,33,18,55,45,58,130,A,,,,,,,,,A. Agassi,B. Bryan,A092,B588,USA,USA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS024,R32,00:59:00,,F,2,S545,"6-1,6-2",S. Sargsian,W. Ferreira,,,ARM,RSA,6-1,6-2,,,,00:59:00,256,/en/stats/leaderboard?page=serve,2,2,64,36,56,75,27,36,55,11,20,,0,,8,181,/en/stats/leaderboard?page=serve,3,0,44,20,45,50,10,20,48,12,25,60,6,10,7,68,38,56,51,23,45,60,61,101,49,22,45,32,18,56,40,40,101,A,,,,,,,,,S. Sargsian,W. Ferreira,S545,F196,ARM,RSA,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS025,R32,02:04:00,,F,3,J100,"7-5,2-6,7-5",M. Joyce,M. Tebbutt,,,USA,AUS,7-5,2-6,7-5,,,02:04:00,213,/en/stats/leaderboard?page=serve,3,1,43,43,101,60,26,43,50,29,58,60,9,15,16,225,/en/stats/leaderboard?page=serve,16,15,46,49,106,76,37,49,42,24,57,60,9,15,16,54,55,101,42,45,106,48,100,207,58,61,106,46,46,101,52,107,207,A,,,,,,,,,M. Joyce,M. Tebbutt,J100,T195,USA,AUS,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS026,R32,01:29:00,,F,2,C328,"7-5,6-4",K. Carlsen,O. Burrieza-Lopez,,,DEN,ESP,7-5,6-4,,,,01:29:00,221,/en/stats/leaderboard?page=serve,1,8,47,25,53,88,22,25,79,22,28,0,0,,11,297,/en/stats/leaderboard?page=serve,,1,90,69,77,62,43,69,63,5,8,71,5,7,11,83,44,53,38,29,77,56,73,130,62,48,77,17,9,53,44,57,130,A,,,,,,,,False,K. Carlsen,O. Burrieza-Lopez,C328,B517,DEN,ESP,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS027,R32,01:11:00,,F,2,R186,"6-4,6-4",G. Raoux,G. Ivanisevic,,,FRA,CRO,6-4,6-4,,,,01:11:00,276,/en/stats/leaderboard?page=serve,,5,51,32,63,72,23,32,68,21,31,,0,,10,259,/en/stats/leaderboard?page=serve,8,13,40,25,62,88,22,25,46,17,37,33,1,3,10,70,44,63,37,23,62,54,67,125,63,39,62,30,19,63,46,58,125,A,,,,,False,,,,G. Raoux,G. Ivanisevic,R186,I034,FRA,CRO,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS028,R32,01:37:00,,F,2,B397,"6-4,7-6(10)",B. Black,S. Schalken,,,ZIM,NED,6-4,7-6(10),,,,01:37:00,280,/en/stats/leaderboard?page=serve,3,3,55,41,74,80,33,41,55,18,33,80,4,5,11,259,/en/stats/leaderboard?page=serve,3,2,64,59,92,73,43,59,42,14,33,78,7,9,11,69,51,74,38,35,92,52,86,166,62,57,92,31,23,74,48,80,166,A,10,8,,,,,,,B. Black,S. Schalken,B397,S572,ZIM,NED,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS029,R32,01:23:00,,F,2,P045,"6-2,6-4",G. Pozzi,G. Canas,,,ITA,ARG,6-2,6-4,,,,01:23:00,167,/en/stats/leaderboard?page=serve,3,3,53,41,78,71,29,41,54,20,37,,0,,9,231,/en/stats/leaderboard?page=serve,3,3,51,31,61,61,19,31,53,16,30,57,4,7,9,63,49,78,43,26,61,54,75,139,57,35,61,37,29,78,46,64,139,A,,,,,,,,,G. Pozzi,G. Canas,P045,C433,ITA,ARG,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS030,R32,00:59:00,,F,2,T136,"6-2,6-2",J. Tarango,A. Hernandez,,,USA,MEX,6-2,6-2,,,,00:59:00,264,/en/stats/leaderboard?page=serve,3,6,52,27,52,70,19,27,52,13,25,80,4,5,8,176,/en/stats/leaderboard?page=serve,8,5,50,27,54,59,16,27,33,9,27,58,7,12,8,62,32,52,54,29,54,58,61,106,46,25,54,38,20,52,42,45,106,A,,,,,,,,,J. Tarango,A. Hernandez,T136,H346,USA,MEX,,
423,1998,Los Angeles,WS,1998-07-27T00:00:00,1998-08-02T00:00:00,Hard,32,315000,$,MS031,R32,00:57:00,,F,2,H336,"6-3,6-0",T. Henman,G. Stafford,,,GBR,RSA,6-3,6-0,,,,00:57:00,307,/en/stats/leaderboard?page=serve,2,10,57,24,42,88,21,24,67,12,18,,0,,8,178,/en/stats/leaderboard?page=serve,2,0,42,18,43,56,10,18,40,10,25,50,4,8,7,79,33,42,53,23,43,66,56,85,47,20,43,21,9,42,34,29,85,A,,,,,,,,,T. Henman,G. Stafford,H336,S406,GBR,RSA,,
