event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_isstatbetter_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,secondservepointswon_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS016,R32,01:02:00,,F,2,R286,"6-3,6-3",M. Rios,N. Lapentti,,,CHI,ECU,6-3,6-3,,,,01:02:00,,,287,/en/stats/leaderboard?page=serve,1,6,65,34,52,79,27,34,50,9,18,67,2,3,9,224,/en/stats/leaderboard?page=serve,,4,74,42,57,60,25,42,33,5,15,20,1,5,9,69,36,52,47,27,57,58,63,109,53,30,57,31,16,52,42,46,109,A,,,2,,,,,M. Rios,N. Lapentti,R286,L290,CHI,ECU,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS017,R32,02:19:00,,F,3,N267,"6-4,1-6,7-6(8)",M. Nielsen,F. Meligeni,,,NZL,BRA,6-4,1-6,7-6(8),,,02:19:00,8,6,263,/en/stats/leaderboard?page=serve,1,1,76,76,100,66,50,76,50,12,24,67,8,12,14,268,/en/stats/leaderboard?page=serve,,5,62,59,95,69,41,59,58,21,36,67,6,9,15,62,62,100,35,33,95,49,95,195,65,62,95,38,38,100,51,100,195,A,,,6,,,,,M. Nielsen,F. Meligeni,N267,M443,NZL,BRA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS018,R32,01:14:00,,F,2,C328,"6-2,6-3",K. Carlsen,J. Viloca-Puig,,,DEN,ESP,6-2,6-3,,,,01:14:00,,,286,/en/stats/leaderboard?page=serve,1,3,57,25,44,72,18,25,68,13,19,50,1,2,8,206,/en/stats/leaderboard?page=serve,,3,65,48,74,56,27,48,42,11,26,69,11,16,9,70,31,44,49,36,74,57,67,118,51,38,74,30,13,44,43,51,118,A,,,4,,,,,K. Carlsen,J. Viloca-Puig,C328,V161,DEN,ESP,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS019,R32,01:20:00,,F,2,H297,"6-4,7-6(7)",A. Hunt,D. Vacek,,,NZL,CZE,6-4,7-6(7),,,,01:20:00,,,328,/en/stats/leaderboard?page=serve,1,9,77,43,56,84,36,43,69,9,13,50,1,2,11,256,/en/stats/leaderboard?page=serve,,3,56,40,72,63,25,40,56,18,32,67,4,6,11,80,45,56,40,29,72,58,74,128,60,43,72,20,11,56,42,54,128,A,7,0,3,,,,,A. Hunt,D. Vacek,H297,V141,NZL,CZE,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS020,R32,02:14:00,,F,3,W124,"6-7(1),6-3,6-2",M. Washington,M. Filippini,,,USA,URU,6-7(1),6-3,6-2,,,02:14:00,,,274,/en/stats/leaderboard?page=serve,2,3,63,60,96,63,38,60,61,22,36,67,4,6,15,240,/en/stats/leaderboard?page=serve,,4,67,64,95,67,43,64,42,13,31,58,7,12,14,63,60,96,41,39,95,52,99,191,59,56,95,38,36,96,48,92,191,A,,,4,,1,7,,M. Washington,M. Filippini,W124,F165,USA,URU,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS021,R32,00:55:00,,F,2,B397,"6-1,6-3",B. Black,A. Gaudenzi,,,ZIM,ITA,6-1,6-3,,,,00:55:00,,,292,/en/stats/leaderboard?page=serve,1,3,64,29,45,76,22,29,75,12,16,,0,,8,199,/en/stats/leaderboard?page=serve,,1,57,26,46,65,17,26,35,7,20,33,2,6,8,76,34,45,48,22,46,62,56,91,52,24,46,24,11,45,38,35,91,A,,,9,,,,,B. Black,A. Gaudenzi,B397,G254,ZIM,ITA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS022,R32,01:27:00,,F,2,V175,"6-1,7-6(7)",C. Vinck,G. Weiner,,,GER,USA,6-1,7-6(7),,,,01:27:00,,,295,/en/stats/leaderboard?page=serve,2,4,78,69,89,62,43,69,65,13,20,92,11,12,9,224,/en/stats/leaderboard?page=serve,,5,65,43,66,65,28,43,35,8,23,33,2,6,10,63,56,89,45,30,66,55,86,155,55,36,66,37,33,89,45,69,155,A,7,3,6,,,,,C. Vinck,G. Weiner,V175,W217,GER,USA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS023,R32,01:30:00,,F,3,T136,"3-6,6-3,6-2",J. Tarango,B. MacPhie,,,USA,USA,3-6,6-3,6-2,,,01:30:00,,,279,/en/stats/leaderboard?page=serve,7,7,61,56,92,70,39,56,56,20,36,80,4,5,13,269,/en/stats/leaderboard?page=serve,,9,61,42,69,76,32,42,48,13,27,0,0,3,13,64,59,92,35,24,69,52,83,161,65,45,69,36,33,92,48,78,161,A,,,1,,,,,J. Tarango,B. MacPhie,T136,M448,USA,USA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS024,R32,01:07:00,,F,2,S321,"6-1,6-2",B. Steven,T. Susnjak,,,NZL,NZL,6-1,6-2,,,,01:07:00,,,267,/en/stats/leaderboard?page=serve,2,1,63,37,59,73,27,37,45,10,22,80,4,5,8,165,/en/stats/leaderboard?page=serve,,0,65,28,43,46,13,28,27,4,15,44,4,9,7,63,37,59,60,26,43,62,63,102,40,17,43,37,22,59,38,39,102,A,,,1,,,,,B. Steven,T. Susnjak,S321,S672,NZL,NZL,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS025,R32,00:10:00,,F,1,F164,3-0,R. Fromberg,K. Alami,,,AUS,MAR,3-0,,,,,00:10:00,,,186,/en/stats/leaderboard?page=serve,,4,36,4,11,75,3,4,71,5,7,0,0,,2,181,/en/stats/leaderboard?page=serve,False,0,88,7,8,43,3,7,,,1,67,2,3,2,73,8,11,63,5,8,68,13,19,,0,,27,3,11,,0,,A,,,,False,,,False,R. Fromberg,K. Alami,F164,A203,AUS,MAR,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS026,R32,01:32:00,,F,2,D214,"7-6(7),6-3",M. Damm,C. Ruud,,,CZE,NOR,7-6(7),6-3,,,,01:32:00,,,281,/en/stats/leaderboard?page=serve,2,11,67,53,79,70,37,53,54,14,26,60,3,5,11,240,/en/stats/leaderboard?page=serve,,7,58,42,73,69,29,42,39,12,31,67,6,9,10,65,51,79,44,32,73,55,83,152,56,41,73,35,28,79,45,69,152,A,,,3,,7,5,,M. Damm,C. Ruud,D214,R219,CZE,NOR,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS027,R32,01:02:00,,F,2,H377,"6-2,6-4",D. Hrbaty,R. Reneberg,,,SVK,USA,6-2,6-4,,,,01:02:00,,,279,/en/stats/leaderboard?page=serve,4,3,54,28,52,71,20,28,67,16,24,0,0,1,9,211,/en/stats/leaderboard?page=serve,,2,49,29,59,69,20,29,40,12,30,33,2,6,9,69,36,52,46,27,59,57,63,111,54,32,59,31,16,52,43,48,111,A,,,4,,,,,D. Hrbaty,R. Reneberg,H377,R016,SVK,USA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS028,R32,01:22:00,,F,2,S015,"6-4,7-5",J. Sanchez,G. Stafford,,,ESP,RSA,6-4,7-5,,,,01:22:00,,,237,/en/stats/leaderboard?page=serve,3,1,58,42,73,74,31,42,35,11,31,40,2,5,11,211,/en/stats/leaderboard?page=serve,,3,53,36,68,58,21,36,47,15,32,29,2,7,11,58,42,73,47,32,68,52,74,141,53,36,68,42,31,73,48,67,141,A,,,4,,,,,J. Sanchez,G. Stafford,S015,S406,ESP,RSA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS029,R32,01:44:00,,F,3,C179,"1-6,6-2,6-3",C. Costa,L. Roux,,,ESP,FRA,1-6,6-2,6-3,,,01:44:00,,,266,/en/stats/leaderboard?page=serve,4,5,62,50,81,78,39,50,42,13,31,67,4,6,12,243,/en/stats/leaderboard?page=serve,,1,53,47,88,72,34,47,44,18,41,80,12,15,12,64,52,81,41,36,88,52,88,169,59,52,88,36,29,81,48,81,169,A,,,2,,,,,C. Costa,L. Roux,C179,R280,ESP,FRA,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS030,R32,02:06:00,,F,3,S601,"6-3,2-6,7-5",M. Sell,M. Tillstrom,,,USA,SWE,6-3,2-6,7-5,,,02:06:00,,,240,/en/stats/leaderboard?page=serve,2,1,66,63,96,57,36,63,52,17,33,58,7,12,15,228,/en/stats/leaderboard?page=serve,,0,56,59,105,47,28,59,63,29,46,55,6,11,14,55,53,96,46,48,105,50,101,201,54,57,105,45,43,96,50,100,201,A,,,2,,,,,M. Sell,M. Tillstrom,S601,T166,USA,SWE,,
301,1998,Auckland,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS031,R32,01:37:00,,F,2,M535,"7-6(7),6-3",F. Mantilla,J. Van Herck,,,ESP,BEL,7-6(7),6-3,,,,01:37:00,,,294,/en/stats/leaderboard?page=serve,,5,69,52,75,73,38,52,57,13,23,67,2,3,11,252,/en/stats/leaderboard?page=serve,,8,53,40,75,70,28,40,46,16,35,67,4,6,10,68,51,75,41,31,75,55,82,150,59,44,75,32,24,75,45,68,150,A,,,5,False,7,3,,F. Mantilla,J. Van Herck,M535,V167,ESP,BEL,,
