event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_loser,player_id_winner,player_id_loser
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS017,R32,01:29:00,,F,2,T742,"7-5,6-2",J. Tipsarevic,S. Roitman,,,SRB,ARG,7-5,6-2,,,,01:29:00,A,J. Tipsarevic,S. Roitman,SRB,ARG,,,,287,/en/stats/leaderboard?page=serve,0,5,65,34,52,76,26,34,61,11,18,33,1,3,10,214,/en/stats/leaderboard?page=serve,3,0,68,49,72,51,25,49,48,11,23,58,7,12,10,71,37,52,50,36,72,59,73,124,50,36,72,29,15,52,41,51,124,,,,T742,R388
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS018,R32,01:28:00,,F,3,G710,"6-0,2-6,6-2",M. Granollers,F. Krajinovic,,,ESP,SRB,6-0,2-6,6-2,,,01:28:00,A,M. Granollers,F. Krajinovic,ESP,SRB,,,,215,/en/stats/leaderboard?page=serve,5,0,45,29,64,52,15,29,60,21,35,43,3,7,11,187,/en/stats/leaderboard?page=serve,1,1,59,36,61,56,20,36,36,9,25,42,5,12,11,56,36,64,52,32,61,54,68,125,48,29,61,44,28,64,46,57,125,,,,G710,KB05
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS019,R32,01:57:00,,F,3,T840,"4-6,6-4,6-3",V. Troicki,S. Querrey,,,SRB,USA,4-6,6-4,6-3,,,01:57:00,A,V. Troicki,S. Querrey,SRB,USA,,,,261,/en/stats/leaderboard?page=serve,5,4,62,61,98,77,47,61,43,16,37,75,9,12,15,247,/en/stats/leaderboard?page=serve,3,3,56,46,82,67,31,46,53,19,36,33,2,6,14,64,63,98,39,32,82,53,95,180,61,50,82,36,35,98,47,85,180,,,,T840,Q927
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS021,R32,01:13:00,,F,2,MD56,"6-3,6-2",L. Mayer,W. Odesnik,,,ARG,USA,6-3,6-2,,,,01:13:00,A,L. Mayer,W. Odesnik,ARG,USA,,,,298,/en/stats/leaderboard?page=serve,3,5,62,31,50,81,25,31,53,10,19,100,2,2,8,213,/en/stats/leaderboard?page=serve,3,2,52,25,48,68,17,25,39,9,23,20,1,5,9,70,35,50,46,22,48,58,57,98,54,26,48,30,15,50,42,41,98,,,,MD56,O234
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS022,R32,02:20:00,,F,3,D339,"3-6,6-1,6-4",M. Daniel,G. Canas,,,BRA,ARG,3-6,6-1,6-4,,,02:20:00,A,M. Daniel,G. Canas,BRA,ARG,,,,291,/en/stats/leaderboard?page=serve,1,3,69,50,72,78,39,50,50,11,22,0,0,1,13,254,/en/stats/leaderboard?page=serve,3,6,56,55,99,80,44,55,39,17,44,70,7,10,13,69,50,72,38,38,99,51,88,171,62,61,99,31,22,72,49,83,171,,,,D339,C433
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS023,R32,02:23:00,,F,3,L360,"7-6(7),3-6,6-4",I. Ljubicic,V. Crivoi,,,CRO,ROU,7-6(7),3-6,6-4,,,02:23:00,A,I. Ljubicic,V. Crivoi,CRO,ROU,,,,281,/en/stats/leaderboard?page=serve,3,17,53,60,113,75,45,60,53,28,53,85,11,13,15,300,/en/stats/leaderboard?page=serve,0,11,82,80,98,70,56,80,50,9,18,78,7,9,16,65,73,113,34,33,98,50,106,211,66,65,98,35,40,113,50,105,211,7.0,2.0,,L360,C856
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS024,R32,03:00:00,,F,3,R336,"6-3,6-7(7),7-5",C. Rochus,N. Devilder,,,BEL,FRA,6-3,6-7(7),7-5,,,03:00:00,A,C. Rochus,N. Devilder,BEL,FRA,,,7.0,236,/en/stats/leaderboard?page=serve,2,2,47,64,135,70,45,64,49,35,71,69,11,16,17,218,/en/stats/leaderboard?page=serve,8,7,55,78,142,67,52,78,41,26,64,67,14,21,16,59,80,135,45,64,142,52,144,277,55,78,142,41,55,135,48,133,277,,,9.0,R336,D469
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS025,R32,01:35:00,,F,3,V309,"2-6,6-2,6-2",K. Vliegen,D. Hrbaty,,,BEL,SVK,2-6,6-2,6-2,,,01:35:00,A,K. Vliegen,D. Hrbaty,BEL,SVK,,,,280,/en/stats/leaderboard?page=serve,1,6,58,37,64,78,29,37,56,15,27,33,1,3,12,230,/en/stats/leaderboard?page=serve,4,1,66,57,86,63,36,57,38,11,29,50,4,8,12,69,44,64,45,39,86,55,83,150,55,47,86,31,20,64,45,67,150,,,,V309,H377
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS026,R32,01:40:00,,F,2,K540,"6-3,7-5",L. Kubot,A. Zlatanovic,,,POL,SRB,6-3,7-5,,,,01:40:00,A,L. Kubot,A. Zlatanovic,POL,SRB,,,,268,/en/stats/leaderboard?page=serve,3,3,58,36,62,61,22,36,69,18,26,33,1,3,10,216,/en/stats/leaderboard?page=serve,2,7,54,36,67,61,22,36,42,13,31,29,2,7,11,65,40,62,48,32,67,56,72,129,52,35,67,35,22,62,44,57,129,,,,K540,Z245
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS028,R32,01:22:00,,F,2,C487,"6-1,6-4",A. Clement,S. Ventura,,,FRA,ESP,6-1,6-4,,,,01:22:00,A,A. Clement,S. Ventura,FRA,ESP,,,,266,/en/stats/leaderboard?page=serve,1,1,82,45,55,67,30,45,40,4,10,67,4,6,9,197,/en/stats/leaderboard?page=serve,2,3,78,42,54,48,20,42,33,4,12,38,3,8,8,62,34,55,56,30,54,59,64,109,44,24,54,38,21,55,41,45,109,,,,C487,V251
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS029,R32,02:06:00,,F,3,C723,"1-6,6-3,6-1",F. Cipolla,M. Baghdatis,,,ITA,CYP,1-6,6-3,6-1,,,02:06:00,A,F. Cipolla,M. Baghdatis,ITA,CYP,,,,254,/en/stats/leaderboard?page=serve,4,0,81,76,94,55,42,76,56,10,18,78,14,18,12,234,/en/stats/leaderboard?page=serve,1,3,76,77,101,52,40,77,50,12,24,75,15,20,11,55,52,94,49,49,101,52,101,195,51,52,101,45,42,94,48,94,195,,,,C723,B837
5053,2009,Belgrade,250,2009-05-04T00:00:00,2009-05-10T00:00:00,Clay,28,398250,€,MS030,R32,01:15:00,,F,2,D556,"6-2,6-1",B. Dabul,N. Massu,,,ARG,CHI,6-2,6-1,,,,01:15:00,A,B. Dabul,N. Massu,ARG,CHI,,,,303,/en/stats/leaderboard?page=serve,0,4,72,39,54,74,29,39,53,8,15,100,3,3,8,199,/en/stats/leaderboard?page=serve,0,2,56,28,50,54,15,28,45,10,22,67,8,12,7,69,37,54,50,25,50,60,62,104,50,25,50,31,17,54,40,42,104,,,,D556,M655
