event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,secondservepointswon_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS001,F,01:57:00,,F,3,R286,"7-5,6-3,6-4",M. Rios,A. Agassi,,,CHI,USA,7-5,6-3,6-4,,,01:57:00,305,/en/stats/leaderboard?page=serve,2,12,65,59,91,78,46,59,59,19,32,0,0,1,16,245,/en/stats/leaderboard?page=serve,4,5,50,49,98,82,40,49,39,19,49,67,8,12,15,71,65,91,40,39,98,55,104,189,60,59,98,29,26,91,45,85,189,A,,,,,,,,,,M. Rios,A. Agassi,R286,A092,CHI,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS002,SF,01:22:00,,F,2,A092,"6-4,6-2",A. Agassi,A. Corretja,,,USA,ESP,6-4,6-2,,,,01:22:00,281,/en/stats/leaderboard?page=serve,1,2,58,32,55,69,22,32,65,15,23,80,4,5,9,209,/en/stats/leaderboard?page=serve,4,3,53,32,60,63,20,32,39,11,28,64,7,11,9,67,37,55,48,29,60,57,66,115,52,31,60,33,18,55,43,49,115,A,,,,,,,,,,A. Agassi,A. Corretja,A092,C344,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS003,SF,01:35:00,,F,3,R286,"6-2,4-6,6-0",M. Rios,T. Henman,,,CHI,GBR,6-2,4-6,6-0,,,01:35:00,255,/en/stats/leaderboard?page=serve,1,3,52,34,65,74,25,34,52,16,31,57,4,7,12,176,/en/stats/leaderboard?page=serve,7,3,51,39,77,59,23,39,29,11,38,36,4,11,12,63,41,65,56,43,77,59,84,142,44,34,77,37,24,65,41,58,142,A,,,,,,,,,,M. Rios,T. Henman,R286,H336,CHI,GBR,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS004,QF,01:09:00,,F,2,C344,"6-3,6-1",A. Corretja,S. Campbell,,,ESP,USA,6-3,6-1,,,,01:09:00,202,/en/stats/leaderboard?page=serve,1,3,53,25,47,88,22,25,59,13,22,0,0,,8,202,/en/stats/leaderboard?page=serve,4,0,49,22,45,59,13,22,48,11,23,33,2,6,8,74,35,47,47,21,45,61,56,92,53,24,45,26,12,47,39,36,92,A,,,,,,,,,,A. Corretja,S. Campbell,C344,C355,ESP,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS005,QF,01:11:00,,F,2,A092,"6-4,6-3",A. Agassi,J. Tarango,,,USA,USA,6-4,6-3,,,,01:11:00,274,/en/stats/leaderboard?page=serve,1,8,62,38,61,84,32,38,61,14,23,,0,,10,252,/en/stats/leaderboard?page=serve,2,3,58,38,66,66,25,38,50,14,28,80,8,10,9,75,46,61,41,27,66,57,73,127,59,39,66,25,15,61,43,54,127,A,,,,,,,,,,A. Agassi,J. Tarango,A092,T136,USA,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS006,QF,00:47:00,,F,2,R286,"6-3,2-0",M. Rios,T. Enqvist,,,CHI,SWE,6-3,2-0,,,,00:47:00,195,/en/stats/leaderboard?page=serve,,3,59,19,32,79,15,19,54,7,13,0,0,,6,200,/en/stats/leaderboard?page=serve,3,2,44,17,39,71,12,17,36,8,22,40,2,5,6,69,22,32,49,19,39,58,41,71,51,20,39,31,10,32,42,30,71,A,False,,,,,,,,,M. Rios,T. Enqvist,R286,E113,CHI,SWE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS007,QF,01:10:00,,F,2,H336,"6-2,6-4",T. Henman,G. Kuerten,,,GBR,BRA,6-2,6-4,,,,01:10:00,210,/en/stats/leaderboard?page=serve,1,3,47,21,45,90,19,21,71,17,24,0,0,,9,240,/en/stats/leaderboard?page=serve,2,3,57,33,58,52,17,33,64,16,25,67,6,9,9,80,36,45,43,25,58,59,61,103,57,33,58,20,9,45,41,42,103,A,,,,,,,,,,T. Henman,G. Kuerten,H336,K293,GBR,BRA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS008,R16,02:16:00,,F,3,C355,"6-7(3),6-2,7-5",S. Campbell,W. Ferreira,,,USA,RSA,6-7(3),6-2,7-5,,,02:16:00,270,/en/stats/leaderboard?page=serve,4,4,56,62,111,68,42,62,59,29,49,71,5,7,16,237,/en/stats/leaderboard?page=serve,5,9,47,54,115,72,39,54,46,28,61,50,5,10,16,64,71,111,42,48,115,53,119,226,58,67,115,36,40,111,47,107,226,A,,3,7,,,,,,,S. Campbell,W. Ferreira,C355,F196,USA,RSA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS009,R16,01:53:00,,F,3,C344,"6-1,3-6,6-3",A. Corretja,F. Santoro,,,ESP,FRA,6-1,3-6,6-3,,,01:53:00,265,/en/stats/leaderboard?page=serve,,2,48,38,80,74,28,38,57,24,42,60,3,5,13,238,/en/stats/leaderboard?page=serve,3,3,62,46,74,67,31,46,43,12,28,60,6,10,12,65,52,80,42,31,74,54,83,154,58,43,74,35,28,80,46,71,154,A,False,,,,,,,,,A. Corretja,F. Santoro,C344,S424,ESP,FRA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS010,R16,01:46:00,,F,3,A092,"7-6(7),4-6,6-1",A. Agassi,A. Costa,,,USA,ESP,7-6(7),4-6,6-1,,,01:46:00,275,/en/stats/leaderboard?page=serve,4,5,57,50,87,80,40,50,51,19,37,60,3,5,15,276,/en/stats/leaderboard?page=serve,1,5,76,62,82,68,42,62,50,10,20,50,3,6,14,68,59,87,37,30,82,53,89,169,63,52,82,32,28,87,47,80,169,A,,7,5,,,,,,,A. Agassi,A. Costa,A092,C378,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS011,R16,01:39:00,,F,3,T136,"3-6,6-3,6-2",J. Tarango,Y. Kafelnikov,,,USA,RUS,3-6,6-3,6-2,,,01:39:00,297,/en/stats/leaderboard?page=serve,3,5,57,42,74,83,35,42,63,20,32,83,5,6,13,254,/en/stats/leaderboard?page=serve,2,5,61,51,84,69,35,51,45,15,33,40,2,5,13,74,55,74,40,34,84,56,89,158,60,50,84,26,19,74,44,69,158,A,,,,,,,,,,J. Tarango,Y. Kafelnikov,T136,K267,USA,RUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS012,R16,00:57:00,,F,2,E113,"6-2,6-2",T. Enqvist,G. Rusedski,,,SWE,GBR,6-2,6-2,,,,00:57:00,291,/en/stats/leaderboard?page=serve,2,4,61,31,51,71,22,31,70,14,20,,0,,8,203,/en/stats/leaderboard?page=serve,4,7,44,23,52,65,15,23,41,12,29,33,2,6,8,71,36,51,48,25,52,59,61,103,52,27,52,29,15,51,41,42,103,A,,,,,,,,,,T. Enqvist,G. Rusedski,E113,R237,SWE,GBR,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS013,R16,01:00:00,,F,2,R286,"6-2,6-3",M. Rios,G. Ivanisevic,,,CHI,CRO,6-2,6-3,,,,01:00:00,295,/en/stats/leaderboard?page=serve,3,5,64,28,44,86,24,28,56,9,16,,0,,8,208,/en/stats/leaderboard?page=serve,6,10,45,33,73,61,20,33,43,17,40,69,9,13,9,75,33,44,49,36,73,59,69,117,51,37,73,25,11,44,41,48,117,A,,,,,,,,,,M. Rios,G. Ivanisevic,R286,I034,CHI,CRO,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS014,R16,01:57:00,,F,3,K293,"6-4,5-7,6-4",G. Kuerten,N. Kiefer,,,BRA,GER,6-4,5-7,6-4,,,01:57:00,287,/en/stats/leaderboard?page=serve,3,7,53,51,96,88,45,51,49,22,45,83,5,6,16,280,/en/stats/leaderboard?page=serve,4,11,54,50,93,76,38,50,56,24,43,50,2,4,16,70,67,96,33,31,93,52,98,189,67,62,93,30,29,96,48,91,189,A,,,,,,,,,,G. Kuerten,N. Kiefer,K293,K316,BRA,GER,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS015,R16,01:26:00,,F,2,H336,"6-4,6-4",T. Henman,P. Korda,,,GBR,CZE,6-4,6-4,,,,01:26:00,257,/en/stats/leaderboard?page=serve,3,4,43,29,67,83,24,29,50,19,38,60,3,5,10,216,/en/stats/leaderboard?page=serve,7,3,49,32,65,66,21,32,45,15,33,20,1,5,10,64,43,67,45,29,65,55,72,132,55,36,65,36,24,67,45,60,132,A,,,,,,,,,,T. Henman,P. Korda,H336,K148,GBR,CZE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS016,R32,01:40:00,,F,3,F196,"0-6,7-6(8),6-3",W. Ferreira,P. Sampras,,,RSA,USA,0-6,7-6(8),6-3,,,01:40:00,263,/en/stats/leaderboard?page=serve,3,9,61,57,93,74,42,57,44,16,36,57,4,7,14,296,/en/stats/leaderboard?page=serve,2,15,51,39,77,87,34,39,53,20,38,75,3,4,13,62,58,93,30,23,77,48,81,170,70,54,77,38,35,93,52,89,170,A,,,,8,6,,,,,W. Ferreira,P. Sampras,F196,S402,RSA,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS017,R32,02:16:00,,F,3,C355,"1-6,7-5,7-6(7)",S. Campbell,T. Martin,,,USA,USA,1-6,7-5,7-6(7),,,02:16:00,257,/en/stats/leaderboard?page=serve,1,6,64,68,107,66,45,68,49,19,39,50,4,8,15,282,/en/stats/leaderboard?page=serve,3,15,60,64,106,72,46,64,57,24,42,57,4,7,16,60,64,107,34,36,106,47,100,213,66,70,106,40,43,107,53,113,213,A,,,,,,7,4,,,S. Campbell,T. Martin,C355,M442,USA,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS018,R32,01:03:00,,F,2,S424,"6-2,6-3",F. Santoro,S. Prieto,,,FRA,ARG,6-2,6-3,,,,01:03:00,282,/en/stats/leaderboard?page=serve,,4,58,25,43,72,18,25,61,11,18,0,0,1,8,184,/en/stats/leaderboard?page=serve,1,2,52,26,50,58,15,26,29,7,24,29,2,7,9,67,29,43,56,28,50,61,57,93,44,22,50,33,14,43,39,36,93,A,False,,,,,,,,,F. Santoro,S. Prieto,S424,P324,FRA,ARG,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS019,R32,01:07:00,,F,2,C344,"6-3,6-1",A. Corretja,G. Blanco,,,ESP,ESP,6-3,6-1,,,,01:07:00,262,/en/stats/leaderboard?page=serve,,3,53,25,47,76,19,25,68,15,22,,0,,8,200,/en/stats/leaderboard?page=serve,2,2,50,24,48,67,16,24,33,8,24,60,6,10,8,72,34,47,50,24,48,61,58,95,50,24,48,28,13,47,39,37,95,A,False,,,,,,,,,A. Corretja,G. Blanco,C344,B518,ESP,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS020,R32,01:36:00,,F,2,A092,"6-4,7-5",A. Agassi,V. Spadea,,,USA,USA,6-4,7-5,,,,01:36:00,259,/en/stats/leaderboard?page=serve,2,4,52,40,77,78,31,40,46,17,37,67,4,6,11,216,/en/stats/leaderboard?page=serve,2,3,42,31,74,52,16,31,58,25,43,56,5,9,11,62,48,77,45,33,74,54,81,151,55,41,74,38,29,77,46,70,151,A,,,,,,,,,,A. Agassi,V. Spadea,A092,S544,USA,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS021,R32,02:14:00,,F,3,C378,"7-6(8),3-6,6-3",A. Costa,C. Pioline,,,ESP,FRA,7-6(8),3-6,6-3,,,02:14:00,304,/en/stats/leaderboard?page=serve,1,2,87,77,89,69,53,77,67,8,12,50,3,6,15,249,/en/stats/leaderboard?page=serve,6,6,54,61,113,69,42,61,46,24,52,70,7,10,15,69,61,89,42,47,113,53,108,202,58,66,113,31,28,89,47,94,202,A,,8,6,,,,,,,A. Costa,C. Pioline,C378,P226,ESP,FRA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS022,R32,00:39:00,,F,1,T136,6-3,J. Tarango,P. Haarhuis,,,USA,NED,6-3,,,,,00:39:00,263,/en/stats/leaderboard?page=serve,,0,52,12,23,67,8,12,64,7,11,50,1,2,5,176,/en/stats/leaderboard?page=serve,1,1,50,15,30,33,5,15,53,8,15,40,2,5,5,65,15,23,57,17,30,60,32,53,43,13,30,35,8,23,40,21,53,A,False,,,,,,,,,J. Tarango,P. Haarhuis,T136,H223,USA,NED,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS023,R32,01:19:00,,F,2,K267,"6-4,7-6(7)",Y. Kafelnikov,J. Siemerink,,,RUS,NED,6-4,7-6(7),,,,01:19:00,295,/en/stats/leaderboard?page=serve,,5,59,39,66,87,34,39,63,17,27,,0,,11,296,/en/stats/leaderboard?page=serve,1,10,56,34,61,82,28,34,59,16,27,0,0,1,11,77,51,66,28,17,61,54,68,127,72,44,61,23,15,66,46,59,127,A,False,,,7,5,,,,,Y. Kafelnikov,J. Siemerink,K267,S381,RUS,NED,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS024,R32,01:11:00,,F,2,R237,"6-1,7-6(10)",G. Rusedski,M. Rosset,,,GBR,SUI,6-1,7-6(10),,,,01:11:00,298,/en/stats/leaderboard?page=serve,3,19,49,34,70,85,29,34,58,21,36,67,2,3,10,241,/en/stats/leaderboard?page=serve,7,2,69,44,64,66,29,44,45,9,20,50,3,6,9,71,50,70,41,26,64,57,76,134,59,38,64,29,20,70,43,58,134,A,,,,10,8,,,,,G. Rusedski,M. Rosset,R237,R214,GBR,SUI,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS025,R32,01:42:00,,F,3,E113,"6-3,3-6,6-3",T. Enqvist,K. Kucera,,,SWE,SVK,6-3,3-6,6-3,,,01:42:00,280,/en/stats/leaderboard?page=serve,3,8,56,46,82,76,35,46,58,21,36,50,2,4,14,256,/en/stats/leaderboard?page=serve,3,5,61,47,77,70,33,47,47,14,30,40,2,5,13,68,56,82,39,30,77,54,86,159,61,47,77,32,26,82,46,73,159,A,,,,,,,,,,T. Enqvist,K. Kucera,E113,K237,SWE,SVK,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS026,R32,01:01:00,,F,2,I034,"6-3,6-4",G. Ivanisevic,D. van Scheppingen,,,CRO,NED,6-3,6-4,,,,01:01:00,299,/en/stats/leaderboard?page=serve,,13,61,35,57,77,27,35,68,15,22,,0,,10,264,/en/stats/leaderboard?page=serve,3,7,65,37,57,73,27,37,45,9,20,60,3,5,9,74,42,57,37,21,57,55,63,114,63,36,57,26,15,57,45,51,114,A,False,,,,,,,,,G. Ivanisevic,D. van Scheppingen,I034,S559,CRO,NED,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS027,R32,01:19:00,,F,2,R286,"6-4,6-3",M. Rios,T. Haas,,,CHI,GER,6-4,6-3,,,,01:19:00,258,/en/stats/leaderboard?page=serve,,2,63,34,54,74,25,34,75,15,20,,0,,9,237,/en/stats/leaderboard?page=serve,4,6,55,42,77,67,28,42,43,15,35,50,3,6,10,74,40,54,44,34,77,56,74,131,56,43,77,26,14,54,44,57,131,A,False,,,,,,,,,M. Rios,T. Haas,R286,H355,CHI,GER,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS028,R32,01:49:00,,F,2,K316,"7-6(8),7-6(7)",N. Kiefer,J. Bjorkman,,,GER,SWE,7-6(8),7-6(7),,,,01:49:00,248,/en/stats/leaderboard?page=serve,2,3,49,43,88,70,30,43,53,24,45,40,2,5,12,234,/en/stats/leaderboard?page=serve,8,3,49,46,94,61,28,46,54,26,48,67,6,9,12,61,54,88,43,40,94,52,94,182,57,54,94,39,34,88,48,88,182,A,,8,6,7,3,,,,,N. Kiefer,J. Bjorkman,K316,B446,GER,SWE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS029,R32,01:48:00,,F,3,K293,"6-2,4-6,7-6(7)",G. Kuerten,A. Medvedev,,,BRA,UKR,6-2,4-6,7-6(7),,,01:48:00,263,/en/stats/leaderboard?page=serve,6,7,43,46,106,80,37,46,53,32,60,71,5,7,15,274,/en/stats/leaderboard?page=serve,7,10,59,52,88,79,41,52,53,19,36,50,3,6,15,65,69,106,32,28,88,50,97,194,68,60,88,35,37,106,50,97,194,A,,,,,,7,5,,,G. Kuerten,A. Medvedev,K293,M475,BRA,UKR,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS030,R32,01:05:00,,F,2,H336,"6-1,6-4",T. Henman,C. Moya,,,GBR,ESP,6-1,6-4,,,,01:05:00,269,/en/stats/leaderboard?page=serve,5,4,50,28,56,75,21,28,57,16,28,86,6,7,9,194,/en/stats/leaderboard?page=serve,1,3,50,25,50,52,13,25,40,10,25,33,2,6,8,66,37,56,54,27,50,60,64,106,46,23,50,34,19,56,40,42,106,A,,,,,,,,,,T. Henman,C. Moya,H336,M605,GBR,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS031,R32,01:57:00,,F,3,K148,"6-4,4-6,6-3",P. Korda,F. Clavet,,,CZE,ESP,6-4,4-6,6-3,,,01:57:00,259,/en/stats/leaderboard?page=serve,6,5,42,42,101,76,32,42,56,33,59,71,5,7,15,273,/en/stats/leaderboard?page=serve,1,0,73,66,91,59,39,66,64,16,25,70,7,10,14,64,65,101,40,36,91,53,101,192,60,55,91,36,36,101,47,91,192,A,,,,,,,,,,P. Korda,F. Clavet,K148,C252,CZE,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS032,R64,00:56:00,,F,2,S402,"6-1,6-2",P. Sampras,J. Sanchez,,,USA,ESP,6-1,6-2,,,,00:56:00,285,/en/stats/leaderboard?page=serve,1,5,63,31,49,81,25,31,50,9,18,50,1,2,8,180,/en/stats/leaderboard?page=serve,2,0,77,37,48,41,15,37,36,4,11,38,3,8,7,69,34,49,60,29,48,65,63,97,40,19,48,31,15,49,35,34,97,A,,,,,,,,,,P. Sampras,J. Sanchez,S402,S015,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS033,R64,01:54:00,,F,3,F196,"7-5,6-7(2),6-4",W. Ferreira,F. Dewulf,,,RSA,BEL,7-5,6-7(2),6-4,,,01:54:00,260,/en/stats/leaderboard?page=serve,4,12,39,37,95,78,29,37,53,31,58,0,0,3,17,234,/en/stats/leaderboard?page=serve,6,3,63,73,116,67,49,73,37,16,43,38,3,8,17,63,60,95,44,51,116,53,111,211,56,65,116,37,35,95,47,100,211,A,,,,2,7,,,,,W. Ferreira,F. Dewulf,F196,D228,RSA,BEL,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS034,R64,01:07:00,,F,2,M442,"6-3,6-4",T. Martin,A. Berasategui,,,USA,ESP,6-3,6-4,,,,01:07:00,281,/en/stats/leaderboard?page=serve,3,10,65,42,65,81,34,42,48,11,23,,0,,10,279,/en/stats/leaderboard?page=serve,1,1,80,39,49,72,28,39,50,5,10,50,2,4,9,69,45,65,33,16,49,54,61,114,67,33,49,31,20,65,46,53,114,A,,,,,,,,,,T. Martin,A. Berasategui,M442,B428,USA,ESP,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS035,R64,01:37:00,,F,3,C355,"3-6,6-3,6-3",S. Campbell,M. Philippoussis,,,USA,AUS,3-6,6-3,6-3,,,01:37:00,269,/en/stats/leaderboard?page=serve,4,6,68,48,71,71,34,48,52,12,23,63,5,8,13,237,/en/stats/leaderboard?page=serve,8,15,57,57,100,72,41,57,37,16,43,58,7,12,14,65,46,71,43,43,100,52,89,171,57,57,100,35,25,71,48,82,171,A,,,,,,,,,,S. Campbell,M. Philippoussis,C355,P338,USA,AUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS036,R64,01:46:00,,F,3,P324,"3-6,6-3,6-4",S. Prieto,C. Vinck,,,ARG,GER,3-6,6-3,6-4,,,01:46:00,269,/en/stats/leaderboard?page=serve,5,3,70,64,91,75,48,64,41,11,27,60,3,5,14,264,/en/stats/leaderboard?page=serve,3,1,73,68,93,63,43,68,52,13,25,63,5,8,14,65,59,91,40,37,93,52,96,184,60,56,93,35,32,91,48,88,184,A,,,,,,,,,,S. Prieto,C. Vinck,P324,V175,ARG,GER,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS037,R64,01:59:00,,F,3,S424,"2-6,7-6(7),6-1",F. Santoro,G. Canas,,,FRA,ARG,2-6,7-6(7),6-1,,,01:59:00,243,/en/stats/leaderboard?page=serve,2,5,51,50,98,68,34,50,50,24,48,60,6,10,14,239,/en/stats/leaderboard?page=serve,1,4,57,47,82,64,30,47,46,16,35,69,9,13,13,59,58,98,44,36,82,52,94,180,56,46,82,41,40,98,48,86,180,A,,,,7,3,,,,,F. Santoro,G. Canas,S424,C433,FRA,ARG,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS038,R64,01:09:00,,F,2,B518,"6-4,7-6(7)",G. Blanco,M. Larsson,,,ESP,SWE,6-4,7-6(7),,,,01:09:00,300,/en/stats/leaderboard?page=serve,1,4,66,42,64,86,36,42,64,14,22,,0,,11,277,/en/stats/leaderboard?page=serve,1,7,69,53,77,70,37,53,42,10,24,88,7,8,11,78,50,64,39,30,77,57,80,141,61,47,77,22,14,64,43,61,141,A,,,,7,1,,,,,G. Blanco,M. Larsson,B518,L206,ESP,SWE,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS039,R64,01:57:00,,F,2,C344,"7-6(13),6-3",A. Corretja,J. Courier,,,ESP,USA,7-6(13),6-3,,,,01:57:00,277,/en/stats/leaderboard?page=serve,4,3,59,51,87,73,37,51,56,20,36,86,6,7,11,261,/en/stats/leaderboard?page=serve,3,2,66,53,80,72,38,53,44,12,27,71,5,7,10,66,57,87,38,30,80,52,87,167,63,50,80,34,30,87,48,80,167,A,,13,11,,,,,,,A. Corretja,J. Courier,C344,C243,ESP,USA,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS040,R64,01:16:00,,F,2,S544,"6-3,7-5",V. Spadea,P. Rafter,,,USA,AUS,6-3,7-5,,,,01:16:00,268,/en/stats/leaderboard?page=serve,2,5,64,41,64,68,28,41,52,12,23,50,2,4,11,222,/en/stats/leaderboard?page=serve,8,6,55,32,58,78,25,32,31,8,26,56,5,9,10,63,40,64,43,25,58,53,65,122,57,33,58,38,24,64,47,57,122,A,,,,,,,,,,V. Spadea,P. Rafter,S544,R255,USA,AUS,,
403,1998,ATP Masters 1000 Miami,1000,1998-03-16T00:00:00,1998-03-29T00:00:00,Hard,96,2450000,$,MS041,R64,01:07:00,,F,2,A092,"6-2,6-3",A. Agassi,N. Escude,,,USA,FRA,6-2,6-3,,,,01:07:00,235,/en/stats/leaderboard?page=serve,5,5,58,38,66,61,23,38,50,14,28,70,7,10,9,160,/en/stats/leaderboard?page=serve,4,1,55,26,47,50,13,26,33,7,21,0,0,6,8,56,37,66,57,27,47,57,64,113,43,20,47,44,29,66,43,49,113,A,,,,,,,,,,A. Agassi,N. Escude,A092,E140,USA,FRA,,
