event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,breakpointssaved_percent_tot_loser,breakpointssaved_divisor_tot_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS016,R32,01:00:00,,F,2,R237,"6-3,6-4",G. Rusedski,G. Pozzi,,,GBR,ITA,6-3,6-4,,,,01:00:00,,,,,317,/en/stats/leaderboard?page=serve,6,16,65,33,51,91,30,33,61,11,18,,0,,10,255,/en/stats/leaderboard?page=serve,4,2,48,25,52,84,21,25,48,13,27,4,9,80,41,51,35,18,52,57,59,103,65,34,52,20,10,51,43,44,103,A,,,67,6,,,G. Rusedski,G. Pozzi,R237,P045,GBR,ITA,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS017,R32,01:16:00,,F,2,K296,"7-5,6-3",J. Kroslak,J. Marin,,,SVK,CRC,7-5,6-3,,,,01:16:00,,,,,262,/en/stats/leaderboard?page=serve,6,9,63,44,70,73,32,44,42,11,26,50,2,4,11,226,/en/stats/leaderboard?page=serve,3,3,68,52,77,62,32,52,36,9,25,8,10,61,43,70,47,36,77,54,79,147,53,41,77,39,27,70,46,68,147,A,,,67,12,,,J. Kroslak,J. Marin,K296,M578,SVK,CRC,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS018,R32,01:14:00,,F,2,S381,"7-6(7),6-1",J. Siemerink,P. Fredriksson,,,NED,SWE,7-6(7),6-1,,,,01:14:00,7,4,,,315,/en/stats/leaderboard?page=serve,1,11,71,42,59,79,33,42,65,11,17,50,1,2,10,235,/en/stats/leaderboard?page=serve,5,2,56,33,59,70,23,33,46,12,26,4,9,75,44,59,41,24,59,58,68,118,59,35,59,25,15,59,42,50,118,A,,,57,7,,,J. Siemerink,P. Fredriksson,S381,F278,NED,SWE,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS019,R32,01:24:00,,F,2,D214,"6-3,7-6(7)",M. Damm,J. Sanchez,,,CZE,ESP,6-3,7-6(7),,,,01:24:00,,,7,1,307,/en/stats/leaderboard?page=serve,1,12,70,39,56,85,33,39,71,12,17,,0,,10,250,/en/stats/leaderboard?page=serve,7,6,60,49,81,76,37,49,34,11,32,6,11,80,45,56,41,33,81,57,78,137,59,48,81,20,11,56,43,59,137,A,,,75,8,,,M. Damm,J. Sanchez,D214,S015,CZE,ESP,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS020,R32,01:32:00,,F,3,S636,"6-3,1-6,6-3",R. Schuettler,T. Henman,,,GER,GBR,6-3,1-6,6-3,,,01:32:00,,,,,247,/en/stats/leaderboard?page=serve,3,1,47,37,78,65,24,37,61,25,41,63,5,8,13,269,/en/stats/leaderboard?page=serve,,7,64,44,69,75,33,44,48,12,25,0,12,63,49,78,35,24,69,50,73,147,65,45,69,37,29,78,50,74,147,A,,,0,3,,False,R. Schuettler,T. Henman,S636,H336,GER,GBR,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS022,R32,01:05:00,,F,2,V151,"6-4,6-4",R. Vasek,D. Pescariu,,,CZE,ROU,6-4,6-4,,,,01:05:00,,,,,273,/en/stats/leaderboard?page=serve,2,5,64,35,55,71,25,35,55,11,20,33,1,3,10,232,/en/stats/leaderboard?page=serve,4,6,57,36,63,61,22,36,52,14,27,2,10,65,36,55,43,27,63,53,63,118,57,36,63,35,19,55,47,55,118,A,,,33,6,,,R. Vasek,D. Pescariu,V151,P254,CZE,ROU,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS023,R32,01:46:00,,F,3,R214,"3-6,6-2,6-3",M. Rosset,R. Furlan,,,SUI,ITA,3-6,6-2,6-3,,,01:46:00,,,,,288,/en/stats/leaderboard?page=serve,6,20,54,42,78,86,36,42,50,18,36,67,4,6,13,240,/en/stats/leaderboard?page=serve,3,6,55,46,84,74,34,46,39,15,38,3,13,69,54,78,42,35,84,55,89,162,58,49,84,31,24,78,45,73,162,A,,,43,7,,,M. Rosset,R. Furlan,R214,F192,SUI,ITA,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS024,R32,01:18:00,,F,2,S367,"7-6(7),6-4",M. Sinner,T. Johansson,,,GER,SWE,7-6(7),6-4,,,,01:18:00,7,5,,,322,/en/stats/leaderboard?page=serve,2,10,68,43,63,86,37,43,70,14,20,,0,,11,285,/en/stats/leaderboard?page=serve,4,14,49,34,69,85,29,34,51,18,35,1,11,81,51,63,32,22,69,55,73,132,68,47,69,19,12,63,45,59,132,A,,,50,2,,,M. Sinner,T. Johansson,S367,J129,GER,SWE,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS025,R32,00:56:00,,F,2,S480,"1-6,4-4",D. Sanguinetti,A. Radulescu,,,ITA,GER,1-6,4-4,,,,00:56:00,,,,,249,/en/stats/leaderboard?page=serve,2,2,49,18,37,83,15,18,42,8,19,0,0,2,8,207,/en/stats/leaderboard?page=serve,1,9,73,40,55,73,29,40,53,8,15,0,8,62,23,37,33,18,55,45,41,92,67,37,55,38,14,37,55,51,92,A,,,0,,,,D. Sanguinetti,A. Radulescu,S480,R284,ITA,GER,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS026,R32,01:29:00,,F,3,C328,"6-2,3-6,6-1",K. Carlsen,H. Dreekmann,,,DEN,GER,6-2,3-6,6-1,,,01:29:00,,,,,298,/en/stats/leaderboard?page=serve,,9,58,37,64,84,31,37,56,15,27,0,0,1,12,230,/en/stats/leaderboard?page=serve,,6,51,40,78,73,29,40,34,13,38,8,12,72,46,64,46,36,78,58,82,142,54,42,78,28,18,64,42,60,142,A,,,67,12,False,False,K. Carlsen,H. Dreekmann,C328,D249,DEN,GER,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS027,R32,01:55:00,,F,3,M475,"6-7(5),7-6(11),6-3",A. Medvedev,A. Calatrava,,,UKR,ESP,6-7(5),7-6(11),6-3,,,01:55:00,5,7,11,9,299,/en/stats/leaderboard?page=serve,4,24,58,60,103,85,51,60,49,21,43,50,2,4,16,268,/en/stats/leaderboard?page=serve,4,12,59,65,110,74,48,65,51,23,45,1,17,70,72,103,35,39,110,52,111,213,65,71,110,30,31,103,48,102,213,A,,,20,5,,,A. Medvedev,A. Calatrava,M475,C361,UKR,ESP,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS028,R32,02:03:00,,F,3,N254,"6-3,6-7(7),7-5",J. Novak,J. Knippschild,,,CZE,GER,6-3,6-7(7),7-5,,,02:03:00,,,7,9,263,/en/stats/leaderboard?page=serve,,1,63,73,115,77,56,73,40,17,42,67,6,9,17,240,/en/stats/leaderboard?page=serve,5,9,50,51,103,76,39,51,42,22,52,5,16,63,73,115,41,42,103,53,115,218,59,61,103,37,42,115,47,103,218,A,,,50,10,False,,J. Novak,J. Knippschild,N254,K260,CZE,GER,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS029,R32,00:59:00,,F,2,A190,"6-4,6-2",E. Benfele Alvarez,F. Vicente,,,ESP,ESP,6-4,6-2,,,,00:59:00,,,,,274,/en/stats/leaderboard?page=serve,5,5,59,33,56,79,26,33,48,11,23,80,4,5,9,214,/en/stats/leaderboard?page=serve,,3,70,38,54,61,23,38,25,4,16,3,9,66,37,56,50,27,54,58,64,110,50,27,54,34,19,56,42,46,110,A,,,43,7,,False,E. Benfele Alvarez,F. Vicente,A190,V195,ESP,ESP,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS030,R32,01:24:00,,F,2,B028,"6-3,7-6(7)",B. Becker,F. Bergh,,,GER,SWE,6-3,7-6(7),,,,01:24:00,,,7,5,325,/en/stats/leaderboard?page=serve,4,12,68,39,57,87,34,39,72,13,18,,0,,10,259,/en/stats/leaderboard?page=serve,3,8,51,41,80,66,27,41,56,22,39,4,11,82,47,57,39,31,80,57,78,137,61,49,80,18,10,57,43,59,137,A,,,67,6,,,B. Becker,F. Bergh,B028,B479,GER,SWE,,
7301,1998,Split,WS,1998-02-02T00:00:00,1998-02-08T00:00:00,Carpet,32,375000,$,MS031,R32,01:25:00,,F,2,I034,"7-6(8),6-4",G. Ivanisevic,D. Prinosil,,,CRO,GER,7-6(8),6-4,,,,01:25:00,8,6,,,302,/en/stats/leaderboard?page=serve,4,17,56,39,70,95,37,39,48,15,31,,0,,11,277,/en/stats/leaderboard?page=serve,3,15,56,49,87,82,40,49,37,14,38,4,11,74,52,70,38,33,87,54,85,157,62,54,87,26,18,70,46,72,157,A,,,80,5,,,G. Ivanisevic,D. Prinosil,I034,P273,CRO,GER,,
