event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS011,R16,01:22:00,,F,2,M590,"6-3,6-4",A. Martin,K. Kucera,,,ESP,SVK,6-3,6-4,,,,01:22:00,229,/en/stats/leaderboard?page=serve,9,0,65,37,57,62,23,37,45,9,20,67,6,9,9,169,/en/stats/leaderboard?page=serve,15,2,44,31,71,65,20,31,33,13,40,45,5,11,10,56,32,57,54,38,71,55,70,128,46,33,71,44,25,57,45,58,128,A,,,,,,,,,A. Martin,K. Kucera,M590,K237,ESP,SVK,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS012,R16,00:51:00,,F,2,H377,"6-0,6-2",D. Hrbaty,J. Diaz,,,SVK,ESP,6-0,6-2,,,,00:51:00,255,/en/stats/leaderboard?page=serve,3,2,42,18,43,67,12,18,76,19,25,,0,,7,183,/en/stats/leaderboard?page=serve,,0,69,33,48,33,11,33,53,8,15,62,8,13,7,72,31,43,60,29,48,66,60,91,40,19,48,28,12,43,34,31,91,A,False,,,,,,,,D. Hrbaty,J. Diaz,H377,D291,SVK,ESP,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS013,R16,01:17:00,,F,2,M535,"6-3,6-3",F. Mantilla,D. Caballero,,,ESP,ESP,6-3,6-3,,,,01:17:00,259,/en/stats/leaderboard?page=serve,4,6,66,33,50,79,26,33,35,6,17,33,1,3,9,184,/en/stats/leaderboard?page=serve,4,2,58,36,62,61,22,36,23,6,26,50,5,10,9,64,32,50,55,34,62,59,66,112,45,28,62,36,18,50,41,46,112,A,,,,,,,,,F. Mantilla,D. Caballero,M535,C366,ESP,ESP,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS014,R16,01:31:00,,F,2,P305,"7-5(7),6-1",A. Portas,I. Ljubicic,,,ESP,CRO,7-5(7),6-1,,,,01:31:00,233,/en/stats/leaderboard?page=serve,4,1,59,38,64,61,23,38,50,13,26,40,2,5,9,184,/en/stats/leaderboard?page=serve,4,6,40,33,82,73,24,33,29,14,49,50,6,12,10,56,36,64,54,44,82,55,80,146,46,38,82,44,28,64,45,66,146,A,,7,5,,,,,,A. Portas,I. Ljubicic,P305,L360,ESP,CRO,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS015,R16,01:36:00,,F,3,M605,"2-6,6-1,7-5",C. Moya,F. Vicente,,,ESP,ESP,2-6,6-1,7-5,,,01:36:00,258,/en/stats/leaderboard?page=serve,1,1,55,48,88,75,36,48,50,20,40,63,5,8,14,235,/en/stats/leaderboard?page=serve,4,2,53,38,72,71,27,38,44,15,34,50,4,8,13,64,56,88,42,30,72,54,86,160,58,42,72,36,32,88,46,74,160,A,,,,,,,,,C. Moya,F. Vicente,M605,V195,ESP,ESP,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS016,R32,01:02:00,,F,2,B350,"6-0,6-4",S. Bruguera,G. Silberstein,,,ESP,CHI,6-0,6-4,,,,01:02:00,266,/en/stats/leaderboard?page=serve,5,6,59,36,61,75,27,36,44,11,25,83,5,6,8,181,/en/stats/leaderboard?page=serve,5,3,52,25,48,72,18,25,22,5,23,38,3,8,8,62,38,61,52,25,48,58,63,109,48,23,48,38,23,61,42,46,109,A,,,,,,,,,S. Bruguera,G. Silberstein,B350,S548,ESP,CHI,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS017,R32,01:48:00,,F,3,M440,"6-4,5-7,6-2",A. Merinov,R. Sabau,,,RUS,ROU,6-4,5-7,6-2,,,01:48:00,294,/en/stats/leaderboard?page=serve,2,3,65,50,77,72,36,50,70,19,27,0,0,2,15,222,/en/stats/leaderboard?page=serve,9,5,30,31,102,71,22,31,52,37,71,33,2,6,15,71,55,77,42,43,102,55,98,179,58,59,102,29,22,77,45,81,179,A,,,,,,,,,A. Merinov,R. Sabau,M440,S535,RUS,ROU,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS018,R32,01:11:00,,F,2,M543,"6-1,7-5",M. Martelli,Z. Krajan,,,ITA,CRO,6-1,7-5,,,,01:11:00,275,/en/stats/leaderboard?page=serve,5,9,46,27,59,93,25,27,44,14,32,50,1,2,9,193,/en/stats/leaderboard?page=serve,3,2,48,29,61,62,18,29,34,11,32,38,3,8,10,66,39,59,52,32,61,59,71,120,48,29,61,34,20,59,41,49,120,A,,,,,,,,,M. Martelli,Z. Krajan,M543,K313,ITA,CRO,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS019,R32,01:29:00,,F,2,H223,"6-4,7-6(7)",P. Haarhuis,J. Marin,,,NED,CRC,6-4,7-6(7),,,,01:29:00,260,/en/stats/leaderboard?page=serve,3,7,49,38,78,68,26,38,58,23,40,60,3,5,11,249,/en/stats/leaderboard?page=serve,3,0,53,34,64,74,25,34,53,16,30,0,0,3,11,63,49,78,36,23,64,51,72,142,64,41,64,37,29,78,49,70,142,A,,,,,7,4,,,P. Haarhuis,J. Marin,H223,M578,NED,CRC,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS020,R32,00:58:00,,F,2,S015,"6-1,6-2",J. Sanchez,S. Hirszon,,,ESP,CRO,6-1,6-2,,,,00:58:00,244,/en/stats/leaderboard?page=serve,1,3,60,31,52,74,23,31,71,15,21,,0,,8,198,/en/stats/leaderboard?page=serve,1,0,65,26,40,42,11,26,50,7,14,20,1,5,7,73,38,52,55,22,40,65,60,92,45,18,40,27,14,52,35,32,92,A,,,,,,,,,J. Sanchez,S. Hirszon,S015,H274,ESP,CRO,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS021,R32,02:13:00,,F,3,V166,"6-1,2-6,7-6(9)",A. Voinea,D. Pescariu,,,ROU,ROU,6-1,2-6,7-6(9),,,02:13:00,233,/en/stats/leaderboard?page=serve,7,6,56,63,112,68,43,63,41,20,49,64,7,11,13,228,/en/stats/leaderboard?page=serve,4,0,77,79,103,62,49,79,29,7,24,67,10,15,14,56,63,112,46,47,103,51,110,215,54,56,103,44,49,112,49,105,215,A,,,,,,,9,7,A. Voinea,D. Pescariu,V166,P254,ROU,ROU,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS022,R32,00:56:00,,F,2,M590,"6-2,6-1",A. Martin,P. Fredriksson,,,ESP,SWE,6-2,6-1,,,,00:56:00,284,/en/stats/leaderboard?page=serve,3,0,74,39,53,69,27,39,57,8,14,75,3,4,8,160,/en/stats/leaderboard?page=serve,3,0,54,25,46,48,12,25,33,7,21,38,3,8,7,66,35,53,59,27,46,63,62,99,41,19,46,34,18,53,37,37,99,A,,,,,,,,,A. Martin,P. Fredriksson,M590,F278,ESP,SWE,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS023,R32,01:46:00,,F,3,K237,"4-6,6-2,6-3",K. Kucera,N. Marques,,,SVK,POR,4-6,6-2,6-3,,,01:46:00,215,/en/stats/leaderboard?page=serve,9,4,40,27,68,70,19,27,49,20,41,17,1,6,13,193,/en/stats/leaderboard?page=serve,2,2,63,59,93,53,31,59,35,12,34,43,6,14,14,57,39,68,54,50,93,55,89,161,46,43,93,43,29,68,45,72,161,A,,,,,,,,,K. Kucera,N. Marques,K237,M197,SVK,POR,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS024,R32,01:27:00,,F,2,H377,"6-3,7-6(7)",D. Hrbaty,S. Duran,,,SVK,ESP,6-3,7-6(7),,,,01:27:00,269,/en/stats/leaderboard?page=serve,7,2,52,40,77,83,33,40,49,18,37,80,4,5,11,261,/en/stats/leaderboard?page=serve,3,6,62,39,63,74,29,39,42,10,24,33,1,3,10,66,51,77,38,24,63,54,75,140,62,39,63,34,26,77,46,65,140,A,,,,,7,4,,,D. Hrbaty,S. Duran,H377,D295,SVK,ESP,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS025,R32,02:07:00,,F,3,D291,"6-3,4-6,6-4",J. Diaz,E. Rasberger,,,ESP,CRO,6-3,4-6,6-4,,,02:07:00,240,/en/stats/leaderboard?page=serve,5,2,67,70,104,64,45,70,41,14,34,71,10,14,14,223,/en/stats/leaderboard?page=serve,7,3,70,75,107,59,44,75,38,12,32,54,7,13,15,57,59,104,48,51,107,52,110,211,52,56,107,43,45,104,48,101,211,A,,,,,,,,,J. Diaz,E. Rasberger,D291,R247,ESP,CRO,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS026,R32,01:16:00,,F,2,C366,"6-2,6-2",D. Caballero,O. Stanoytchev,,,ESP,BUL,6-2,6-2,,,,01:16:00,256,/en/stats/leaderboard?page=serve,,0,74,34,46,74,25,34,33,4,12,33,1,3,8,152,/en/stats/leaderboard?page=serve,3,0,54,28,52,43,12,28,33,8,24,33,3,9,8,63,29,46,62,32,52,62,61,98,38,20,52,37,17,46,38,37,98,A,,,,False,,,,,D. Caballero,O. Stanoytchev,C366,S519,ESP,BUL,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS027,R32,01:37:00,,F,2,M535,"6-3,7-6(7)",F. Mantilla,A. Cherkasov,,,ESP,RUS,6-3,7-6(7),,,,01:37:00,263,/en/stats/leaderboard?page=serve,2,4,66,41,62,63,26,41,62,13,21,63,5,8,10,201,/en/stats/leaderboard?page=serve,2,2,51,44,86,55,24,44,45,19,42,62,8,13,10,63,39,62,50,43,86,55,82,148,50,43,86,37,23,62,45,66,148,A,,,,,7,4,,,F. Mantilla,A. Cherkasov,M535,C260,ESP,RUS,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS028,R32,01:13:00,,F,2,P305,"6-2,7-5",A. Portas,A. Pavel,,,ESP,ROU,6-2,7-5,,,,01:13:00,265,/en/stats/leaderboard?page=serve,4,2,64,41,64,66,27,41,57,13,23,67,4,6,10,193,/en/stats/leaderboard?page=serve,8,0,62,49,79,59,29,49,30,9,30,64,9,14,10,63,40,64,52,41,79,57,81,143,48,38,79,38,24,64,43,62,143,A,,,,,,,,,A. Portas,A. Pavel,P305,P280,ESP,ROU,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS029,R32,01:21:00,,F,2,L360,"6-4,6-4",I. Ljubicic,A. Rybalko,,,CRO,UKR,6-4,6-4,,,,01:21:00,207,/en/stats/leaderboard?page=serve,2,10,41,24,58,67,16,24,41,14,34,17,1,6,10,160,/en/stats/leaderboard?page=serve,9,1,56,36,64,61,22,36,21,6,28,36,4,11,10,52,30,58,56,36,64,54,66,122,44,28,64,48,28,58,46,56,122,A,,,,,,,,,I. Ljubicic,A. Rybalko,L360,R272,CRO,UKR,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS030,R32,00:44:00,,F,2,V195,"6-1,2-1",F. Vicente,A. Gaudenzi,,,ESP,ITA,6-1,2-1,,,,00:44:00,250,/en/stats/leaderboard?page=serve,1,0,44,17,39,65,11,17,59,13,22,67,2,3,6,155,/en/stats/leaderboard?page=serve,2,2,59,19,32,53,10,19,23,3,13,33,2,6,5,62,24,39,59,19,32,61,43,71,41,13,32,38,15,39,39,28,71,A,,,,,,,,,F. Vicente,A. Gaudenzi,V195,G254,ESP,ITA,,
439,1997,Umag,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Clay,32,375000,$,MS031,R32,01:26:00,,F,2,M605,"5-7,4-2",C. Moya,D. Sanguinetti,,,ESP,ITA,5-7,4-2,,,,01:26:00,217,/en/stats/leaderboard?page=serve,2,2,57,36,63,61,22,36,44,12,27,56,5,9,9,205,/en/stats/leaderboard?page=serve,4,2,41,29,70,69,20,29,37,15,41,56,5,9,10,54,34,63,50,35,70,52,69,133,50,35,70,46,29,63,48,64,133,A,,,,,,,,,C. Moya,D. Sanguinetti,M605,S480,ESP,ITA,,
