event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser,player_a_id,player_b_id
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS081,R128,02:08:00,,F,3,B678,"6-4,4-6,6-4",M. Berrer,B. Phau,,,GER,GER,6-4,4-6,6-4,,,02:08:00,A,M. Berrer,B. Phau,GER,GER,,,249,/en/stats/leaderboard?page=serve,11,5,68,65,95,74,48,65,33,10,30,57,4,7,15,249,/en/stats/leaderboard?page=serve,7,3,64,59,92,71,42,59,45,15,33,33,2,6,15,61,58,95,38,35,92,50,93,187,62,57,92,39,37,95,50,94,187,,,,,,,B678,P436,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS082,R128,02:12:00,,F,3,SF62,"2-6,6-3,6-2",T. Smyczek,I. Marchenko,,,USA,UKR,2-6,6-3,6-2,,,02:12:00,A,T. Smyczek,I. Marchenko,USA,UKR,,,254,/en/stats/leaderboard?page=serve,2,3,53,40,76,68,27,40,56,20,36,50,3,6,13,231,/en/stats/leaderboard?page=serve,5,4,55,50,91,60,30,50,51,21,41,71,10,14,12,62,47,76,44,40,91,52,87,167,56,51,91,38,29,76,48,80,167,,,,,,,SF62,ME89,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS085,R128,02:03:00,,F,3,H528,"4-6,7-6(7),6-3",V. Hanescu,A. Seppi,,,ROU,ITA,4-6,7-6(7),6-3,,,02:03:00,A,V. Hanescu,A. Seppi,ROU,ITA,,,296,/en/stats/leaderboard?page=serve,1,8,62,51,82,80,41,51,61,19,31,0,0,2,15,266,/en/stats/leaderboard?page=serve,4,8,53,54,102,78,42,54,50,24,48,70,7,10,16,73,60,82,35,36,102,52,96,184,65,66,102,27,22,82,48,88,184,,,,,7,5,H528,SA93,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS086,R128,01:25:00,,F,2,D683,"6-4,6-0",J. del Potro,R. Stepanek,,,ARG,CZE,6-4,6-0,,,,01:25:00,A,J. del Potro,R. Stepanek,ARG,CZE,,,267,/en/stats/leaderboard?page=serve,3,5,47,27,57,78,21,27,53,16,30,83,5,6,8,189,/en/stats/leaderboard?page=serve,3,3,60,33,55,42,14,33,50,11,22,38,3,8,8,65,37,57,55,30,55,60,67,112,45,25,55,35,20,57,40,45,112,,,,,,,D683,S694,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS089,R128,01:53:00,,F,3,BE90,"1-6,6-3,6-4",R. Berankis,A. Bogomolov Jr.,,,LTU,RUS,1-6,6-3,6-4,,,01:53:00,A,R. Berankis,A. Bogomolov Jr.,LTU,RUS,,,232,/en/stats/leaderboard?page=serve,4,4,41,30,74,70,21,30,52,23,44,43,3,7,13,251,/en/stats/leaderboard?page=serve,4,5,73,62,85,65,40,62,43,10,23,56,5,9,13,59,44,74,41,35,85,50,79,159,59,50,85,41,30,74,50,80,159,,,,,,,BE90,B842,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS090,R128,00:57:00,,F,2,T742,"6-2,6-0",J. Tipsarevic,T. Kamke,,,SRB,GER,6-2,6-0,,,,00:57:00,A,J. Tipsarevic,T. Kamke,SRB,GER,,,319,/en/stats/leaderboard?page=serve,1,5,50,17,34,94,16,17,71,12,17,0,0,0,7,162,/en/stats/leaderboard?page=serve,2,1,56,24,43,42,10,24,37,7,19,17,1,6,7,82,28,34,60,26,43,70,54,77,40,17,43,18,6,34,30,23,77,,,,,,,T742,K839,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS093,R128,01:08:00,,F,2,Z168,"6-4,6-3",M. Zverev,M. Ebden,,,GER,AUS,6-4,6-3,,,,01:08:00,A,M. Zverev,M. Ebden,GER,AUS,,,316,/en/stats/leaderboard?page=serve,0,2,71,35,49,86,30,35,57,8,14,100,2,2,9,256,/en/stats/leaderboard?page=serve,3,3,66,44,67,59,26,44,61,14,23,57,4,7,10,78,38,49,40,27,67,56,65,116,60,40,67,22,11,49,44,51,116,,,,,,,Z168,E690,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS094,R128,01:59:00,,F,3,Y124,"2-6,6-3,6-3",D. Young,P. Starace,,,USA,ITA,2-6,6-3,6-3,,,01:59:00,A,D. Young,P. Starace,USA,ITA,,,239,/en/stats/leaderboard?page=serve,4,3,47,45,96,60,27,45,57,29,51,75,9,12,13,253,/en/stats/leaderboard?page=serve,0,2,58,41,71,61,25,41,63,19,30,33,2,6,13,58,56,96,38,27,71,50,83,167,62,44,71,42,40,96,50,84,167,,,,,,,Y124,S843,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS097,R128,01:36:00,,F,3,B676,"3-6,6-3,6-2",J. Blake,C. Guccione,,,USA,AUS,3-6,6-3,6-2,,,01:36:00,A,J. Blake,C. Guccione,USA,AUS,,,299,/en/stats/leaderboard?page=serve,5,6,54,38,70,89,34,38,63,20,32,75,3,4,13,262,/en/stats/leaderboard?page=serve,6,19,56,49,87,80,39,49,37,14,38,63,5,8,13,77,54,70,39,34,87,56,88,157,61,53,87,23,16,70,44,69,157,,,,,,,B676,G621,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS098,R128,01:35:00,,F,2,M708,"6-4,6-3",R. Mello,R. Ramirez Hidalgo,,,BRA,ESP,6-4,6-3,,,,01:35:00,A,R. Mello,R. Ramirez Hidalgo,BRA,ESP,,,308,/en/stats/leaderboard?page=serve,0,3,74,34,46,68,23,34,75,9,12,0,0,1,9,221,/en/stats/leaderboard?page=serve,3,2,58,50,86,60,30,50,44,16,36,76,13,17,10,70,32,46,47,40,86,55,72,132,53,46,86,30,14,46,45,60,132,,,,,,,M708,R383,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS101,R128,01:19:00,,F,2,C882,"7-5,6-3",P. Cuevas,P. Andujar,,,URU,ESP,7-5,6-3,,,,01:19:00,A,P. Cuevas,P. Andujar,URU,ESP,,,306,/en/stats/leaderboard?page=serve,3,1,58,34,59,82,28,34,68,17,25,0,0,0,11,272,/en/stats/leaderboard?page=serve,3,0,63,37,59,68,25,37,64,14,22,33,1,3,10,76,45,59,34,20,59,55,65,118,66,39,59,24,14,59,45,53,118,,,,,,,C882,A596,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS102,R128,01:25:00,,F,2,B747,"6-4,6-4",J. Benneteau,F. Lopez,,,FRA,ESP,6-4,6-4,,,,01:25:00,A,J. Benneteau,F. Lopez,FRA,ESP,,,299,/en/stats/leaderboard?page=serve,3,7,63,45,72,73,33,45,59,16,27,100,4,4,10,275,/en/stats/leaderboard?page=serve,2,6,53,29,55,76,22,29,62,16,26,67,4,6,10,68,49,72,31,17,55,52,66,127,69,38,55,32,23,72,48,61,127,,,,,,,B747,L397,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS105,R128,01:49:00,,F,3,TA46,"6-7(5),7-6(7),6-4",B. Tomic,R. Bopanna,,,AUS,IND,6-7(5),7-6(7),6-4,,,01:49:00,A,B. Tomic,R. Bopanna,AUS,IND,,,323,/en/stats/leaderboard?page=serve,3,14,64,65,102,80,52,65,68,25,37,100,2,2,17,315,/en/stats/leaderboard?page=serve,2,23,53,55,104,84,46,55,63,31,49,86,6,7,17,75,77,102,26,27,104,50,104,206,74,77,104,25,25,102,50,102,206,,,5.0,7.0,7.0,1.0,TA46,B757,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS106,R128,02:29:00,,F,3,G725,"6-4,6-7(5),6-3",S. Giraldo,D. Gimeno-Traver,,,COL,ESP,6-4,6-7(5),6-3,,,02:29:00,A,S. Giraldo,D. Gimeno-Traver,COL,ESP,,,272,/en/stats/leaderboard?page=serve,4,4,59,63,107,71,45,63,55,24,44,33,1,3,16,242,/en/stats/leaderboard?page=serve,6,5,52,55,106,69,38,55,49,25,51,60,6,10,15,64,69,107,41,43,106,53,112,213,59,63,106,36,38,107,47,101,213,,,,,5.0,7.0,G725,G676,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS109,R128,01:23:00,,F,2,L575,"6-2,6-3",Y. Lu,L. Hewitt,,,TPE,AUS,6-2,6-3,,,,01:23:00,A,Y. Lu,L. Hewitt,TPE,AUS,,,255,/en/stats/leaderboard?page=serve,2,2,59,42,71,74,31,42,45,13,29,75,6,8,9,164,/en/stats/leaderboard?page=serve,5,0,45,20,44,70,14,20,17,4,24,38,3,8,8,62,44,71,59,26,44,61,70,115,41,18,44,38,27,71,39,45,115,,,,,,,L575,H432,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS110,R128,00:45:00,,F,2,G806,"6-2,6-1",A. Golubev,F. Mayer,,,KAZ,GER,6-2,6-1,,,,00:45:00,A,A. Golubev,F. Mayer,KAZ,GER,,,342,/en/stats/leaderboard?page=serve,0,4,65,24,37,88,21,24,85,11,13,0,0,0,8,195,/en/stats/leaderboard?page=serve,2,1,62,21,34,38,8,21,54,7,13,0,0,4,7,86,32,37,56,19,34,72,51,71,44,15,34,14,5,37,28,20,71,,,,,,,G806,MB02,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS113,R128,02:02:00,,F,2,K540,"7-6(10),6-4",L. Kubot,M. Kukushkin,,,POL,KAZ,7-6(10),6-4,,,,02:02:00,A,L. Kubot,M. Kukushkin,POL,KAZ,,,282,/en/stats/leaderboard?page=serve,9,8,62,54,87,76,41,54,55,18,33,83,5,6,11,272,/en/stats/leaderboard?page=serve,2,6,69,54,78,72,39,54,46,11,24,67,4,6,11,68,59,87,36,28,78,53,87,165,64,50,78,32,28,87,47,78,165,,,10.0,8.0,,,K540,K926,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS114,R128,01:26:00,,F,2,B896,"6-2,7-5",B. Becker,T. de Bakker,,,GER,NED,6-2,7-5,,,,01:26:00,A,B. Becker,T. de Bakker,GER,NED,,,315,/en/stats/leaderboard?page=serve,2,11,53,28,53,89,25,28,64,16,25,0,0,0,10,247,/en/stats/leaderboard?page=serve,2,7,51,35,68,69,24,35,52,17,33,57,4,7,10,77,41,53,40,27,68,56,68,121,60,41,68,23,12,53,44,53,121,,,,,,,B896,D776,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS117,R128,02:46:00,,F,3,S963,"6-4,6-7(1),7-6(7)",F. Serra,T. Gabashvili,,,FRA,RUS,6-4,6-7(1),7-6(7),,,02:46:00,A,F. Serra,T. Gabashvili,FRA,RUS,,,246,/en/stats/leaderboard?page=serve,2,5,54,64,119,69,44,64,44,24,55,64,7,11,17,248,/en/stats/leaderboard?page=serve,5,7,49,49,100,78,38,49,49,25,51,62,8,13,17,57,68,119,37,37,100,48,105,219,63,63,100,43,51,119,52,114,219,7.0,4.0,,,1.0,7.0,S963,G681,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS118,R128,02:08:00,,F,3,D402,"5-7,6-2,6-4",N. Davydenko,F. Fognini,,,RUS,ITA,5-7,6-2,6-4,,,02:08:00,A,N. Davydenko,F. Fognini,RUS,ITA,,,261,/en/stats/leaderboard?page=serve,5,0,70,63,90,60,38,63,63,17,27,50,4,8,15,215,/en/stats/leaderboard?page=serve,5,4,57,59,104,66,39,59,33,15,45,63,10,16,15,61,55,90,48,50,104,54,105,194,52,54,104,39,35,90,46,89,194,,,,,,,D402,F510,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS121,R128,01:25:00,,F,2,R975,"6-2,7-6(7)",M. Raonic,M. Ilhan,,,CAN,TUR,6-2,7-6(7),,,,01:25:00,A,M. Raonic,M. Ilhan,CAN,TUR,,,293,/en/stats/leaderboard?page=serve,3,10,46,28,61,86,24,28,64,21,33,67,2,3,10,254,/en/stats/leaderboard?page=serve,2,3,65,46,71,54,25,46,64,16,25,57,4,7,10,74,45,61,42,30,71,57,75,132,58,41,71,26,16,61,43,57,132,,,,,7.0,4.0,R975,K771,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS122,R128,02:37:00,,F,3,H940,"6-7(5),7-6(7),6-3",R. Harrison,J. Chardy,,,USA,FRA,6-7(5),7-6(7),6-3,,,02:37:00,A,R. Harrison,J. Chardy,USA,FRA,,,276,/en/stats/leaderboard?page=serve,2,13,63,71,113,80,57,71,40,17,42,75,9,12,17,249,/en/stats/leaderboard?page=serve,9,9,65,75,116,63,47,75,46,19,41,60,6,10,16,65,74,113,43,50,116,54,124,229,57,66,116,35,39,113,46,105,229,,,5.0,7.0,7.0,2.0,H940,CA12,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS125,R128,01:24:00,,F,2,P624,"6-4,7-5",P. Petzschner,D. Brown,,,GER,JAM,6-4,7-5,,,,01:24:00,A,P. Petzschner,D. Brown,GER,JAM,,,267,/en/stats/leaderboard?page=serve,7,5,49,35,71,77,27,35,53,19,36,50,1,2,11,252,/en/stats/leaderboard?page=serve,1,3,56,39,70,64,25,39,58,18,31,57,4,7,11,65,46,71,39,27,70,52,73,141,61,43,70,35,25,71,48,68,141,,,,,,,P624,BA65,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS126,R128,02:33:00,,F,3,A511,"6-4,6-7(2),6-4",I. Andreev,K. Nishikori,,,RUS,JPN,6-4,6-7(2),6-4,,,02:33:00,A,I. Andreev,K. Nishikori,RUS,JPN,,,283,/en/stats/leaderboard?page=serve,0,9,54,55,102,69,38,55,64,30,47,60,3,5,16,248,/en/stats/leaderboard?page=serve,6,1,53,56,106,71,40,56,54,27,50,56,5,9,16,67,68,102,37,39,106,51,107,208,63,67,106,33,34,102,49,101,208,,,,,2.0,7.0,A511,N552,,
